face_id,i,j,k,curl,mapped_node_mean_curl
416,62,2074,4025,0.0017714814128313,0.005779560735781185
417,62,2646,4025,0.0093709114071939,0.006346656327938574
418,63,443,1310,0.0012306815265121997,0.0011400943387060742
419,63,443,3281,0.0008479230293444995,0.0013936669041119685
420,63,746,995,0.0032730462366172,0.0018320457334829556
421,63,746,1411,0.0021665009856368,0.0022488030310646614
422,63,995,1310,0.0018049442296525996,0.0012295420049533224
423,63,1411,3281,0.0010718312349394,0.0018998718679409223
424,64,903,3524,0.0013425179291743999,0.0036201486177078386
425,64,903,3991,0.0026692437577886,0.002483800865204672
426,64,3269,3524,0.00045794429919910007,0.002826397802780644
427,64,3269,3871,0.0008627279527903999,0.0018168857963543224
428,64,3871,4787,0.0023733700531246,0.00206670849831575
429,64,3991,4787,0.004154979807199699,0.0019398727522389053
430,65,541,1539,0.0016258406841436,0.001919646125350156
431,65,541,2232,0.0022954420554781273,0.0018366801797104568
432,65,541,3004,0.0031877382172674,0.002043374021241967
433,65,1183,3004,0.0049479949387279,0.002143560474461827
434,65,1183,4526,0.0045343605040258,0.0019079551157346602
435,65,1539,2232,0.0007233284492183726,0.001916613374546238
436,65,2232,3004,0.0057927032506192265,0.0020403412704380493
437,65,3004,4526,7.338156849420014e-05,0.002011429753242393
438,66,383,2860,0.0007656078536181993,0.0019212738161321612
439,66,383,4571,0.0028280035124041993,0.003498761833819617
440,66,924,3712,0.0027463561274367002,0.004393826747965138
441,66,924,4571,0.0030310228430877,0.00485286495072558
442,66,2860,3154,0.0002227633158430999,0.0017002903295771272
443,66,3154,3712,0.0016886837412946002,0.00281874014450414
444,67,1389,2488,0.010222030073936302,0.0030302711606787994
445,67,1389,4841,0.00020161465203650045,0.0025396557551928163
446,67,2015,2165,0.000658162073663344,0.0024413182350608623
447,67,2015,2488,0.0021311716588387005,0.0029296153014187246
448,67,2165,4062,0.0007165648638452439,0.0023041381594889675
449,67,4062,4841,0.0011952663603403,0.002301819820360846
450,68,1851,2218,0.0010894305691482994,0.002156798569175298
451,68,1851,3209,0.007500150095851901,0.003332628766415255
452,68,2218,2763,0.0007925822345357996,0.0018294988558024805
453,68,2218,3294,0.000199456778428,0.001766834011430753
454,68,2308,2598,0.0016521974954691002,0.0027858891552545156
455,68,2308,3209,0.0061022427693992005,0.003681192138035827
456,68,2598,2763,0.0010745010015402,0.0021100260702611264
457,68,2763,3294,0.0023851874293664,0.0016731625108143376
458,69,1186,1352,0.0040591359950731005,0.005555736101479895
459,69,1186,1541,0.002854065687805301,0.006115783647967305
460,69,1395,1541,0.009307945806159998,0.005404388842887611
461,69,1395,3495,0.013403180471869398,0.00624966437944039
462,70,194,946,0.0026735547402132005,0.0028581799111563927
463,70,194,3700,0.0006259010067295005,0.0025492675499285827
464,70,946,2697,0.003149690801086998,0.004414226448807793
465,70,1841,3700,0.0020346223571916996,0.003595646567874922
466,70,1841,4629,0.003842711880818101,0.004593043795067356
467,70,2697,4629,0.008732902216726998,0.005102711314772417
468,71,1824,2796,0.0032818713699404997,0.0023614932436564298
469,71,1824,3569,0.0021356596776387,0.0028911088675663
470,71,2796,3266,0.0021072135558854004,0.0018812846306891023
471,71,3266,4294,0.0023622727324134002,0.0019517062876621787
472,71,3569,3949,0.0022463244517141,0.0027923840393444433
473,71,3949,4294,0.0016216859991932387,0.00233319007240765
474,72,849,1895,0.0010697803459597001,0.0011191546101461571
475,72,849,3687,0.0001738277499251771,0.0008125207596217213
476,72,1210,1895,0.0019054736861005002,0.001827985470389932
477,72,1210,2984,0.0028809743158488997,0.0022208188604473764
478,72,2918,2984,0.0020779064217642997,0.001891134506444015
