i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,369,-0.0154231455127067,0.0154231455127067,other,other,-0.03725393521170356,0.02183078969899686
0,1017,-0.0154231455127067,0.0154231455127067,other,other,0.07542613482662242,-0.09084928033932911
0,2292,-0.0632666147428889,0.0632666147428889,other,immune_core,-0.20852812474501714,0.14526151000212822
0,3531,-0.0651613794717266,0.0651613794717266,other,immune_core,-0.09382978778879503,0.028668408317068433
0,2068,-0.015142964165099,0.015142964165099,other,other,0.013942934017658226,-0.029085898182757225
0,457,-0.0011281042544508,0.0011281042544508,other,other,0.07469794866785329,-0.07582605292230409
1,2844,-0.4954854123027905,0.4954854123027905,interface,interface,-0.29599420684698374,-0.19949120545580673
1,659,0.1974995114146109,0.1974995114146109,interface,interface,0.07121593589973008,0.1262835755148808
1,1447,-0.4390835536415936,0.4390835536415936,interface,tumor_core,-0.17994217746008478,-0.25914137618150884
1,2135,-0.4994984389930993,0.4994984389930993,interface,interface,-0.3571973654597219,-0.1423010735333774
1,1575,0.4438066255614057,0.4438066255614057,interface,interface,-0.07609329839746459,0.5198999239588703
1,2297,-0.1269458880558263,0.1269458880558263,interface,interface,-0.08169644356602423,-0.04524944448980206
2,3575,0.5661515664551579,0.5661515664551579,immune_core,other,0.5291257130759712,0.037025853379186624
2,2033,0.6131128032969859,0.6131128032969859,immune_core,interface,0.2324375305422238,0.3806752727547621
2,2194,0.5091143534778345,0.5091143534778345,immune_core,interface,0.6289854770972356,-0.11987112361940111
2,1022,0.404436318574304,0.404436318574304,immune_core,other,0.4697483889851325,-0.06531207041082848
2,2943,0.1763271213898463,0.1763271213898463,immune_core,other,0.6418323426639323,-0.465505221274086
2,2945,0.587604031088049,0.587604031088049,immune_core,other,0.35461674113851493,0.2329872899495341
3,3145,0.0,0.0,other,other,0.005854344820336421,-0.005854344820336421
3,2931,-0.1072118235654857,0.1072118235654857,other,other,-0.14250042348562764,0.03528859992014194
3,696,-0.2141393391364258,0.2141393391364258,other,other,-0.20276234411305963,-0.011376995023366171
3,2110,-0.1661002526794863,0.1661002526794863,other,other,-0.14737702946330708,-0.018723223216179224
3,1281,-0.1070696695682128,0.1070696695682128,other,other,-0.09976720576525672,-0.007302463802956086
3,1319,-0.1697014112302226,0.1697014112302226,other,other,-0.177669507471855,0.007968096241632416
4,3128,0.0320078673852961,0.0320078673852961,other,other,0.024297354819925565,0.007710512565370538
4,1429,-0.0789731252312279,0.0789731252312279,other,other,-0.012939255702962282,-0.06603386952826562
4,3564,-0.2420222185220876,0.2420222185220876,other,other,-0.24041227990436076,-0.001609938617726847
4,2039,-0.0308864190872471,0.0308864190872471,other,other,-0.06588965941051095,0.03500324032326385
4,3553,-0.159806027545169,0.159806027545169,other,other,-0.1474056450662397,-0.0124003824789293
4,2593,-0.2765743015956331,0.2765743015956331,other,immune_core,-0.31390415568334645,0.03732985408771333
5,2605,-0.2729520367816879,0.2729520367816879,other,other,-0.3220226177626485,0.04907058098096062
5,2736,-0.0596749333390695,0.0596749333390695,other,other,-0.05334818106027295,-0.006326752278796553
5,438,-0.0596749333390695,0.0596749333390695,other,other,-0.05449714991930793,-0.005177783419761571
5,873,-0.0596749333390695,0.0596749333390695,other,other,-0.043242552567522574,-0.016432380771546927
5,2289,-0.0596749333390695,0.0596749333390695,other,other,-0.06238986846089922,0.0027149351218297216
5,3377,-0.0596749333390695,0.0596749333390695,other,other,-0.035825822198228,-0.023849111140841504
6,2184,0.2538707987259584,0.2538707987259584,immune_core,other,0.1823804580574686,0.0714903406684898
6,1148,-0.0074339242875839,0.0074339242875839,immune_core,immune_core,-0.02906478387736843,0.021630859589784533
6,1023,0.2386455286300985,0.2386455286300985,immune_core,other,0.23411496451600494,0.004530564114093555
6,2144,0.2059258827218415,0.2059258827218415,immune_core,other,0.24889235050116185,-0.04296646777932034
6,3574,0.1914849306432762,0.1914849306432762,immune_core,other,0.23652961511200038,-0.04504468446872417
6,102,0.0088872160249979,0.0088872160249979,immune_core,other,0.018527769225844856,-0.009640553200846957
7,613,-0.0376506909860122,0.0376506909860122,other,other,-0.04580463729226658,0.008153946306254378
7,2320,-0.2016307958183851,0.2016307958183851,other,other,-0.19783536551448908,-0.0037954303038960358
7,1031,-0.1266188588967434,0.1266188588967434,other,other,-0.10580789444247007,-0.02081096445427333
7,3185,0.0263739218385953,0.0263739218385953,other,other,0.025393577435170844,0.0009803444034244546
7,2117,0.0144418725165113,0.0144418725165113,other,other,0.029653161728087463,-0.015211289211576162
7,864,-0.2779825463864888,0.2779825463864888,other,immune_core,-0.3086656582116529,0.030683111825164144
8,1166,-0.0487692507959626,0.0487692507959626,other,other,-0.03341224345318068,-0.01535700734278192
8,582,-0.0755625641272731,0.0755625641272731,other,other,-0.1001766539339243,0.02461408980665121
8,2860,-0.2022903765710156,0.2022903765710156,other,other,-0.15401968428688298,-0.04827069228413261
8,3371,-0.2573854906091503,0.2573854906091503,other,immune_core,-0.27115838903659617,0.01377289842744589
8,174,-0.001362863237934,0.001362863237934,other,other,-0.025731958027359586,0.024369094789425585
8,2776,-0.0588884291140005,0.0588884291140005,other,other,-0.05976011318797286,0.0008716840739723605
9,1245,-0.1100476617908761,0.1100476617908761,other,interface,-0.11697756228194534,0.00692990049106923
9,3235,-0.0618810577143139,0.0618810577143139,other,interface,-0.34066947776966683,0.2787884200553529
9,2025,0.0345103819408581,0.0345103819408581,other,interface,0.23843122203114198,-0.20392084009028388
9,1732,-0.0321541172469396,0.0321541172469396,other,interface,-0.05460484386293207,0.022450726615992476
9,312,-0.0813630867248168,0.0813630867248168,other,interface,-0.2522115880999083,0.1708485013750915
9,3201,-0.0664604962543631,0.0664604962543631,other,interface,0.20863507871693254,-0.27509557497129566
10,663,-0.0434473604228589,0.0434473604228589,interface,other,-0.2718525136696806,0.2284051532468217
10,2174,-0.0032737866213754,0.0032737866213754,interface,other,-0.2635945323767901,0.2603207457554147
10,120,-0.0762055916529954,0.0762055916529954,interface,interface,0.17548990574867251,-0.2516954974016679
10,3431,-0.2049248791262394,0.2049248791262394,interface,interface,-0.26857061583297626,0.06364573670673684
10,389,0.1207173232572103,0.1207173232572103,interface,other,0.31539779111328226,-0.19468046785607196
10,121,-0.0815281508747989,0.0815281508747989,interface,interface,0.024467570604641484,-0.10599572147944038
11,1066,-0.1070696695682128,0.1070696695682128,other,other,-0.09298102026352989,-0.014088649304682913
11,1671,0.0095541466490273,0.0095541466490273,other,other,0.0031088192708575435,0.006445327378169757
11,1421,-0.1070696695682128,0.1070696695682128,other,other,-0.08287483538547002,-0.024194834182742778
11,2544,0.1570188494091778,0.1570188494091778,other,other,0.1285639446502977,0.0284549047588801
11,2491,0.0,0.0,other,other,0.002766754022719864,-0.002766754022719864
11,3409,0.0588884291140005,0.0588884291140005,other,other,0.052738692246476704,0.006149736867523799
12,1895,1.1054393686051744,1.1054393686051744,interface,interface,0.1457168570837052,0.9597225115214693
12,3454,-2.262499911137695,2.262499911137695,interface,interface,-0.27795375405323497,-1.98454615708446
12,1294,1.118668858589233,1.118668858589233,interface,interface,0.230912995303581,0.887755863285652
12,2177,1.416289403252205,1.416289403252205,interface,interface,0.4123737266138395,1.0039156766383657
12,3000,0.5348425123347046,0.5348425123347046,interface,interface,0.06656669913466984,0.46827581320003475
12,3155,-1.502061964991211,1.502061964991211,interface,tumor_core,-0.16693903024834467,-1.3351229347428664
13,769,0.0,0.0,other,other,0.0008526012084875412,-0.0008526012084875412
13,1841,0.0,0.0,other,other,-0.006556198244872136,0.006556198244872136
13,2286,0.0520925635025235,0.0520925635025235,other,other,0.04757597323502921,0.0045165902674942915
13,205,0.1109809926165241,0.1109809926165241,other,other,0.09284811720281336,0.01813287541371074
13,316,0.0,0.0,other,other,0.007159121530412649,-0.007159121530412649
13,2136,-0.2274713251074992,0.2274713251074992,other,other,-0.20627720068494573,-0.021194124422553473
14,2407,-0.0742501491924632,0.0742501491924632,other,other,-0.10283195131043427,0.028581802117971067
14,2250,0.0060865792452101,0.0060865792452101,other,other,0.025758738666676217,-0.019672159421466117
14,902,-0.0227868508904231,0.0227868508904231,other,other,-0.0028302600677853063,-0.019956590822637794
14,49,-0.0547881418049214,0.0547881418049214,other,other,-0.0036415324787015813,-0.05114660932621982
14,1071,-0.0576241333083291,0.0576241333083291,other,other,-0.0759042461946568,0.0182801128863277
14,2359,-0.1215397061722438,0.1215397061722438,other,other,-0.16545264564390955,0.043912939471665746
15,3277,-0.0095541466490273,0.0095541466490273,other,other,-0.01623429470836177,0.006680148059334468
15,2049,-0.0095541466490273,0.0095541466490273,other,other,-0.02103577415882238,0.011481627509795079
15,1876,0.0142409264389286,0.0142409264389286,other,other,0.021318489227302756,-0.007077562788374157
15,1834,0.0405714018341608,0.0405714018341608,other,other,0.06091524474601054,-0.020343842911849735
15,2315,-0.0095541466490273,0.0095541466490273,other,other,-0.012683037586697338,0.0031288909376700376
15,2261,-0.0095541466490273,0.0095541466490273,other,other,-0.01568467169809576,0.006130525049068459
16,2631,-0.2542414940572575,0.2542414940572575,other,immune_core,-0.19551579934045926,-0.05872569471679823
16,750,0.0807900663838752,0.0807900663838752,other,other,0.0861835734712183,-0.005393507087343097
16,3449,-0.0319256168982846,0.0319256168982846,other,other,-0.06293759541379973,0.031011978515515126
16,2978,-0.1095650047864984,0.1095650047864984,other,other,-0.05269527056182133,-0.056869734224677074
16,3401,0.0588884291140005,0.0588884291140005,other,other,-0.0401657760260522,0.0990542051400527
16,3342,0.1075946436647825,0.1075946436647825,other,interface,0.1166725315515258,-0.009077887886743297
17,2287,-0.0261084260218343,0.0261084260218343,interface,interface,-0.26323070120165815,0.23712227517982384
17,2493,-0.1571382843183076,0.1571382843183076,interface,interface,0.1641562594318871,-0.3212945437501947
17,1492,0.1671717638914489,0.1671717638914489,interface,other,0.12146096269776033,0.04571080119368856
17,2464,-0.1768247920707368,0.1768247920707368,interface,interface,-0.24300808641370916,0.06618329434297235
17,3198,0.2098018716421575,0.2098018716421575,interface,interface,0.09761314589304977,0.11218872574910772
17,2754,-0.2685483632969234,0.2685483632969234,interface,interface,-0.12863802262197163,-0.13991034067495176
18,2681,-0.058364002621569,0.058364002621569,interface,other,-0.027050001469663687,-0.031314001151905316
18,3356,0.0539944494567818,0.0539944494567818,interface,interface,-0.01797600732452087,0.07197045678130268
18,1534,0.0977778200007066,0.0977778200007066,interface,other,0.05219268600037286,0.045585134000333746
18,1934,0.0578740360957663,0.0578740360957663,interface,interface,-0.14467275202380903,0.20254678811957533
18,2469,0.022390270173652,0.022390270173652,interface,interface,0.0779760704442034,-0.055585800270551405
18,2692,-0.0513983847250152,0.0513983847250152,interface,tumor_core,0.1818037762022221,-0.2332021609272373
19,1167,-0.0796466525709014,0.0796466525709014,other,immune_core,-0.13866950356155244,0.05902285099065105
19,2510,0.0389789934771988,0.0389789934771988,other,other,0.11470978385010808,-0.07573079037290928
