i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,1296,0.0139362395311874,0.0139362395311874,other,interface,-0.11582570026295291,0.1297619397941403
0,744,-0.0263547210957044,0.0263547210957044,other,other,-0.06021295862664394,0.03385823753093954
0,389,0.0005774923073729,0.0005774923073729,other,interface,0.04065228049297942,-0.04007478818560652
0,1075,-0.0079531047227727,0.0079531047227727,other,interface,0.03219898011603395,-0.04015208483880665
0,1076,0.0041338240681615,0.0041338240681615,other,other,0.023687206913060144,-0.019553382844898645
0,802,-0.0623029689645202,0.0623029689645202,other,other,0.001536623374398749,-0.06383959233891895
1,797,0.0803878060908857,0.0803878060908857,other,interface,0.00026369481825272434,0.08012411127263297
1,435,0.1352280844733716,0.1352280844733716,other,interface,0.1932034218291061,-0.05797533735573451
1,390,0.2362471877915687,0.2362471877915687,other,other,0.101182222910851,0.1350649648807177
1,782,0.0768071358055582,0.0768071358055582,other,interface,-0.21905889415463997,0.2958660299601982
1,38,0.1710346621303216,0.1710346621303216,other,other,0.2158851437407664,-0.0448504816104448
1,1295,-0.2560581229721571,0.2560581229721571,other,immune_core,0.1521717968482631,-0.4082299198204202
2,287,-0.0069005200514336,0.0069005200514336,other,other,-0.021535360603947007,0.014634840552513406
2,833,0.0369259905366363,0.0369259905366363,other,other,0.018704171724729823,0.018221818811906473
2,777,-0.1585021036553822,0.1585021036553822,other,immune_core,-0.12177063115494458,-0.03673147250043762
2,117,-0.2532771895890036,0.2532771895890036,other,immune_core,-0.21097991111534808,-0.0422972784736555
2,677,0.0779154461328467,0.0779154461328467,other,other,0.04904566331135296,0.028869782821493745
2,77,-0.0457174506976736,0.0457174506976736,other,other,-0.0630187444968694,0.017301293799195795
3,735,-0.1235379222956029,0.1235379222956029,other,immune_core,-0.06123442617400521,-0.06230349612159769
3,483,0.0686514868652479,0.0686514868652479,other,other,0.06566245780954993,0.0029890290556979643
3,568,0.0716221366901328,0.0716221366901328,other,other,0.11083243647974061,-0.039210299789607814
3,405,-0.0015579664914382,0.0015579664914382,other,other,0.032321774761407074,-0.03387974125284528
3,1089,0.045249978643053,0.045249978643053,other,other,0.022933373952081393,0.02231660469097161
3,1090,-0.046277260926587,0.046277260926587,other,other,-0.15636418314559997,0.11008692221901296
4,201,-0.1396173122108693,0.1396173122108693,interface,interface,-0.10396367497928594,-0.03565363723158335
4,93,-0.0148292135568089,0.0148292135568089,interface,interface,-0.006422164510709538,-0.008407049046099362
4,695,-0.0597629635563036,0.0597629635563036,interface,interface,-0.019168828888812772,-0.04059413466749083
4,635,0.1470869055161123,0.1470869055161123,interface,interface,-0.16494552606716695,0.31203243158327926
4,667,-0.1010032728925421,0.1010032728925421,interface,other,0.03692747170247601,-0.1379307445950181
4,809,-0.0686421915603504,0.0686421915603504,interface,interface,0.02080546084444046,-0.08944765240479086
5,1314,-0.1607070189009887,0.1607070189009887,interface,interface,0.0687547847462755,-0.2294618036472642
5,1063,0.070963461879107,0.070963461879107,interface,interface,-0.18162027739530773,0.25258373927441474
5,279,0.537595273444468,0.537595273444468,interface,interface,0.05714049698457391,0.4804547764598941
5,120,0.1069554257466713,0.1069554257466713,interface,interface,0.38451359885956893,-0.27755817311289765
5,1051,-1.262525821418316,1.262525821418316,interface,interface,-1.3569019183041569,0.09437609688584092
5,889,-0.4235978208829967,0.4235978208829967,interface,interface,-0.10320389028571142,-0.32039393059728527
6,767,-0.0663344706565421,0.0663344706565421,interface,other,-0.03243697312611238,-0.03389749753042973
6,368,-0.0931276738847224,0.0931276738847224,interface,other,-0.06541869525272392,-0.027708978631998477
6,130,0.0511111772347642,0.0511111772347642,interface,interface,0.044080475829522126,0.007030701405242076
6,170,-0.1697526212923406,0.1697526212923406,interface,immune_core,-0.11838850186985572,-0.051364119422484866
6,804,0.2940027914581376,0.2940027914581376,interface,tumor_core,0.22123998959467733,0.07276280186346029
6,1153,-0.2189892487684381,0.2189892487684381,interface,other,-0.25216694873014367,0.03317769996170558
