sample,source,target,status,P_obs,P_null_median,bias_ratio,p_enriched
GSM8558004,MIXED,IMMUNE_EXHAUSTED,ok,0.13246647924920374,0.062096940789309364,2.1332206959865117,0.0033222591362126247
GSM8558004,MIXED,STROMA,ok,0.09155068329040639,0.08795084486134072,1.0409301176667605,0.3289036544850498
GSM8558004,MIXED,TUMOR,ok,0.1699082675035987,0.11224463767463591,1.513731711586193,0.0033222591362126247
GSM8558004,IMMUNE_ACTIVE,IMMUNE_EXHAUSTED,ok,0.26383229176152,0.05563646777826482,4.742074799086901,0.0033222591362126247
GSM8558004,TUMOR,STROMA,ok,0.10343804544823298,0.08613901321380726,1.2008269144143486,0.13953488372093023
GSM8558004,TUMOR,IMMUNE_EXHAUSTED,ok,0.18717744966204553,0.061569353939298396,3.040107418482658,0.0033222591362126247
GSM8558004,STROMA,IMMUNE_EXHAUSTED,ok,0.2022528325552041,0.0604520512478984,3.345673610409297,0.0033222591362126247
