i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,882,-0.1487260995145121,0.1487260995145121,other,other,-0.13072346277746766,-0.018002636737044442
0,325,-0.4457670444300154,0.4457670444300154,other,immune_core,-0.548536125983178,0.10276908155316261
0,3053,-0.7989016621242816,0.7989016621242816,other,immune_core,-1.1660472166942202,0.3671455545699386
0,402,-0.1673692568903595,0.1673692568903595,other,other,-0.04093468293866595,-0.12643457395169355
0,1768,-0.2414444966467654,0.2414444966467654,other,other,0.014754461105973615,-0.25619895775273904
0,1971,-0.2285966846273933,0.2285966846273933,other,other,-0.15931836835903235,-0.06927831626836095
1,1920,-0.4618827229857785,0.4618827229857785,interface,interface,-0.6262931801310407,0.16441045714526226
1,488,0.2524397383934924,0.2524397383934924,interface,interface,0.6022707499091089,-0.3498310115156165
1,2601,2.288071826209264,2.288071826209264,interface,interface,2.0335053002904218,0.2545665259188423
1,1536,-0.2150317663842961,0.2150317663842961,interface,interface,-0.44762512391056464,0.23259335752626853
1,2860,5.975785620180272,5.975785620180272,interface,interface,6.175445306539785,-0.1996596863595137
1,1422,-0.0178019313482025,0.0178019313482025,interface,interface,0.08427914140278925,-0.10208107275099175
2,1076,0.004346132376448,0.004346132376448,interface,other,-0.13230142577567108,0.1366475581521191
2,1500,0.1121600277423001,0.1121600277423001,interface,other,-0.07712312426213197,0.18928315200443208
2,1001,0.0802742197226992,0.0802742197226992,interface,other,-0.10971847983450556,0.18999269955720477
2,1600,-0.1589537033738852,0.1589537033738852,interface,other,0.010380484218026953,-0.16933418759191216
2,2433,-0.2154925075657418,0.2154925075657418,interface,other,-0.06832359572160712,-0.14716891184413466
2,363,-0.179606139450678,0.179606139450678,interface,other,0.019814552816135034,-0.19942069226681303
3,1090,-0.0093235814507827,0.0093235814507827,interface,interface,0.11384210060261224,-0.12316568205339494
3,1170,-0.0348987418722095,0.0348987418722095,interface,other,0.0026987476646179176,-0.03759748953682742
3,1179,0.1405046651790815,0.1405046651790815,interface,immune_core,-0.05307681989769353,0.19358148507677503
