i,j,flux_coexact
0,309,1.6050750560945884e-07
0,589,1.4219381864854855e-05
0,873,-2.8970440191428607e-06
0,1440,4.844466543263742e-06
0,1527,-8.29038154125574e-06
0,1592,-8.036930353329455e-06
1,137,1.6484523764199645e-06
1,591,2.1730183235590153e-06
1,640,-4.470915532012395e-07
1,868,-1.7129022598512313e-05
1,1134,1.3754643451734571e-05
2,62,5.628445554893824e-06
2,152,2.8583303693898856e-06
2,229,-6.671009054503232e-06
2,428,-1.2899756749231653e-05
2,499,9.849875406076852e-06
2,889,2.382106217201257e-05
2,916,-8.030667680560142e-06
2,931,-1.0127089116467228e-05
2,1092,-4.429190901610876e-06
3,42,-2.0844961611011595e-05
3,43,6.323875030308468e-05
3,157,-9.675837095004251e-06
3,267,-2.9606201338283755e-06
3,927,-2.4375201498912183e-05
3,1492,-5.382129964328274e-06
4,81,-1.3010807810255974e-05
4,127,-2.172549792072778e-06
4,324,1.203822783980015e-06
4,776,1.1852400236593677e-05
4,911,-5.524231205763316e-06
4,981,7.651365787518376e-06
5,772,5.5019391985892926e-06
5,797,5.121890373166052e-06
5,874,-1.0693767475447153e-05
5,968,-1.2927580320355636e-05
5,991,5.443283241400381e-06
5,1340,7.554234982647062e-06
6,617,1.9758644715150257e-05
6,982,-9.563239833220517e-06
6,1063,-1.4772207029292696e-06
6,1076,-3.7434305310303178e-06
6,1202,3.5934669730479056e-06
6,1392,-8.568220621018057e-06
7,529,-1.57624543180915e-05
7,635,5.809323575020063e-06
7,745,-3.098668520807313e-05
7,760,-3.4340650294038873e-06
7,802,5.648989753960508e-05
7,851,1.0263804013106438e-06
7,1302,-1.3142396960367266e-05
8,130,-7.471668771224106e-06
8,317,1.028558055721942e-05
8,1055,6.7412547049128975e-06
8,1264,-2.972281792258132e-06
8,1280,-5.7183304006951406e-06
8,1590,-8.64554297954938e-07
9,55,2.0818432032383087e-06
9,562,1.876055198439178e-06
9,717,-2.093557761353932e-06
9,1377,5.761641971270613e-06
9,1430,1.9477057783943053e-06
9,1464,-9.573688389988474e-06
10,146,6.595677911504632e-06
10,407,-1.6979364182802826e-05
10,562,9.18841943481702e-06
10,595,2.2403884492832433e-05
10,900,-1.89430107777795e-05
10,973,-2.265606878571762e-06
11,156,3.81848449096103e-06
11,349,9.185189145079136e-07
11,699,-7.296859622315205e-06
11,1144,-4.614445331498744e-06
11,1392,5.043721127622122e-06
11,1510,2.130580420722882e-06
12,60,2.1389050913085223e-06
12,199,7.242105946168479e-06
12,935,-1.752852516396273e-05
12,1153,1.276931993151288e-05
12,1228,-1.592032619260931e-05
12,1364,1.129852038758216e-05
13,449,6.6333168589637656e-06
13,744,1.126123847209362e-06
13,1119,-1.725686664652218e-05
13,1445,-6.810336731287443e-07
13,1494,8.060346090187395e-06
13,1564,2.1181135232904037e-06
14,266,-1.1424185087314147e-05
14,1036,1.4254375755441118e-07
14,1129,-1.0715905425565064e-05
14,1248,-5.1900188245990005e-06
14,1290,1.4978617846011631e-05
14,1551,1.2208947733912173e-05
15,429,1.4000605676367224e-05
15,615,-1.2519377514546863e-08
15,660,-5.93935319739139e-07
15,774,-6.43082794668512e-06
15,1311,6.565401023768184e-06
15,1572,-1.35287240561966e-05
16,53,-1.4083784676370118e-05
16,287,6.120758122786163e-06
16,556,-1.229704689294105e-06
16,847,1.081892529681092e-05
16,1185,-8.714176848435227e-06
16,1487,7.087982794502367e-06
17,547,1.5183186160552084e-05
17,580,-5.470243015984442e-06
17,639,3.3585315620023096e-05
17,806,-4.8625134566911416e-05
17,1425,-1.8769387000825357e-06
17,1441,7.2038145024032095e-06
18,33,-4.19457111034697e-07
18,203,-5.306956520266191e-06
18,440,1.522307388394304e-05
18,450,3.483967411949607e-06
18,667,-7.243651476348123e-06
18,930,-5.736976188243637e-06
19,789,-8.25748538946579e-06
19,804,1.8848168064458593e-05
19,1081,-2.8319514071728965e-06
19,1239,1.940848781504437e-06
19,1266,-4.603489331409688e-06
19,1537,-5.0960907179146544e-06
20,67,-4.505218618883655e-06
20,139,5.6024182349493236e-08
20,456,3.865519880070604e-06
20,533,-2.127024519955009e-06
20,675,-1.215927592132658e-06
20,1323,3.926626668551225e-06
21,414,-8.399660040824124e-07
21,945,1.1840458261907612e-05
21,1085,-1.589268675221231e-05
21,1302,1.286340045011828e-05
21,1406,-7.971205955731169e-06
22,146,3.3435234158627337e-07
22,384,-3.845614842197501e-06
22,900,-3.980461646779573e-06
22,953,-1.2174478562233857e-05
22,1372,2.1567041620830153e-05
22,1553,-1.900838911205496e-06
23,154,1.0526568519357263e-05
23,405,-1.851642329870018e-05
23,544,-1.3104562109555044e-05
23,694,1.5815402049557983e-05
23,786,5.60941545963705e-06
23,1177,-3.304006202970735e-07
24,168,3.785921486327687e-06
24,280,2.903646807606038e-06
24,345,-8.305178590316126e-06
24,563,-2.36009620425702e-06
24,1377,-7.883235113143847e-07
24,1501,4.764030011953805e-06
25,170,2.246598023517395e-05
25,670,9.600642717599603e-06
25,683,-6.976969943821101e-06
25,737,2.5262391257216594e-06
25,1022,-7.062537039601589e-06
25,1439,-2.0553355095072525e-05
26,45,-2.7248324825030745e-06
26,321,4.067162749203173e-06
26,673,4.993548361486052e-06
26,708,-3.883624147082342e-06
26,756,-9.681853204369674e-06
26,1515,7.229598723265866e-06
27,294,1.958680713446611e-05
27,381,-2.41145421104331e-06
27,711,3.295141763589941e-06
27,818,-1.272222896061804e-05
27,1034,-5.521102387844531e-06
27,1456,-2.227163338550174e-06
28,268,-3.024768418911476e-05
28,427,-3.600202521376605e-05
28,790,1.81177258475082e-06
28,1315,3.756681098983663e-05
28,1411,1.139045149614494e-05
28,1557,1.5480674332148423e-05
29,501,-2.0961806460035015e-06
29,559,5.042423139373299e-06
29,960,1.1788182420653408e-05
29,996,-4.368698449500892e-06
29,1109,-3.2506680564616154e-06
29,1521,-1.1552491460334463e-06
29,1533,-5.959809262027252e-06
30,207,6.507423489917986e-06
30,446,5.379779366801372e-07
30,606,-4.7406939968398865e-06
30,1121,-1.3619403091222625e-06
30,1516,-1.539333854993374e-06
30,1542,5.965667343573998e-07
31,251,1.7706565709531895e-06
31,352,-1.8171479672832825e-07
31,751,2.1273732303283793e-06
31,1055,2.508678921860615e-06
31,1361,-2.08245956685e-06
31,1590,-4.142534359563856e-06
32,451,3.681596795184153e-05
32,677,5.0118339016337305e-05
32,861,6.719401797822686e-06
32,1182,-0.0001404614471866
32,1221,2.891945556807391e-05
32,1518,1.7888282852540552e-05
33,618,2.29476451995612e-05
33,667,-5.100018200764269e-06
33,821,-3.970481102832592e-06
33,930,-6.67977605939119e-06
33,1102,-7.616826947607846e-06
34,832,6.2229176633215815e-06
34,889,-1.6486532819418534e-06
34,1011,-7.560729020168269e-06
34,1018,8.381459108062787e-06
34,1120,2.4542846068487903e-06
34,1547,-7.849279076123036e-06
35,51,3.82048345143038e-05
35,151,-1.2442298773163056e-05
35,250,-2.525820916921061e-05
35,364,1.9664539827617252e-05
35,870,-1.0132446028642342e-06
35,965,-1.9155621796683155e-05
36,577,4.413566574740669e-07
36,609,7.430198662764196e-06
36,923,-9.536435643306068e-07
36,1157,-2.65617865906834e-06
36,1207,-2.0025300023166066e-06
36,1587,-2.259203094522709e-06
37,132,1.4492063629452858e-07
37,433,-3.151449560985329e-06
37,742,-5.784021164671443e-06
37,877,2.6421844104862163e-06
37,974,7.916991271320612e-07
37,1410,5.356666551743966e-06
38,122,3.708420642315286e-05
38,234,7.641089226279903e-05
38,443,-2.637775291682602e-05
38,925,-4.0504013115277246e-05
38,975,-9.232920477634058e-05
38,1369,4.571587212249196e-05
39,305,5.691972698254919e-06
39,464,-3.0524413142542957e-06
39,1183,-5.710684732942328e-07
39,1384,8.827408628654523e-06
39,1414,-7.558105356318733e-06
39,1438,-3.337766183042181e-06
40,514,2.8637272291924906e-06
40,1028,5.965966894017558e-06
40,1236,-1.212163191983787e-05
40,1344,3.5589288792803037e-06
40,1537,-2.669910826524828e-07
41,159,-5.689522903968361e-06
41,342,3.3169909619930905e-06
41,671,-1.964038162997948e-05
41,678,-6.893990959347454e-06
41,1084,2.540391450128002e-05
41,1242,3.5029900300221777e-06
42,157,-2.0473324641922728e-05
42,513,-2.7545228184089823e-05
42,1492,3.009058991450201e-05
42,1511,-4.006812331334361e-06
42,1552,1.0898136318333052e-06
43,157,-6.061248484059773e-06
43,267,4.218786272966257e-05
43,408,3.1793750091482096e-05
43,682,-2.6734550423769197e-05
43,907,2.2052936389768986e-05
44,53,7.8674192919759e-06
44,186,9.790143906594458e-06
44,436,-2.485419318910683e-06
44,484,1.2956270819904525e-05
44,828,-1.8162942250206377e-05
44,1024,-9.965472449357824e-06
45,673,2.289431182322104e-06
45,708,1.958043271676653e-05
45,800,-1.348058720226713e-05
45,1034,7.146559604541948e-06
45,1528,-1.8260668783866528e-05
46,504,-1.3568290939454765e-05
46,747,1.3720416024340934e-05
46,963,-1.0446879795666434e-05
46,1068,3.2272639770707303e-06
46,1196,-1.3717522340461052e-05
46,1544,2.078501307417059e-05
47,337,9.313760273464097e-05
47,513,1.2293758735980456e-05
47,1035,-1.3101228935267996e-05
47,1274,-8.844390502166912e-05
47,1511,-1.834665793986732e-05
47,1535,1.4460430426183011e-05
48,141,5.413728579783016e-07
48,399,-2.121960002829783e-06
48,458,1.1766419264526504e-05
48,819,-5.5520227924723336e-06
48,912,1.2360918703362486e-06
48,1088,-5.869901197538938e-06
49,173,5.716848363678065e-06
49,184,1.7986755491648177e-05
49,526,-1.5478853217333323e-05
49,848,-2.7832082634704472e-05
49,1405,-5.88670767955339e-06
49,1561,2.5494039676264946e-05
50,186,9.86658792179102e-06
50,224,9.09910117405727e-06
50,387,-1.345403809538929e-05
50,572,-4.551766317619357e-06
50,828,7.209120304048467e-06
50,1168,-8.169004986888109e-06
51,250,-5.761110134689388e-06
51,311,-1.5017668284899494e-05
51,364,-2.2641868848619355e-05
51,1472,4.343241551937696e-05
51,1576,3.819306626313508e-05
52,734,-1.318776451500448e-05
52,798,-1.5048533767250169e-05
52,1312,1.1023576866163197e-05
52,1333,5.116154378681432e-06
52,1482,-3.445789696908836e-07
52,1561,1.2441146007100904e-05
53,287,7.094726549531831e-06
53,436,-9.724410980262977e-06
53,484,3.5736028160578346e-06
53,1185,-7.1602837697209095e-06
54,242,1.46549923696968e-06
54,439,1.7500755849468164e-05
54,586,-8.571823289486333e-06
54,625,9.33057440824364e-07
54,967,1.0366846168931253e-05
54,1477,-2.1694335406707128e-05
55,96,-6.7715543561637235e-06
55,334,-4.219564194030403e-07
55,345,1.0541484796974202e-05
55,1377,3.6544469313964794e-07
55,1464,-1.631575511308776e-06
56,356,1.0514740985371656e-05
56,377,2.3117473352579317e-05
56,447,-3.826000038653759e-06
56,475,-2.4098507712614828e-05
56,919,-7.394814467866391e-06
56,1512,1.6871078811840065e-06
57,126,-2.599484098066731e-07
57,404,2.779358042799771e-06
57,534,-5.118683268793368e-06
57,985,-2.055652201912365e-06
57,1319,4.654925837712635e-06
58,133,4.608263630764006e-05
58,185,7.09024260243277e-06
58,691,-9.950778279171029e-06
58,802,-1.9847234304205393e-05
58,1167,-5.108409589778581e-05
58,1198,6.883143306629141e-05
58,1231,-2.249572750173957e-05
58,1540,-1.862647599346245e-05
59,63,2.670887601059158e-06
59,232,5.094309403860395e-06
59,539,-3.2837973594569608e-06
59,972,-8.07254936089774e-06
59,1224,-2.766229750570648e-06
59,1247,6.205689563251128e-06
59,1254,1.51689902754668e-07
60,123,8.397335632162938e-07
60,169,1.7477618146507002e-06
60,199,-5.235330268619793e-06
60,1153,-5.186908613779108e-06
60,1423,9.97364859584043e-06
61,283,-5.710113848811751e-06
61,307,1.5833879341138752e-05
61,912,-1.638358057125244e-05
61,989,1.989953293239027e-05
61,1368,-1.075363574340542e-05
61,1574,-2.8860821100594125e-06
62,448,-2.716722811542727e-06
62,499,1.64404470608187e-06
62,571,-3.771101907632974e-06
62,889,9.46504662471676e-06
62,1049,-5.284916095530112e-06
62,1120,6.690536151756711e-06
62,1181,-3.984411129557051e-07
63,232,1.121558113373049e-06
63,810,1.106738977659016e-05
63,972,-1.336384337559209e-05
63,1166,3.8457830866880384e-06
64,313,9.097633546998456e-07
64,419,-4.4814953378691165e-06
64,428,5.804593396583819e-06
64,469,2.450825602968715e-06
64,916,4.366394451712709e-06
64,931,7.773156173870275e-06
64,1018,-1.8699456031594192e-05
64,1523,1.8762183896279464e-06
65,119,2.5931520695337134e-06
65,329,-5.066459727416732e-06
65,463,-4.53639127265757e-07
65,1050,-1.0420828238869204e-06
65,1362,-7.739502742405427e-06
65,1517,1.1708532351441125e-05
66,202,1.5195455992612522e-06
66,246,-1.905832790372076e-06
66,537,2.140875962801542e-06
66,1040,3.2803690905658335e-06
66,1195,-1.4304057927018423e-06
66,1398,-3.6045520695547094e-06
67,128,-2.6751484089818445e-06
67,139,8.50045155998282e-06
67,532,-1.173652567561984e-05
67,675,2.3767775132498492e-06
67,1065,-9.707736075146426e-07
68,278,3.1116846947207102e-06
68,569,1.766010128232503e-06
68,749,-2.587306712724538e-07
68,841,-1.3684094537708167e-06
68,1079,-1.6469650530614834e-06
68,1545,-1.6035896448484597e-06
69,614,2.137727934436642e-05
69,659,-3.444305407063066e-05
69,999,2.4479807722630446e-06
69,1053,-1.1549041022575738e-06
69,1220,1.2790342778639018e-05
69,1490,-1.017644722380247e-06
70,91,-1.6554236733841676e-06
70,638,-3.838706413218519e-06
70,721,1.5508349313529068e-06
70,817,-8.556129061875806e-08
70,1133,5.519883144148925e-06
70,1316,-1.4910266982803877e-06
71,328,-1.2027289255152638e-05
71,467,-6.83309900024454e-06
71,1154,-4.654033518023175e-06
71,1261,3.686041248698134e-07
71,1279,1.8973824898314724e-05
71,1291,4.171992750235816e-06
72,80,-1.7957440782026912e-06
72,209,-8.234630895014368e-06
72,259,9.92791209485492e-07
72,624,1.6443232712732078e-06
72,748,6.0807179184947884e-06
72,1520,1.3125425739635702e-06
73,437,3.694184636105862e-06
73,675,3.70299358543823e-06
73,884,1.6182362892367837e-06
73,1065,8.610896668066444e-07
73,1256,2.91321794313918e-06
73,1436,-1.27897221207267e-05
74,318,2.105647520389908e-07
74,942,1.0873045422784853e-05
74,944,1.397343405843489e-05
74,1264,-5.038361043457434e-06
74,1280,-9.568328461398224e-06
74,1310,-1.0450354728403074e-05
75,320,4.089603877256957e-07
75,362,-2.3901818250433258e-08
75,764,-7.293681232762224e-07
75,996,1.8738717248869677e-06
75,1098,-1.5295621710860075e-06
76,739,1.065654121027801e-05
76,976,-1.335954476518061e-05
76,1075,-2.0279557707742923e-05
76,1252,7.0032284660482045e-06
76,1488,1.8362808212033043e-05
76,1546,-2.383475415435725e-06
77,314,2.162912729407334e-06
77,477,-3.773061858475027e-06
77,725,1.4888256143427104e-06
77,799,6.6547843233551925e-06
77,1186,-4.32719549402451e-06
77,1205,-2.2062653146056994e-06
78,117,-6.898146614548587e-07
78,277,4.049598348867621e-05
78,293,-2.028747616716697e-05
78,768,3.494922769427189e-05
78,866,1.0480852422221528e-05
78,1096,-6.49487727765478e-05
79,108,3.964110469773003e-06
79,489,-2.5713486364443473e-05
79,681,2.956730042196183e-05
79,1164,2.159012372880361e-05
79,1322,-1.9396015129677427e-05
79,1495,-1.0012033126417542e-05
80,209,1.5339753703908557e-05
80,565,6.673508496932246e-06
80,624,-1.330556532717579e-05
80,886,-2.131997738126297e-05
80,1562,1.0816536429395264e-05
81,324,-4.086371693480988e-06
81,507,-1.7281429188055076e-06
81,776,-1.2558250858517694e-05
81,1444,5.479265808081945e-06
81,1470,-1.1730814753373045e-07
82,181,-5.799810677660716e-06
82,489,1.5874375256271536e-05
82,1037,-1.1105803042736276e-05
82,1158,-3.237231223360775e-05
82,1322,2.406384617030039e-05
82,1475,9.33970452743282e-06
83,85,-2.811738457867713e-06
83,107,5.700204873317921e-07
83,190,5.662523391273013e-06
83,346,1.585932028675081e-06
83,902,-1.428987864809452e-06
83,1326,-3.5777495846027215e-06
84,169,-3.231557976839432e-06
84,753,-5.771566181684833e-06
84,1072,-1.03689630668387e-06
84,1140,5.9307401591089e-06
84,1336,1.3097454055575072e-05
84,1370,-8.988173749475837e-06
85,219,-3.041201876053222e-06
85,346,1.1772996554150824e-06
85,623,-2.089874050540591e-06
85,902,1.7072806865353985e-06
85,1473,-5.652428732243808e-07
86,100,-6.495360918919362e-06
86,471,6.825080461035997e-06
86,700,8.329261193559153e-07
86,1087,4.106480655007973e-06
86,1294,-6.172012785435994e-06
86,1346,9.028864689554709e-07
87,180,1.9398858258559917e-05
87,339,1.17462466884516e-07
87,417,-3.3857784838285844e-05
87,1080,2.25314432860038e-05
87,1169,3.254850763430455e-05
87,1539,-4.073848680746694e-05
88,111,-2.359781210475072e-07
88,144,-2.3574638811212253e-06
88,412,-4.253497172291273e-07
88,434,-1.9271747447667256e-06
88,707,3.0381452961158425e-06
88,1458,1.907821168048743e-06
89,226,-5.7915623582723175e-05
89,370,-1.6785424840120968e-05
89,775,1.0471421952164248e-05
89,1051,2.1562771129402135e-05
89,1132,1.551042355564532e-05
89,1303,2.7156431785632445e-05
90,153,1.7096656388557738e-05
90,170,1.864383440716973e-05
90,683,1.6145796280478297e-05
90,872,-1.7505051869738792e-05
90,1263,-3.438123520646697e-05
91,638,-3.795468148363992e-06
91,645,1.2640860682669982e-05
91,817,-8.218421765682659e-07
91,857,-2.045231564879301e-05
91,1420,1.077334161767112e-05
92,238,-9.92401970227185e-06
92,276,6.4351478536333e-06
92,520,6.0465810647741235e-06
92,1143,7.873481527077962e-07
92,1462,-1.148542619748128e-06
92,1567,-2.1965147490952417e-06
93,203,3.504916871978872e-06
93,221,1.436360222261326e-06
93,256,5.846918717650544e-06
93,425,-1.4060867194836723e-05
93,558,3.2726713829459814e-06
94,480,6.022306838945771e-06
94,596,1.0555385800227514e-05
94,823,-1.5973563846490034e-05
94,1184,-4.599318726193037e-05
94,1415,8.529509110214697e-06
94,1580,3.685954935903243e-05
95,208,1.9824194298824973e-06
95,318,3.901346502735672e-06
95,348,-9.23496616532411e-06
95,942,4.574434902153116e-06
95,1020,2.5948750047294215e-06
95,1459,-3.818109674176597e-06
96,334,-2.18683531771578e-06
96,345,-7.253932271053531e-07
96,379,-9.39397352360877e-06
96,835,-1.963916449327777e-06
96,1226,7.498564161593955e-06
97,509,-2.4344119019033388e-05
97,1154,4.5210870748578014e-05
97,1160,2.355433475697008e-05
97,1261,-4.457565685808855e-05
97,1283,-5.634057478740816e-06
97,1486,5.788627850314659e-06
98,376,-2.266010721669146e-06
98,505,-1.7065272299255545e-05
98,739,-5.434709901993936e-06
98,890,1.0285453602951167e-05
98,1000,-2.7438752842106984e-05
98,1360,4.191929216207445e-05
99,151,1.5855610232361783e-05
99,327,1.1086288685284576e-05
99,782,-2.696281962941862e-06
99,870,9.216870191348056e-08
99,1529,-1.9417263344458227e-05
99,1530,-4.920522312159751e-06
100,700,-4.937960242026664e-07
100,792,-4.7886629018039e-06
100,983,3.4258216300775613e-06
100,993,-6.1990039530662605e-06
100,1294,1.5602803300759032e-06
101,175,1.4627415574286316e-05
101,422,-1.8483186482719057e-05
101,1001,-4.943675628304967e-06
101,1295,-6.292758167799944e-06
101,1313,5.793798745167017e-06
101,1578,9.298405959370635e-06
102,214,5.105048775231278e-06
102,418,-2.1427709992637385e-06
102,820,4.4338698062477385e-06
102,934,1.3093724753168912e-05
102,1089,2.7945223210165943e-06
102,1276,-2.3284394656400783e-05
103,282,-5.8978799173191576e-06
103,470,-3.185830948426675e-06
103,688,1.0983826912376151e-05
103,1183,-2.8878309436755764e-06
103,1361,6.681648498306161e-06
103,1384,-5.693933601260903e-06
104,248,2.3083738076498752e-05
