i,j,flux_coexact
0,203,7.859444948083951e-05
0,573,-0.0001963059200694
0,628,-2.8299391623071843e-06
0,793,4.594134866908424e-05
0,1078,1.4191603354348844e-05
0,1177,6.040845772744181e-05
1,32,-4.549975935508053e-06
1,364,1.383630457242995e-07
1,403,7.291647863140802e-06
1,756,-4.572796220314341e-06
1,771,1.3594842256316089e-06
1,1268,3.332770213256836e-07
2,34,-5.15964040041468e-06
2,35,7.870803536685328e-06
2,147,1.2442838328131456e-06
2,240,1.3855796054628353e-06
2,768,7.748256482731288e-07
2,1211,-6.1158522228197575e-06
3,508,7.771358492510167e-06
3,810,-1.4554567429012234e-06
3,880,-2.035063360088101e-06
3,888,1.601228053181388e-06
3,978,4.3970973329882256e-06
3,1138,-1.0279163775690456e-05
4,113,3.0509112206303157e-07
4,143,9.975628388351731e-06
4,257,-2.0121440585017247e-05
4,341,1.9683667108153753e-05
4,1015,-6.251174976515859e-06
4,1057,1.6489040585846737e-05
4,1073,-2.0080811642882143e-05
5,20,-8.180848803977139e-06
5,39,8.6044882712624e-06
5,606,-1.248973772437444e-05
5,711,2.447855873065764e-06
5,715,7.398591782994701e-06
5,770,2.2196506010287144e-06
6,85,3.94468782697783e-06
6,205,-9.428728383059703e-06
6,593,6.706158143691772e-06
6,631,-3.838966092912991e-06
6,660,2.944136925518481e-06
6,780,-3.272884202153896e-07
7,223,-3.1375362146169935e-06
7,234,3.304736468070489e-06
7,452,3.0003469725119116e-06
7,564,-6.0868509569147105e-06
7,1055,4.24637527086225e-08
7,1281,2.876839978240681e-06
8,48,-5.7535506502365166e-05
8,467,-2.2583087871338742e-06
8,493,5.056332478849885e-06
8,1116,-2.205609577813078e-05
8,1126,2.8360165245697964e-05
8,1192,4.843341334308197e-05
9,133,-1.9363863015697236e-05
9,347,-1.4333977066003964e-05
9,467,2.053265756181635e-05
9,493,-1.1964619195216587e-05
9,741,-3.6530912633843793e-06
9,803,2.8782892978485816e-05
10,145,3.448188202696928e-06
10,301,1.5791169738747456e-06
10,574,-3.933804616516378e-05
10,931,8.13033117604706e-06
10,1138,4.009519335877615e-06
10,1227,2.2170890476667433e-05
11,384,7.827385648366124e-06
11,617,4.818023600230101e-06
11,910,6.760943819826219e-08
11,1181,-6.725865834377096e-06
11,1213,4.576348140169462e-06
11,1263,-1.0563500992586851e-05
12,115,5.7573418792021934e-06
12,151,-2.2600280183769574e-05
12,340,6.116056988115785e-06
12,372,5.333395483594527e-06
12,863,5.393485832857072e-06
13,239,-7.753083411386171e-06
13,859,-1.9643923874938217e-06
13,918,1.0465081298628496e-05
13,1019,2.4615763878763e-06
13,1056,-3.95378610341282e-06
13,1250,7.44604215788017e-07
14,365,2.684007702193565e-06
14,507,-7.409611411941725e-06
14,547,2.93759580355394e-06
14,637,1.1221408465468824e-05
14,1074,2.424400425821945e-06
14,1270,-1.185780098509655e-05
15,45,-3.987148538479782e-06
15,251,7.525611821564792e-06
15,692,4.020718368972813e-06
15,963,-2.822469528834806e-06
15,1206,-4.736712123223017e-06
16,224,1.928119709577354e-06
16,319,-3.4355244959991126e-06
16,475,2.413542376061644e-06
16,757,4.637781551385651e-06
16,774,-1.6304028457097015e-06
16,959,-3.913516295315834e-06
17,52,9.852984395260754e-06
17,237,-8.414358010375266e-06
17,434,-1.6924334014898625e-05
17,1040,4.130884169864612e-06
17,1262,9.47463255797696e-06
17,1278,1.8801909021715653e-06
18,111,-6.490807459003971e-07
18,336,-4.7518575303143044e-07
18,539,9.86018199295024e-07
18,558,-1.326659039286069e-06
18,644,1.1870475911903276e-06
18,689,2.778597477325447e-07
19,635,4.286210692196023e-07
19,744,-1.5827247875640108e-06
19,796,5.357876518970716e-06
19,1093,-2.638757930582124e-06
19,1164,-2.903248404548073e-06
19,1287,1.338233534503889e-06
20,311,-5.522330981877967e-06
20,606,7.4401580605441774e-06
20,770,1.4801818287282124e-06
20,985,-1.1578857711371562e-05
21,116,-1.1012183386159845e-07
21,728,2.1331081706094984e-06
21,850,-4.1330956844232305e-06
21,1029,-4.570871174316041e-06
21,1094,9.842466880499089e-07
21,1183,5.696733833941463e-06
22,133,3.2176166038376704e-06
22,325,3.6838631649777447e-06
22,741,1.5186125821766434e-05
22,786,-5.286284656177732e-06
22,1122,-9.527207449205213e-06
22,1253,-7.274113485198904e-06
23,142,-3.298682075313491e-06
23,346,-2.368299557815312e-06
23,455,5.2012420347870385e-06
23,568,-9.600814149960498e-06
23,647,1.2101879704651807e-05
23,956,-2.0353259563495446e-06
24,38,-5.201037035516341e-05
24,281,2.31772399312538e-05
24,556,-2.879741120258415e-06
24,582,-4.3710146562176126e-05
24,625,5.5772978448949935e-05
24,1231,1.965003965739422e-05
25,241,-2.008894922064573e-06
25,363,1.9325591174880257e-05
25,651,-4.5926589666414323e-07
25,1076,-2.6585536403527424e-06
25,1152,-8.155623533575283e-06
25,1256,-6.043253182223518e-06
26,785,1.1491352230268595e-06
26,866,1.1304667866709663e-07
26,891,-4.196873183345909e-06
26,911,3.9116848017219986e-07
26,958,-4.832189875102631e-07
26,1247,3.026741788990016e-06
27,679,1.4533979374416677e-05
27,732,-2.6169171683997368e-06
27,834,-1.5361373191690547e-05
27,911,-2.7341412789396287e-06
27,1149,3.194756080307402e-07
27,1247,5.858976656582495e-06
28,42,-1.0064104760705404e-05
28,404,-8.208204245062134e-07
28,430,3.49883846403636e-06
28,1178,5.830742126001267e-06
28,1228,-3.5223094038232792e-06
28,1241,5.07765399899727e-06
29,481,8.354395600961693e-06
29,503,-5.775206096198868e-06
