i,j,flux_coexact
0,137,1.1966048602706576e-05
0,168,-8.391214886780036e-06
0,380,-1.2566766356405298e-05
0,740,1.187906679746346e-05
0,826,1.0946426753970866e-05
0,1268,-1.3833560910955567e-05
1,174,-2.1572782906386466e-05
1,240,1.5025477600438252e-05
1,372,-1.1085186719209005e-05
1,383,1.1356609160617866e-05
1,827,1.8307258046619293e-05
1,1054,2.048852817969475e-06
1,1087,-2.003123152311026e-05
1,1283,5.951003523060839e-06
2,264,-5.782733552561413e-06
2,459,1.0019270888781092e-05
2,474,8.326036739180886e-06
2,754,-1.0159409777694269e-05
2,1049,1.1952337353364546e-05
2,1127,-1.4355501651070844e-05
3,14,-6.738478571848738e-06
3,191,8.15472133268064e-06
3,224,-2.164218146451034e-06
3,331,5.903362015006599e-06
3,836,-3.3907986461154406e-06
3,1094,3.513729695312151e-06
3,1144,-5.278317678584176e-06
4,39,-4.269772610885484e-06
4,40,3.848406754855432e-06
4,143,-3.5521634214659603e-06
4,246,-1.459851201531116e-05
4,781,9.591652292691536e-06
4,1228,8.980389000115636e-06
5,398,-1.6908309918641357e-05
5,515,6.746906295524216e-07
5,606,-1.4515876528968335e-06
5,893,1.2174101860750048e-05
5,1217,5.5111050812357205e-06
6,72,5.6146581048870965e-05
6,114,-3.6918715677485e-05
6,767,-5.845473508645486e-05
6,823,3.922686971506889e-05
7,664,-1.3553842763924284e-05
7,679,-8.57973790304047e-06
7,733,-8.467148336436553e-07
7,814,-7.59289593525866e-06
7,834,2.074125327147528e-05
7,1181,9.831938164391787e-06
8,540,2.5568525402857773e-05
8,824,7.167465743313322e-06
8,882,5.9307133741760755e-06
8,894,-1.531643113547005e-05
8,987,-1.3447432222489369e-05
8,1148,-9.90284116238775e-06
9,52,3.925865286349826e-05
9,493,-5.944632876555592e-05
9,626,4.947603683359546e-05
9,1132,-2.5593935075799015e-05
9,1179,3.2984840948516465e-05
9,1207,-3.667926680425525e-05
10,133,-4.119793090234198e-06
10,367,2.552869021813886e-06
10,493,-4.9257576793441554e-05
10,524,-4.518029313624081e-05
10,753,7.940732432514081e-05
10,818,1.6597469672961876e-05
11,142,-2.154575036450729e-05
11,316,-5.335956857568618e-06
11,607,5.1517076211066946e-06
11,941,-1.1521575185651272e-05
11,1148,1.1756240491669812e-05
11,1244,2.1495334294950672e-05
12,250,-1.155674060757529e-05
12,273,-7.855282185203528e-05
12,358,2.6813419319119685e-05
12,426,2.0353567047705645e-05
12,581,5.2131682193614905e-05
12,759,-9.18910610082967e-06
13,55,-1.1417612881945772e-05
13,179,1.9278047663850664e-06
13,791,9.753582285561204e-05
13,949,5.561719457750796e-05
13,1007,4.369522932010808e-05
13,1122,-0.0001873584386376
14,191,1.1165731487871084e-06
14,498,2.356056753629125e-05
14,506,-1.5465923814220636e-05
14,515,1.2290467239473272e-08
14,1094,-1.596198590994593e-05
15,400,-2.1111858890251653e-05
15,643,4.047322300891593e-06
15,924,1.341078967191352e-05
15,1192,1.0548173295927733e-05
15,1229,-1.2781520802614032e-05
15,1281,5.887094424132839e-06
16,333,1.0001808123615282e-05
16,435,-3.2551021698352635e-06
16,512,5.479226819323936e-06
16,756,3.735089506175159e-05
16,1076,-3.361276832310871e-05
16,1081,-1.5964059511746834e-05
17,50,2.2226522775791332e-05
17,263,-3.6158017965341835e-05
17,490,-2.346354823013813e-06
17,715,3.023393171394838e-06
17,973,7.506057490392332e-06
17,1222,5.7483993507771445e-06
18,31,-2.8500964060171905e-06
18,182,-6.061632842155776e-06
18,394,9.547667891280634e-06
18,401,9.253102738674436e-06
18,580,-4.012393357528206e-07
18,784,-9.48780204602928e-06
19,61,-2.508591080625827e-05
19,126,-1.706717747350229e-05
19,410,-9.610245368246596e-06
19,473,-7.71380860773608e-06
19,587,2.9342842080827436e-05
19,1079,3.0134300174915797e-05
20,133,-1.811639918434358e-05
20,343,5.099593404746551e-06
20,753,-9.870696539241865e-06
20,801,3.013090129620706e-05
20,1129,-1.799430029537436e-05
20,1273,1.0750901318006196e-05
21,139,-1.9512212179830853e-05
21,366,2.3698796124968937e-05
21,482,1.3402918073446645e-05
21,602,-1.011288092188574e-05
21,672,4.376155140797964e-06
21,965,-1.185277623749695e-05
22,153,6.594050120934053e-06
22,258,9.50800595879859e-06
22,313,1.126688843235829e-05
22,494,-5.036915450070455e-06
22,1132,-1.941988596008363e-05
22,1237,-2.91214310193685e-06
23,583,1.2829229344489575e-06
23,639,-4.6019837083669295e-06
23,706,3.793242088827689e-06
23,851,-2.38961951966193e-07
23,925,1.144642513517618e-06
23,1187,-1.379861876461142e-06
24,43,7.486115093054644e-06
24,294,0.0001024935104886
24,585,5.292754576110519e-05
24,616,1.0041256489870546e-05
24,653,-8.519745907269329e-05
24,1247,-8.775096875994934e-05
25,222,8.59460157408848e-06
25,240,1.3219940458677477e-05
25,621,-1.6475447997504125e-05
25,970,-1.400311133347991e-05
25,1054,7.094450225483566e-06
25,1150,1.5695670727345154e-06
26,271,-2.9569031938224724e-05
26,341,3.608518275174388e-05
26,622,-3.015642332110705e-05
26,694,2.6074691786417892e-05
26,859,1.8308244728197714e-05
26,1201,-2.0742664007027706e-05
27,247,-1.3287961248564063e-05
27,382,5.88552302708129e-05
27,676,-4.100790405271586e-06
27,1069,-3.3324365988951366e-05
27,1161,-8.927404457277285e-06
27,1276,7.852918292513975e-07
28,57,-0.0001992799035767
