sample,source,target,status,P_obs,P_null_median,bias_ratio,p_enriched
GSM_6433625,MIXED,IMMUNE_EXHAUSTED,state_absent,,,,
GSM_6433625,MIXED,STROMA,ok,0.6361443843884669,0.7297888657612411,0.8716827759833059,0.9800664451827242
GSM_6433625,MIXED,TUMOR,ok,0.14286816504129043,0.053143082436106284,2.6883680526634914,0.0033222591362126247
GSM_6433625,IMMUNE_ACTIVE,IMMUNE_EXHAUSTED,state_absent,,,,
GSM_6433625,TUMOR,STROMA,ok,0.5233024705263618,0.729514515070028,0.7173297579639367,0.9933554817275747
GSM_6433625,TUMOR,IMMUNE_EXHAUSTED,state_absent,,,,
GSM_6433625,STROMA,IMMUNE_EXHAUSTED,state_absent,,,,
