node_id,x,y,region,tumor_score,immune_score,stroma_score,coexact_energy,region_original
0,12972.0,5600.0,other,0.3972481209891183,0.158239646911621,0.3536953671498043,1.7362598696787071e-09,other
1,11904.0,3997.0,interface,0.3369829940795898,0.2996389112472534,1.3749635608337316,2.9390156897812327e-09,interface
2,11243.0,14711.0,stroma,-0.1533019202096122,1.0364955368041993,1.9528965530285416,4.299897568196631e-09,stroma
3,13389.0,12991.0,other,0.4894749614170618,0.127507743358612,0.5146508485207826,1.491165934492468e-10,other
4,10170.0,15818.0,other,0.4281870760236467,-0.2829627401828766,-0.2406912620621498,5.091957717979923e-10,other
5,9753.0,8428.0,stroma,-0.0766965402875627,0.6088325109481811,2.0127516907530945,1.2400386124371696e-10,stroma
6,11894.0,9909.0,tumor_core,0.8127186366489955,0.2641999197006225,0.0242744441672321,8.013349524337315e-11,tumor_core
7,14034.0,11391.0,tumor_core,0.67897337777274,0.0121075656414031,0.1442855969823971,1.0318910797915996e-10,tumor_core
8,7385.0,14951.0,other,0.2712628064836775,-0.3141420555114746,0.2914300935092941,3.9747860176964857e-10,other
9,11685.0,6583.0,interface,0.0075452504839215,0.4667615480422973,1.1512577846796823,6.81407720002212e-10,interface
10,11257.0,6336.0,stroma,0.0552414730616978,0.4053026881217956,1.7990998602532722,2.367027903558463e-09,stroma
11,12323.0,9663.0,other,0.4520606994628906,-0.0093869698047637,0.0231238760129369,1.7248242068295927e-11,other
12,11677.0,11263.0,other,0.2659587723868233,0.640019450187683,1.013260074852177,1.1500698703216376e-08,other
13,13615.0,5724.0,tumor_core,0.5030335344587052,-0.141102252960205,-0.2557418831499107,2.9794435812029936e-10,tumor_core
14,9319.0,11875.0,stroma,-0.3084551838466099,0.4084789571762085,2.114822998707429,1.024480286179169e-09,stroma
15,9535.0,11014.0,stroma,-0.0598656163896832,0.5587044634819031,2.7086060841878257,5.48117062274927e-10,stroma
16,12316.0,14097.0,other,0.4311407143729073,0.1673963255882263,1.0223834256589153,5.4140775368381423e-11,other
17,8246.0,12982.0,stroma,0.1713785798209054,0.4094030332565307,2.580238669809669,2.9392828451057806e-10,stroma
18,8457.0,15076.0,other,0.1598675019400459,0.0794245796203613,1.43499513656374,5.786047360257567e-11,other
19,13185.0,6709.0,other,0.3827893556867326,-0.0564069037437439,0.0204103712051634,1.9292709972403896e-10,other
20,8458.0,14337.0,stroma,0.1158678000313895,0.3038983497619629,1.8024034403791331,5.068976711945241e-10,stroma
21,12760.0,4245.0,stroma,0.1225080571855817,0.3966487865447998,1.81937505328466,5.9072044917880894e-09,stroma
22,9956.0,15202.0,other,0.4229823194231307,-0.1040448944568633,0.4833809135624167,3.848622912362219e-08,other
23,14475.0,4248.0,immune,0.2827725383213587,0.582263367652893,0.6403782556927393,1.4094363320265827e-10,immune
24,10828.0,6336.0,other,0.1265989330836705,-0.1278006024360656,0.7745916248227954,5.310322417050873e-09,other
25,12113.0,6830.0,interface,0.1785697174072266,0.3223753743171691,1.1812214170183457,2.709562900031499e-09,interface
26,13823.0,9789.0,tumor_core,0.5725746917724609,-0.1763425863981246,0.1243791889834714,5.577735767928233e-10,tumor_core
27,13609.0,9173.0,other,0.4219068418230329,0.1124720630645751,0.4245050548647046,5.157329550781529e-11,other
28,13828.0,6587.0,other,0.3696147210257393,0.0676648581027984,0.2647887906986914,1.47761081027669e-09,other
29,12970.0,6832.0,other,0.2307564571925573,0.2686151676177978,0.3365021660214379,3.2698894699090124e-10,other
30,12317.0,13358.0,other,0.2997727857317244,0.1422731175422668,1.2637428432315974,2.6454309250396103e-10,other
31,12532.0,12989.0,other,0.3840259606497628,-0.1906443312168121,0.1057007426307314,7.053568480839278e-10,other
32,7388.0,13227.0,other,0.1419800703866142,-0.1852368327379226,0.9283258374807296,4.94303367914199e-10,other
33,9967.0,9044.0,stroma,0.2218700545174735,0.5817735948562622,1.950586470346602,4.4446476162292024e-10,stroma
34,12332.0,4244.0,interface,0.3888925116402763,0.3956116571426392,1.4803635719706656,1.50061199827434e-08,interface
35,14036.0,10652.0,other,0.5264840207781111,0.2161709337234497,0.5747064257424976,2.2905297707441622e-09,other
36,10389.0,12739.0,stroma,-0.2704518440791539,0.3861738624572753,2.1803462398688684,1.5225891861029655e-10,stroma
37,9756.0,6703.0,other,0.4994168308803014,0.1172006375789642,0.5014892663446512,5.551609699153132e-10,other
38,13603.0,13114.0,other,0.5413223593575615,0.2082086701393127,0.58265281721283,1.2478637832563586e-10,other
39,8457.0,14830.0,stroma,0.1817613056727819,0.1440428791046142,1.8712430351224296,3.2869121663877085e-10,stroma
40,9965.0,9783.0,stroma,-0.1261071831839425,0.7816144437789917,1.989011505809525,1.642294521459625e-08,stroma
41,8028.0,14829.0,stroma,0.0599682889665875,-0.1060583245754241,1.6574081239246183,6.240325752725752e-11,stroma
42,9753.0,8674.0,stroma,-0.1769189289637974,0.5516796560287476,2.171535337814177,3.65028915108249e-10,stroma
43,10600.0,14587.0,tumor_core,0.8369217627389091,0.0387925105094909,0.8285814480692106,1.728773987154814e-09,tumor_core
44,9968.0,8305.0,stroma,-0.1009671020507813,0.5285423088073731,2.21772643910858,1.0419294108710542e-10,stroma
45,13609.0,9666.0,other,0.3905725697108678,0.08318732213974,0.8089690008892814,1.335294355262691e-11,other
46,12759.0,4984.0,other,0.1876418576921735,0.2457556219100952,0.8878677445228653,1.492747601185322e-09,other
47,14459.0,13854.0,other,0.5695775549752372,-0.0078320770263671,0.8741000878690469,9.802718513316912e-11,other
48,12966.0,9788.0,tumor_core,0.5310519681658065,-0.063129658460617,0.1654172652383559,2.2357711599614907e-11,tumor_core
49,9752.0,9167.0,stroma,-0.193466270991734,0.8840813398361206,2.0714956754213807,2.0387358148250095e-10,stroma
50,14468.0,8189.0,other,0.3454360035487585,-0.172545303106308,-0.2900130077873989,1.0307652249121392e-10,other
51,8247.0,12243.0,stroma,-0.2543518829345703,0.3111878156661987,2.52562129308307,7.45184869878841e-10,stroma
52,10617.0,4734.0,other,0.0849749074663434,0.421762617111206,0.827055248519215,1.770273881199534e-09,other
53,7388.0,13473.0,other,0.2349713924952916,-0.1150304384231567,0.8752991138254581,4.2210978338513047e-10,other
54,8675.0,12490.0,stroma,-0.2151068905421665,0.374663791179657,2.521837270277059,1.3227184690803164e-09,stroma
55,11685.0,6830.0,stroma,0.2803738294328962,0.4425402278900146,1.6676452741306411,1.8222052310586654e-09,stroma
56,6318.0,12363.0,stroma,-0.0955576079232352,0.7821842155456543,1.8357746487572075,5.005289935119927e-10,stroma
57,9315.0,14339.0,other,0.4981687000819615,0.1784436430931091,1.0049032346166746,6.500590266347947e-09,other
58,11901.0,5722.0,interface,0.2263463374546594,0.337557023525238,1.444149029719365,1.516813280819086e-09,interface
59,11028.0,15080.0,interface,0.3713828332083565,0.2410886158943176,0.9353796448370424,1.2218966409727402e-08,interface
60,11687.0,5352.0,other,0.0097163173130579,0.085456332206726,0.8815051570083156,1.8588110675545967e-10,other
61,14469.0,7696.0,other,0.426601845877511,-0.0306504921913147,1.119282276599438,1.894694771118649e-11,other
62,12101.0,13974.0,other,0.2758063507080078,0.0045360450744628,0.6360366224038481,1.1547065986245032e-10,other
63,9958.0,14463.0,stroma,0.0423782893589564,0.9040333642959596,1.846825625817325,8.797800269146916e-09,stroma
64,14463.0,11145.0,tumor_core,0.8352520533970423,-0.287191977083683,-0.2701903892973972,2.728411563689306e-10,tumor_core
65,12760.0,4738.0,stroma,0.0762679318019321,0.3543294076919556,1.669805576274921,3.353011795142788e-09,stroma
