i,j,flux_coexact
0,157,1.4363044867214786e-07
0,296,4.119448916663112e-05
0,516,-5.212439625867481e-05
0,918,1.0324069350406804e-06
0,1093,9.753869708330858e-06
1,29,-3.302226705632338e-06
1,31,7.773102001525026e-06
1,111,1.5890711044676716e-05
1,476,-7.956543731902117e-07
1,969,-1.2352608528452009e-05
1,1041,-7.213323438927185e-06
2,437,-2.786062984408308e-06
2,678,-2.489774532444124e-05
2,740,1.089134130286248e-05
2,751,8.777874138127836e-06
2,835,-9.321008508030558e-06
2,971,1.733560137588979e-05
3,73,-3.515093606155608e-05
3,159,4.3348436891199656e-05
3,500,-1.032389484423398e-05
3,531,-7.798946501784117e-05
3,561,-2.409227865476708e-05
3,660,0.0001042081376871
4,93,-3.852747890392797e-05
4,217,1.6636990107653587e-05
4,733,7.051697737452611e-05
4,877,-3.612129646191083e-05
4,888,-2.738032914795527e-05
4,1109,1.4875137031614375e-05
5,84,-2.307953879979434e-06
5,131,1.9845230564226915e-05
5,274,-6.185678548564624e-06
5,401,-4.1449683020204225e-06
5,1015,-5.526633062426578e-06
5,1038,-1.6799967712358574e-06
6,110,1.1274112164407456e-06
6,239,-8.188871817134913e-06
6,484,-1.6775491300293757e-06
6,790,1.8722002647417057e-05
6,971,-7.004977819653117e-06
6,1055,-2.978015097040396e-06
7,40,2.0891128956231812e-05
7,139,1.429438812573926e-05
7,653,-2.3960977319356795e-05
7,799,-4.03474481003068e-05
7,851,3.241914394301049e-06
7,957,2.5880993943391476e-05
8,313,4.060188586268282e-05
8,517,-1.4884545380585352e-05
8,772,-2.2761123026742244e-05
8,1009,-1.0689581249207555e-05
8,1042,-2.1771226186065624e-06
8,1088,9.9104864124589e-06
9,183,1.3859461160074216e-05
9,719,-1.9270968472711515e-05
9,779,-8.40809824253738e-06
9,864,2.460749017416979e-05
9,897,-1.170774116119788e-05
9,1082,9.198565422027682e-07
10,297,7.81703880275047e-05
10,436,-1.6478423275502343e-05
10,464,-1.9468738128725836e-05
10,540,-9.088568441895542e-06
10,913,-7.657480251829229e-06
10,1095,-2.5477177929551752e-05
11,390,2.827260256234876e-06
11,411,-2.6931461553575216e-05
11,453,-1.4588302683156632e-05
11,566,4.0440843290198006e-05
11,996,1.104811486483026e-06
11,1007,-2.85315079618406e-06
12,26,-5.235851974450739e-06
12,59,-1.2307402266996702e-05
12,362,8.491722507125689e-06
12,530,5.2988657237732365e-06
12,857,1.7010162007662363e-05
12,874,-1.3257495997113846e-05
13,552,-6.491667899795682e-06
13,564,1.10625233609325e-05
13,755,-1.0940802277163508e-05
13,858,7.97388680321992e-06
13,879,1.0408322008092096e-05
13,1072,-1.2012261995285328e-05
14,150,-2.7466743297553737e-05
14,305,-3.9782275206381135e-05
14,340,4.7617040435674626e-05
14,539,9.46401257639463e-06
14,581,2.5097262450982144e-05
14,817,-1.4929296959116537e-05
15,108,4.528953455528909e-05
15,282,-4.5406013223859106e-05
15,387,3.8453247466196954e-05
15,481,-4.602401005636196e-05
15,549,-2.7800500487558676e-05
15,818,3.5487741746293694e-05
16,32,2.742678219091306e-05
16,220,3.057566640828187e-05
16,471,-8.684644525688192e-06
16,492,6.600339339238557e-06
16,526,-1.931889007009071e-05
16,1061,-3.659925334265458e-05
17,201,-2.9474701909266234e-07
17,267,-3.2732744930858953e-06
17,496,8.989657666919318e-06
17,574,-8.188937122819398e-06
17,716,7.053192880478226e-06
17,1016,-4.285891912399589e-06
18,155,-1.4424099838582764e-05
18,228,6.093138418810919e-06
18,255,2.860531918665245e-06
18,371,7.285961332513823e-06
