i,j,flux_coexact
0,234,6.58004507639129e-06
0,292,2.5788738549136823e-05
0,633,-2.333616070279169e-05
0,1260,-4.706787083190336e-06
0,1393,-1.1158096582221217e-05
0,2132,6.832260742675123e-06
1,353,5.800381707167008e-06
1,1014,3.692501785908072e-06
1,1093,-1.872630342691016e-05
1,1348,-4.6267440675939725e-06
1,1826,2.558952602179209e-06
1,2014,1.1301211399249848e-05
2,158,-4.22699754438154e-06
2,764,-2.7485348421460142e-05
2,823,1.9393064475682255e-05
2,831,3.293365312582746e-06
2,1186,-1.3147162484403583e-05
2,2114,2.217307866198027e-05
3,563,3.142145250707916e-05
3,868,-7.032684002420122e-05
3,1247,-1.3254149570004111e-05
3,1338,6.909935940053535e-06
3,2016,-5.922174119934706e-06
3,2109,5.117177526700734e-05
4,445,-7.78986099101041e-07
4,771,-6.717519240155928e-07
4,793,-5.700982836385007e-07
4,1286,-8.869851823517322e-08
4,1785,8.346111589428606e-06
4,1916,-6.236576764438299e-06
5,872,9.752692832608724e-05
5,1245,-9.32693866998393e-05
5,1569,-2.0910634281650465e-05
5,1907,-0.0001234636765458
5,2152,-6.940256935119008e-05
5,2161,0.0002095193385524
6,316,3.23642448169432e-05
6,475,-3.6224977770847345e-05
6,871,9.542906974977826e-06
6,890,-1.3346412881922611e-05
6,1241,-1.1829370318731082e-05
6,2170,1.9493609179580015e-05
7,66,-9.467065236916813e-05
7,636,0.0001745615280618
7,698,-0.0001757905868972
7,1310,-8.331347461860502e-05
7,1331,0.0001241929895478
7,2166,5.502019627536445e-05
8,389,2.593474528117308e-05
8,547,-5.50858310132927e-05
8,641,-2.3679419057805775e-05
8,1290,2.9004180725200073e-05
8,1409,9.944395402482388e-06
8,1936,1.3881928662242942e-05
9,371,-3.027928627817095e-06
9,709,-1.7488649909094063e-05
9,755,4.492865630726289e-06
9,1457,3.9029294105641366e-05
9,1739,-4.816029418011835e-05
9,2053,2.5154712980661852e-05
10,70,3.4823200394715628e-06
10,72,-6.791744576143847e-06
10,247,-6.530291199243111e-06
10,421,1.004920894153742e-05
10,1323,1.689885365731257e-06
10,2080,-1.8993785713532816e-06
11,662,1.024972339522619e-05
11,866,-3.7998046547515297e-06
11,1017,1.593603902488268e-05
11,1511,2.8266638854506517e-06
11,1539,-3.98173152072369e-06
11,2070,-2.1230890130084304e-05
12,128,9.547860263278604e-06
12,199,3.805502903318227e-07
12,496,-1.656117958361059e-05
12,1115,2.223352689820335e-05
12,1304,-3.0373714760599295e-05
12,1389,1.4772956892396104e-05
13,1111,-1.6558522388079818e-05
13,1135,-2.1073550522117035e-06
13,1250,-1.1544358981323364e-05
13,1376,-1.9921890039587686e-06
13,1406,3.364675437390653e-05
13,2006,-1.4443289483328823e-06
14,907,1.5858649387831855e-05
14,1390,-5.971194072041919e-05
14,1496,1.915429824094077e-05
14,1513,-2.3215154764279256e-05
14,1672,2.161016713086692e-05
14,1946,2.63039807250589e-05
15,39,-2.5348484361497852e-05
15,201,5.535620199410039e-05
15,357,-1.8458218343090605e-05
15,369,1.3493191956454709e-06
15,749,-1.7055359015585756e-05
15,992,4.1565405304283515e-06
16,79,-1.4640007771494476e-06
16,546,-3.9080442246039714e-05
16,1237,1.958091577718921e-05
16,1330,2.0963527245999948e-05
17,655,-6.445269332756327e-05
17,785,-1.05610430140312e-05
17,935,1.5217137330748028e-05
17,1217,6.806616427939484e-05
17,1810,1.6884712495751373e-06
17,1812,-9.958036518123529e-06
18,160,-3.712923835311161e-05
18,356,-6.770078173573237e-06
18,1045,4.662379808610346e-05
18,1097,-8.656480106899372e-07
18,1147,-2.894144227551202e-06
18,1351,1.0353106788225283e-06
19,206,-1.1807330843756488e-05
19,484,2.255426621587804e-05
19,1488,9.2691273227866e-06
19,1752,-1.2683453663015229e-05
19,1769,-1.5877305233821505e-05
19,2191,8.544696201928584e-06
20,391,5.43065754804159e-06
20,410,2.1085263016541972e-05
20,798,-6.057144161029143e-06
20,1001,1.302047127403349e-05
20,1792,-2.411506886177828e-07
20,2187,-3.323809698897013e-05
21,371,-1.972208455313054e-05
21,407,4.85432594056346e-05
21,1258,2.9345945395720853e-05
21,1434,-9.717686344119602e-06
21,1688,-4.844943390410531e-05
22,93,-1.996151522284119e-05
22,828,4.784301690820634e-06
22,1044,8.825899776646448e-05
22,1922,-1.9525499438321456e-05
22,2004,-3.674102650889312e-05
22,2046,-1.6815258287229347e-05
23,226,-3.412440852262289e-07
23,609,-3.6007029237647604e-06
23,828,1.79668563034158e-05
23,879,-2.177474779409111e-05
23,1285,1.8104035306530196e-06
23,1381,5.93943496901328e-06
24,245,-1.1987966479605198e-05
24,524,4.423545035071221e-05
24,1018,-2.839737197739143e-05
24,1592,-3.209184986349704e-05
24,1946,-6.062972086643003e-05
24,2100,8.887145883621148e-05
25,424,-2.9736339716488923e-05
25,455,-2.1213808518413764e-05
25,596,7.179910378411922e-05
25,702,8.260465774426504e-06
25,978,-3.401600218585643e-05
25,1292,4.906580862213402e-06
26,101,-3.079442951098592e-05
26,307,5.969769674791772e-06
26,1335,-1.4095154262378507e-05
26,1607,-7.10300742226322e-05
26,1711,0.0001199809085098
26,1906,-1.003102018868737e-05
27,331,1.3375998992639324e-05
27,641,7.918457093226267e-07
27,837,1.248651462721968e-05
27,847,-6.021914341410733e-07
27,866,6.5959022751352895e-06
27,1863,-3.2648070170175846e-05
28,664,2.1000953115907337e-05
28,1079,-1.3231706469683112e-05
28,1558,-1.1014639972259445e-05
28,2021,-6.66467567367491e-06
28,2082,-7.11329248638102e-05
28,2158,8.104299386352032e-05
29,550,-4.1932048886904064e-05
29,715,7.52239180211915e-06
29,859,-1.4334186151998318e-05
29,1288,1.638003434598154e-05
29,1834,3.0577275102913495e-05
29,1840,1.7865337878881983e-06
30,203,-7.175839626106155e-05
30,345,2.1368718187521097e-05
30,471,8.415544508216056e-06
30,599,1.7512309715165018e-05
30,645,5.2789779337860765e-05
30,1466,-2.8327955487701385e-05
31,419,-6.184165794620468e-06
31,1461,1.117919053423598e-05
31,1568,-2.1477008955892232e-05
31,1734,-0.0001243001400847
31,1793,-3.217196679827064e-06
31,2138,0.0001439993209808
32,637,1.9021533449397057e-06
32,901,-8.13671373781002e-06
32,968,-1.0847157093068728e-05
32,1113,-2.0111750242520003e-06
32,1820,2.4869498364364295e-05
32,2168,-5.776605854173251e-06
33,90,-1.3560417798260808e-05
33,444,-1.239385957585934e-05
33,646,7.053988422138301e-06
33,791,3.6351391760750513e-06
33,833,1.172396426362428e-07
33,1207,7.326591748306028e-06
33,2155,7.821318384964523e-06
34,392,6.06337307986696e-06
34,559,-1.367097283772691e-05
34,843,-4.609383209624754e-06
34,1311,3.474781274733006e-06
34,1342,-8.290554234992892e-06
34,1642,1.703275592774459e-05
35,103,-3.17993418850349e-05
35,416,-1.941152602495601e-05
35,762,1.8569670269768454e-05
35,1767,1.6130189262415388e-05
35,2156,2.4700821648777964e-05
35,2180,-8.189813270970898e-06
36,806,1.2169386194542405e-05
36,855,1.5393839488858684e-06
36,1152,-9.831412853599589e-06
36,1996,-1.9824148549459644e-06
36,2017,-1.8949424348827217e-06
37,196,4.0341935457177485e-05
37,591,-7.877623674311267e-05
37,957,-9.128708930337426e-06
37,985,2.709413807666193e-05
37,1121,2.57849736227754e-05
37,1203,-5.316101483164718e-06
38,57,2.764712336110848e-05
38,311,4.767489021875102e-05
38,649,4.46142972596731e-05
38,666,-0.0002186592865953
38,976,7.345811227502462e-05
38,1327,2.5264863480789302e-05
39,357,-4.5057566471927755e-06
39,369,-3.330166362326123e-06
39,522,5.9514223709619575e-06
39,1872,3.8123529326838926e-05
39,1944,-6.158751304977983e-05
40,1110,4.132115415608807e-05
40,1293,-2.618037402908238e-05
40,1369,-1.4955892306601954e-05
40,1856,1.6807865857436195e-06
40,1993,-1.7705624057276667e-05
40,2194,1.5839949651129315e-05
41,943,-1.1278412426598237e-05
41,1107,6.294370742080273e-06
41,1142,-3.6092840876578616e-06
41,1933,6.931515735076189e-06
41,1955,6.584094115508882e-06
41,2063,-4.922284078409246e-06
42,620,3.065426449223633e-06
42,917,-8.911203102884964e-06
42,1347,7.981391456045148e-07
42,1524,5.763775316497634e-06
42,1810,-5.583859144241055e-06
42,1963,4.867721335800237e-06
43,112,1.0789997857390448e-05
43,540,-8.894435918163626e-05
43,918,0.0005366277132502
43,1396,-0.0001364290226359
43,1692,-0.0001445741057632
43,1883,-0.0001774702235267
44,204,1.4407914140604648e-05
44,1269,2.181988378140395e-05
44,1449,-3.0232505735843785e-05
44,1749,-1.4281378658706312e-05
44,1857,-1.409783267746553e-05
44,2023,2.2383919150007027e-05
45,688,6.138778739325716e-05
45,941,-8.11639478993163e-05
45,1200,5.179782914937647e-05
45,1244,-3.106831287308724e-05
45,1583,-2.3411084717527193e-05
45,1758,2.24577289472971e-05
46,291,3.244868752016494e-05
46,346,-2.153004921999486e-05
46,512,-2.435658167409963e-05
46,751,-4.36320072250902e-06
46,914,1.1614125036473838e-05
46,1782,6.187019059964727e-06
47,226,5.991097717934742e-05
47,573,-2.6029927228878416e-05
47,1285,-2.409369803732048e-05
47,1357,-3.7451615349313942e-06
