i,j,flux_coexact
0,34,4.4734957305961914e-05
0,400,3.166182256368409e-06
0,449,9.889991043610329e-06
0,872,-4.034454236350358e-05
0,889,-1.820272891765447e-05
0,1511,7.561406752173966e-07
1,66,-2.4887204595361876e-05
1,220,5.579153519005609e-07
1,491,-3.950558294855833e-05
1,985,1.8964640558061783e-05
1,1201,5.577909624906155e-06
1,1416,3.929232200905171e-05
2,41,-4.0196990938305025e-07
2,43,-2.8979478281866e-06
2,150,-2.9601087080263225e-06
2,253,1.4250869579356245e-06
2,885,1.96101320687275e-06
2,1440,2.8739262807875985e-06
3,592,5.599603518830592e-06
3,934,-1.380866390486444e-05
3,1020,-5.116180403863936e-06
3,1031,5.583160943767466e-06
3,1150,6.185489671866222e-06
3,1347,1.556590174264097e-06
4,77,-6.517953865134821e-05
4,455,-8.690051384559372e-05
4,609,2.0913067954265666e-06
4,842,7.306345137501641e-05
4,1037,2.8291208941523616e-05
4,1115,4.863408538497533e-05
5,210,-3.7061781885471925e-05
5,501,-3.7660640329979946e-05
5,692,0.0001950501117856
5,728,1.4978336003775048e-05
5,767,-0.0001353060255739
6,127,3.2396970314106156e-05
6,295,-7.600457886166565e-05
6,1011,0.0001882528515972
6,1214,-0.0001523202731101
6,1229,-5.794084507806981e-05
6,1529,6.561587513847887e-05
7,115,-3.5531164473119554e-05
7,183,-3.019666111989893e-05
7,362,-4.269361534806762e-05
7,547,4.0748874726878546e-05
7,1404,2.471504376033964e-05
7,1437,4.295752245386792e-05
8,220,1.9338414161940444e-05
8,837,9.30643236664776e-05
8,964,5.9974431269763925e-05
8,1056,2.014847327596272e-05
8,1161,7.731655057638698e-05
8,1409,-0.0002698421929505
9,148,1.4291365624177834e-05
9,318,-8.774224688475448e-06
9,672,1.2968262574042048e-05
9,1091,-4.163526870748968e-06
9,1347,-5.136495089200471e-06
9,1455,-9.185381549794996e-06
10,422,-6.338646920031775e-05
10,715,3.889084683660559e-07
10,1068,9.186327204293369e-06
10,1397,2.4010636695475783e-05
10,1442,-3.815071829585596e-05
10,1504,6.79513151280385e-05
11,171,2.373457554312809e-05
11,374,8.555113542157977e-06
11,411,-0.0001265846857636
11,436,2.0511658412627324e-05
11,681,-9.613825544186862e-06
11,1329,8.339716380989625e-05
12,252,8.210139508707163e-07
12,990,8.823361949118646e-06
12,1076,-9.67501070203288e-06
12,1194,-1.7077613860930918e-05
12,1242,6.490202085258811e-05
12,1493,-4.779377218961368e-05
13,402,1.0626288797539947e-05
13,591,-1.4242415738208931e-05
13,638,-4.677835885288825e-07
13,740,-8.279510137351734e-06
13,1264,8.202792453242716e-06
13,1514,4.160628213306883e-06
14,541,-3.1613653464178246e-05
14,656,1.4821860332649224e-05
14,685,2.7227882754596165e-05
14,776,3.144804786345676e-05
14,828,-2.8426978268608538e-05
14,965,-1.3457159217915372e-05
15,53,3.670250834345131e-06
15,268,-2.26829188683931e-06
15,538,-1.085721999837004e-05
15,804,1.3349631833006e-05
15,1133,1.2563564453157754e-05
15,1435,-1.6457935235299535e-05
16,231,2.6576407817383397e-05
16,347,1.7542701522896105e-05
16,873,-1.903762716658339e-05
16,894,-3.1647579122259815e-05
16,1129,6.566096948563704e-06
17,59,1.4635444387742128e-05
17,499,-5.3534855430063725e-05
17,1225,-8.549796241041273e-06
17,1502,4.36514757368305e-05
17,1523,3.7977315465323703e-06
18,532,-0.0003325950121321
18,558,0.0001522529358107
18,617,-4.176359697589319e-05
18,772,-8.106112936192973e-05
18,1382,8.755458639970732e-05
18,1395,0.0002156122162595
19,121,-0.0001038546125982
19,367,6.750233966556051e-06
19,627,3.616125482173887e-05
19,651,3.366417414279763e-05
19,746,1.041549834471856e-05
19,800,1.6863451322475612e-05
20,37,3.0182093256468e-07
20,86,-2.8924418361708137e-05
20,493,2.619770728311537e-05
20,727,5.576368878197074e-05
20,1185,-2.1112220919999617e-05
20,1210,-3.2226577715943036e-05
21,52,2.507801527050644e-05
21,91,-5.225523362199269e-05
21,316,2.466444603362928e-05
21,347,2.186572376949318e-05
