i,j,flux_coexact
0,94,-1.1932702058502452e-07
0,143,-6.171864278560047e-06
0,356,1.3396336318980366e-06
0,398,5.076503001925988e-06
0,563,-1.2494533467895345e-07
1,30,-2.493870826210072e-06
1,49,5.625318955685524e-06
1,127,1.5972295955488997e-05
1,296,-5.842891033079453e-06
1,363,-4.0982212668660495e-06
1,390,-9.162631785018949e-06
2,293,8.578087263986325e-08
2,303,1.3751032142961678e-06
2,343,-1.391941211432946e-06
2,384,-3.0742190616379824e-07
2,397,-2.4872798680967025e-06
2,582,2.7257588987574156e-06
3,227,-1.684864261803569e-07
3,391,1.9935153780451218e-05
3,421,-2.0878452016145975e-06
3,428,-5.12058867143059e-06
3,487,4.904427416155107e-06
3,566,-1.7462660897380777e-05
4,147,-1.948775473001828e-06
4,170,2.175502786247492e-05
4,236,-7.890732362709896e-06
4,329,1.323464647473237e-05
4,340,-2.254916350610807e-05
4,376,-2.601002995387498e-06
5,63,-3.06881239684248e-05
5,136,1.352827912010814e-05
5,264,5.455072451705657e-06
5,455,1.0940358077027792e-05
5,566,4.068017117378711e-06
5,614,-3.3036027977955036e-06
6,22,-7.536973431229551e-06
6,78,5.10043621102711e-06
6,373,1.8836727620617228e-06
6,460,-4.828979811245492e-06
6,496,2.320113130509621e-07
6,554,5.149832956335248e-06
7,172,5.158462181732543e-06
7,281,2.5150725764417153e-06
7,444,-5.526722017226173e-06
7,590,1.4165481616320674e-06
7,608,-1.3587323326458831e-06
7,627,-2.2046285699342695e-06
8,164,-9.501099669057712e-06
8,226,5.015001608442809e-05
8,245,-7.955723154623746e-06
8,295,2.2831418905115208e-05
8,534,-4.469441749831133e-05
8,629,-1.0830194667550505e-05
9,249,6.806079386616438e-07
9,278,-2.653611478716061e-06
9,322,1.4706681718191764e-06
9,408,-2.0891119352767217e-06
9,445,3.769463999502287e-07
9,586,2.2145009035617338e-06
10,17,7.739180534531245e-08
10,125,3.242924334263453e-07
10,251,1.0914599871027437e-07
10,269,6.911414970182108e-07
10,287,-1.1039762748920276e-06
10,616,-9.799545960811512e-08
11,113,1.7197671845377929e-06
11,149,1.8199575798786772e-06
11,273,1.199783550512088e-06
11,314,3.888882974190238e-06
11,413,2.68002937285748e-06
11,596,-1.1308420661976275e-05
12,15,7.421914707673316e-06
12,20,4.881872023042218e-07
12,180,-2.582737609113474e-06
12,191,-4.465977221047564e-06
12,587,1.219891120375595e-05
12,620,-1.306029828357245e-05
13,213,-3.0463446348208925e-06
13,222,1.4471653490258716e-05
13,368,-6.678134129303865e-06
13,461,-4.3231862223853675e-06
13,490,4.719896001231072e-07
13,633,-8.959781038716971e-07
14,65,3.547322429677405e-05
14,131,-4.5161395892481554e-06
14,250,9.099909516654524e-06
14,253,-5.976150165793055e-05
14,430,1.2897722184336437e-05
14,502,6.8067852494136925e-06
15,20,2.013831451608993e-05
15,191,1.608265002504359e-05
15,361,4.036255146415267e-06
15,513,-3.6070840635990937e-06
15,607,-2.0776939856206376e-05
15,624,-8.451281060069997e-06
16,77,-1.0856142803293678e-05
16,98,1.551208067564225e-06
16,169,-7.545248098301573e-07
16,309,6.434183851416611e-06
16,548,-3.939580250135296e-06
16,632,7.564855944278296e-06
17,251,-3.556662753046503e-06
17,269,6.9779410930455556e-06
17,307,-7.255048943889629e-07
17,413,-2.902418021904403e-06
17,618,2.840363816396258e-07
18,135,4.3121855026530507e-07
18,306,2.128889717951471e-06
18,348,-6.35692293589973e-06
18,397,3.4288962666375965e-06
18,456,1.3195407574748991e-06
18,582,-9.51622356429542e-07
19,188,8.484203152904454e-07
19,283,1.012780175886751e-05
19,382,2.539098075661774e-06
19,423,-4.4434467122299065e-06
19,485,-2.099970943219259e-06
19,623,-6.971902494370563e-06
20,129,-2.5605857135518984e-05
20,414,-2.0688814347099203e-05
20,513,5.6930503999763655e-05
20,620,9.99066920124868e-06
21,55,5.677261698478787e-06
21,158,-6.03199275935941e-06
21,176,1.114023710980173e-05
21,315,-1.3476106015807316e-05
21,364,7.190312680047383e-07
21,432,1.971568698881474e-06
22,48,-2.289955043609917e-05
22,69,-9.026394316080055e-06
22,78,1.092704783191175e-05
22,460,1.0983998456343331e-06
22,577,1.2363523643403591e-05
23,109,-6.071308415266842e-06
23,178,-2.359804416633829e-05
23,285,2.57418112933037e-05
23,364,2.193453910663033e-06
23,371,-8.015248251263293e-06
23,400,-7.614102062371206e-06
23,478,-5.62280186453583e-06
23,555,2.298623955580873e-05
24,135,-3.43883434110547e-06
24,199,3.172468029691274e-06
24,384,-1.4324063943304264e-06
24,397,-3.7417607835469542e-06
24,433,7.470174602126053e-07
24,541,4.693516029078972e-06
25,147,1.1168127962898707e-05
25,201,-1.6607912611247008e-06
25,267,-5.571241058585746e-06
25,311,-8.76482170328475e-06
25,490,2.234399176247225e-06
25,568,-5.3036982182882485e-06
25,633,7.898025102137513e-06
26,331,1.2205225375671126e-07
26,352,-3.919923734782734e-06
26,356,-9.803419284052338e-06
26,400,1.2414604635557308e-05
26,563,1.1866861295210544e-06
27,35,-6.525500981492392e-06
27,238,9.08287810835625e-06
27,274,-1.3326490121531536e-05
27,312,-2.9926362514114347e-05
27,448,1.7782562558481668e-05
27,535,2.2912912950300356e-05
28,45,-2.26013978891852e-05
28,105,-2.7923460985326565e-05
28,112,-4.895721348815996e-05
28,290,7.913220411368029e-05
28,339,3.29866491934445e-05
28,435,-1.2636780944453072e-05
29,40,7.565692984591382e-05
29,185,-2.360888277067643e-05
29,255,4.721538273011065e-05
29,467,-4.531793283824738e-05
29,538,-4.222300378270291e-05
29,609,-1.1722493184397732e-05
30,127,2.2660071369409243e-05
30,189,-5.977056664374479e-06
30,296,-5.484594931108437e-06
30,589,-8.033814190707851e-06
30,600,-5.658476409428547e-06
31,95,2.904134334712632e-06
31,233,-2.3586305322713135e-06
31,306,-8.875452999429119e-07
31,308,5.533130028839149e-06
31,442,-1.1576016316507812e-06
31,456,-4.033486899686775e-06
32,73,2.3198158504440896e-05
32,185,1.3628732712193067e-05
32,415,-2.383011328473274e-05
32,463,5.575927575638342e-06
32,538,-1.186839246051036e-05
32,602,-6.704313047029206e-06
33,69,4.36952482004653e-05
33,285,-0.0001009730748512
33,425,1.512871199660952e-05
33,452,-3.560876567804148e-05
33,544,2.9544816997860044e-05
33,556,4.821306333437398e-05
34,43,-0.0001059788864559
34,57,7.998594070338636e-06
34,161,2.7321335341049245e-05
34,166,5.735320983114863e-05
34,268,-1.915580971256617e-05
34,597,3.2461556925979536e-05
35,238,-5.166378802050372e-06
35,241,-1.587772702588983e-05
35,312,2.548930926866382e-05
35,334,-4.301771341372571e-06
35,574,-6.668933080843437e-06
36,138,-6.181005782504254e-05
36,175,-2.1623137715688357e-07
36,469,8.73466349645227e-06
36,526,5.329162570574715e-05
37,116,2.6403703614603367e-06
37,187,-1.2470478837682905e-06
37,263,2.5759229192512715e-06
37,317,-6.6449798729965645e-06
37,495,4.352874586200831e-06
37,595,-1.677140110147584e-06
38,123,-9.693108528288133e-06
38,209,-6.7362091483681575e-06
38,298,3.18847353597693e-05
38,349,-7.008712453326503e-07
38,509,-4.071203450142891e-06
38,613,-1.068334298763747e-05
39,74,-1.2827065180038392e-05
39,310,6.480556801830234e-09
39,355,5.583750674828441e-06
39,448,-3.704679932856089e-06
39,535,1.094151388126421e-05
40,56,-0.0001446689507207
40,185,-1.2537070368031205e-05
40,255,0.0001085332979671
40,505,-3.384940247332987e-05
40,634,0.0001581790554409
41,55,1.4292494643337857e-06
41,107,-2.06812528611412e-06
41,158,2.2768213510761313e-06
41,234,-2.2003850089500753e-06
41,240,-5.567406147774562e-07
41,507,1.1191800944317346e-06
42,231,-1.830305280867288e-06
42,252,1.296729268768143e-05
42,400,-6.1160642025239705e-06
42,523,-5.020923204290172e-06
43,57,1.2309963459983029e-05
43,161,-4.354332963098356e-06
43,543,-3.716947836516478e-05
43,551,-7.199363614917007e-05
43,606,-4.771402438499704e-06
44,160,-1.2633001541702486e-05
44,332,3.893312528628625e-06
44,480,-1.4044069331665696e-05
44,542,3.92893751897165e-06
44,598,1.7573407113145207e-05
44,615,1.281413712622703e-06
45,105,9.108516737690926e-06
45,192,-1.2918950237709252e-05
45,339,-2.3478918801951606e-05
45,447,-3.2309361947108212e-06
45,575,7.918890607495554e-06
46,87,9.59657442049501e-06
46,128,-9.490590784279962e-06
46,257,-2.7414077411455652e-08
46,438,-4.744811304249694e-07
46,506,-1.026368923105686e-05
46,585,1.0659600802678237e-05
47,92,-1.110494077130362e-06
47,181,-1.4891483174186012e-05
47,304,-7.261113665559556e-08
47,367,6.940139697397643e-06
47,573,9.134448690574323e-06
48,69,4.230841253564265e-06
48,117,1.1202309542794904e-05
48,460,1.5276756145309402e-05
48,544,-2.6655395177519595e-05
48,588,-2.6954062200248143e-05
49,127,-1.3792044943541757e-05
49,140,2.8036452108564935e-05
49,363,-1.3319431234270748e-05
49,508,1.19705523618974e-05
49,549,-7.2702093369643075e-06
50,53,-3.6360411233003255e-06
50,90,3.5060074154016633e-06
50,164,6.604404208233589e-06
50,265,5.355069918903812e-06
50,295,-1.3263813490051476e-05
