i,j,flux_coexact
0,219,1.395720212359743e-05
0,343,4.197698866780641e-06
0,372,2.6116371738015708e-05
0,378,-5.632378956369496e-05
0,410,1.8556885158239345e-05
0,491,-6.504368322938161e-06
1,44,1.1320365781021036e-05
1,109,-3.966498586609938e-06
1,367,-1.2933023425743216e-05
1,430,-5.897630794486408e-06
1,438,4.046637086470647e-06
1,557,7.430149939347879e-06
2,51,7.689536933114676e-06
2,119,1.0211251539753473e-05
2,252,-1.1510813626541949e-05
2,392,1.7501246439971356e-05
2,491,-1.9817045855758e-06
2,530,-2.190951670072176e-05
3,159,-4.877149818446196e-05
3,169,3.761045140387475e-05
3,198,1.3161631125082396e-05
3,361,1.978160905061622e-05
3,387,9.806396877462212e-06
3,507,-1.349518826233742e-05
3,546,-1.80934020102362e-05
4,89,-6.358370394681193e-06
4,360,-5.236288586256802e-06
4,388,2.228399274664272e-05
4,426,-4.511767869265011e-07
4,445,-1.9059219831853525e-06
4,542,-8.332234995592871e-06
5,149,-1.5068812516778328e-06
5,218,4.6331254162145065e-06
5,239,-1.9027584536549053e-08
5,276,3.074016402994835e-06
5,454,1.7479083907036783e-06
5,549,-7.929141373698638e-06
6,18,-1.88417340541197e-05
6,96,9.466334060564518e-06
6,197,1.0335815921355622e-05
6,299,-2.219837654740416e-06
6,406,-2.1054135848144107e-06
6,523,3.364835311754383e-06
7,50,-1.4127580981431416e-05
7,139,-7.865851175742319e-07
7,192,-9.407398266844252e-07
7,251,1.8835388823312298e-05
7,280,-3.0516777247989554e-06
7,404,7.119482717673368e-08
8,91,-3.64578302107958e-05
8,148,-2.2246782801517147e-06
8,282,6.228139965790121e-05
8,457,-7.378936694731527e-06
8,496,-2.628496713931478e-05
8,543,1.0065012667092613e-05
9,198,8.692589337926778e-06
9,361,4.058647503656651e-06
9,517,-1.275123684158343e-05
10,82,6.350366053167672e-06
10,121,6.490263556251022e-06
10,270,-1.2383060887619402e-05
10,367,1.840468205555748e-05
10,481,4.57852525096054e-06
10,557,-2.3440776028317313e-05
11,36,1.1449621215100538e-08
11,105,-1.9385709495763205e-05
11,458,2.7765883996388557e-08
11,488,3.91660118890942e-05
11,505,-1.981951789854248e-05
12,90,8.889608825447342e-07
12,140,-1.1200603675209397e-06
12,203,-7.412945449322231e-06
12,247,1.1779398746424927e-05
12,322,-1.5086417553484863e-06
12,525,-2.6267120567780035e-06
13,18,2.9271540972750387e-06
13,65,-1.675523855989708e-06
13,153,-7.382201496841771e-06
13,173,-2.8406513689588967e-06
13,293,-7.0041543535540465e-06
13,356,1.5975376978069382e-05
14,180,1.1862252513286322e-05
14,267,-1.2081888679419453e-05
14,336,8.831259861138686e-06
14,375,-1.1618899777659049e-05
14,539,3.0072760826534917e-06
15,59,8.131049934417468e-07
15,64,-1.023849863956158e-05
15,186,4.423073828016175e-06
15,300,5.832192482933896e-06
15,494,7.85120910139481e-06
15,544,-8.681081766225047e-06
16,65,-1.641403712984863e-06
16,75,7.806232677978492e-06
16,129,-4.079973197699612e-06
16,204,6.433089889643451e-06
16,293,-7.93469492051497e-07
16,402,-7.724476164885971e-06
17,177,2.0038107449357663e-05
17,285,2.1322204614442696e-05
17,455,-3.938613423765249e-06
17,468,-2.8175155222443237e-05
17,544,-9.246543417591876e-06
18,96,-9.200019508347217e-06
18,153,2.458693441923315e-06
18,173,6.405084020082789e-07
18,406,-9.813762292429037e-06
19,81,1.394799366436251e-05
19,156,-3.502975921044513e-06
19,208,3.536991672614063e-06
19,225,-4.122767510005839e-07
19,339,-1.3433030213075988e-05
19,519,-1.367024518554893e-07
20,203,2.564606169604384e-06
20,269,1.1908497371211147e-06
20,466,-1.996216544160046e-05
20,529,-2.485396427356864e-06
20,540,1.8692105962231824e-05
21,217,-5.457276463538754e-06
21,238,-1.6854211099602664e-05
21,348,-1.0613415125021689e-05
21,366,1.043286119371592e-05
21,417,2.2492041494447185e-05
22,113,9.055771230129736e-06
22,167,-9.494592811502944e-06
22,394,-1.138048446003022e-05
22,428,-1.2082279373798916e-05
22,437,-1.2422249371691944e-05
22,446,3.6323834786894285e-05
23,26,-4.084965896344717e-06
