i,j,flux_coexact
0,220,6.6539471877672e-06
0,243,-3.482906227742266e-05
0,463,-6.405625537914931e-06
0,568,-7.416160979854448e-06
0,693,2.488323143372593e-05
0,711,4.654938351083804e-05
0,1343,-2.943571333713913e-05
1,214,2.4821697505177827e-05
1,334,-6.574480724075867e-06
1,660,-1.4016072633128008e-05
1,672,-1.2923976928630057e-06
1,923,-1.0815726345680456e-05
1,1630,7.876979890569508e-06
2,48,1.241710084347693e-06
2,464,2.393438881787245e-06
2,519,-8.244466426365854e-06
2,978,-6.733728274552336e-07
2,996,-5.4904214705704565e-06
2,1626,1.0773111758256609e-05
3,258,9.302061244189752e-07
3,532,4.090415978919733e-06
3,565,-1.7136394830767778e-05
3,1084,3.555252757292095e-07
3,1297,6.734507287881027e-07
3,1525,1.1086796722911756e-05
4,55,4.180991106560355e-05
4,57,3.569591654249861e-05
4,168,-3.794373302426219e-05
4,297,-1.264366808748042e-05
4,992,-2.3882440817142093e-05
4,1552,-3.03598567921746e-06
5,342,5.684402492812867e-06
5,1193,-1.232480680868048e-05
5,1356,1.3440079271650408e-06
5,1515,9.547293988300164e-06
5,1538,-5.730978343859111e-06
5,1561,1.4800807442615147e-06
6,681,-2.434783395178159e-06
6,1038,-1.0180187690644164e-05
6,1116,-9.593565920445296e-06
6,1126,1.317260935695293e-05
6,1252,-1.3686751763117834e-05
6,1452,2.2722679412432523e-05
7,29,7.246084050952623e-06
7,192,-1.5961051601411815e-05
7,246,1.289388858480806e-05
7,256,7.537491696553162e-06
7,712,1.153640446063408e-06
7,1179,-2.171275971357888e-05
7,1473,-1.6725147784033591e-06
7,1479,1.0515221315016806e-05
8,87,1.8656400786714992e-06
8,533,-5.878470570073389e-05
8,872,7.161647027164846e-05
8,1217,-2.3519770791404746e-05
8,1558,8.822366141818678e-06
9,293,3.7115234641384176e-05
9,351,8.847506394392319e-06
9,409,-1.3031806986441596e-05
9,832,-3.9754715716967584e-05
9,879,1.7893309076217866e-05
9,1233,-1.1069527408585174e-05
10,140,-3.230558229651257e-06
10,341,-1.0356637377035918e-05
10,1107,6.31917220049195e-06
10,1307,-2.5678211533227485e-06
10,1325,-2.469609801737324e-06
10,1651,1.2305454361255297e-05
11,126,3.64387760684996e-05
11,199,-2.2076843020544265e-05
11,428,-2.5239232456468035e-05
11,632,2.787590305769431e-05
11,1508,2.3126251397288425e-05
11,1549,-4.012485504647004e-05
12,274,-3.0268730737945227e-06
12,290,-2.3320446981199517e-07
12,605,1.1767532157158818e-05
12,752,1.1008648465244937e-06
12,1340,-1.4592991083916526e-05
12,1648,4.984671623839732e-06
13,67,-2.4257975381781943e-05
13,415,3.8852660785544066e-05
13,626,-6.0743603007913734e-05
13,788,6.873703604988182e-05
13,1521,-2.25881184457302e-05
14,154,-2.307492127938754e-05
14,446,-3.598720428172892e-05
14,626,0.0001262855714064
14,663,8.596800714419367e-06
14,959,-1.41374930920288e-05
14,1030,-6.168275346776647e-05
15,243,3.187614552342983e-05
15,291,4.788900663677251e-06
15,452,2.799634159428813e-07
15,514,7.6248172997626655e-06
15,711,-3.304330203258803e-05
15,1163,-1.1526524870224595e-05
16,103,2.695558024148545e-05
16,526,-5.926191179949405e-06
16,710,-6.105637968778049e-07
16,1159,2.7155963068124035e-06
16,1374,-1.5089407634139446e-05
16,1465,-8.045013937331197e-06
17,166,-2.3228831485860875e-05
17,373,-2.1200570431707607e-05
17,767,-2.246560992037002e-05
17,1190,-1.6164231068312731e-06
17,1452,-7.287624956386714e-06
17,1570,7.579905990115649e-05
18,300,-1.13453675409805e-06
18,317,1.0669286206151365e-06
18,435,-1.4182956445290854e-05
18,524,1.6185163586625957e-05
18,740,-5.060131925602952e-06
18,963,3.1255329177507624e-06
19,489,6.178464755001178e-06
19,812,1.3738618124575324e-05
19,1164,-6.146788492414655e-05
19,1503,-4.040074561458545e-05
19,1554,5.074823291853561e-05
19,1620,3.120331474061987e-05
20,881,1.4377560807593824e-05
20,911,-5.219103823106178e-06
20,965,-1.61855296204871e-05
20,1358,-1.2790143369357396e-07
20,1522,8.132000818463774e-06
20,1561,-9.770267487707445e-07
21,159,-2.3155993232423e-05
21,407,-2.4805523804430817e-05
