node_id,x,y,region,tumor_score,immune_score,stroma_score,coexact_energy,region_original
0,12173.0,4722.0,immune,-0.1597859250931512,0.5209241342544555,-0.065075932471095,9.521788390272335e-11,immune
1,5070.0,5694.0,other,0.0582074337913877,-0.3467312037944793,0.7992545261355534,7.207577276479563e-10,other
2,10885.0,15293.0,other,0.3559935923985071,-0.1206609618663787,0.2743193838331434,1.3556065262837107e-10,other
3,11671.0,14832.0,other,0.2149546359834216,0.0347139644622802,0.1394765408008129,1.2126183274879527e-10,other
4,10668.0,13137.0,interface,0.4730053075154622,0.0271936321258545,0.9369372537125756,3.488460412869264e-09,interface
5,12629.0,11530.0,other,0.5492553274972098,-0.2156379318237304,1.043711527429446,6.367560858151252e-10,other
6,9690.0,14168.0,stroma,0.362463039216541,-0.2272952568531036,1.4505313223746603,7.868572656241008e-11,stroma
7,9233.0,7360.0,interface,0.4322014191037133,0.1509894609451293,1.3142209238820262,9.240993796140671e-10,interface
8,11221.0,8704.0,other,0.4981271180652437,-0.1713747143745422,0.5441654708994416,1.446450866855868e-10,other
9,11270.0,14154.0,interface,0.2175129109337217,-0.0325011587142944,1.1271441805070268,1.5270830681811885e-08,interface
10,8113.0,14636.0,stroma,0.1463009316580635,0.0607242918014526,1.6410440222009437,6.0630702510837765e-09,stroma
11,13209.0,10049.0,other,0.2286154029482887,-0.0095007181167602,0.951420518398973,1.9343442411066085e-12,other
12,7078.0,9309.0,stroma,-0.1908808599199568,0.5168901681900024,1.3709975458670831,1.4427901979298282e-08,stroma
13,7114.0,13396.0,stroma,0.0835502896990094,0.039689780473709,1.2957091090655086,7.05582506305436e-10,stroma
14,12447.0,13235.0,other,0.3609216926211401,-0.096118516921997,0.2913047472635904,2.61255336082545e-10,other
15,9694.0,14622.0,stroma,0.3030011431376139,-0.2479871374368667,1.629839100362935,3.59318959023018e-09,stroma
16,10996.0,5641.0,other,0.2746669433230446,0.2133215045928955,0.6780580146316154,8.07822651294798e-11,other
17,10599.0,5417.0,stroma,-0.4286351703462147,0.3604638576507568,1.4224245200769552,4.682021228270432e-10,stroma
18,5076.0,6375.0,other,-0.0106853439694358,0.3649158358573913,0.931382216416396,1.0814933437058698e-09,other
19,11614.0,8474.0,other,0.322476445152646,-0.2794760489463806,-0.0094058592770178,1.6436873870466158e-11,other
20,9403.0,4293.0,stroma,0.2579707717895507,-0.1122198855876922,1.932944728526546,5.528737177055917e-09,stroma
21,12789.0,7328.0,other,0.3846510369437081,-0.1883831226825714,0.6543969708947736,3.9310188200288464e-10,other
22,11035.0,9955.0,other,0.1090157227289109,-0.3020279240608215,0.2911973075261191,1.0918217251698612e-10,other
23,12767.0,4830.0,other,-0.2373330120813279,0.0814532947540283,0.5917819120839217,1.0420157340588854e-09,other
24,4898.0,8534.0,other,0.2773478126525879,0.0298264145851135,0.9189661736096136,3.2322949095753837e-10,other
25,12062.0,14374.0,immune,0.0457290367853073,0.3891333508491516,0.3583448665998714,2.0622061758488302e-10,immune
26,8867.0,10542.0,other,0.2764233407520112,-0.2078864383697509,0.401327859787714,6.930094757448299e-11,other
27,9057.0,9746.0,tumor_core,0.4424053500947498,-0.2076300609111785,0.2466123052489706,5.833927706217236e-11,tumor_core
28,5078.0,6602.0,stroma,-0.1796083731878371,0.3567601108551025,1.83428532323796,2.0685693596034038e-09,stroma
