i,j,flux_coexact
0,149,-6.29938727871833e-05
0,221,2.943136852861352e-05
0,514,3.509275627154496e-05
0,569,6.638528278853413e-05
0,786,-6.791553480150931e-05
1,25,3.1281327798701724e-05
1,26,9.040698715287292e-06
1,90,2.6528250789668062e-05
1,159,-3.3037820537866306e-05
1,529,-3.383623889547381e-05
1,843,2.3782129683029964e-08
2,360,-6.6845753875836e-06
2,562,-3.36803543571812e-06
2,603,1.6668978797506083e-05
2,614,9.250212717793502e-07
2,677,3.555588302088091e-06
2,788,-1.1096977548071804e-05
3,74,5.455912762283529e-07
3,190,-1.764273854681167e-05
3,597,8.156531811169935e-05
3,708,-0.0002716585795138
3,720,0.0002462985408094
3,899,-3.9108132136681255e-05
4,36,4.998516606735065e-06
4,288,-3.4187843189216314e-07
4,331,8.113051319469526e-06
4,778,-1.0221885471099646e-05
4,827,-2.5478040232127826e-06
5,238,1.2883912402521027e-05
5,261,2.1463896632555564e-06
5,411,-2.0742386881947633e-05
5,602,1.8791021180729456e-05
5,650,-4.207856902454481e-05
5,788,3.784362646428802e-05
5,857,1.3308354737518455e-05
5,874,-2.215234854182007e-05
6,37,-2.991539637591954e-05
6,120,1.1024368203560367e-05
6,534,1.9934388761978016e-05
6,653,-2.6331104742841895e-05
6,690,2.5968716437191683e-05
6,771,-6.809722839686282e-07
7,258,-5.447067144136988e-05
7,359,-6.329257052195162e-05
7,386,-0.0001169605734632
7,453,-0.0001058012362453
7,733,-0.0003297266495016
7,889,0.0006702517011736
8,34,3.634093613692595e-05
8,172,3.7050391851110336e-05
8,329,-2.1213554492248542e-05
8,488,7.053473408878017e-05
8,668,-1.3217963156434842e-05
8,839,-0.0001094945444281
9,79,9.05231449205045e-05
9,162,0.0001206951527034
9,275,-0.000103613658955
9,318,1.5215756827954535e-05
9,397,-0.0001301899700378
9,605,-3.0475101810768877e-05
9,744,3.784467635177163e-05
10,229,1.1355942286223836e-05
10,331,-1.0032479873705918e-05
10,511,-1.267628642347724e-05
10,542,-8.746402708560462e-06
10,880,2.0099226719519784e-05
11,88,4.119888919110114e-05
11,248,2.136216129136962e-07
11,324,-2.9503766063217153e-05
11,408,-3.8002002446181976e-05
11,458,7.275605030679212e-05
11,664,-4.666279260140783e-05
12,98,-2.4939997241414023e-05
12,209,-6.849270485632986e-06
12,288,1.0942413478408733e-05
12,778,2.508016181451108e-05
12,849,-4.233307565872803e-06
13,393,2.3625457527806855e-05
13,433,8.671208273351481e-05
13,478,1.6012257166891872e-05
13,583,-5.192812261869541e-05
13,636,-4.1663739132291305e-05
13,813,-3.275793567722683e-05
14,29,1.956506826399215e-06
14,194,-7.38907891623789e-06
14,395,2.558101845197719e-06
14,417,-2.395015995302443e-05
14,445,-4.954929837621986e-06
14,860,3.177956003528737e-05
15,177,0.0001121072980239
15,227,-0.0001092258769323
15,420,2.8359778710586316e-05
15,472,-3.58453007735394e-06
15,586,-1.8760126670335496e-05
15,822,-8.89654305448663e-06
16,80,-1.5519311816417662e-06
16,136,-1.2469092341370407e-05
16,199,6.8983983400156856e-06
16,305,7.122625182996488e-06
17,160,-1.0554429177048766e-05
17,257,1.9721918677123384e-05
17,460,-1.328568121920765e-05
17,735,1.1968705219957927e-05
17,796,-6.8195750361150825e-06
17,882,-1.0309384647098148e-06
18,263,4.57067322091825e-05
18,299,-3.8427544955438194e-05
18,330,-1.529140149350015e-05
18,528,-1.235707076850886e-05
18,548,-1.8667691779071645e-05
18,631,3.903697678733635e-05
19,150,2.6548846533384763e-05
19,213,-1.4388573665348796e-05
19,440,-3.9805592187416524e-06
19,597,-5.791903576956962e-06
19,768,-1.1427225430592676e-05
19,899,9.039415358255324e-06
20,31,5.696601949237446e-05
20,289,-4.939895521513407e-05
20,303,-6.311192170916616e-05
20,814,2.8539281866473073e-05
20,858,-2.0092102527928845e-05
20,870,4.709767809338154e-05
21,71,5.605832470249761e-05
21,139,1.9141065698706663e-05
21,268,-4.833404426899058e-06
21,527,-7.427480464495175e-07
21,558,-6.132695151752149e-05
21,773,-8.296286410334214e-06
22,76,-2.9341612358530693e-05
22,111,-2.457226693023929e-05
22,196,0.0001045346453819
22,290,0.0001038679511053
22,335,-6.495692209485107e-05
22,526,-0.0001138771751766
22,637,-2.2545530970436505e-05
22,838,-2.418501821304606e-05
22,892,7.107592925645578e-05
23,184,7.516579319823867e-05
23,282,-4.169515031918062e-05
23,666,-5.638568326976547e-06
