node_id,x,y,region,tumor_score,immune_score,stroma_score,coexact_energy,exhaustion_score,state
0,13052.0,3299.0,stroma_enriched,0.4715606398809523,0.2550079639752706,2.221501530238561,1.2796510536315523e-10,0.1275039819876353,STROMA
1,14131.0,3910.0,stroma_enriched,0.2955037089756557,0.4948478945096334,1.5601546914236886,2.171151194782e-09,0.2474239472548167,STROMA
2,12802.0,6236.0,immune_enriched,0.4525877407618931,0.1974887971083323,-0.362556037902832,4.2823012684001004e-10,0.09874439855416615,MIXED
3,11449.0,4854.0,stroma_enriched,0.4176571037655784,-0.3287679036458333,0.1114683328356061,4.6706709001779226e-11,-0.16438395182291665,MIXED
4,3161.0,11861.0,stroma_enriched,0.5642320042564755,-0.2110042991240819,0.1088439123971122,1.8077754561159285e-11,-0.10550214956204094,MIXED
5,10972.0,14127.0,stroma_enriched,0.4855237515767415,-0.0125745038191477,0.3660006059919085,1.0195237694507253e-11,-0.00628725190957385,MIXED
6,13648.0,12256.0,immune_enriched,0.5419031660897391,0.2496873966852824,0.0627420316423688,1.2314179899663843e-10,0.1248436983426412,MIXED
7,13599.0,4840.0,tumor_enriched,0.9390958967662992,-0.1394050306081771,0.4500656645638602,1.9383433320545386e-10,-0.06970251530408855,TUMOR
8,4220.0,9382.0,other,0.6525798061915807,-0.0881432523330053,0.0106369481767926,8.253646145664534e-11,-0.04407162616650265,TUMOR
9,9294.0,4251.0,other,0.1048212124052502,-0.2215536026159922,-0.018209056854248,9.939493094642001e-11,-0.1107768013079961,MIXED
10,7998.0,11520.0,other,0.6605276325770788,-0.0494224540392557,-0.2727669184548514,7.59021018201926e-12,-0.02471122701962785,TUMOR
11,7962.0,5959.0,other,0.1023178427559988,-0.1312371651331583,-0.3721361541748046,2.0073951573480375e-10,-0.06561858256657915,MIXED
12,4224.0,10000.0,stroma_enriched,0.7446017873854863,0.1102988668282826,0.8254773385184151,5.08868088680807e-10,0.0551494334141413,TUMOR
13,11445.0,4237.0,other,0.7272617594401042,-0.2687742869059245,-0.057557657786778,7.506885404426895e-11,-0.13438714345296224,TUMOR
14,13406.0,16429.0,other,0.5970671717325846,-0.1398417816559473,-0.2381813308170863,7.898234898189529e-11,-0.06992089082797365,MIXED
15,5336.0,15555.0,other,0.5408551461356026,-0.1447427769502003,-0.0456984628949846,1.195532964773562e-11,-0.07237138847510015,MIXED
16,14188.0,12561.0,immune_enriched,0.7399042492821102,0.5169808769226074,-0.3480245208740234,1.3186508047864874e-10,0.2584904384613037,MIXED
17,13368.0,10558.0,tumor_enriched,0.7590686362130301,-0.3376930999755859,-0.2686149045399256,1.8632188626451636e-10,-0.16884654998779294,TUMOR
18,5809.0,5664.0,immune_enriched,0.7318303208124068,0.1105639513333638,-0.1837049681799752,2.4647997324568046e-10,0.0552819756666819,TUMOR
19,5048.0,12621.0,stroma_enriched,0.5976973815191361,-0.1024620550870895,0.1372639397212437,1.760033581358207e-11,-0.05123102754354475,MIXED
20,14673.0,4524.0,immune_enriched,0.5179842104230609,0.0910447756449381,-0.0175061661856515,5.659270825208914e-10,0.04552238782246905,MIXED
21,10406.0,9805.0,stroma_enriched,0.7241973350161597,0.1469077217578888,0.4732214791434151,3.8639155918130664e-10,0.0734538608789444,TUMOR
22,8473.0,1939.0,stroma_enriched,0.7455268514724004,-0.2817695109049479,0.1663672147478375,1.0835593777608444e-10,-0.14088475545247395,TUMOR
23,10682.0,10885.0,other,0.6810517883300782,-0.0335742251078287,-0.1637976687295096,3.1913686241518856e-11,-0.01678711255391435,TUMOR
24,10090.0,2546.0,other,0.001178844996861,-0.2121707661946614,-0.2360849189758301,1.8587539173607012e-10,-0.1060853830973307,MIXED
25,5334.0,15246.0,other,0.6579888425554549,-0.2798342984914779,0.0078415012359618,1.7656518982083714e-11,-0.13991714924573895,TUMOR
26,14151.0,7000.0,other,0.6485035006205241,-0.0268451921145121,-0.1118268816811697,2.6810009253890947e-11,-0.01342259605725605,TUMOR
27,9053.0,8424.0,tumor_enriched,0.8063623046874999,-0.1034949163595835,-0.1352309117998396,2.0177632548112024e-10,-0.05174745817979175,TUMOR
28,9305.0,5795.0,other,0.1547809646243141,0.0083064218362172,-0.2822633266448974,5.205483736515896e-11,0.0041532109181086,MIXED
29,3969.0,12010.0,other,0.6188892291841053,-0.2002073512474695,-0.362062280518668,7.813619038491674e-12,-0.10010367562373475,TUMOR
30,13601.0,5149.0,stroma_enriched,0.3708290009271531,-0.0114921045303344,0.5145025035313198,2.991480207953392e-10,-0.0057460522651672,MIXED
31,3131.0,7226.0,stroma_enriched,0.5780286362057641,0.0093828729788462,0.3554168728419712,2.209971573699037e-11,0.0046914364894231,MIXED
32,5584.0,12309.0,other,0.5849887230282739,-0.1872734995683034,-0.0066312422071184,3.617801286629135e-12,-0.0936367497841517,MIXED
33,9311.0,6722.0,other,0.693106488727388,-0.2912633514404297,-0.1224023144585745,2.0076057375895568e-11,-0.14563167572021485,TUMOR
34,11185.0,5629.0,stroma_enriched,0.0876022602262951,0.4483217366536458,0.4931575121198382,3.454202398052326e-09,0.2241608683268229,MIXED
35,5277.0,6594.0,tumor_enriched,0.903332663036528,-0.011822649637858,-0.2039932816369193,1.1402547274608282e-10,-0.005911324818929,TUMOR
36,5555.0,7983.0,stroma_enriched,0.5706832813081286,0.1029206458727518,0.3485118593488421,2.0810989588151432e-11,0.0514603229363759,MIXED
37,3705.0,12784.0,other,0.7250175258091517,-0.2208236354589462,-0.1027310153416224,2.2422913245325297e-11,-0.1104118177294731,TUMOR
38,8006.0,12756.0,tumor_enriched,0.7805988420758928,-0.1374073688189188,0.1397756767272949,5.130473257514964e-12,-0.0687036844094594,TUMOR
39,13942.0,16116.0,stroma_enriched,0.4643974376860119,0.1404753597577412,0.8743690981183733,9.45545354718042e-11,0.0702376798788706,STROMA
40,4774.0,11850.0,other,0.4665984998430524,-0.27792917167147,-0.1116397966657365,6.01597722048446e-11,-0.138964585835735,MIXED
41,5569.0,10146.0,other,0.4452153868902296,-0.2191271006067593,-0.2219552830287388,5.443137837323203e-11,-0.10956355030337965,MIXED
42,8012.0,13683.0,other,0.571168588910784,-0.2417559000849723,-0.3256798928124564,1.3100420373897019e-11,-0.12087795004248615,MIXED
43,3657.0,5369.0,other,0.6487115015302385,-0.2103159130613009,-0.2473089565549577,2.2485738078285216e-11,-0.10515795653065045,TUMOR
44,7732.0,11986.0,tumor_enriched,0.76375485374814,-0.2911710593104362,-0.1999863079616001,2.9039839735697395e-11,-0.1455855296552181,TUMOR
45,14157.0,7927.0,tumor_enriched,0.9771016257149832,-0.1493239206075668,-0.0766522802625383,2.9288951274185537e-10,-0.0746619603037834,TUMOR
