node_id,x,y,region,tumor_score,immune_score,stroma_score,coexact_energy,region_original
0,13779.0,14330.0,stroma,0.4265648433140345,-0.3743612283468246,1.0384695325578963,1.3439609533539002e-10,stroma
1,10625.0,15494.0,immune,0.4521961430140905,0.4730744202931721,-0.0330850437709263,2.5051517433631623e-11,immune
2,11412.0,15033.0,stroma,0.1673895100184849,0.3677805844942728,1.711114741734096,1.8714233439401715e-10,stroma
3,10409.0,13337.0,other,0.3929781014578682,-0.0064125696818033,-0.1912706456865583,5.597405122416072e-10,other
4,12372.0,11729.0,stroma,-0.0589200237819126,0.5928824440638224,2.308060275486538,5.876462930846634e-10,stroma
5,9429.0,14368.0,tumor_core,0.5746254512241907,-0.3614173144102096,-0.2614999117170061,1.5579737835772595e-11,tumor_core
6,13596.0,16036.0,stroma,0.1873843955993652,0.0845612168312072,1.8640256936209545,2.8832019964006756e-10,stroma
7,15321.0,9771.0,tumor_core,0.569091671534947,0.0310830338795979,-0.157716064453125,1.3502648563067668e-10,tumor_core
8,11011.0,14354.0,other,0.3678676714215959,-0.2603735939661662,-0.2968361282348633,4.156234705510556e-11,other
9,7851.0,14836.0,other,0.1362189020429338,0.1106038331985473,0.108239266531808,1.4298485503710043e-09,other
10,14337.0,10348.0,other,0.1449891580854143,-0.109051859776179,-0.2037247085571288,6.536907517442148e-11,other
11,12952.0,10246.0,other,0.4355269295828683,0.0412831894556681,-0.0775111743382045,5.6227435214917493e-11,other
12,12189.0,13435.0,tumor_core,0.5624873788016183,-0.1502982068061829,-0.1142564119611467,1.626708108525531e-09,tumor_core
13,9433.0,14823.0,tumor_core,0.6848613684517997,-0.4850610792636871,-0.3677797385624477,1.2537485447462409e-10,tumor_core
14,13397.0,15924.0,other,0.4501893234252929,-0.2318254844347635,0.4909032004220145,2.7197027363245375e-10,other
15,10776.0,10152.0,stroma,-0.6967353820800781,0.6865961631139119,1.5899379076276507,2.137642189107545e-09,stroma
16,11804.0,14575.0,stroma,0.3261469214303153,-0.0167442440986633,1.6343103899274554,6.365725170222459e-11,stroma
17,8606.0,10739.0,other,0.2638130133492606,0.1323903067906697,-0.5915316883155277,4.2958714743538455e-10,other
18,7273.0,16546.0,other,0.4673943383353096,-0.0214113207658132,0.9062822668892996,1.302118989206084e-09,other
19,8455.0,16081.0,other,0.3970472390311105,-0.1313027489185333,-0.2721766853332519,7.648993687586303e-10,other
20,12976.0,12974.0,stroma,0.3996242141723632,0.9327646970748902,2.4920957837785993,3.949324567243377e-08,stroma
21,11392.0,12760.0,other,0.2990841238839286,0.0603034687042236,0.7635501153128488,7.591907750458652e-10,other
22,14156.0,12281.0,stroma,0.119406863621303,0.6770697434743245,2.1237268774850024,2.064806310792064e-09,stroma
23,7841.0,13700.0,other,0.3970188576834542,0.0909768994649251,0.1478337887355258,6.641990989349697e-11,other
24,11009.0,14127.0,tumor_core,0.5698537390572684,-0.2636691792805989,-0.2232482201712471,2.5383892249582717e-10,tumor_core
25,13767.0,12967.0,stroma,0.3394616208757673,0.0528030133247375,1.5322489275251114,6.272629540937334e-10,stroma
26,7835.0,13018.0,other,0.1992374338422502,0.2452921485900878,-0.4408606740406581,2.183260880561306e-10,other
27,14735.0,10572.0,other,0.4954373550415039,0.0937700239817301,-0.2387150464739117,2.819660923495621e-10,other
28,9226.0,13802.0,stroma,0.2502108137948172,0.1338904865582784,1.461272201538086,1.2689984460451686e-10,stroma
