node_id,x,y,region,tumor_score,immune_score,stroma_score,coexact_energy,region_original
0,8977.0,8094.0,other,0.1636611314788621,-0.0934593454302554,1.498627144949777,3.2994885395230577e-11,other
1,10986.0,9485.0,stroma,-0.1235906418843485,-0.012652544491741,1.761131123134068,9.352204816015855e-10,stroma
2,12995.0,10876.0,other,-0.1980886411427253,-0.2035993567133045,1.3424376787458148,9.994198903554616e-11,other
3,6761.0,10056.0,stroma,-0.0629860671920393,0.0841711548916307,2.260734372820173,2.4253362656767977e-11,stroma
4,10791.0,6364.0,stroma,-0.0523810434581047,-0.0705163651202098,1.7104544612339565,5.6786237133938976e-11,stroma
5,11389.0,9255.0,tumor_core,0.8098268224794234,-0.0182126093221955,0.6868821716308593,1.1173426915058083e-09,tumor_core
6,12598.0,8101.0,stroma,-0.1743587321372487,0.0809381064401573,1.7429605974469866,9.181434408715199e-10,stroma
7,10783.0,10756.0,other,-0.1064355744788395,-0.210397743317018,1.4989803423200334,2.6947279789950017e-10,other
8,8569.0,11331.0,stroma,-0.0642060993903845,-0.1541759383726311,1.7275932529994418,1.007418556186272e-09,stroma
9,8772.0,10522.0,other,-0.0560457670508916,0.4899462308270864,1.031846199035645,6.565622277204517e-09,other
10,11381.0,13416.0,interface,0.3126749095519669,0.2243114415421543,0.8903903852190291,1.024110426736598e-08,interface
11,7562.0,12369.0,other,-0.0801167080749818,-0.0439253083194594,0.3749966321672712,4.2852046409629447e-11,other
12,6763.0,9131.0,other,-0.1330290367854899,0.1205477828242213,0.9039580808367048,1.367918267352084e-11,other
13,12797.0,9373.0,stroma,-0.1628627164793459,0.0922241417997812,1.886813812255859,4.049304291656788e-11,stroma
14,12596.0,8795.0,other,-0.0538518165224161,0.2009443003968541,1.521272495814732,6.800049798144613e-11,other
15,6764.0,8437.0,other,-0.1863203959249371,0.1696784486732329,0.9442273603166852,5.131487258395029e-11,other
16,6561.0,9709.0,other,-0.0485783917220992,0.2654347661508613,1.3174553462437222,9.68201273876934e-11,other
17,11584.0,12376.0,interface,-0.0154846840767405,0.2931733623326543,0.9324432809012276,7.25274425003768e-10,interface
18,9177.0,8673.0,other,0.0014297660956344,0.0148133259700484,1.4693514578683031,1.318643532847486e-10,other
19,12996.0,10182.0,stroma,-0.0469314476524593,-0.0899299048036935,1.710835222516741,8.4953591901836e-11,stroma
20,9573.0,12141.0,interface,0.3663047611157157,-0.0733550504508267,1.6734309441702708,3.45815775169195e-09,interface
21,8980.0,6476.0,other,-0.2064312690466492,0.1013088233499641,1.6392172677176342,2.299641441574232e-11,other
22,12590.0,12494.0,other,-0.0514148683404203,-0.0880811530423451,0.4538104316166469,1.1601154256483575e-10,other
23,5957.0,9592.0,other,-0.0961194733279434,0.0237892505873638,1.2872644097464427,3.389430658557354e-11,other
24,14001.0,10993.0,other,-0.1249089014247776,0.1167300681033766,1.4138833618164062,1.4610556244971186e-11,other
25,9176.0,9366.0,stroma,-0.113526761232309,-0.0765894008089739,1.822984477451869,8.116220642231478e-10,stroma
26,8977.0,8326.0,other,-0.1215352580774968,-0.0118010909442441,1.4577076939174105,4.833877263190613e-11,other
27,9179.0,7979.0,interface,0.0466373377537778,-0.0663981505306849,1.5942666299002513,3.018619326776559e-11,interface
28,7169.0,6820.0,other,-0.1912278026791673,0.1374239392548679,1.1644044712611603,8.245569700104815e-12,other
29,13803.0,8797.0,interface,-0.0028288709287239,0.1304363214586633,1.5218126024518694,6.927027057031941e-11,interface
30,12596.0,9257.0,other,-0.0530341295398402,0.0340021264600945,1.42814208984375,6.796769043536476e-11,other
31,11992.0,9371.0,interface,0.0338567040930184,0.261291429220912,1.4588842119489396,4.0973654150437804e-10,interface
32,8976.0,8788.0,stroma,-0.1452784130920716,-0.1537084056730251,1.7432693590436663,1.7674610383085228e-10,stroma
33,13403.0,7871.0,other,-0.1173489345378013,0.062049991275412,1.3272706712995257,9.638859960279031e-10,other
34,7563.0,11676.0,other,0.0,0.290936535142033,0.4714261245727539,3.6425221563196297e-11,other
35,7370.0,7167.0,other,-0.171254433686153,0.2273631323293509,1.0895785794939314,6.087396065657768e-12,other
36,7965.0,11907.0,other,-0.0160911191048933,-0.0686015469960898,0.335321775163923,4.1556482271882216e-11,other
37,6966.0,7860.0,other,-0.0800529871582556,0.0526164865876775,1.0859373474121097,5.052368962728027e-11,other
38,10790.0,6595.0,other,-0.0822174089980142,-0.0302075810700535,1.5538977595738004,1.866000069101449e-11,other
39,12397.0,7985.0,other,-0.0380785369393813,-0.0371344832770795,1.3422587040492466,1.530843835366967e-09,other
40,12390.0,11915.0,other,-0.0478731711306164,-0.1145595489256832,1.3624878583635605,6.228019089322447e-11,other
41,11593.0,7290.0,other,-0.0275550679345825,-0.0943386736643841,1.459614977155413,1.8853813101172742e-10,other
42,13398.0,10646.0,interface,0.1291550331978342,0.0392476952219583,1.6788508823939732,2.118662489839295e-09,interface
43,9782.0,8096.0,other,-0.1047286987304687,-0.1057712741824517,1.5021314130510603,2.1525965293369446e-10,other
44,8376.0,6591.0,other,-0.1216226936841473,0.2460622289573332,0.8647646822248185,5.87481197328852e-12,other
45,10787.0,8213.0,other,-0.0757360506297356,0.2332849909502818,1.2730618177141464,1.1036343579093238e-10,other
46,6557.0,11789.0,other,0.0,-0.0312063148222773,0.2217670740400042,2.1609194218902812e-12,other
47,6962.0,10403.0,stroma,-0.0565359173108584,-0.1501748265032787,1.8911446925571989,1.4860016413583444e-11,stroma
48,9977.0,11449.0,other,0.2664551471345988,-0.1391282598656344,1.1508085795811245,4.290510988433545e-09,other
49,13601.0,9605.0,stroma,-0.0607801357448657,0.1001467024944872,1.6750391060965404,6.4014037332434585e-12,stroma
