i,j,flux_coexact
0,162,3.554535854238395e-06
0,229,6.054746720674896e-07
0,591,-5.639211375530691e-06
0,804,1.479200849224807e-06
1,26,4.2706235515392894e-05
1,27,-2.0893487414378964e-05
1,101,-9.352261707086152e-06
1,174,-2.219750493251552e-05
1,548,-1.540911185395706e-05
1,869,2.5146130392544804e-05
2,465,-8.304666716570762e-06
2,476,-3.906134416820792e-06
2,516,4.1133299953668065e-07
2,573,1.2133417467024e-05
2,590,4.625703719252666e-06
2,837,-4.959653052421792e-06
3,368,-1.3908862566366806e-06
3,583,2.538467239552687e-06
3,620,1.149872731869654e-06
3,629,5.872439983495679e-06
3,700,-6.9533418162889704e-06
3,810,-1.2165518819923692e-06
4,38,6.547501307015708e-05
4,341,1.8510141887397818e-05
4,432,1.998136544100799e-05
4,797,-0.000177414616042
4,835,4.8861443692890505e-05
4,853,2.4586651950613583e-05
5,93,1.2880139303970193e-06
5,251,2.489310060983998e-06
5,341,-6.379042465144327e-06
5,358,1.034101373898883e-06
5,530,2.2017852001902355e-06
5,577,-6.341681003258084e-07
6,100,-8.86708796056614e-06
6,220,-1.650097683162311e-05
6,420,-9.295506165471971e-06
6,668,4.2498874579105946e-05
6,810,-1.1106544736700909e-05
6,880,3.271241115256182e-06
7,39,7.225699774153424e-06
7,125,-4.897572683876203e-05
7,554,1.3293809139624612e-05
7,672,-1.9889438964849625e-06
7,713,5.655614444044321e-06
7,788,2.4789547377424633e-05
8,36,7.689325214023897e-06
8,189,-7.775594790574526e-07
8,337,1.8809606738378983e-05
8,506,1.0343414643726234e-06
8,691,7.676686039065162e-06
8,864,-3.443239997678321e-05
9,21,6.374535994418437e-06
9,128,-5.788439007048932e-06
9,270,6.744868138044234e-07
9,274,1.7648842867408145e-07
9,398,4.577920399580868e-06
9,550,-6.014992629428878e-06
10,45,1.6012569502855222e-06
10,87,-1.1046659273475244e-06
10,279,-2.91406249422206e-06
10,328,1.9604195917678704e-06
10,404,-3.6719549702003136e-06
10,764,4.1290068497165055e-06
11,81,-3.5783303988560323e-06
11,324,1.233221832589396e-05
11,340,2.2824816352818444e-06
11,367,2.4990517185632573e-06
11,374,1.7648534337220095e-05
11,508,-7.125427728014449e-07
11,819,-2.352495846746781e-05
11,856,-6.946454377833869e-06
12,93,1.172321279656611e-06
12,238,9.901186618757024e-06
12,530,2.0938057333663135e-06
12,562,-5.748535010416662e-06
12,794,-8.101352437814626e-07
12,907,-6.608643377581823e-06
13,107,-1.0244735303300968e-05
13,185,-9.003607723521551e-06
13,216,-1.3758343916435074e-05
13,342,1.346217863949463e-06
13,797,3.9331216537198606e-05
13,875,-7.670747457890473e-06
14,402,-2.7051278381540576e-06
14,444,5.3946735633554135e-06
14,497,-7.223861700008399e-07
14,601,-3.304640541603968e-06
14,653,3.508069282410656e-06
14,841,-2.1705882960072035e-06
15,30,1.255506962654671e-05
15,205,5.780939304694093e-06
15,403,-7.51365379219164e-06
15,425,-1.0531416466405896e-05
15,455,-2.0320965258536656e-06
15,883,1.7411578532103975e-06
16,160,1.1272306631062822e-06
16,428,1.3304217718245928e-06
16,471,-1.1243019846312182e-06
16,689,2.0746064797913913e-06
16,744,-2.613274302719814e-06
16,812,-7.946826273712342e-07
17,193,1.3901890908823185e-06
17,236,-2.6754002295040504e-06
17,429,1.0422207294557216e-06
17,487,4.655039112188815e-06
17,605,-3.2318057432020456e-06
