i,j,flux_coexact
0,131,-3.2348081896891933e-07
0,161,-6.954897185887389e-06
0,356,-1.3142170636648715e-06
0,707,1.0868440799793524e-05
0,799,-1.199228869760356e-06
0,1231,-1.0766168615119891e-06
1,486,3.684869502298041e-05
1,697,-3.496759895940352e-05
1,904,-2.9820829717714547e-05
1,1090,-1.236566973402996e-05
1,1243,3.4345500299630646e-05
1,1246,5.959903088536971e-06
2,87,-1.56959114507368e-05
2,359,-1.5428425400875328e-06
2,743,-2.799699584328291e-09
2,756,-1.0268699376964186e-06
2,1249,1.826842362810508e-05
3,35,-4.0748774859050624e-06
3,36,2.2088996454941047e-07
3,137,-4.424044960990721e-06
3,230,4.863128568939773e-06
3,751,1.3345011430697245e-06
3,1191,2.0804027703368753e-06
4,622,1.15572440002861e-05
4,641,-1.9754027674905005e-05
4,700,1.3334817668204591e-05
4,786,7.042415039459687e-06
4,1145,-1.2180449033045374e-05
5,508,6.96887259976697e-05
5,797,8.220685299052354e-06
5,858,3.6313639337474864e-05
5,868,-9.366908947357152e-08
5,965,-5.146274345947224e-05
5,1117,-6.266663808525111e-05
6,370,7.429722946399671e-06
6,524,6.621538592411271e-05
6,686,4.638651524889264e-05
6,971,-0.0001105168615369
6,1038,-9.514762582427182e-06
7,88,-6.105555265165892e-05
7,196,-2.3721346003062843e-05
7,579,-4.702832850540431e-05
7,614,-1.457162557745891e-06
7,649,-3.7698932837074394e-05
7,768,0.0001709613225549
8,49,-2.1618354972065233e-07
8,462,-2.0138167114733096e-06
8,578,-5.058407365777221e-07
8,1100,2.013561690654296e-06
8,1143,3.529804037310567e-06
8,1170,-2.807524730193179e-06
9,128,-2.4054789888803956e-06
9,342,-5.004328436859333e-07
9,462,9.939791523605734e-07
9,489,2.83973970633873e-06
9,722,-1.763963816457332e-06
9,790,8.361567903243576e-07
10,136,5.124280969840791e-06
10,293,-1.690965128614674e-06
10,564,2.8272214468032217e-06
10,917,-3.2568204473144818e-06
10,1117,1.3383723634050092e-06
10,1205,-4.342089204119867e-06
11,234,-4.874739583220215e-06
11,252,-1.0078656393378156e-05
11,336,1.512927061646048e-05
11,399,2.2822925101596787e-06
11,545,1.548215056344765e-06
11,726,-4.006382206366554e-06
12,52,2.3428339004961127e-08
12,169,1.8361509583975709e-06
12,760,7.275121215235346e-07
12,927,-3.810291384750143e-07
12,985,-1.5996312462096914e-06
12,1089,-6.064310342413607e-07
13,373,-1.328676924815176e-05
13,600,1.7220480645210164e-05
13,897,2.132491620742727e-05
13,1154,-1.7699884226541333e-05
13,1192,8.590560510662704e-06
13,1245,-1.6149303888607045e-05
14,305,1.702434858492997e-06
14,406,5.740646712559362e-06
14,480,1.5390308586407566e-06
14,724,-1.56868394080603e-05
14,1051,5.7257220335400875e-06
14,1056,9.790049448270985e-07
15,47,-9.120363080367114e-05
15,246,3.7751027648843445e-05
15,458,-1.58670117911114e-05
15,682,-1.5631835778332704e-05
15,950,-7.713423185748454e-05
15,1185,0.0001620856825817
16,26,3.037569388965876e-06
16,172,-7.362562054003886e-07
16,367,-7.725922033278549e-07
16,374,3.718004191952084e-07
16,544,-1.402523488281726e-07
16,753,-1.760269050604668e-06
17,528,4.230929911179071e-06
17,619,9.874781214098667e-06
17,644,1.8301608899574844e-05
17,1110,-3.322993401625991e-05
17,1124,1.2102540281852067e-05
17,1180,-1.1279926290444744e-05
18,58,8.281890261234548e-06
18,121,2.0508399669877035e-05
18,382,-9.727239649639695e-06
18,445,-8.994067790622456e-06
18,550,-1.4299417694289848e-05
18,1054,4.230435203440416e-06
19,128,2.5452321416413626e-06
19,318,1.4259569380284322e-06
19,722,1.7975621671274395e-06
19,772,-5.284784304272815e-07
19,1097,-1.0646606818863803e-06
19,1237,-4.1756121344835724e-06
20,146,-2.68745925862467e-06
20,243,3.61004217365371e-06
20,290,-2.579019223005207e-06
20,463,-7.676746419352541e-07
20,1100,1.0294476965667354e-06
20,1199,1.3946632533446856e-06
21,148,-4.335968180525015e-06
21,547,4.154076751840948e-06
21,593,-5.362416442038921e-06
21,672,-2.674021217523996e-06
21,823,-1.9103811374749475e-06
21,1149,1.0128710225721932e-05
22,39,1.4560900159735225e-05
22,273,-1.8415106732798085e-05
22,549,-6.231950099242881e-06
22,572,1.6010548340345184e-05
22,609,-2.4036691047421856e-05
22,1209,1.8112299379382415e-05
23,251,-1.346312504482578e-06
23,315,-4.762358919042524e-06
23,574,1.380049927199267e-06
23,658,4.2634939923238835e-06
23,832,-1.7702992251139503e-06
23,1164,2.2354267291159017e-06
24,231,1.989863051772667e-05
24,358,-6.7517866191392685e-06
24,636,4.308565308361388e-05
24,1045,-5.032837096567385e-07
24,1127,1.2922577070809048e-05
24,1239,-6.865179034335359e-05
25,375,-2.9300003854661247e-06
25,551,2.4146714941276234e-06
25,690,-8.265551909236049e-07
25,946,-1.8216904860544196e-06
25,980,2.818221566157947e-06
25,1211,3.453530021585787e-07
26,509,-1.6384126585334396e-06
26,544,1.1005018786937343e-06
26,662,2.000570178149471e-06
26,753,2.3346194805401834e-06
26,882,-7.597094898840734e-07
27,265,-7.179891057037342e-05
27,870,7.593550647776921e-06
27,898,2.8166603000344655e-05
27,945,1.0701197691067783e-05
27,1232,2.533755923118405e-05
28,668,1.0698348324852889e-05
28,715,1.12683138349793e-05
28,815,-7.667340882818202e-06
28,898,-7.185115092892797e-06
28,1125,2.613865780707194e-06
28,1232,-9.728071964828384e-06
29,42,2.3800981589700253e-06
29,397,-1.396564293594614e-06
29,421,3.831405874267593e-06
29,1150,-6.511735251132831e-06
29,1206,6.996208905146669e-06
29,1225,-5.299413393656843e-06
30,327,-4.384494286654241e-07
30,419,1.4020747409564536e-05
30,619,-1.3340153739293802e-05
