i,j,flux_coexact
0,218,-1.8202556853526065e-05
0,396,2.334941296144653e-05
0,409,-2.9358425884312143e-05
0,663,2.404647985416684e-05
0,952,-2.027668308295675e-05
0,1017,2.044177300518159e-05
1,29,-5.486094061701199e-06
1,322,-1.3837757066062568e-05
1,326,1.7682665926211802e-05
1,647,3.298516132251712e-05
1,679,-1.8532046353438277e-05
1,694,-1.2811929767526882e-05
2,33,8.68683969493803e-06
2,34,-2.7618880810678557e-05
2,112,-2.429793535091498e-06
2,201,1.1551720384266129e-05
2,690,1.6706552103374589e-06
2,1102,8.139459056228439e-06
3,469,3.360087436371004e-05
3,731,-4.07932430520659e-05
3,787,-5.384983438069923e-05
3,796,4.425831089816879e-06
3,887,6.900878279334638e-05
3,1032,-1.239241081410816e-05
4,337,1.4658950871907208e-06
4,404,-1.508102667335308e-05
4,486,6.293970810572633e-06
4,637,9.869154442145538e-07
4,965,-2.812632292687954e-06
4,966,9.146877624063127e-06
5,71,-5.685678536116248e-06
5,164,8.866569215586917e-06
5,545,2.9727928033050996e-06
5,579,-7.697394951317627e-06
5,608,5.696683952662363e-06
5,705,-4.152972484120504e-06
6,89,1.918617618710331e-05
6,240,7.880130740905243e-05
6,780,-0.0001733356214795
6,933,1.181168347902094e-05
6,945,5.1429095537423464e-05
6,1165,1.210735886691558e-05
7,111,0.0001450873564495
7,260,0.0001217796650907
7,528,-0.0001456139205139
7,839,-0.0001350876735838
7,1032,-2.462500620477743e-05
7,1116,3.845957876238848e-05
8,138,2.1387646714419156e-05
8,278,2.708183441126435e-05
8,298,-3.482211954259828e-05
8,505,-6.736621050646525e-05
8,645,1.07433742993605e-05
8,665,1.5380423746966307e-05
8,669,1.8024495374705393e-05
8,844,9.57055550234782e-06
9,342,-2.1997038929541875e-05
9,564,1.0820307527110935e-05
9,822,1.4195801473832446e-05
9,1075,1.0780271032034606e-05
9,1103,-8.181323618636753e-06
9,1146,-5.618017484799361e-06
10,200,5.366247948703747e-07
10,770,-1.4113105901825234e-05
10,828,-4.0179279037387485e-06
10,922,1.3359762498493833e-05
10,957,2.281918928204113e-06
10,1140,1.952727583995664e-06
11,323,2.44525923440702e-07
11,467,-2.756437949579195e-06
11,500,1.1899687110272164e-06
11,589,-1.4937469558660447e-05
11,973,5.301397759201366e-06
11,1151,1.095801511457036e-05
12,42,2.9589114241391037e-06
12,217,1.5647942282247158e-06
12,426,-3.667124673655142e-06
12,869,1.698285752849004e-05
12,1098,-1.783943850719872e-05
13,49,-1.079795501433924e-05
13,97,-1.7350886621120317e-05
13,217,2.0311080918236703e-05
13,348,-4.84179616162969e-06
13,510,-1.033730027872331e-05
13,1098,2.3016857157575852e-05
14,476,1.7233632679344613e-07
14,492,-7.915609516020678e-06
14,702,3.2893154072999095e-06
14,965,7.303110187861325e-07
14,1045,3.72364676314119e-06
15,576,-2.1438287094906205e-06
15,594,-7.208219433873373e-06
15,673,1.3565709759492034e-05
15,710,1.409615350696948e-06
15,1066,-6.104363524944874e-05
15,1142,5.542035828262375e-05
16,108,-8.424415256667619e-05
16,306,-2.2678026524055815e-05
16,417,3.6804654138025345e-06
16,524,9.703232042838016e-05
16,598,-1.621234946587025e-05
16,862,2.2421742714419555e-05
17,143,-7.177310632376839e-07
17,517,1.3519380875524605e-05
17,557,-6.619184714463206e-06
17,757,-1.9635888076684834e-06
17,823,-1.0481615120034956e-05
17,1072,6.2627388298797245e-06
18,37,-8.859901316948273e-06
18,243,1.932702390973739e-05
18,508,-0.0001068439056548
18,536,-1.3109304623000218e-05
18,573,0.0001348272027099
18,1120,-2.5341115024892297e-05
19,180,-5.721702585216722e-05
19,388,1.6605361392791768e-05
19,540,6.331011127718597e-05
19,866,-2.962929009661648e-05
19,1034,6.930843278805967e-06
20,224,4.636370317570419e-07
20,282,1.748342259225288e-05
20,617,-2.7440124821577412e-05
20,767,2.418401120590034e-05
20,834,-4.160140010015478e-07
20,1082,-1.4274932007331304e-05
21,202,-1.006686137961596e-06
21,321,-2.8681088304216063e-05
21,601,8.136841561780299e-05
21,976,-3.8656080158197365e-05
21,1051,-3.0468807513006224e-05
21,1143,1.7444246495578266e-05
22,329,3.176987301487308e-06
22,379,-3.0757538258486194e-06
22,688,2.1117399113794132e-06
22,715,1.7969996760156676e-08
22,816,-2.2309433837782586e-06
23,183,7.81559069383953e-06
23,262,-1.4878515717912931e-05
23,569,-9.637896324502742e-06
23,780,5.261331758146375e-05
23,1010,-5.0427720714902495e-05
23,1165,1.4515224482014888e-05
24,39,7.140472534663846e-06
24,364,-3.980231549328403e-06
24,386,4.44713367250619e-06
24,1073,-8.691150716268935e-06
24,1117,-3.095198873369016e-06
24,1132,4.178974931796318e-06
25,441,-4.5578315991866655e-05
25,462,-7.0755241239258695e-06
25,686,2.166648759410541e-05
25,848,1.995821869743618e-05
25,890,1.001898463559288e-05
25,1163,1.0101491886580557e-06
26,326,-1.5194598592308388e-05
26,561,7.769426886648358e-06
26,647,-7.489697239751723e-06
26,725,-7.199613435832279e-07
26,1050,1.563483028899498e-05
27,190,9.516801760761462e-06
27,468,-1.791898053447359e-06
27,574,-1.0988950423329289e-05
27,1012,3.914985667618045e-06
27,1046,6.01928411341297e-06
27,1085,-6.670223065015829e-06
28,86,-2.4750021520235808e-06
28,167,3.716296171204216e-06
28,335,-1.746734620993072e-05
28,687,8.740202646201625e-06
28,726,2.9752483250852443e-06
28,1016,4.510601219463214e-06
29,322,-8.919621064958217e-06
29,340,-4.321629375133461e-06
29,394,3.585057904395746e-07
29,647,2.2259522450840157e-05
29,894,-1.4862871862889252e-05
30,232,-9.42886298420764e-06
30,353,7.225768107567123e-06
30,867,2.189518274908655e-08
30,1025,-2.0803462865745332e-05
30,1054,1.3867422387977332e-05
30,1070,9.117240171659432e-06
31,106,-5.478991086268898e-06
31,279,-5.450442647654008e-06
31,337,-2.3941650969701165e-06
31,578,4.770796732830999e-06
31,930,4.4257486184888335e-06
31,966,4.12705347957319e-06
32,114,-1.091451629446776e-05
32,256,2.7811658234517804e-05
32,507,-1.4434602980239293e-05
32,511,-7.454996991110024e-06
32,801,7.24792142631518e-06
32,919,-2.2554633950159066e-06
33,112,-3.176549515861668e-05
33,386,2.0211028736121972e-05
33,1102,-2.135189553653785e-06
33,1117,1.3519615096223572e-05
33,1141,8.85688057486295e-06
34,112,2.0947710235523345e-05
34,201,1.9597392983037736e-05
34,308,8.23874591808145e-05
34,515,7.95734852951862e-05
34,775,-0.0002301249285052
35,42,1.8733221339473915e-05
35,135,5.9300578415703495e-05
35,330,1.521663914034449e-05
35,370,-7.66405370370456e-06
35,620,9.216503356784156e-06
35,759,-9.48028885486015e-05
36,140,-1.314562416095588e-05
36,198,3.243159986901598e-06
36,336,1.1543084159590302e-05
36,611,-1.3121614620627178e-05
36,1001,9.775318052159756e-06
36,1161,1.705676582931402e-06
37,508,-0.0001125389436262
37,536,-1.0054315696095468e-05
37,607,0.0002252472960907
37,767,-1.5185852345910024e-05
37,1128,-9.63280857394408e-05
38,382,2.646080537701092e-05
38,566,-1.734833971153623e-05
38,719,-2.8351072797577076e-05
38,792,8.748873029678327e-06
38,882,-6.532794484407149e-08
38,1135,1.0555062047268133e-05
39,254,1.0742519380331928e-05
39,769,5.876748231786164e-06
39,942,1.2783154830722871e-06
39,1117,-8.873315523891948e-07
39,1132,-9.869779008137338e-06
40,99,-1.421723267242659e-06
40,300,1.686484137294024e-05
40,349,4.252616695482413e-06
40,618,-1.331987591371359e-05
40,675,-7.69465263930009e-06
40,803,1.318793751833687e-06
41,135,0.0001397963130553
41,161,-7.41424929964341e-05
41,286,-3.171456795065545e-05
41,436,-3.235633181491628e-05
41,620,8.29126306132881e-06
41,856,-9.87418335466482e-06
42,217,6.79619724046401e-06
42,330,-2.1924604997051984e-05
42,370,2.459821559154085e-05
42,869,1.222232492866014e-05
43,174,0.0002049728383806
43,333,-3.8949297665538386e-05
43,446,8.12941512213779e-05
43,475,-0.0001630067433568
43,721,-0.0001349876651771
43,1093,5.067671659756277e-05
44,91,-5.156889609384228e-06
44,145,2.368203614421339e-06
44,423,4.569618087914953e-06
44,522,8.137250963820601e-07
44,855,-8.08231045454473e-07
44,987,-1.7864261438796503e-06
45,215,1.6493400579220096e-05
45,233,-1.0486424809674804e-05
45,675,1.3132021806598567e-05
45,738,-1.0536237735396238e-05
45,1015,-7.110371318489348e-06
45,1152,-1.4923885222582756e-06
46,146,-4.258144552798129e-06
46,341,-8.876026685610862e-07
46,455,4.95737176617847e-06
46,688,-4.7541840088909175e-06
46,871,4.942559464071663e-06
47,69,-1.575615016639019e-05
47,389,5.288033175759466e-05
47,562,-2.6227586419948382e-05
47,657,-9.98343669350524e-06
47,694,5.310098333709185e-06
47,1149,-6.223256811460028e-06
48,142,-1.152047806235042e-05
48,148,-5.748737706277155e-06
48,391,-1.244970054006018e-05
48,412,2.1328530098310377e-05
48,705,-5.487119047944093e-06
48,1037,1.3877505258321472e-05
49,97,-9.040089618775535e-06
49,204,-3.71164152214035e-06
49,408,-3.482505477348041e-06
49,510,6.90672336675617e-06
49,789,-1.4704417628314795e-06
50,210,-1.831043912268798e-05
50,435,3.232375503239436e-05
50,568,6.066022252353544e-05
50,627,7.267160776351308e-06
50,798,-9.26538700637258e-05
50,1136,1.0713170854132683e-05
51,65,2.634692729450955e-05
51,488,-6.260571757264185e-06
51,547,-4.394291216114332e-06
51,616,9.291112633850776e-06
51,830,-9.328366714746842e-06
51,977,-1.5654810240234968e-05
52,59,7.492537752335038e-05
52,149,3.886709971901051e-05
52,192,-6.209698309269182e-06
52,567,-6.346405992772374e-05
52,1123,-4.4118719005367967e-05
53,264,-6.207593712915389e-06
53,331,1.4221940786732997e-05
53,479,-2.456625615607884e-06
53,510,1.1274382585986355e-05
53,654,-1.2718635357205838e-05
53,789,-6.684398532610926e-06
53,899,2.5709298456206845e-06
54,241,3.2277863355375342e-06
54,700,9.998149018634903e-06
54,701,-1.1908751224500346e-06
54,933,-5.3492522130689815e-06
54,945,-2.8962262141164703e-06
54,971,-3.789581804536952e-06
