i,j,flux_coexact
0,388,-1.2923788775016504e-05
0,769,5.7752478740064e-08
0,831,1.6417651192326833e-05
0,1114,4.3756402755151635e-06
0,1115,-1.584706053723083e-06
0,1359,-6.342549117842473e-06
1,37,-1.1173260778259e-05
1,38,-1.1106557663627656e-05
1,134,2.3156398138909363e-05
1,240,2.476000273933851e-06
1,825,-1.375432923311518e-06
1,1301,-1.977147047645041e-06
2,279,6.220531877965134e-07
2,1004,-4.613503475709426e-06
2,1127,-2.0725090676075666e-06
2,1273,-6.662270020803665e-07
2,1289,-4.8123393860637e-06
2,1308,1.1542525743664546e-05
3,559,-2.994864954048127e-05
3,868,7.031576535308723e-05
3,939,-6.766611806132142e-05
3,947,-0.0001176512182889
3,1047,-6.399927514177977e-05
3,1216,0.0002089494956794
4,237,1.617615651126733e-07
4,287,1.3096895061906489e-06
4,688,1.0322107481143093e-06
4,731,-6.449003834573018e-07
4,1033,-1.8587614359603296e-06
5,110,4.719057234763204e-06
5,277,-6.378736167560636e-06
5,930,1.877231849443438e-06
5,1087,1.7356308074883435e-06
5,1102,-7.060872053393474e-06
5,1374,5.107688329259124e-06
6,48,8.13144907668422e-06
6,508,-7.619280829099669e-06
6,652,8.973754849553303e-06
6,1200,-5.721829477967725e-06
6,1252,-1.2082030030807238e-05
6,1278,8.31793641163711e-06
7,122,1.5757278707798612e-06
7,374,9.4993474029496e-07
7,508,4.215923200449206e-06
7,539,-1.1053291272092956e-06
7,797,-2.40499888471939e-06
7,862,-3.231257799595341e-06
8,16,-2.6387662250668468e-05
8,196,-9.388413528501968e-06
8,234,9.534343573386511e-06
8,379,8.15441261715608e-06
8,584,1.2129214574189016e-05
8,979,5.958105014438829e-06
9,75,-3.225123732153039e-06
9,439,8.500651676204892e-06
9,583,-4.524263542938624e-06
9,976,-9.659349240215655e-06
9,1143,-1.748828289371599e-06
9,1228,1.0656913128474027e-05
10,307,9.756264784921584e-05
10,1001,0.0001101387561565
10,1184,5.736950507000355e-05
10,1216,-0.0002859658292222
10,1315,2.0894920146503784e-05
11,243,7.925993986859878e-07
11,258,1.1339352706878184e-06
11,363,-3.821150307865773e-06
11,438,1.4431912884702792e-06
11,610,-3.755672228772383e-07
11,800,8.269915728989258e-07
