i,j,flux_coexact
0,99,-3.0175432337300127e-06
0,225,-1.5052869267607728e-06
0,244,4.834851444227722e-06
0,422,-3.0359879227187687e-06
0,472,-6.208212285500487e-06
0,546,8.368882774057038e-06
0,801,5.6329615042528e-07
1,164,-1.896478171308915e-05
1,273,7.919184071281316e-06
1,284,9.605396678277588e-06
1,469,2.7390801620518947e-06
1,660,-1.2988791985216477e-06
2,137,8.787504469143241e-06
2,196,-3.364339618362963e-06
2,230,5.933148941423266e-05
2,474,-1.5691780006947682e-05
2,527,-3.7306534317559305e-05
2,726,-1.1756339940505957e-05
3,238,5.779514146021588e-06
3,307,-3.860162508311172e-05
3,366,-3.688565611563509e-06
3,559,1.356062468870647e-05
3,569,3.5791439270596565e-07
3,774,2.2592137467241207e-05
4,408,-2.4317107969826613e-06
4,418,-4.088578610853656e-06
4,455,-3.300562512014052e-07
4,511,1.5796247836455754e-06
4,526,2.739509841144334e-06
4,744,2.5312110342478126e-06
5,33,-5.7318771403878934e-06
5,295,4.0300992683391885e-06
5,379,6.001331742070777e-06
5,720,-1.1688188771703622e-05
5,743,2.812510429444069e-06
5,764,4.576124472237481e-06
6,81,7.913169793362757e-06
6,219,4.602287616929067e-07
6,295,-8.019172576454679e-06
6,311,-9.072918319400564e-06
6,468,8.005178371825023e-06
6,513,7.135139689745562e-07
7,11,1.7424417719819192e-06
7,125,4.0665976141237864e-06
7,150,-1.4828569295514372e-05
7,222,3.4965978824108976e-06
7,338,2.2274522896361458e-06
7,578,3.295479737361622e-06
8,35,2.2137595763343787e-06
8,105,9.343791515987768e-06
8,495,-1.646486635475337e-05
8,599,-2.7772374311997594e-06
8,637,9.27934398640442e-06
8,713,-1.594791292773439e-06
9,114,-4.7238489572996344e-05
9,230,4.170732417827925e-05
9,297,2.4757420449198248e-05
9,299,-4.795438636029778e-06
9,307,-2.2247490539592733e-05
9,694,7.816674121141366e-06
10,16,-4.45059083759709e-06
10,170,-5.250977695157221e-07
10,363,-2.1811704529075004e-06
10,399,2.1089099822052575e-06
10,598,-2.6225395941826492e-06
10,797,7.670488671997705e-06
11,198,9.71042281270656e-07
11,222,1.667919784171256e-06
11,229,-5.183297654660472e-06
11,251,2.033416204771573e-06
11,578,2.2533611564289057e-06
12,31,-4.260088619333518e-05
