i,j,flux_coexact
0,124,6.144680058251052e-06
0,219,-3.0473973227012273e-06
0,399,-5.531784754059526e-06
0,975,2.434502018509701e-06
1,36,5.89093265271524e-06
1,37,4.205184955086384e-05
1,128,1.3156209560979834e-05
1,205,-2.1268685791203905e-05
1,678,-2.9361728598095043e-05
1,1063,-1.0468577375259964e-05
2,472,-5.451069399648051e-06
2,715,-9.79973083517255e-06
2,764,1.2365169040755644e-05
2,771,8.323459912689572e-06
2,852,-2.8759634231443463e-06
2,994,-2.561865295480267e-06
3,79,1.1777847130753869e-06
3,178,-7.22679276931853e-06
3,548,5.027790414447655e-06
3,577,-1.5632053594971162e-06
3,603,-3.7577669359404665e-06
3,690,6.342189937233071e-06
4,103,-9.696266093861526e-07
4,240,4.728150951752224e-06
4,758,-3.43388826043736e-06
4,891,8.314765892857509e-09
4,1125,-3.32950847821569e-07
5,47,1.7770640844929194e-05
5,433,-2.7833047494323567e-05
5,547,8.165188087206482e-07
5,980,-6.288487662267154e-06
5,1023,2.8251972015503884e-05
5,1044,-1.2717596512563003e-05
6,118,2.9199142878114047e-06
6,311,-4.162646538436531e-06
6,433,8.696674749837126e-07
6,459,-9.673401161708138e-06
6,657,5.287652140022512e-06
6,710,4.7588137973270395e-06
7,127,-6.238441744659336e-07
7,260,2.900146814895105e-06
7,528,6.429387344358114e-06
7,814,-1.728182615382656e-05
7,994,1.731794466244728e-05
7,1077,-8.741808493408005e-06
8,50,-1.5317249154981805e-05
8,156,7.652729743877316e-06
8,684,-2.3258696672127495e-06
8,818,-5.701929808191401e-06
8,868,-3.5153717449086455e-06
8,970,1.9207690631417284e-05
9,344,-1.9059999858675484e-06
9,563,2.3746757544584645e-06
9,798,-1.196984182637473e-06
9,1029,-1.6288476675671242e-05
9,1064,-3.179650975824767e-06
9,1107,2.019643606554257e-05
10,121,4.07283863823405e-06
10,281,2.711385327912061e-07
10,432,1.6097461198905005e-07
10,484,-4.486082980178673e-06
10,617,1.1683519905458588e-06
10,916,-1.1872207933814924e-06
11,330,2.9017830254310953e-06
11,471,7.860449262061258e-07
11,500,-2.9322282755790138e-06
11,585,3.1639512251842425e-06
11,924,-1.4420720376061904e-06
11,1109,-2.4774788636362595e-06
12,200,1.9379020142391585e-05
12,273,1.1441615763464192e-05
12,316,7.535216724722127e-06
12,332,-2.6580653101263073e-05
12,366,-6.438282402057673e-06
12,1093,-5.336917127257159e-06
13,45,-1.1386114888296948e-06
13,218,-1.5557884604914642e-06
13,428,-3.277180462339148e-06
13,629,5.499940716112251e-06
13,838,4.716396955480561e-07
14,27,1.0471383747596574e-05
14,158,-2.391832797812327e-06
14,338,-9.284253774192456e-06
14,347,-6.493803235604918e-06
14,506,2.6837533200526504e-06
14,680,5.0147527399604765e-06
15,116,6.486464387316824e-06
15,306,8.142617492001576e-06
15,384,-2.618492972768402e-07
15,435,1.3607460401169997e-06
15,643,-4.243754101744784e-06
15,963,-1.1484224520413777e-05
16,32,2.2925695548382515e-06
16,121,1.4556799504453858e-06
16,161,3.070767227182237e-06
16,264,8.59476116491729e-07
16,741,-4.122724491403647e-06
16,942,-3.5557683575539564e-06
