i,j,flux_coexact
0,229,-4.580932144987187e-05
0,278,-7.406405573894723e-06
0,638,3.2921452164599185e-06
0,1267,-1.3853249515456705e-05
0,1404,4.477005055080197e-05
0,2140,1.9006780771961418e-05
1,113,0.0001271448379895
1,142,4.382478852146084e-08
1,333,-1.6218723220124067e-05
1,462,-0.000155038510099
1,832,-2.2024479764645944e-05
1,998,2.726006685432511e-05
1,1025,3.883298345136563e-05
2,302,1.0245588915906824e-05
2,466,-8.265931407128754e-06
2,872,-1.950327262397486e-07
2,891,9.756580989061848e-05
2,1250,-2.9094913847743507e-05
2,2178,-7.025552082541328e-05
3,62,8.641788302128097e-06
3,641,-6.197708080253199e-06
3,708,2.7841117339632917e-05
3,1321,-3.3296461420557925e-05
3,1342,1.3251654451191969e-05
3,2173,-1.024039059214186e-05
4,67,8.687132918313542e-06
4,69,3.1253056133761925e-05
4,241,5.135868325728551e-06
4,411,-0.0001003300190159
4,1336,3.4078766356017634e-05
4,2075,2.117519528212806e-05
5,127,-1.9553703708788473e-06
5,194,-1.355179008037745e-05
5,485,-3.006343092997729e-06
5,1128,6.123173547436671e-06
5,1314,1.6070933595669037e-06
5,1400,1.0783236637250453e-05
6,1123,-5.1752713650929904e-05
6,1152,3.9826032042531566e-05
6,1257,-9.073746504390915e-06
6,1385,-5.161190856780731e-05
6,1417,6.94487345952895e-05
6,2001,3.16360208530707e-06
7,909,-1.777903420898552e-05
7,1401,-8.72983031375138e-06
7,1508,2.6526819289498355e-05
7,1525,-9.39030345309592e-06
7,1687,-5.100772652648597e-06
7,1943,1.447312133898306e-05
8,32,-0.000111594097168
8,196,-5.5903806887748914e-05
8,345,-3.153589275349376e-05
8,357,8.658441966629066e-05
8,756,0.0001410592281839
8,998,-2.8609851040960695e-05
9,660,2.2243579870689047e-05
9,791,4.992657030150036e-06
9,938,4.033703396280478e-06
9,1230,2.9918104964890275e-06
9,1817,-2.590749173433669e-05
9,1820,-8.3542590592719e-06
10,158,7.703048737404768e-06
10,343,2.089680989284887e-06
10,1054,8.270883749032464e-06
10,1108,-2.311329305987656e-06
10,1161,-6.741658456932244e-06
10,1361,-9.01062571280222e-06
11,201,2.6411434609204377e-05
11,475,-4.878851699792969e-05
11,1499,-1.4661360045274817e-06
11,1762,4.363576890550688e-05
11,1782,-4.3959922033675095e-05
11,2203,2.416737152142101e-05
12,383,-3.988410651016027e-05
12,401,-2.256958805526176e-05
12,805,0.0001048259181818
12,1008,2.825527029648363e-05
12,1800,-3.567737747600395e-05
12,2199,-3.495011643691074e-05
13,88,-1.542012918109064e-05
13,836,-1.5969356643507975e-06
13,1053,6.456949956673254e-06
13,1921,1.3803558819038654e-05
13,1999,2.36805047988399e-05
13,2041,-2.6923948729110368e-05
14,220,-1.7309475116800455e-05
14,614,1.9257300583702116e-05
14,836,5.34395619535493e-06
14,878,2.8620195406497197e-05
14,1295,-1.4639797699844405e-05
14,1392,-2.1272179368909383e-05
15,880,-2.4425466646019315e-05
15,946,-2.40715493781274e-05
15,1564,-4.735615909039984e-05
15,1836,-9.575829031007116e-05
15,1961,0.0001916114654246
16,239,8.259928596433793e-06
16,516,7.965836290485215e-06
16,1026,9.350629833090667e-06
16,1609,-1.232408776760554e-05
16,1943,-1.329990416706178e-05
16,2096,4.7597214657645315e-08
17,415,5.535101334445887e-05
17,443,3.33465444804039e-05
17,597,2.7446022513222655e-05
17,713,3.213347462253665e-05
17,984,9.217616076300574e-07
17,1301,-0.0001491988165682
18,96,7.887899039401032e-06
18,293,6.424498615346174e-06
18,1346,-1.3174732805910875e-05
18,1624,1.0645100902097798e-05
18,1720,-1.560270218595843e-05
18,1906,3.819936435024303e-06
19,671,-3.652636686349273e-05
19,1087,-1.25925827512206e-05
19,1571,3.252709631616974e-05
19,2018,3.224723761699908e-05
19,2077,-3.606809724066133e-05
19,2166,2.041271292220584e-05
20,545,-1.2579623029815972e-05
20,726,-1.5081251035164573e-06
20,864,2.372780919630668e-06
20,1298,-5.019904173883111e-07
20,1843,8.672136475613423e-06
20,1848,3.544821155476651e-06
21,42,4.824291549938729e-06
21,226,2.5836450323264728e-06
21,562,-9.60657004234589e-06
21,831,2.438087750566744e-07
21,927,1.954824685024014e-06
22,198,3.1314790750728784e-05
22,333,-6.224953675912439e-05
22,462,-0.000150973688449
22,602,0.0002138772821914
22,650,-5.6521439289587206e-05
22,1478,2.4552591555569555e-05
23,409,-3.5161785028968207e-05
23,1473,-2.4045447053992466e-05
23,1584,-3.0199149531767895e-05
23,1742,1.785081844438689e-05
23,1801,4.909253738866311e-05
23,2148,2.246302578167857e-05
24,642,2.259401918640761e-05
24,902,1.9343840613838433e-05
24,974,1.6099359081266948e-06
24,1125,-5.889324332788359e-05
24,1828,-8.035382487063452e-06
24,2176,2.3380830106574306e-05
25,85,1.7046478589836858e-05
25,434,-4.4213963004883866e-08
25,827,-2.565366400136408e-05
25,1221,6.579974441848744e-06
25,1666,5.838062903020687e-06
25,2068,-3.766637970337327e-06
