i,j,flux_coexact
0,227,3.5165004991906336e-06
0,284,1.1012662945039287e-05
0,620,1.2176779939553398e-05
0,1222,-1.203812307419108e-05
0,1351,-1.1629252361859823e-05
0,2054,-3.038567947732417e-06
1,1204,1.1471050467805964e-05
1,1300,3.710650197630375e-05
1,1721,-2.6052514747370827e-05
1,1722,1.285064108770768e-05
1,1868,-3.537567878444657e-05
2,256,-4.4130467391345895e-06
2,552,1.1437386203117493e-05
2,757,8.029581145967348e-06
2,1043,9.730342954026306e-06
2,1383,-1.175493416939712e-05
2,1646,7.914851004420774e-06
2,2010,-2.094418039900021e-05
3,159,4.637639062218918e-06
3,765,6.505321111139204e-06
3,820,-6.345654092129331e-06
3,826,-1.3130323208998632e-05
3,1157,-1.0261793432655435e-05
3,2031,1.8594810560425276e-05
4,305,-6.081326767547331e-07
4,452,2.5954986658063427e-05
4,863,3.8903763908667825e-05
4,878,-0.0001280980945915
4,1205,1.976116266530084e-05
4,2089,4.408631403629126e-05
5,64,5.039371151967462e-05
5,623,-3.249815671324548e-05
5,692,5.422679051213534e-06
5,1270,-9.70964003799221e-06
5,1293,-8.878024684864337e-06
5,2084,-4.730569134786124e-06
6,354,6.758541774844868e-06
6,703,-6.856822239576668e-06
6,751,1.0612899095018637e-05
6,1404,5.473008269990968e-06
6,1666,-6.103553324509589e-07
6,1960,-1.5377271567826846e-05
7,70,4.982750601743657e-07
7,72,3.228871997612345e-05
7,236,2.84648606593156e-05
7,403,-5.864711212661306e-05
7,1286,-1.2452756627105298e-05
7,1992,9.848013058104936e-06
8,897,-1.304431422432218e-05
8,1348,-6.0820033957624585e-06
8,1443,1.7022267002254047e-05
8,1457,-6.905800574288634e-06
8,1606,1.639377029402464e-05
8,1865,-7.383919101905417e-06
9,36,-5.1198670295957865e-05
9,198,9.819559229739389e-07
9,343,0.0002415728109659
9,353,-0.0001227267738755
9,743,-0.0001156425164304
9,974,4.701319371302193e-05
10,119,-2.672934944437168e-05
10,704,0.0001284768347813
10,916,5.2300222874701575e-05
