i,j,flux_coexact
0,183,1.537859338678449e-05
0,534,-7.876489377322568e-06
0,574,-7.95830313458708e-06
0,721,-1.4694343955326549e-05
0,988,1.5118763492547443e-05
0,1076,3.17795879042619e-08
1,137,4.122976922882588e-06
1,361,-5.752978347250925e-06
1,398,1.9561708840144036e-06
1,558,7.572732101365832e-06
1,602,-1.96902063916935e-06
1,917,-5.929880921842549e-06
2,82,1.0667918612013023e-05
2,407,-8.682038930634896e-06
2,440,2.436280219512078e-06
2,446,1.238899545303241e-05
2,627,9.384048191060836e-06
2,1131,-2.6195203544983452e-05
3,164,3.4727929349021816e-06
3,239,-2.1159157591912205e-05
3,463,1.4581755159501662e-05
3,472,3.447463651669202e-05
3,658,6.737133896485484e-06
3,1162,-3.810716091566914e-05
4,35,-2.7602852979370297e-05
4,318,-7.044040505455376e-06
4,354,-1.558303789058344e-05
4,695,3.500490941512646e-05
4,706,3.138504091869267e-05
4,1160,-1.6160018958410015e-05
5,192,1.236578639545201e-07
5,359,-4.176312448527719e-07
5,394,6.097030884813786e-06
5,778,1.925468295325228e-06
5,931,-5.069983427825057e-07
5,1099,-7.221527456458256e-06
6,14,-9.920273300533124e-06
6,68,4.652257908073713e-06
6,135,-1.2762007210397804e-05
6,406,-1.6349438103941724e-05
6,437,3.434664234597359e-05
6,634,3.281836082534724e-08
7,69,-1.600605574649137e-05
7,251,1.939571448334994e-05
7,590,-5.202331152392219e-06
7,732,3.5556500068282786e-06
7,1087,-1.7429775912946292e-06
8,24,5.030755032459607e-07
8,106,1.1465739787700188e-05
8,186,-5.452503536852068e-07
8,190,2.857027696852844e-06
8,391,-9.041643246194952e-06
8,519,-5.238949387918832e-06
9,64,3.711623681820891e-05
9,360,3.5744417002861185e-05
9,488,-5.67366071060194e-05
9,673,1.9648807302692143e-05
9,805,-4.685922600377109e-05
9,862,1.1086371986028252e-05
10,331,-1.4804859262275725e-05
10,417,-9.328217339128896e-07
10,492,1.2410723647472076e-06
10,646,9.841746602243695e-06
10,981,7.936634604714372e-06
10,983,-3.281772575516661e-06
11,85,-2.9070732709196536e-07
11,185,4.254432108101238e-06
11,549,-1.4999927068197024e-05
11,578,3.6122358000399217e-06
11,610,8.887705862183341e-06
11,716,-1.4637393750355096e-06
12,199,6.955651871813592e-05
12,208,-5.237153568463762e-05
12,424,-2.049200837142197e-05
12,525,-3.128532691560618e-05
12,971,2.6844791221965756e-05
12,1172,7.7475610315641e-06
13,192,6.581295594167653e-06
13,670,8.071108868739342e-06
13,761,-3.673581763894757e-06
13,817,-2.0703235564712503e-05
13,904,-3.923907843768278e-06
13,1092,1.3648320709468546e-05
14,135,6.839412278736524e-06
14,230,-2.032633199121867e-05
14,289,2.716013844188865e-05
14,437,-1.7157386538065494e-05
14,573,-6.436105491874134e-06
15,338,8.511628211381434e-06
15,566,5.808723359701432e-05
15,827,-8.897237347803481e-05
15,1078,-1.729055151635302e-05
15,1115,6.091339386694671e-06
15,1155,3.3572723799297403e-05
16,108,-1.4354814075801307e-05
16,179,5.7815386561419425e-06
16,237,-1.0017724082069473e-06
16,300,-5.239091638613076e-06
16,326,5.944941043917263e-06
16,783,8.869198422562124e-06
17,214,2.361620138738032e-05
17,780,2.7955096803943102e-05
