i,j,flux_coexact
0,102,-1.6522681671291891e-06
0,146,-9.013120100038604e-06
0,210,-9.849918956057945e-08
0,403,2.001740745548928e-06
0,573,-3.5653587996720926e-06
0,763,1.2327505510851536e-05
1,24,3.5397391040834244e-06
1,284,5.572197817139592e-06
1,313,9.573165793112112e-06
1,605,-4.56182245612781e-07
1,617,-9.38205928827377e-06
1,1043,-8.846861180448577e-06
2,28,-6.498552347615211e-07
2,29,-7.029933868294445e-07
2,114,-2.3322059996835833e-06
2,183,2.492126516353367e-06
2,615,4.228436547046194e-07
2,993,7.700844502165624e-07
3,411,-9.411807795734313e-08
3,646,-7.647991477394973e-07
3,703,-8.295715928238809e-07
3,713,3.0520209722259367e-06
3,795,-3.0049957281135073e-06
3,924,1.6414635744082916e-06
4,76,-2.441547084185054e-06
4,159,3.001922123947064e-06
4,471,3.7306243840039614e-06
4,503,-3.0806369664332856e-06
4,531,-3.664988692187942e-06
4,625,2.454626234855256e-06
5,97,5.944002028386171e-05
5,172,8.18858073094414e-06
5,216,3.30665136094702e-06
5,224,5.4995493221288435e-06
5,697,-3.737101237249961e-05
5,832,-2.6965195897771444e-06
5,843,-3.636726973560496e-05
6,113,-8.693910049812418e-07
6,231,3.730764449124402e-06
6,456,-4.1455270108044355e-06
6,752,-1.4644823240841751e-06
6,924,-3.3140025655877577e-07
6,1005,3.0800361473042264e-06
7,39,-7.59288397190318e-07
7,91,9.041010726459748e-06
7,124,8.477321413133759e-07
7,191,1.53882492362524e-06
7,619,-2.3944454030416926e-06
7,750,-2.819974497425683e-06
7,757,-2.0832322333065134e-06
7,811,-3.3706272604341567e-06
8,299,1.038834918579103e-05
8,491,1.716371133075954e-06
8,733,-2.433845801921294e-06
8,962,-5.460527157525343e-06
8,995,5.729494639229087e-06
8,1039,-9.939841998649434e-06
9,182,8.707633315383336e-06
9,682,1.6504605104833217e-05
9,740,6.382824019719776e-06
9,822,-5.0642218631120424e-05
9,856,1.4832253939856716e-05
9,1030,4.214902251327378e-06
10,285,-3.0339176098564593e-06
10,409,1.661533942658384e-05
10,437,-1.146443781578109e-05
10,512,5.501888520340867e-06
10,870,-8.031354153070803e-06
10,1045,4.1248163178364506e-07
11,40,-2.6171325814073875e-06
11,346,1.0445654677770174e-05
11,841,-1.127581111635319e-05
11,1038,-4.5742528687834827e-07
11,1051,3.904714306868753e-06
12,25,5.648031517387196e-07
12,62,-3.177921735811878e-06
12,340,1.6174190433176692e-06
12,502,5.0771096772437915e-08
12,817,7.603700965394807e-09
12,829,9.373247430176564e-07
13,150,-2.9931631558682688e-06
13,155,3.426947717591676e-06
13,163,4.724590411863053e-06
13,580,-1.665070392564273e-06
13,689,-1.6362468625327503e-06
13,707,-4.258471990190546e-06
13,776,2.401414271701109e-06
14,111,-5.185158760031551e-06
14,269,-1.548827276393618e-05
14,365,3.2496634015400505e-06
14,453,1.994111338347787e-06
14,518,6.997984106987423e-06
14,777,8.431672677092472e-06
15,30,3.354707224350081e-07
15,219,3.427012446438746e-07
15,445,-6.790825250102351e-07
15,463,1.539567602025874e-07
15,499,-2.372942816852316e-07
15,1010,8.424807941399668e-08
16,176,-1.023129086770719e-06
16,234,-4.413485347527466e-06
16,780,7.912344416436592e-06
16,859,-1.5408877336871252e-06
16,925,-9.348422484512812e-07
17,198,3.3242113307578053e-07
17,250,8.245865626705658e-07
17,467,-1.3703977322250502e-06
17,542,1.3137923973273374e-06
17,679,4.858226991939857e-08
17,968,-1.1489846307680322e-06
18,630,2.9100023689181594e-06
18,688,6.094138640238695e-06
18,714,-1.0826353810900145e-05
18,734,1.2177209357683906e-06
18,779,9.313596069367356e-07
18,1027,-3.268677409618378e-07
19,547,-2.274656000116906e-06
19,588,7.755929756865552e-07
19,663,4.3922982908336445e-06
19,734,-3.1500413855128293e-06
19,936,3.860454616672717e-06
19,1027,-3.6036484975631818e-06
20,34,-3.634099415527561e-07
20,71,-6.177633900154514e-07
20,110,-1.4488016297215383e-06
20,171,4.515247660091379e-07
20,240,9.630487116233284e-09
20,638,1.968819708164375e-06
21,32,-7.311804500937626e-06
21,314,1.327146092931365e-06
21,339,-3.968711248979438e-06
21,959,2.0479711252352064e-05
21,1006,-1.7073445344733449e-07
21,1020,-1.035560714191903e-05
22,385,-5.098605732954163e-07
22,405,6.688557550468403e-07
22,612,8.666456061655991e-07
22,761,1.1227504760600682e-06
22,798,-1.029845810866684e-06
22,1054,-1.1185454531104071e-06
23,98,4.246776956300783e-06
23,288,2.072858821756695e-06
23,488,3.0853163598361635e-06
23,577,6.062576605754223e-07
23,642,-8.899127166087679e-06
23,938,-1.1120826323813846e-06
24,42,4.2355243943959275e-06
24,253,1.1925589223590636e-05
24,284,7.276594957141755e-06
24,298,-3.6888243931707026e-06
24,313,-1.620914507787419e-05
25,62,-4.045923937560167e-06
25,340,-2.774547232321841e-07
25,675,6.305152380284944e-06
25,900,-2.832962680795046e-05
25,1021,2.6912656240196586e-05
26,116,3.4358978129103627e-06
26,227,-4.506082060931967e-06
26,444,6.002337721879189e-06
26,447,2.595058497391974e-07
26,718,-3.2405082183279945e-06
26,819,-1.9511511052687873e-06
27,237,1.992137098032462e-06
27,293,-1.1488275047842705e-06
27,340,5.526178217773473e-07
27,388,-5.336185894547635e-06
27,675,3.940258479522096e-06
28,114,1.8685910866058762e-07
28,339,6.311810573362664e-07
28,993,2.4145849065044723e-06
28,1006,-3.682871262271867e-06
28,1031,-1.996090449909802e-07
29,114,1.6636630987805362e-06
29,183,-9.380562521642868e-07
29,272,-9.844494590436944e-07
29,450,-3.590449240304004e-06
29,690,3.146298465902004e-06
30,445,-2.0571793803429814e-07
30,463,-3.273431693568584e-07
30,530,3.692552161790341e-06
30,679,-9.034138439317364e-07
30,1018,-1.92060648803244e-06
31,331,1.4032845398106968e-06
31,493,3.875200984443531e-06
31,637,-1.989933004199251e-06
31,708,7.968797115028023e-07
31,790,-2.0260800313760996e-06
31,1023,-2.0593522001816788e-06
32,226,-4.270446593278417e-06
32,681,-3.2250338195994008e-06
32,839,3.943130241942163e-06
32,1006,3.891384689214503e-06
32,1020,-7.650839019216475e-06
33,127,-1.0259327231888263e-06
33,134,-1.71933262351854e-06
33,356,2.0382820175026123e-06
33,558,9.144504933749868e-07
33,934,4.781152834963937e-06
33,1037,-4.988619999134169e-06
34,171,-2.708606914977676e-06
34,209,-1.0012908438255443e-06
34,240,6.505784787651344e-07
34,980,1.2044093866785232e-06
34,1047,1.4914999518068069e-06
35,483,-1.869260768840798e-05
35,527,8.30572587103843e-06
35,871,4.999125162009301e-06
35,891,2.3173591562627527e-06
35,987,1.1693680072615137e-06
35,1037,1.901029491835983e-06
36,193,8.764899406788646e-06
36,306,-5.88941264893005e-07
36,321,-5.141341578569842e-06
36,417,-2.5671087683312873e-06
36,770,-4.675077949945119e-07
37,167,-2.1597794391144347e-06
37,267,-2.480511304846888e-06
37,291,2.0650478722728858e-06
37,392,-3.665989841446262e-06
37,431,2.496277977745895e-06
37,590,3.744954735388804e-06
38,94,4.6453422606383445e-05
38,164,8.76085986552915e-06
38,268,5.935446140710239e-06
38,723,-3.4775388027472205e-05
38,878,-2.2228749776027693e-05
38,977,6.778066303545621e-06
38,1041,-1.0923657112668558e-05
39,93,-1.1469143081605178e-06
39,124,-4.263373276852727e-06
39,757,4.650999187822927e-06
40,206,8.349964182964454e-07
40,346,-2.2728830351006845e-06
40,381,-2.30983024185677e-06
40,693,2.5823493950812164e-07
40,1051,8.723493377454998e-07
41,66,8.810600173073263e-06
41,164,1.546746707076865e-06
41,188,-1.9225691732577753e-06
41,294,1.2172531661372362e-06
41,705,-3.945815620216954e-06
41,969,-5.706215252812636e-06
42,75,1.2165419838744465e-05
42,147,7.553396854210386e-06
42,253,4.330526857165826e-07
42,313,-1.3667659087911196e-05
42,1034,-2.2486858963643087e-06
43,316,3.385284493783224e-06
43,393,2.9020056294920333e-06
43,582,-5.61418554435536e-06
43,826,1.7768659660113152e-06
43,958,-2.449970544931213e-06
44,74,4.081780873765793e-05
44,342,-3.122448917248152e-06
44,489,4.481352287245167e-06
44,584,-7.111360468652795e-05
44,617,9.914273337640096e-06
44,1042,1.902261924123291e-05
45,143,1.1868489309736951e-06
45,149,-1.282793304084015e-07
45,347,-2.03503622415833e-06
45,360,3.5927905901556073e-06
45,625,-2.8027290911317103e-06
45,928,1.864051245691392e-07
46,241,-1.141675178700612e-05
46,504,5.7101740509569165e-06
46,525,-1.8047173210974055e-06
46,648,-6.512578235716786e-07
46,775,-6.671922281123321e-07
46,802,8.82974510883062e-06
47,190,4.148033689161993e-07
47,380,3.105633158710217e-06
47,494,6.296605382426176e-06
47,552,1.2038619172944035e-06
47,715,-1.1629478891980118e-05
47,1025,6.08575064633123e-07
48,122,-4.8826793384936195e-08
48,260,9.501643873083236e-07
48,408,3.74221653805787e-07
48,435,-4.4076543784519146e-07
48,653,-3.7239857203508784e-06
48,805,2.8891919104668955e-06
49,65,-1.4021421560670923e-06
49,426,4.347928885075524e-07
49,474,-5.472667584055532e-07
49,541,2.025722187981441e-06
49,745,-1.929780315472605e-07
49,874,-3.181281304690874e-07
50,221,-1.8758894433172893e-06
50,308,4.234432641466776e-07
50,758,2.271614794731614e-06
50,828,1.7587434457115802e-06
50,857,-2.5779120612725828e-06
51,217,-5.656313454264309e-07
51,620,3.367441477033804e-06
51,622,-7.211960447280032e-07
51,832,-7.551321963548083e-06
51,843,9.492941529057705e-06
51,869,-4.022233652388991e-06
52,319,1.7832696328478915e-05
52,461,1.0054300034142874e-05
52,511,-6.151467128358499e-06
52,582,-1.0756998706680569e-05
52,719,-3.865150831709046e-06
52,976,-7.113379695873678e-06
53,485,3.7408397119729473e-06
53,643,-1.38490673844614e-06
53,712,3.2484434392900485e-07
53,989,3.6827727813182065e-07
53,1026,-3.049054595587633e-06
54,312,5.291793719340848e-07
54,383,2.671696149201512e-07
54,476,-7.464018747303195e-06
54,529,-2.908014254333975e-06
54,782,4.26436429342929e-06
54,796,5.311319721353644e-06
55,88,-4.929845171557961e-06
55,112,2.109987812778613e-06
55,189,-2.9096898401706236e-06
55,443,3.0114307800232734e-06
55,454,3.311538041112813e-06
55,571,-5.934216221861143e-07
56,79,4.01733961278847e-07
56,322,1.453750814107353e-06
56,449,1.828986300406512e-06
56,768,-2.6007598385248787e-06
56,881,-1.5390212697643405e-06
56,996,4.553100324965075e-07
57,132,3.8411263980352177e-07
57,322,-8.582827220156283e-07
57,683,8.090259579475082e-08
57,762,-3.466744135122281e-06
57,881,6.632683283762832e-07
57,984,3.1967432931633533e-06
58,60,3.0264981628901804e-06
58,137,1.7156527707155177e-06
58,229,-4.388107389882034e-07
58,595,1.233765450317649e-06
58,745,-6.8886581226424755e-06
58,874,-6.46876558787791e-07
58,885,1.998429036495123e-06
59,124,1.9470412471186086e-07
59,711,3.126597195928245e-07
59,750,2.14191624058454e-06
59,894,-2.6492800848892257e-06
60,154,5.682926562980266e-07
60,229,1.6588518946134658e-06
60,416,-1.946270219516723e-07
60,595,1.8352328330334424e-06
60,982,-8.41252199103082e-07
61,72,-1.2414130577177909e-06
61,309,1.9318035578825426e-05
61,457,7.472436039489516e-06
61,720,2.7356715095898546e-05
61,861,-5.851727915009322e-06
61,902,-4.705404574148638e-05
62,439,7.3951779444825026e-06
62,783,3.4569229501104255e-06
62,829,4.299007038015614e-06
62,900,-2.2374953605980587e-05
63,82,-7.131595196740864e-07
63,106,1.4885604190761137e-06
63,275,-7.876958661705691e-07
63,289,-9.652516993293572e-08
63,462,-1.4201385356336968e-06
63,970,1.5289586723351742e-06
64,119,3.084755255452138e-06
64,628,-2.5107065189287665e-05
64,723,-3.2271333925504147e-06
64,833,1.6437699599200456e-05
64,935,7.889929245952886e-07
64,960,3.524571763579003e-06
64,1002,4.498179039011197e-06
65,426,-2.3186064465503385e-06
65,427,-3.21701918748344e-06
65,541,2.4198821750269777e-06
65,564,1.8096846769476491e-06
65,945,-9.608337400794078e-08
66,164,-5.062685803410794e-06
66,294,-1.1385626346018994e-05
66,1041,2.5258912322503057e-05
67,317,2.741660272331727e-06
67,382,-1.0802112808693918e-06
67,398,-5.539579166370996e-07
67,431,-4.302898150551519e-06
67,544,2.5078012703035543e-06
67,590,-2.289135781120132e-06
67,941,2.976741586542861e-06
68,148,-7.051859239977357e-07
68,217,-2.695910373029959e-07
68,230,7.166594436566771e-06
68,620,2.5173093042549733e-06
68,670,-5.212062835723334e-06
68,971,-3.497063943797678e-06
69,334,2.2716548167102435e-07
69,533,4.167747826772327e-06
69,670,9.301026432541803e-06
69,758,-3.2200328524199037e-06
69,764,-7.2266057874898225e-06
69,828,-9.534641238372564e-07
69,846,-2.295836977238172e-06
70,332,-2.5267904526005004e-06
70,485,-3.624193856319329e-06
70,589,1.32031804190463e-06
70,654,-1.5861442567872235e-06
70,743,6.416810523802423e-06
71,110,-8.318269945733021e-07
