i,j,flux_coexact
0,361,1.4287577749838145e-06
0,739,5.447591768924021e-06
0,790,9.433699991799364e-07
0,1071,-4.921723113827276e-06
0,1072,-2.659461657896457e-06
0,1305,-2.3853477136403904e-07
1,43,3.3363608925802446e-06
1,44,1.8121897882147311e-06
1,129,8.303044215398627e-06
1,226,-4.967760663338454e-06
1,784,-6.121974983492336e-06
1,1253,-2.361859249362813e-06
2,77,1.8481600561323706e-05
2,472,-7.100664032259832e-06
2,1011,3.0014634157200135e-06
2,1217,2.497409806643664e-07
2,1258,-1.4632140925448252e-05
3,36,3.388369003383029e-05
3,56,-0.0001057456906101
3,79,2.7450431830456864e-05
3,576,-4.3221210625256424e-06
3,915,3.279102596250152e-05
3,1117,1.594266384593527e-05
4,533,3.210441719377023e-06
4,824,2.818672649342383e-06
4,900,4.907290975956223e-06
4,913,-5.325013906526955e-06
4,1009,-7.339343150665657e-08
4,1158,-5.537998006642017e-06
5,554,-7.537684743404745e-06
5,695,-8.845318062705501e-07
5,902,1.2502495663605697e-05
5,979,-5.60841885265142e-06
5,986,-2.034627535246451e-06
5,1223,3.56276727396747e-06
6,106,1.6350737786055276e-05
6,258,-1.604256276127937e-05
6,892,1.868958519688296e-05
6,1046,-2.862774122472424e-06
6,1061,7.708634039913496e-07
6,1323,-1.6905849503177792e-05
7,98,0.0001813313989316
7,156,-1.182772761520426e-05
7,328,-5.5771574360295576e-05
7,491,-9.382258181197064e-05
7,1207,-1.2312271123529552e-05
7,1250,-7.597244020661454e-06
8,199,3.1411875466447886e-06
8,460,1.7648500948448716e-06
8,549,-1.0904619733377832e-06
8,687,-6.24785233010524e-06
8,740,1.6517395499296322e-06
8,899,7.805371120237308e-07
9,243,-5.6712595122305645e-05
9,298,1.0790990813192272e-06
9,585,-5.3322734723760024e-05
9,986,-1.1489292077439625e-05
9,1114,-9.729690167450418e-07
9,1223,-4.251133690844515e-06
9,1225,7.748791571839328e-05
9,1227,4.8181709831382344e-05
10,16,6.018964543637424e-05
10,70,3.5899222190954996e-05
10,220,-2.418703251933135e-05
10,352,1.240206440633622e-05
10,560,-1.1065178728865033e-05
10,940,-7.323872078546908e-05
11,598,-1.9350304618058184e-05
11,712,-1.0632171948237552e-05
11,939,1.1686193914021431e-05
11,960,-1.461874959180051e-06
11,1158,1.6561847232679215e-05
11,1267,3.196310378775139e-06
12,384,5.1831456884530086e-08
12,634,-6.618972499936527e-06
12,942,-4.911670844228008e-07
12,1201,4.552796772211218e-07
12,1254,7.632487547816664e-06
12,1300,-1.0294590975629883e-06
13,122,6.306724301653949e-07
13,312,-1.6167813720764637e-06
13,485,3.3979948453886265e-06
13,551,-2.4640514723252716e-06
13,703,-9.091209200007156e-06
13,1080,9.14337476885487e-06
14,225,-3.556943802731475e-06
14,869,1.3983684098079526e-07
14,951,-1.6423558797743146e-06
14,1032,3.316208354869965e-06
14,1068,-7.584198726627426e-08
14,1293,1.8190964739213036e-06
15,362,-4.188551309943872e-06
15,532,5.92224066570104e-06
15,574,3.287056617123205e-06
15,658,-5.3733255573317685e-06
15,1089,2.237339639726485e-07
15,1308,1.2884562047874666e-07
16,302,1.7906146982608397e-05
16,352,2.7808874924379286e-06
16,366,8.11157356208596e-06
16,411,1.754991411830288e-05
16,940,1.3841123280939078e-05
17,51,3.370818345982453e-06
17,237,3.303191007015291e-07
17,484,-8.487885281051027e-06
17,997,-1.3067168730777652e-05
17,1247,1.7853916565144698e-05
18,479,-3.966156745628191e-06
18,504,-0.0001120987481285
18,559,-2.7517413965186142e-06
18,686,9.75405866657267e-05
18,1187,5.286806749285887e-05
18,1199,-3.159200788787616e-05
19,40,0.000153971790764
19,75,-5.858048097973126e-05
19,445,5.1617686558900745e-05
19,645,-0.0001868584954962
19,883,3.984949915302076e-05
20,126,-4.215839203831067e-06
20,176,1.7865243940332417e-05
20,499,5.9440293543822225e-06
20,1047,-2.33999321809655e-05
20,1251,3.8064980900819262e-06
21,37,3.416680452980988e-05
21,122,-4.894868120162593e-06
21,169,1.6611558350849924e-06
21,286,-7.0318220711374754e-06
21,864,-9.817108160086018e-06
21,1110,-1.4084162013508787e-05
22,672,-2.591473419312905e-05
22,684,-0.0001188769292478
22,919,-7.817245237488982e-05
22,1029,0.0002933534645199
22,1049,-3.9429144188735446e-05
22,1284,-3.096020451532223e-05
23,137,3.343172340373897e-06
23,139,-1.5867163783192292e-05
23,281,1.07047771146585e-05
23,850,2.185271525711793e-06
23,916,3.8069627721068983e-06
23,1115,-4.1730199696587956e-06
24,183,1.2087084589424491e-05
24,374,6.972692259662304e-06
24,427,5.421176214600452e-06
24,657,-9.047026049354978e-06
24,707,-1.5396294940037064e-05
24,991,-3.7632074295207036e-08
25,127,-2.093764489903544e-05
25,345,1.8450070669567537e-05
25,476,-2.9486254388950502e-05
25,596,-4.227597087697341e-06
25,669,7.560740754451043e-06
25,992,2.8640684951664703e-05
26,101,-3.717937124879424e-06
26,223,1.486219264845526e-05
26,591,2.369821020801231e-05
26,624,-5.519250705352446e-06
26,1004,-1.6328486294968673e-05
26,1190,-1.2994728731267026e-05
27,207,-2.2404481533365222e-06
27,609,5.047974409602208e-06
27,668,4.0770873006274155e-06
27,993,-1.2896625550320792e-06
27,1072,-3.0637668348253624e-06
27,1160,-2.5311841670356595e-06
28,188,-4.260353365870702e-07
28,268,1.411442434373878e-05
28,304,-1.94763680286309e-06
28,451,-8.613188894526354e-06
28,966,-6.9056710735881714e-06
28,1042,3.7781077638259056e-06
29,227,-2.9020255534611757e-06
29,360,-3.1184274239550887e-06
29,673,-4.530489243300697e-06
29,1094,7.661629248801875e-06
29,1175,1.007609486894228e-06
29,1295,1.881703485020858e-06
30,210,-2.71942010924199e-07
30,284,8.411760084952827e-06
30,640,1.4930282437419e-06
30,892,-1.670432199232247e-05
30,1137,-7.511404669448161e-06
30,1323,1.45828803440001e-05
31,49,8.470344811696418e-05
31,123,-1.7915958014212875e-05
