i,j,flux_coexact
0,213,-1.4973521256806602e-05
0,598,8.965110559530678e-08
0,611,6.089682276589136e-06
0,864,8.193994789491958e-06
0,1532,6.001930851302017e-07
1,44,-4.93799839731868e-07
1,429,5.405060145425322e-06
1,480,4.8193205993816566e-06
1,904,-7.281044692509545e-06
1,919,1.3017675683296883e-05
1,1528,-1.5467211895862452e-05
2,54,-5.2340927669747535e-06
2,56,7.854064830192683e-07
2,168,2.825651991308725e-06
2,274,3.2337930512667728e-06
2,916,2.9723942016771903e-06
2,1458,-4.583152960297203e-06
3,623,-5.64806095498197e-06
3,959,-2.482517816947574e-06
3,1045,5.932228350192891e-07
3,1061,-1.0878438312213042e-05
3,1179,1.154397296099778e-05
3,1362,6.871821288125518e-06
4,640,2.4954945928649985e-06
4,816,-1.1107546233666093e-06
4,1048,1.8626389582091026e-07
4,1142,4.075244870721755e-06
4,1147,-3.5849960423515524e-06
4,1430,-2.061252693689502e-06
5,144,-4.7994623305421594e-06
5,445,-6.617187188197029e-06
5,544,5.475021805821567e-06
5,925,3.1020509336504164e-06
5,973,3.19811380902595e-07
5,1271,2.5197653983646096e-06
6,112,3.804266126649952e-06
6,237,-2.5144430570405964e-06
6,712,4.010778641867336e-06
6,757,-4.066475683545665e-06
6,798,-3.9235997318952723e-07
6,932,-8.417660547414995e-07
7,142,-3.327120039064505e-07
7,315,-7.649458759272298e-06
7,1036,6.8483274649964875e-06
7,1230,-1.917926126032826e-07
7,1244,8.175141936983426e-07
7,1549,5.081217170872005e-07
8,124,-7.101537589464659e-06
8,200,-3.729279874908152e-07
8,392,-1.8562567431891615e-06
8,575,8.063546206155887e-06
8,1417,-1.0780025778178916e-06
8,1454,2.3451786918066404e-06
9,132,1.9091641207699866e-06
9,360,3.672663136019673e-06
9,1430,-1.2622392594129669e-06
9,1434,5.81390047119794e-06
9,1445,-1.0133488468574633e-05
10,167,-1.965438990298557e-06
10,341,-1.4218434710135611e-06
10,691,8.442623116861194e-07
10,1118,3.324415523519939e-06
10,1362,1.1433031669427243e-06
10,1478,-1.924698540836664e-06
11,70,1.112904536803776e-06
11,922,-4.811500126003748e-06
11,1126,1.6053167256344862e-06
11,1203,1.4961751752229116e-06
11,1342,-2.4431013262430336e-06
11,1390,3.040205014585608e-06
12,453,-2.699002502317693e-06
12,739,7.626303587311693e-07
12,1090,3.43006722643643e-07
12,1409,8.586401240071159e-08
12,1460,-4.073423388309905e-08
12,1523,1.5482356424252683e-06
13,190,1.3504276603509552e-06
13,406,-1.2409170732425833e-06
13,439,1.553005508013252e-06
13,466,1.959613427898754e-06
13,699,-6.500696683424911e-06
13,1349,2.878567160404533e-06
14,346,-7.560805553739914e-07
14,374,-5.1904107764139395e-06
14,556,3.117288546158739e-06
14,823,-1.0931494172419098e-06
14,1301,2.9585918949459346e-06
14,1419,9.637603079251672e-07
15,272,-4.679591666708503e-06
15,1012,-4.3980141938655425e-06
15,1101,-3.866130128675244e-07
15,1217,1.172301241117156e-06
15,1256,3.420864250264105e-06
15,1513,4.871053382060309e-06
16,430,-3.4075695295314015e-06
16,622,-1.992285212661862e-06
16,663,-3.5668352022398538e-06
16,772,3.5347447739229575e-06
16,1276,-1.2177851908228513e-06
16,1531,6.6497303613330105e-06
17,256,-1.4018823499561705e-06
17,327,3.728421240745215e-06
17,368,-6.594420079181829e-06
17,648,-1.5323115116893413e-05
17,905,7.983419201570756e-06
17,926,8.073433662708969e-06
17,1156,1.585351006017559e-05
17,1312,-1.2319366619169116e-05
18,71,6.670149905977792e-07
18,270,1.5272873286729774e-06
18,525,-1.528196005299078e-06
18,1240,-3.3104518728534126e-06
18,1521,2.6766689371021323e-06
18,1541,-3.232337822039838e-08
19,562,-8.946842050267789e-05
19,589,2.618375213870953e-05
19,647,1.057141627555859e-05
19,805,5.607421883272373e-06
19,1394,1.2717576983090507e-05
19,1407,3.4388253222046884e-05
20,136,-3.947576078202012e-06
20,397,1.4949423558578129e-07
20,656,-9.993043286821973e-08
20,673,-1.1502027034799562e-05
20,778,1.5400039310284013e-05
21,48,-3.4545146529303504e-06
21,95,-3.473829360511481e-06
21,519,2.091957576356771e-06
21,756,-8.066756436650182e-06
21,1228,1.2903142873735244e-05
22,45,1.6033526434252588e-06
22,215,-3.23318217228335e-07
22,346,-5.020989356352573e-06
22,1005,3.705545595818574e-06
22,1301,3.540933433707495e-08
23,786,5.7184241476651544e-06
23,803,5.462151095915824e-07
23,1069,-3.2207244702673096e-06
23,1210,-5.142137336421322e-06
23,1232,1.703983766073287e-07
23,1500,1.927824172824566e-06
24,359,6.925332104321173e-06
24,513,3.717377868923421e-06
24,550,-1.3064584200957614e-05
24,634,-1.6046540135569025e-05
24,760,-4.706476844044924e-06
24,1193,2.9289878490571693e-06
24,1325,2.0245903358269804e-05
25,178,3.421424734198616e-06
25,179,-1.0158722884948858e-05
25,342,5.294820714648737e-06
25,994,4.6019645087452735e-06
25,1064,3.2618389075621195e-06
25,1309,-6.42132598020589e-06
26,228,1.572114470061552e-06
26,440,2.3482982574040753e-06
26,490,5.97489330017403e-07
26,770,-2.6280564010365605e-07
26,831,-6.013509265478998e-07
26,1152,-3.6537454908314745e-06
27,164,-5.380962929265764e-06
27,410,4.150918167540997e-06
27,559,5.556330676366753e-07
27,688,-6.7235192813966546e-06
27,783,3.3656617975160858e-06
27,1153,4.03226917796866e-06
28,131,4.635453996162808e-07
28,269,-9.738223130825218e-07
28,681,-2.1170797092283186e-06
28,726,3.0108679104348973e-06
28,1168,-3.1989163782613316e-06
28,1397,2.8154050905209937e-06
29,58,3.9941779766901374e-08
29,318,-7.0389323994079226e-06
29,671,-4.166719185901923e-06
29,702,1.4564212722741963e-05
29,750,-1.3652720135447528e-05
29,1484,1.0254217218248507e-05
30,294,-1.4401863227348624e-07
30,384,-2.861432795244569e-06
30,707,-2.4536219388272127e-06
30,814,5.773489982785686e-06
30,1009,-5.50221455845972e-06
30,1421,5.187797942019301e-06
31,233,-9.379084041184344e-06
31,330,2.213665512547507e-07
31,365,2.076351919170859e-06
31,529,-2.8950232530042925e-06
31,1124,2.7555510779337706e-07
31,1226,9.700833715969653e-06
32,275,5.091369180209236e-07
32,428,1.9184096926942233e-06
32,787,-7.983036032793113e-07
32,1281,-1.0406296037302328e-07
32,1380,-1.932886314055922e-06
32,1516,4.077062669931097e-07
33,362,6.870315352241733e-06
33,375,-2.3510284282752106e-06
33,479,9.41529271566143e-06
33,635,7.409775601595383e-08
33,874,2.0142333009475734e-06
33,964,1.5706384819816157e-07
33,1364,-6.010365019337494e-06
33,1433,-1.1771507549027176e-05
33,1465,1.6018980235750278e-06
34,257,-3.383349383952257e-07
34,344,-7.51959053796677e-07
34,746,-5.724341564255676e-07
34,1036,-2.1230951273286757e-08
34,1339,3.3408111129618253e-07
34,1549,1.3498779885945743e-06
35,937,-1.1153003836955296e-06
35,1022,-1.441957532381759e-06
35,1063,-6.996258572554094e-07
35,1091,8.106887389155301e-08
35,1155,2.652110524556542e-06
35,1509,5.237043748846028e-07
36,826,-1.7318080920138746e-06
36,883,-3.677643706985879e-06
36,987,2.5483043069509825e-06
36,1091,-4.177748369778227e-07
36,1375,3.0525190484886182e-06
36,1509,2.2640328053797617e-07
37,63,1.807129198860891e-06
37,161,-1.1484393652625102e-06
37,255,2.895822370152287e-06
37,358,3.188539442173023e-06
37,867,-4.770022757244492e-06
37,945,-1.973028888679198e-06
38,61,-1.875704341284449e-06
38,481,9.591551782111034e-07
38,518,3.025838003379324e-06
38,1406,-9.260308051691296e-07
38,1480,2.120082945735587e-07
38,1498,-1.3952663297104075e-06
39,49,-3.948585982552397e-06
39,226,9.163508231164052e-07
39,236,2.2242846641593526e-06
39,500,4.787764883865397e-06
39,964,-3.979814388588759e-06
40,585,-2.139635779639298e-06
40,617,-9.348213989608266e-07
40,913,5.049650840931271e-06
40,1130,-1.3503761408958882e-08
40,1185,6.985497854044911e-07
40,1546,-2.660239686326679e-06
41,143,1.0751760602539696e-06
41,434,3.434503057740024e-08
41,734,-7.574851505809724e-07
41,873,3.7793747628648256e-06
41,953,-1.4764145185523488e-06
41,1379,-2.6549961845628743e-06
42,268,2.864472921047648e-07
42,621,-1.989516417325647e-06
42,635,3.326915159511005e-06
42,833,1.3966220283333229e-06
42,979,-1.448035497831406e-06
42,1042,-1.57243256479204e-06
43,134,-4.0428641270022984e-05
43,240,-2.19350140737508e-05
43,954,4.233515015842242e-05
43,1201,1.711926346883868e-05
43,1346,2.909241716512686e-06
44,387,9.70347536970982e-08
44,401,-6.251631720122602e-07
44,429,7.371096629375103e-07
44,450,6.490129533110245e-07
44,480,-1.3517940376652408e-06
45,199,-3.4165078672365764e-06
45,215,-4.21898956831671e-06
45,577,2.476894970850062e-06
45,912,6.012748582714787e-06
45,1005,7.492065254136962e-07
