sample_id,coexact_ratio,coexact_fraction,ne_zscore,morans_I,morans_z,sparkx_stat,sparkx_p,spatialde_fsv,lr_mean,auc_coexact_iface,auc_morans_iface,auc_spatialde_iface,auc_sparkx_iface,auc_lr_iface,top10_overlap_lr_vs_coexact,top10_overlap_immune_vs_coexact,bio_exhaustion_ratio,bio_cytotoxic_ratio
cytassist_71_post,22.91255916912464,0.2307222186520446,,,,0.006087081556299617,0.0,0.228210636462283,-480.9310476898317,0.415347288513303,0.5,0.5,0.5,0.37334692022593385,0.09529025191675794,0.14810562571756603,1.9250507354736328,1.8555753231048584
cytassist_71_pre,12046.612981781229,0.1529836942700659,,,,0.09442868189072687,0.0,0.3588724787874331,-4198.886601249058,0.37574519808954404,0.5,0.5,0.5,0.4303293474899495,0.060109289617486336,0.20496894409937888,2.120327949523926,2.8548879623413086
cytassist_72_post,2.8768851025670696,0.0499454297949024,,,,6.017855133373784e-05,0.0,0.03251350376198936,-1330.5166776020806,0.499489290233717,0.5,0.5,0.5,0.43355584927572666,0.04602510460251046,0.059322033898305086,1.0778546333312988,1.2614610195159912
cytassist_72_pre,45.86597922304215,0.0659878299683001,,,,0.0001522593782522618,0.0,0.09380971747404288,-4699.109688044189,0.5389952138640689,0.5,0.5,0.5,0.42934300506435275,0.020512820512820513,0.06133333333333333,1.0525858402252197,0.944950520992279
cytassist_73_post,8.90341236314038,0.0825280198071167,,,,0.001260444169057578,0.0,0.06296866225480968,55.22628831061279,0.47316784803977674,0.5,0.5,0.5,0.44934903503359863,0.052307692307692305,0.1419031719532554,1.3175055980682373,1.5263930559158325
cytassist_74_post,2.896236959933427,0.0700546504847077,,,,0.0004997826429035113,0.0,0.17179743209349185,-715.7381096145525,0.5299167741447611,0.5,0.5,0.5,0.3718146564379876,0.041666666666666664,0.04493207941483804,1.0608112812042236,1.4771441221237183
cytassist_74_pre,45.69504701281865,0.0711554072084754,,,,0.008785977839950946,0.0,0.36804213294283106,-2681.3436488026186,0.7175093324187782,0.5,0.5,0.5,0.6318410257086702,0.0639386189258312,0.3333333333333333,0.2748529016971588,0.4738645553588867
cytassist_76_pre,893.0910516828338,0.1694110026374069,,,,0.02427421249234703,0.0,0.25233813638123115,-617.3258568029503,0.44670856083238897,0.5,0.5,0.5,0.28380756155351805,0.03664921465968586,0.31125827814569534,1.6131168603897095,1.5362800359725952
cytassist_79_post,7.566310279566346,0.0631642043829015,,,,0.001112440901658297,0.0,0.09344636180502752,-2042.3333406241145,0.41823830992915656,0.5,0.5,0.5,0.43435158992174006,0.1655011655011655,0.1574074074074074,1.340104579925537,1.8419440984725952
cytassist_83_post,197.53287579629145,0.0582007637273485,,,,0.009977314816618503,0.0,0.1828627407937875,-2890.681191956114,0.4390216608754484,0.5,0.5,0.5,0.3391684135114609,0.06951871657754011,0.20192307692307693,1.3697792291641235,1.8089269399642944
cytassist_83_pre,2690.739741581805,0.1206285155842161,,,,0.02387727846826682,0.0,0.2603366772005641,-2936.79513390008,0.5042301025022611,0.5,0.5,0.5,0.3289179479449301,0.02564102564102564,0.21212121212121213,2.2864832878112793,2.194485902786255
cytassist_84_post,18571.078973739404,0.0969772070048956,,,,0.16466206520846793,0.0,0.41512343753025993,11630.169107058859,0.7245099052618332,0.5,0.5,0.5,0.576180631707624,0.11191335740072202,0.3842696629213483,1.9897786378860474,2.0948219299316406
cytassist_84_pre,47.86467627222672,0.1593117730415484,,,,0.001554787258415745,0.0,0.1513464717082088,40.391655840340285,0.3810259941470132,0.5,0.5,0.5,0.4289309691857463,0.04072398190045249,0.23655913978494625,3.8736116886138916,4.114844799041748
cytassist_85_post,53.89614493357632,0.0313919486882344,,,,0.0017393187136515219,0.0,0.35786739228704245,-30386.44139168548,0.5444134813723698,0.5,0.5,0.5,0.43187401659966884,0.26903553299492383,0.2422360248447205,1.286627173423767,1.3109328746795654
cytassist_86_post,10.788603442784142,0.0493394574379571,,,,0.000297448727713991,0.0,0.07269953271707041,-2727.061801060287,0.43447706115258994,0.5,0.5,0.5,0.36211173589845,0.0672358591248666,0.07874865156418555,1.221037745475769,1.2863558530807495
