sample,status,n_nodes,n_interface,frac_interface,n_candidates,energy_q_low,energy_q_high,energy_window,energy_window_widened,R_interface_over_tumor,enrichment_p_value,Z_global_normalized,Z_interface_normalized,Z_interface_over_global,Z_energy_matched_null_mean,Z_energy_matched_null_median,Z_energy_matched_null_sd,p_energy_matched,interpretation,zeta_definition,null_model,n_perm,k_eigs,seed
GSM8557976,ok,4199,1920,0.4572517266015718,2630,0.00657194709473408,0.32689921666694965,10-90_widened,True,8.455494756374861,0.0,21.334992374875537,21.181574245478146,0.9928090844044992,1.8408926170596056,1.8339268067648753,0.11233652119218346,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,737
GSM8557977,ok,1317,654,0.49658314350797267,772,0.00863882068413698,0.2327335910802208,10-90_widened,True,1.2482863665800663,0.4866666666666667,11.307466426155303,12.0431019175847,1.0650574995055244,8.589990878718,8.519649428195859,1.3240294448523147,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,738
GSM8557978,ok,2030,825,0.4064039408866995,1062,0.008548933973272421,0.4965672075373685,10-90_widened,True,5.528216172271584,0.0,17.25617611281764,16.353943277425156,0.9477153669796365,1.5283810435057532,1.5314295538356664,0.09035671711413223,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,739
GSM8557979,ok,3841,2092,0.5446498307732361,2705,0.0029127250293591507,0.0947307383293659,10-90_widened,True,3.2925742884597207,0.0,17.72710997745949,18.079077187264797,1.0198547428346654,1.6771473779665753,1.6683705966700035,0.18797560141284286,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,740
GSM8557980,ok,3937,1921,0.4879349758699517,2771,0.0020711006131042,0.1226908253322934,10-90_widened,True,14.9982247417651,0.0,111.88974000978146,101.46021917329838,0.9067875138902617,1.073864595771466,1.0686468460289542,0.07900422325845338,0.9867109634551495,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,732
GSM8557981,ok,2148,1055,0.49115456238361266,1472,0.00394985256798028,0.19055792928646503,10-90_widened,True,7.653199081263184,0.0,21.10063138579265,26.981366199866226,1.2786994714305981,1.8357019833181318,1.8414012675140041,0.09131791878945239,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,733
GSM8557982,ok,3391,1444,0.4258330875847833,2118,0.006895542997119041,0.26802787901628433,10-90_widened,True,6.777961119456422,0.0,78.0013503679324,87.43056934269941,1.1208853299370878,1.3113550761494799,1.310657150516831,0.06804962143442302,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,734
GSM8557983,ok,2047,835,0.407914020517831,1347,0.00810828125978422,0.21389611466845906,10-90_widened,True,4.395242386149827,0.0,57.540682461209755,43.83866762267415,0.7618725699373936,1.8296603715330977,1.8313009910733684,0.23783119303514294,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,735
GSM8557984,ok,991,444,0.44803229061553984,730,0.00476223641161991,0.10616170172289027,10-90_widened,True,2.6740212336342184,0.0,8.011402793372323,5.321241426318074,0.6642084493266983,1.2618039863278483,1.2314001058916277,0.27713459636935517,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,736
GSM8557985,ok,4899,2181,0.44519289650949173,2860,0.0080820679053407,0.2071852582108135,10-90_widened,True,3.594595512684908,0.0,77.90697498125326,75.28394145686472,0.9663312107161051,1.294184896696139,1.2947587479213487,0.05816896449476697,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,737
GSM8557986,ok,2099,966,0.460219151977132,1171,0.0087349189535192,0.2797189200168383,10-90_widened,True,6.0471494939218635,0.0,36.968816571984306,37.68442457657996,1.0193570709303401,2.3452521565925566,2.3262023721258007,0.11434853327238695,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,738
GSM8557987,ok,740,322,0.43513513513513513,405,0.00574425521747326,0.10631577081091173,10-90_widened,True,3.550874498814214,0.0,64.23323943451814,37.78517552795454,0.5882495707922941,1.1331240309616522,1.1274615965290864,0.08457890679376574,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,739
GSM8557997,ok,3082,1073,0.3481505515898767,1161,0.0208598199822073,0.1411515070914728,25-75,False,6.681354480980769,0.0,69.39759520495521,57.04531804242234,0.822007129698758,0.6543462552721269,0.6546501110831568,0.044765887233397056,0.0033222591362126247,interface_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,740
GSM8557998,ok,3143,1524,0.4848870505886096,1897,0.0034900634525509905,0.17341684335083973,10-90_widened,True,13.552663855426712,0.0,50.37408968070588,49.15841541479549,0.97586707226638,2.903055263730288,2.9044075884978136,0.08325069552570638,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,741
GSM8557999,ok,4572,1444,0.31583552055993,2536,0.0032893165069920803,0.14913145158425398,10-90_widened,True,6.718175937970704,0.0,76.31681884197458,71.75481472597549,0.9402228213226977,1.1706676631121116,1.1689271050594576,0.06095502452234872,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,742
GSM8558000,ok,4419,1988,0.4498755374519122,2379,0.00967910082019775,0.24229262138297472,10-90_widened,True,4.262400052600732,0.0,33.947989041426524,32.69986453844967,0.9632342139189822,1.8851445118990795,1.8831485678152058,0.04776513869023881,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,716
GSM8558001,ok,2845,1376,0.4836555360281195,1703,0.0067151658970381,0.1908097979863415,10-90_widened,True,4.704598223275614,0.0,28.626415408781806,28.374389516868813,0.9911960373551811,3.0412235206932587,3.036544255219412,0.17108142231537507,1.0,not_spectrally_special_beyond_energy,normalized: sum(alpha/lambda)/sum(alpha),energy-matched random interface mask using interface coexact-energy quantiles,300,50,717
