i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,1215,0.3457532734658826,0.3457532734658826,interface,tumor_core,0.2017648199412461,0.1439884535246365
0,458,-0.0730404658438156,0.0730404658438156,interface,other,-0.04990834290990585,-0.023132122933909746
0,2681,0.0976854930977926,0.0976854930977926,interface,interface,0.05485094139691449,0.04283455170087812
0,2416,-0.2851789959414846,0.2851789959414846,interface,interface,-0.15156181931354704,-0.13361717662793757
0,4083,0.0393928251057347,0.0393928251057347,interface,interface,-0.07500960988265787,0.11440243498839256
0,555,-0.1744008832853489,0.1744008832853489,interface,interface,-0.029924813480773485,-0.1444760698045754
1,1852,-0.0466001401354028,0.0466001401354028,other,interface,0.012159815192603791,-0.05875995532800659
1,794,0.3246612093212367,0.3246612093212367,other,tumor_core,0.2610976139052319,0.06356359541600481
1,2689,0.3972030058648111,0.3972030058648111,other,interface,0.31571280125956175,0.08149020460524936
1,2501,-0.004002004917181,0.004002004917181,other,other,-0.0356619243813481,0.031659919464167095
1,684,-0.0715568036037133,0.0715568036037133,other,interface,0.02489094643758879,-0.0964477500413021
1,3592,0.1506092264970087,0.1506092264970087,other,other,0.17211521262180213,-0.02150598612479343
2,678,0.0651966071877362,0.0651966071877362,other,other,0.06656875591690367,-0.001372148729167466
2,2615,0.2557602151396498,0.2557602151396498,other,other,0.22421788051917413,0.031542334620475676
2,3831,0.0118629607223817,0.0118629607223817,other,other,0.07126196077722959,-0.059399000054847884
2,1962,0.1545224908155842,0.1545224908155842,other,other,0.10335222409658586,0.05117026671899834
2,3499,-0.0002592287873305,0.0002592287873305,other,other,0.052225055203461795,-0.052484283990792295
2,2114,0.0116037319350511,0.0116037319350511,other,other,-0.0189392176837353,0.030542949618786397
3,4141,0.002788116260004,0.002788116260004,interface,interface,-0.0747339535713093,0.0775220698313133
3,1221,0.0140363010501154,0.0140363010501154,interface,interface,-0.15757871657001576,0.17161501762013118
3,2376,-0.1378035827868911,0.1378035827868911,interface,immune_core,0.05523437402317488,-0.19303795681006597
3,3428,0.0188779261864542,0.0188779261864542,interface,interface,0.11730258308771191,-0.0984246569012577
3,2560,0.0526974454811185,0.0526974454811185,interface,interface,0.0036409427921145765,0.049056502689003925
3,3430,-0.0559839194632257,0.0559839194632257,interface,interface,-0.049252294078802605,-0.0067316253844230955
4,1606,-0.2863697726648649,0.2863697726648649,interface,other,-0.6056184283385402,0.3192486556736753
4,1497,-0.0892221345974152,0.0892221345974152,interface,interface,-0.05189572433721318,-0.03732641026020202
4,2290,-0.605944356289157,0.605944356289157,interface,interface,-0.38833694532784585,-0.21760741096131114
4,303,-0.4608926423240408,0.4608926423240408,interface,other,-0.44828181575119697,-0.012610826572843847
4,4037,-0.2594306301549443,0.2594306301549443,interface,interface,-0.22467354614362015,-0.03475708401132413
