i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,1132,-0.0449942067163444,0.0449942067163444,other,other,-0.051984437145273246,0.006990230428928844
0,422,-0.0120609549750181,0.0120609549750181,other,other,0.02942146690336662,-0.04148242187838472
0,2501,0.0072618807994094,0.0072618807994094,other,other,0.029306298688238946,-0.02204441788882955
0,3830,-0.1866112322817865,0.1866112322817865,other,immune_core,-0.3257082158248856,0.13909698354309913
0,515,-0.0206209590951076,0.0206209590951076,other,other,-0.02319464889130083,0.00257368979619323
0,2255,-0.2341676765981083,0.2341676765981083,other,other,-0.14903362443908796,-0.08513405215902034
1,2441,-1.371674242372675,1.371674242372675,interface,interface,-0.730553158807635,-0.64112108356504
1,627,0.2418627535039728,0.2418627535039728,interface,interface,-0.14813698735925404,0.38999974086322686
1,3280,-1.281200935704652,1.281200935704652,interface,interface,-0.952875351305932,-0.32832558439872006
1,1968,-0.1978542060992109,0.1978542060992109,interface,interface,-0.42404986532893607,0.22619565922972518
1,3587,-1.3698540126998602,1.3698540126998602,interface,interface,-1.1786672038538515,-0.1911868088460087
1,1824,0.5487597692418872,0.5487597692418872,interface,interface,0.00432201899792467,0.5444377502439626
2,2217,-0.028508433278482,0.028508433278482,other,other,-0.01990920453713131,-0.00859922874135069
2,2389,-0.2671371134464378,0.2671371134464378,other,immune_core,-0.3157117802646578,0.04857466681821998
2,3213,-0.0203858118219176,0.0203858118219176,other,other,-0.00980847325879694,-0.01057733856312066
2,3885,-0.0802350449664376,0.0802350449664376,other,other,-0.024567945828273333,-0.05566709913816427
2,3215,-0.1329749296860897,0.1329749296860897,other,immune_core,-0.18756052168082632,0.054585591994736615
2,1137,-0.4740535328379686,0.4740535328379686,other,immune_core,-0.44573696373672406,-0.028316569101244526
3,1394,-0.6879031699489723,0.6879031699489723,interface,interface,-0.7495995830403449,0.06169641309137264
3,1497,-0.8632768822898635,0.8632768822898635,interface,interface,-0.902161883793624,0.03888500150376051
3,2131,-1.1980389546209722,1.1980389546209722,interface,interface,-1.1624243141639599,-0.03561464045701235
3,1513,-1.3854069343112605,1.3854069343112605,interface,interface,-0.8730399855639309,-0.5123669487473296
3,3788,-0.9748618545743376,0.9748618545743376,interface,interface,-0.8593042324640486,-0.11555762211028897
3,279,0.5561319483901644,0.5561319483901644,interface,interface,-0.006825265353097021,0.5629572137432615
4,3936,-0.9992757061632312,0.9992757061632312,other,immune_core,-0.6963539921281965,-0.30292171403503476
4,3797,0.1097571386232265,0.1097571386232265,other,other,0.008310251475546537,0.10144688714767996
4,1575,-0.3069006716989758,0.3069006716989758,other,immune_core,-0.35974378654602507,0.05284311484704929
4,822,-0.1826390651853665,0.1826390651853665,other,immune_core,-0.237176488390038,0.054537423204671504
4,2233,0.069836938053508,0.069836938053508,other,other,-0.028098480849475305,0.09793541890298331
4,3589,-0.4035421355815261,0.4035421355815261,other,immune_core,-0.39970063266115397,-0.0038415029203721085
5,3225,-0.5229931223102907,0.5229931223102907,interface,interface,-0.4632551103304662,-0.059738011979824535
