i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,957,-0.0894942796475775,0.0894942796475775,interface,tumor_core,0.15613823563970167,-0.24563251528727917
0,3297,0.0533936875359436,0.0533936875359436,interface,other,-0.022778395636426224,0.07617208317236981
0,352,0.1316605942598638,0.1316605942598638,interface,immune_core,-0.27802897351046285,0.4096895677703266
0,438,-0.0646877411789727,0.0646877411789727,interface,interface,-0.012178043726584438,-0.05250969745238827
0,1946,0.0138817545898729,0.0138817545898729,interface,other,0.20399823271240627,-0.19011647812253338
0,2156,-0.011060679512479,0.011060679512479,interface,other,-0.013457682599181894,0.002397003086702893
1,524,0.2646715449722314,0.2646715449722314,interface,interface,0.08514326524350371,0.17952827972872767
1,2801,-0.0413550327159591,0.0413550327159591,interface,interface,0.28618631872436934,-0.3275413514403284
1,2108,0.0314126855631823,0.0314126855631823,interface,interface,0.01418820832495616,0.017224477238226142
1,3083,0.1548370206700204,0.1548370206700204,interface,interface,0.12852551260681144,0.02631150806320895
1,1563,0.7071190899268144,0.7071190899268144,interface,interface,0.5277513582224744,0.17936773170433995
1,1685,0.7295333945160588,0.7295333945160588,interface,interface,0.8044241014961717,-0.07489070698011291
2,3342,-0.1492121420046244,0.1492121420046244,interface,interface,-0.02454786035505495,-0.12466428164956946
2,1911,0.0722486749543486,0.0722486749543486,interface,other,0.15408850263499105,-0.08183982768064245
2,960,0.0812269051919287,0.0812269051919287,interface,interface,0.0027296151553729275,0.07849729003655577
2,2754,0.1395014952713195,0.1395014952713195,interface,immune_core,0.05164018362783768,0.08786131164348182
2,2753,0.0644689536949476,0.0644689536949476,interface,other,0.02546583675185008,0.039003116943097514
2,2066,0.1081156874757096,0.1081156874757096,interface,other,0.10697322777450205,0.0011424597012075488
3,1181,-0.0155608726987419,0.0155608726987419,other,interface,-0.06838573620299798,0.05282486350425608
3,1646,0.0376297726873512,0.0376297726873512,other,other,0.051862377716888064,-0.014232605029536861
3,1097,0.0718930650461218,0.0718930650461218,other,other,0.141419696419125,-0.06952663137300319
3,2638,0.0573578346856198,0.0573578346856198,other,other,0.11557078243927088,-0.05821294775365108
3,1756,-0.070313796959254,0.070313796959254,other,other,-0.13162101370192758,0.06130721674267359
3,401,-0.1547745065509445,0.1547745065509445,other,other,-0.1826140923485705,0.02783958579762602
