node,ks_value,coexact_energy,region
0,0.05187849962500045,0.0454817249941775,interface
1,0.09777273591776595,0.0297140198945241,interface
2,0.03154558065637221,0.0062738205810404,interface
3,-0.0008082283045757475,0.0026248917280888,other
4,-0.02864771557158005,0.04587460657649,other
5,0.01625183670752862,0.050063003498804,interface
6,-2.239055809092733,0.1207691254535657,immune_core
7,0.0008821923414028052,0.0009788074762074,other
8,0.017757063799497617,0.015356742810204,immune_core
9,-0.0024472426066997925,0.0081006795932149,interface
10,0.031294565473046966,0.0269217658045016,tumor_core
11,0.004950122389502375,0.0070997553247534,interface
12,0.0006386376102680353,0.0010938634813402,other
13,0.0019150497805382758,0.0045217579889645,other
14,-0.0002572952563139876,0.0025565715150004,other
15,-0.04142454571289522,0.0411512533671549,other
16,7.447155558188971e-05,0.0031933288381763,tumor_core
17,-0.7059429275446714,0.1754429286008072,immune_core
18,0.326689041262719,0.0740334113114826,interface
19,0.01805730571078766,0.0310178811917641,interface
20,-0.026396657813796357,0.0312932545425877,other
21,1.3593971184874925,0.264099483005248,interface
22,0.03340041006707625,0.0416060010875469,interface
23,0.0185581020869758,0.02737339964596,other
24,-0.06292500389500193,0.0269514407912877,immune_core
25,0.0001648723932524519,0.0013048738180146,other
26,0.0001681079354402909,0.0029251627314207,tumor_core
27,1.1768243738970583,0.1902399516260896,interface
28,-0.01635731759414007,0.0096211477521116,other
29,0.0008672764492242102,0.003597872436425,other
30,-0.00016836084449234584,0.0083729968511591,other
31,-0.09293059492240115,0.0602755135591399,immune_core
32,-0.002742781016013697,0.0075119935338141,other
33,0.0012100028074920224,0.0196639000460037,interface
34,0.0008760155456351003,0.0025539395518952,other
35,0.0009615328149959178,0.008869612653571,other
36,-0.010301412927858656,0.0336226888012577,other
37,-0.00047759973979477914,0.0030886849606461,tumor_core
38,-0.0021326472592116934,0.0097222832964104,immune_core
39,0.0011355341327010378,0.0012752618227634,other
40,0.0018585632678257901,0.0022769787030438,other
41,-0.022346590067061974,0.0311154899541626,interface
42,0.03550109704395171,0.016617963022648,immune_core
43,-0.008405717314326594,0.0212191968097782,tumor_core
44,-0.026308961716107332,0.016772642493466,interface
45,0.12206626929697117,0.0335858329638838,interface
46,0.021698040675301858,0.0305327585826876,interface
47,-0.03224763532150347,0.0529445729692489,other
