i,j,flux_wedge,abs_flux,region_i,region_j,flux_exact,flux_coexact
0,1374,0.2521853891562578,0.2521853891562578,immune_core,other,0.33803585181776125,-0.08585046266150342
0,810,0.21899802636146,0.21899802636146,immune_core,other,0.08609119242529392,0.1329068339361661
0,375,0.1657336232316679,0.1657336232316679,immune_core,other,0.1555599274279832,0.010173695803684712
0,794,-1.2645322985555243,1.2645322985555243,immune_core,immune_core,-0.993906597584529,-0.27062570097099525
0,446,0.1297617879028654,0.1297617879028654,immune_core,other,0.0717390405587014,0.058022747344164016
0,1373,0.228715510137218,0.228715510137218,immune_core,other,0.0733425397308581,0.1553729704063599
1,782,0.0688227447028444,0.0688227447028444,other,other,0.039433938989863235,0.029388805712981164
1,1214,0.069802511211661,0.069802511211661,other,other,0.15361935985067168,-0.08381684863901068
1,229,0.0085971088440811,0.0085971088440811,other,other,-0.01885520860167586,0.02745231744575696
1,323,0.0095599401116696,0.0095599401116696,other,interface,-0.03264047082782251,0.04220041093949211
1,867,0.0090752804711758,0.0090752804711758,other,other,0.006058591244302566,0.0030166892268732332
1,1172,0.0692485310494368,0.0692485310494368,other,other,0.08748994929797846,-0.018241418248541655
2,250,-0.0323472863948076,0.0323472863948076,interface,other,-0.07151243743653109,0.03916515104172349
2,39,-0.0312470271176089,0.0312470271176089,interface,other,-0.017586034386035843,-0.013660992731573056
2,38,-0.0324403826624003,0.0324403826624003,interface,interface,-0.02139061418685094,-0.011049768475549358
2,1314,0.0411468923984212,0.0411468923984212,interface,tumor_core,0.11261948552506794,-0.07147259312664674
2,806,-0.032262520587149,0.032262520587149,interface,interface,-0.04359324858737985,0.011330728000230848
2,142,0.0184194250428273,0.0184194250428273,interface,other,-0.027268052801744276,0.045687477844571577
3,759,-0.1691612621571382,0.1691612621571382,other,immune_core,-0.11207947225813904,-0.05708178989899916
3,842,-0.0142415476683314,0.0142415476683314,other,other,0.03319745030873249,-0.047438997977063885
3,1261,0.1165494904425078,0.1165494904425078,other,other,0.09207574377171279,0.024473746670795007
3,864,0.0118969372558183,0.0118969372558183,other,other,0.03572907782066894,-0.02383214056485064
3,693,-0.0189514613902705,0.0189514613902705,other,other,-0.056428142530035905,0.037476681139765405
3,670,0.1040645319474221,0.1040645319474221,other,other,0.03766197684228535,0.06640255510513675
4,853,1.0189505068491267,1.0189505068491267,interface,interface,0.9770656187761333,0.0418848880729934
