sample_id,flux_name,n_null,n_eigs,lambda_min_pos,spectral_gap_delta,eps_reg,s_exp,real_mean_curl,real_median_curl,real_top95_mean_curl,real_top99_mean_curl,real_edge_hotspot_top95_interface_like,null_mean_of_mean_curl,null_sd_of_mean_curl,null_mean_of_top95_mean_curl,null_mean_of_top99_mean_curl,null_mean_edge_hotspot_top95_interface_like,p_mean_curl,p_top95_mean_curl,p_top99_mean_curl,p_edge_hotspot_top95_interface_like
GSM_6433619,flux_tumor_immune,500,64,0.0013429333104570606,0.002445990980829726,6.714666552285304e-05,1.496400649928132,0.0001857825533788454,0.00011205315850966875,0.0008480247326424654,0.00124884611006075,0.0005074568622154545,0.00018577618017726158,7.067663153929087e-08,0.000848071323666709,0.0012489595574224253,0.0005075192851282437,0.4870259481037924,0.5528942115768463,0.5449101796407185,0.5389221556886228
