face_id,i,j,k
2721,347,981,1734
2722,1777,981,347
2723,1734,981,1142
2724,981,219,1142
2725,981,1777,456
2726,219,981,456
2727,1803,663,2019
2728,2019,663,1042
2729,1359,663,1344
2730,663,1359,1042
2731,2004,593,717
2732,593,663,1803
2733,593,2004,1344
2734,663,593,1344
2735,1504,1307,347
2736,1307,1777,347
2737,1307,447,211
2738,1777,1307,211
2739,582,1504,717
2740,593,582,717
2741,582,593,1803
2742,820,1078,447
2743,1307,820,447
2744,820,1307,1504
2745,582,820,1504
2746,1154,1829,541
2747,1829,1154,84
2748,1797,2148,1801
2749,1940,1797,1801
2750,2148,1797,541
2751,1797,1154,541
2752,974,2194,1828
2753,1764,1865,288
2754,1764,974,1766
2755,2194,1764,288
2756,1764,2194,974
2757,1081,399,646
2758,1241,1816,1853
2759,714,1591,142
2760,1151,714,142
2761,99,355,139
2762,1054,1033,158
2763,889,225,977
2764,889,1411,225
2765,209,1211,2052
2766,1068,1211,209
2767,1211,1474,2052
2768,1474,1211,408
2769,1211,1416,408
2770,1211,1068,1416
2771,2011,43,986
2772,1117,2011,986
2773,1452,2011,1730
2774,43,2011,1452
2775,1521,266,1432
2776,1521,1117,266
2777,2197,2087,289
2778,2197,289,72
2779,213,2197,506
2780,2087,2197,213
2781,2197,1172,506
2782,1172,2197,72
2783,289,1882,72
2784,1554,327,1019
2785,789,601,1753
2786,789,1753,1906
2787,789,1906,578
2788,1673,789,578
2789,405,1172,72
2790,1172,405,1598
2791,1598,405,592
2792,252,678,1076
2793,678,252,1183
2794,873,678,1183
2795,678,1009,1076
2796,899,873,2024
2797,1452,899,2024
2798,678,899,1009
2799,899,678,873
2800,899,1452,1730
2801,1009,899,1730
2802,2034,134,1038
2803,134,2034,648
2804,1515,1680,76
2805,2136,1515,76
2806,1515,2136,757
2807,1094,1362,2032
2808,1362,478,2032
2809,478,1362,451
2810,2034,1362,1094
2811,451,1362,1038
2812,1362,2034,1038
2813,1604,442,1296
2814,1841,1604,1296
2815,1604,420,734
2816,420,1604,1841
2817,1046,442,46
2818,1046,46,2032
2819,478,1046,2032
2820,1046,478,1720
2821,1346,1600,1720
2822,1600,1046,1720
2823,1046,1600,442
2824,442,1600,1296
2825,1296,1600,426
2826,1600,1346,426
2827,2103,1040,734
2828,2103,44,1040
2829,1281,808,999
2830,1332,1365,1628
2831,896,1332,58
2832,1332,1628,58
2833,1332,1281,1365
2834,1332,896,808
2835,1281,1332,808
2836,44,990,73
2837,2119,990,900
2838,990,2119,73
2839,1365,1098,1947
2840,1098,990,44
2841,1139,295,1513
2842,1139,1654,1202
2843,1139,1513,1003
2844,1654,1139,1003
2845,481,1198,1121
2846,1198,314,1257
2847,1198,481,314
2848,710,150,540
2849,150,193,1351
2850,540,150,1351
2851,150,381,193
2852,381,150,2142
2853,150,710,2142
2854,1215,1937,1815
2855,1815,1937,1581
2856,1937,1329,546
2857,1937,1215,1329
2858,1937,202,1581
2859,202,1937,546
2860,819,1262,26
2861,26,1262,1472
2862,1262,1369,769
2863,1262,819,1369
2864,1262,195,1472
2865,1262,769,195
2866,884,1803,2019
2867,464,884,2019
2868,1738,1062,254
2869,1062,1158,123
2870,1158,1062,1738
2871,1691,464,1670
2872,464,1691,619
2873,1158,1467,1399
2874,1467,1158,1738
2875,1288,1290,1670
2876,1290,1691,1670
2877,1691,1290,439
2878,1290,1288,1760
2879,675,1290,1760
2880,1290,675,439
2881,1143,1461,1951
2882,1461,1143,1686
2883,1143,1035,1686
2884,19,1571,1087
2885,19,2018,1571
2886,645,518,841
2887,2018,518,645
2888,841,518,1760
2889,518,675,1760
2890,940,524,68
2891,110,2091,745
2892,113,110,636
2893,110,745,636
2894,1434,1108,311
2895,180,1434,311
2896,1755,1105,868
2897,1105,1755,65
2898,107,1843,1298
2899,2045,1843,107
2900,1298,1843,20
2901,330,1843,2045
2902,1848,543,278
2903,1848,330,543
2904,864,1848,278
2905,1848,864,20
2906,1843,1848,20
2907,1848,1843,330
2908,91,1496,1031
2909,1496,2158,1792
2910,2158,1496,680
2911,1496,91,680
2912,2151,942,2031
2913,406,942,1792
2914,2031,942,406
2915,942,2151,1031
2916,942,1496,1792
2917,1496,942,1031
2918,1061,2082,2116
2919,2082,511,2116
2920,2105,2082,1491
2921,2082,1061,1491
2922,478,1624,1720
2923,1624,18,1720
2924,1624,451,187
2925,1624,478,451
2926,293,96,1987
2927,18,96,293
2928,1624,96,18
2929,96,1624,187
2930,96,256,1987
2931,256,96,187
2932,145,501,88
2933,1206,145,568
2934,145,510,568
2935,510,145,88
2936,1440,1717,1059
2937,501,1717,1440
2938,1717,145,1206
2939,145,1717,501
2940,2106,51,1713
2941,1713,51,1659
2942,51,1240,674
2943,51,2106,1240
2944,51,994,1659
2945,994,51,674
2946,910,52,1553
2947,1339,52,1188
2948,52,910,1188
2949,655,673,994
2950,1542,655,994
2951,1660,45,377
2952,958,1660,377
2953,594,1660,958
2954,1216,321,1318
2955,1216,594,321
2956,1216,1660,594
2957,1216,1318,2126
2958,599,446,781
2959,1948,446,599
2960,446,1871,781
2961,446,321,1871
2962,321,446,1835
2963,446,1948,1835
2964,1454,1876,1559
2965,1559,1876,721
2966,1876,693,721
2967,1876,1454,275
2968,1876,275,334
2969,693,1876,334
2970,2083,526,1017
2971,2083,1475,857
2972,1475,2083,1017
2973,526,2083,317
2974,2083,284,317
2975,284,2083,857
2976,1752,982,2007
2977,1752,2007,118
2978,1017,1752,923
2979,982,1752,1017
2980,652,1752,118
2981,1752,652,923
2982,312,1666,651
2983,312,398,1666
2984,312,651,2163
2985,126,312,2163
2986,117,312,126
2987,398,312,117
2988,893,174,1120
2989,1953,174,893
2990,174,353,1120
2991,174,1953,705
2992,1664,143,2193
2993,1384,1664,2193
2994,964,1664,1384
2995,1664,964,850
2996,1191,716,705
2997,143,716,1191
2998,716,579,705
2999,579,716,850
3000,716,1664,850
3001,1664,716,143
3002,1707,1480,1770
3003,1480,1707,1821
3004,248,1480,1821
3005,411,4,1336
3006,241,4,69
3007,4,411,69
3008,77,2098,56
3009,1471,1316,700
3010,1538,1471,700
3011,1471,504,1316
3012,1471,77,504
3013,1336,1877,1512
3014,1877,1917,1512
3015,1917,1877,1387
3016,1877,777,1387
3017,1237,980,1997
3018,980,1237,871
3019,980,871,259
3020,980,259,1360
3021,1602,980,1360
3022,980,1602,1997
3023,939,1855,1602
3024,1855,1567,1602
3025,1855,423,1567
3026,1855,939,1544
3027,1530,1855,1544
3028,423,1855,1530
3029,1392,14,836
3030,2041,1392,836
3031,1134,1392,2041
3032,290,1392,1134
3033,220,1915,1353
3034,614,220,1353
3035,14,220,614
3036,349,676,728
3037,676,760,178
3038,728,676,178
3039,676,349,1751
3040,760,676,1581
3041,676,1751,1581
3042,1085,1527,2084
3043,1527,1085,1563
3044,351,1394,2131
3045,1394,1370,2131
3046,61,1394,351
3047,1370,1394,253
3048,353,2046,1849
3049,1849,2046,1642
3050,2046,174,705
3051,174,2046,353
3052,2046,579,1642
3053,579,2046,705
3054,1518,1626,1120
3055,353,1518,1120
3056,972,1518,1268
3057,1518,353,1268
3058,1052,788,253
3059,788,1370,253
3060,390,788,773
3061,1370,788,390
3062,2101,1704,264
3063,1704,2101,809
3064,1704,1052,264
3065,1704,788,1052
3066,1704,809,773
3067,788,1704,773
3068,735,394,585
3069,394,1626,585
3070,394,2038,1718
3071,394,735,2038
3072,914,394,1718
3073,1626,394,914
3074,186,1130,253
3075,1394,186,253
3076,186,1394,61
3077,1911,61,351
3078,1911,1374,932
3079,1334,1911,932
3080,61,1911,1334
3081,1911,2073,1374
3082,1911,351,2073
3083,108,1092,1213
3084,108,1213,2137
3085,108,1530,846
3086,1092,108,846
3087,423,108,2137
3088,108,423,1530
3089,2048,1737,517
3090,2048,1935,1737
3091,2048,369,1962
3092,369,2048,517
3093,1330,483,494
3094,1002,483,1330
3095,483,1696,494
3096,483,1032,1696
3097,1494,483,1002
3098,1032,1494,993
3099,483,1494,1032
3100,1381,1522,1517
3101,1381,1002,1522
3102,1699,1381,1517
3103,1381,1494,1002
3104,1894,1023,1466
3105,1023,1894,875
3106,849,121,325
3107,1646,1023,875
3108,1023,1646,121
3109,2091,298,745
3110,1077,298,1155
3111,298,1077,745
3112,1011,1526,1238
3113,1011,1238,307
3114,2177,1011,307
3115,2138,1958,1269
3116,2138,970,1958
3117,2138,1649,1468
3118,1649,2138,1269
3119,954,1103,1958
3120,1103,1170,1550
3121,1269,1103,1550
3122,1958,1103,1269
3123,1127,1492,135
3124,1492,337,135
3125,1492,1127,969
3126,2094,1492,969
3127,860,1492,2094
3128,337,1492,860
3129,1818,294,898
3130,697,294,1818
3131,558,753,550
3132,558,1592,2014
3133,558,550,1592
3134,753,569,697
3135,1782,1762,119
3136,1355,1782,119
3137,1762,1782,11
3138,1782,475,11
3139,1782,1355,911
3140,475,1782,911
3141,2195,515,1069
3142,2195,1069,1506
3143,911,2195,2092
3144,515,2195,911
3145,2195,2167,2092
3146,2167,2195,1506
3147,1260,820,582
3148,1260,884,1266
3149,1078,1260,1266
3150,820,1260,1078
3151,1260,582,1803
3152,884,1260,1803
3153,1458,664,1133
3154,1403,1940,626
3155,1458,1403,626
3156,1403,432,1940
3157,432,1403,1179
3158,1473,23,1742
3159,1473,928,250
3160,928,1473,1742
3161,1801,409,626
3162,23,409,1801
3163,664,1306,1133
3164,1081,1970,1131
3165,1970,882,1131
3166,1970,1306,882
3167,1764,1234,1865
3168,1234,172,1865
3169,1234,1766,1266
3170,1234,1764,1766
3171,1671,172,619
3172,1671,1467,1738
3173,1274,450,1952
3174,399,1552,646
3175,1816,1552,1853
3176,469,1081,1131
3177,469,399,1081
3178,399,469,323
3179,469,373,323
3180,714,782,1591
3181,326,782,817
3182,1790,714,1151
3183,782,1790,817
3184,1790,782,714
3185,661,99,139
3186,472,1886,1413
3187,1886,1510,1413
3188,1510,1886,2070
3189,1408,1151,142
3190,2070,1408,142
3191,1886,1408,2070
3192,1144,611,142
3193,611,2070,142
3194,611,2042,2070
3195,1790,924,817
3196,1632,924,472
3197,209,1725,1774
3198,1725,209,1746
3199,2201,1725,1746
3200,631,1725,2201
3201,1129,631,2201
3202,1129,215,1638
3203,1129,2201,215
3204,10,1054,158
3205,1361,10,158
3206,1108,10,1361
3207,232,889,977
3208,737,232,977
3209,232,737,70
3210,971,232,70
3211,557,1328,2190
3212,1035,416,1686
3213,213,2065,639
3214,418,2065,213
3215,1004,1432,1562
3216,1004,1521,1432
3217,1708,1004,1562
3218,1004,1708,639
3219,2065,1004,639
3220,1004,2065,1521
3221,1784,1882,289
3222,1606,1784,289
3223,486,1784,1606
3224,1246,177,762
3225,535,1246,762
3226,1554,184,327
3227,184,2006,327
3228,2006,184,1003
3229,184,486,1003
3230,2044,1547,1019
3231,1547,1554,1019
3232,1547,2044,422
3233,789,685,601
3234,601,685,78
3235,685,1673,1910
3236,685,789,1673
3237,1315,685,1910
3238,685,1315,78
3239,413,2034,1094
3240,2034,413,648
3241,413,757,648
3242,413,1515,757
3243,1515,1981,1680
3244,1680,1981,1160
3245,1981,413,1094
3246,413,1981,1515
3247,1981,1182,1160
3248,1981,1094,1182
3249,1604,571,442
3250,442,571,46
3251,1040,571,734
3252,571,1604,734
3253,46,571,1469
3254,571,1040,1469
3255,2078,1281,999
3256,900,2078,1637
3257,125,2078,999
3258,2078,125,1637
3259,2103,480,44
3260,480,1098,44
3261,1098,480,1947
3262,1947,480,762
3263,480,535,762
3264,480,2103,535
3265,1139,2002,295
3266,295,2002,1123
3267,2002,1202,283
3268,2002,1139,1202
3269,1152,2002,283
3270,2002,1152,1123
3271,1121,795,1819
3272,1198,795,1121
3273,1819,795,1407
3274,795,1285,1407
3275,795,1417,1285
3276,1104,416,1566
3277,2037,884,464
3278,2037,464,619
3279,172,2037,619
3280,884,2037,1266
3281,2037,1234,1266
3282,1234,2037,172
3283,882,706,1131
3284,706,1062,123
3285,913,1414,1399
3286,1467,913,1399
3287,1113,1414,671
3288,1691,936,619
3289,936,1671,619
3290,1671,936,1467
3291,936,1691,439
3292,913,936,439
3293,936,913,1467
3294,1613,1068,1774
3295,1068,1613,1951
3296,1613,1143,1951
3297,518,2166,675
3298,2166,518,2018
3299,2166,19,671
3300,19,2166,2018
3301,2160,450,1274
3302,1969,326,1957
3303,1697,524,940
3304,1891,1969,1957
3305,1969,1891,681
3306,466,302,2
3307,1918,1479,786
3308,1025,1,142
3309,1971,1025,142
3310,1391,198,1207
3311,2091,1391,1207
3312,1391,110,113
3313,110,1391,2091
3314,462,113,1
3315,333,462,1
3316,1590,198,1478
3317,198,1590,1207
3318,1238,1590,307
3319,1590,1238,1207
3320,566,180,768
3321,566,1755,180
3322,566,768,1679
3323,228,566,1679
3324,566,228,65
3325,1755,566,65
3326,2082,1852,511
3327,130,1852,282
3328,511,1852,130
3329,1852,2082,2105
3330,1852,245,282
3331,1852,2105,245
3332,1412,1150,1059
3333,1717,1412,1059
3334,1150,1412,328
3335,1412,2050,328
3336,2050,1412,1206
3337,1412,1717,1206
3338,673,31,297
3339,655,31,673
3340,31,1339,297
3341,31,52,1339
3342,983,31,655
3343,52,983,1553
3344,31,983,52
3345,1998,1542,1185
3346,1998,655,1542
3347,1345,1998,1185
3348,1998,983,655
3349,1044,1216,2126
3350,1216,1044,1660
3351,1660,1044,45
3352,45,1044,621
3353,1044,2126,621
3354,1977,143,1191
3355,1977,1191,1770
3356,1480,1977,1770
3357,4,2075,1336
3358,2075,1877,1336
3359,777,2075,2149
3360,1877,2075,777
3361,2098,761,56
3362,56,761,709
3363,761,1308,709
3364,1308,761,241
3365,1471,1773,77
3366,2098,1773,2149
3367,1773,2098,77
3368,2149,1773,1438
3369,1773,1538,1438
3370,1773,1471,1538
3371,1295,1392,290
3372,1392,1295,14
3373,1295,220,14
3374,575,1295,290
3375,378,1527,1563
3376,378,1563,1208
3377,264,378,1208
3378,1527,378,1130
3379,1052,378,264
3380,378,1052,1130
3381,1518,1709,1626
3382,1626,1709,585
3383,1709,972,112
3384,1709,1518,972
3385,1497,1709,112
3386,1709,1497,585
3387,186,851,1130
3388,2084,851,1942
3389,1527,851,2084
3390,851,1527,1130
3391,1935,624,890
3392,2048,624,1935
3393,624,1535,890
3394,1535,624,37
3395,624,1962,37
3396,624,2048,1962
3397,1644,1381,1699
3398,1381,1644,1494
3399,1494,1644,993
3400,993,1644,1217
3401,1644,1750,1217
3402,1750,1644,1699
3403,647,1023,121
3404,849,647,121
3405,1023,647,1466
3406,647,140,1466
3407,298,1996,1155
3408,121,758,325
3409,1646,758,121
3410,874,298,2091
3411,874,2091,1207
3412,1996,874,1526
3413,874,1996,298
3414,1238,874,1207
3415,1526,874,1238
3416,970,199,414
3417,2138,199,970
3418,414,199,796
3419,199,391,796
3420,391,199,1468
3421,199,2138,1468
3422,1103,111,1170
3423,111,1103,954
3424,1170,111,1555
3425,1555,111,205
3426,111,954,205
3427,1248,838,1289
3428,2061,1862,84
3429,2061,814,1862
3430,1458,959,664
3431,959,409,618
3432,959,1458,626
3433,409,959,626
3434,1418,1797,1940
3435,432,1418,1940
3436,1797,1418,1154
3437,2194,1901,1828
3438,1828,1901,250
3439,1901,1473,250
3440,959,1627,664
3441,1627,959,618
3442,854,1437,254
3443,1062,854,254
3444,854,706,882
3445,706,854,1062
3446,1306,702,882
3447,702,854,882
3448,854,702,1437
3449,702,1306,664
3450,1627,702,664
3451,702,1627,1437
3452,1970,1393,1306
3453,1306,1393,1133
3454,59,1081,646
3455,59,1970,1081
3456,1393,59,203
3457,59,1393,1970
3458,1671,2102,172
3459,172,2102,1865
3460,2102,1738,254
3461,2102,1671,1738
3462,1239,173,1853
3463,1552,1239,1853
3464,1239,399,323
3465,1239,1552,399
3466,173,265,1995
3467,265,1239,323
3468,1239,265,173
3469,2157,173,1995
3470,450,460,1952
3471,1579,460,1995
3472,460,2157,1995
3473,2157,460,450
3474,469,853,373
3475,853,469,1131
3476,706,853,1131
3477,853,706,123
3478,973,1790,1151
3479,1408,973,1151
3480,924,973,472
3481,973,924,1790
3482,973,1886,472
3483,973,1408,1886
3484,1632,410,68
3485,410,472,1413
3486,410,1632,472
3487,661,2033,99
3488,2033,1510,99
3489,1510,2033,1413
3490,2033,410,1413
3491,421,1510,2070
3492,421,2042,355
3493,2042,421,2070
3494,99,421,355
3495,1510,421,99
3496,302,872,2
3497,1657,1274,1952
3498,1129,1568,631
3499,1725,755,1774
3500,755,1725,631
3501,468,1847,1723
3502,698,1892,1470
3503,1847,698,1723
3504,698,1847,1892
3505,1864,1233,276
3506,140,1233,1864
3507,2205,232,971
3508,232,2205,889
3509,1328,1811,1566
3510,1811,1328,557
3511,1521,2171,1117
3512,2065,2171,1521
3513,2171,2011,1117
3514,2011,2171,1730
3515,2171,418,1730
3516,2171,2065,418
3517,1115,1850,420
3518,2103,1850,535
3519,420,1850,734
3520,1850,2103,734
3521,1882,659,72
3522,659,405,72
3523,1784,815,1882
3524,238,1246,535
3525,1850,238,535
3526,238,1850,1115
3527,1246,238,441
3528,124,1547,422
3529,124,1246,441
3530,177,124,422
3531,1246,124,177
3532,331,2078,900
3533,2078,331,1281
3534,990,331,900
3535,1098,331,990
3536,1281,331,1365
3537,331,1098,1365
3538,795,1385,1417
3539,1385,795,1198
3540,1385,6,1417
3541,6,1385,1257
3542,1385,1198,1257
3543,1104,561,416
3544,1686,561,1087
3545,416,561,1686
3546,561,1104,389
3547,471,393,473
3548,393,1104,1566
3549,393,1811,473
3550,1811,393,1566
3551,1690,1158,1399
3552,1158,1690,123
3553,1414,1444,1399
3554,1444,1690,1399
3555,1690,1444,583
3556,1113,1444,1414
3557,1104,498,389
3558,393,498,1104
3559,498,393,471
3560,913,1788,1414
3561,1414,1788,671
3562,675,1788,439
3563,1788,913,439
3564,1788,2166,671
3565,2166,1788,675
3566,1113,2077,389
3567,2077,561,389
3568,19,2077,671
3569,2077,1113,671
3570,2077,19,1087
3571,561,2077,1087
3572,2168,161,920
3573,2164,780,1045
3574,1178,1057,1587
3575,466,1178,1711
3576,1591,754,142
3577,754,1971,142
3578,138,1969,681
3579,754,138,1971
3580,872,2178,2
3581,466,1086,302
3582,302,1086,1957
3583,1086,1891,1957
3584,1086,466,1711
3585,560,1086,1711
3586,1086,560,1891
3587,2199,1008,95
3588,1479,715,1347
3589,715,1918,308
3590,1918,715,1479
3591,462,602,113
3592,602,1391,113
3593,1391,602,198
3594,198,22,1478
3595,22,462,333
3596,602,22,198
3597,22,602,462
3598,1683,335,868
3599,335,1683,1724
3600,1786,2205,1543
3601,889,1786,1411
3602,2205,1786,889
3603,371,1755,868
3604,1755,371,180
3605,371,1434,180
3606,371,1453,1434
3607,1434,1477,1108
3608,1453,1477,1434
3609,1621,1998,1345
3610,1998,1621,983
3611,1621,1345,2090
3612,1048,1621,2090
3613,1553,1621,1048
3614,983,1621,1553
3615,1977,879,143
3616,143,879,2193
3617,879,1284,2193
3618,879,637,1284
3619,2040,1977,1480
3620,1371,2040,248
3621,2040,1480,248
3622,2040,879,1977
3623,2040,1371,637
3624,879,2040,637
3625,67,2075,4
3626,67,761,2098
3627,67,2098,2149
3628,2075,67,2149
3629,67,4,241
3630,761,67,241
3631,220,39,1915
3632,1295,39,220
3633,39,1295,575
3634,39,575,1367
3635,39,1367,2150
3636,1915,39,2150
3637,851,658,1942
3638,658,851,186
3639,658,1727,1942
3640,1727,658,1334
3641,658,61,1334
3642,658,186,61
3643,385,849,325
3644,1479,2143,786
3645,1785,385,325
3646,385,1785,554
3647,1194,1646,875
3648,1194,875,424
3649,1126,1194,424
3650,401,1011,2177
3651,1008,401,2177
3652,1403,1286,1179
3653,1286,1458,1133
3654,1286,1403,1458
3655,838,2051,203
3656,1393,2051,1133
3657,2051,1393,203
3658,2051,1286,1133
3659,1688,1248,1289
3660,1232,1688,1289
3661,1688,1232,1263
3662,1688,1263,989
3663,2039,2170,139
3664,2170,2039,1689
3665,838,816,1289
3666,816,838,203
3667,1552,1333,646
3668,1333,1552,1816
3669,192,1144,1364
3670,192,611,1144
3671,611,90,2042
3672,192,90,611
3673,2039,1831,1689
3674,1099,569,753
3675,569,1099,733
3676,1099,1423,733
3677,1418,1070,1154
3678,1154,1070,84
3679,1070,2061,84
3680,2053,432,1179
3681,730,1901,2194
3682,730,2194,288
3683,1901,1584,1473
3684,1473,1584,23
3685,1584,409,23
3686,730,1584,1901
3687,409,1584,618
3688,1584,730,618
3689,1627,1224,1437
3690,1224,730,288
3691,1224,1627,618
3692,730,1224,618
3693,2157,1623,173
3694,1623,1241,1853
3695,173,1623,1853
3696,1857,661,774
3697,1857,774,940
3698,1857,2033,661
3699,2033,1857,410
3700,1857,940,68
3701,410,1857,68
3702,524,746,68
3703,746,1632,68
3704,2178,746,524
3705,746,2178,872
3706,92,326,817
3707,326,92,1957
3708,92,302,1957
3709,92,872,302
3710,1439,1557,895
3711,1557,1580,1209
3712,460,1580,1952
3713,1209,1580,1579
3714,1580,460,1579
3715,53,1657,2141
3716,1573,53,2141
3717,1657,1366,1274
3718,53,1366,1657
3719,458,1366,1482
3720,1366,53,1482
3721,2109,557,2190
3722,557,2109,895
3723,1176,1129,1638
3724,1176,1568,1129
3725,1033,1176,1638
3726,1054,1176,1033
3727,1049,1613,1774
3728,755,1049,1774
3729,2023,1568,1892
3730,1847,2023,1892
3731,1568,2023,631
3732,2023,755,631
3733,2181,929,1035
3734,929,416,1035
3735,929,1328,1566
3736,416,929,1566
3737,628,698,1470
3738,1979,628,1470
3739,698,1153,1723
3740,1153,628,165
3741,628,1153,698
3742,1979,343,1326
3743,343,1477,1326
3744,343,10,1108
3745,1477,343,1108
3746,633,1795,2022
3747,1795,1203,2022
3748,633,1277,165
3749,1447,2110,1503
3750,2110,764,1503
3751,764,2110,1083
3752,1812,1424,276
3753,1424,1812,534
3754,1866,75,620
3755,1812,75,1866
3756,1233,75,276
3757,75,1812,276
3758,1893,790,2114
3759,1893,1277,633
3760,1893,633,2022
3761,790,1893,2022
3762,1203,1063,2022
3763,1063,790,2022
3764,1557,1988,895
3765,1988,557,895
3766,1988,1811,557
3767,1988,1557,1209
3768,1988,1209,473
3769,1811,1988,473
3770,985,659,1882
3771,985,815,441
3772,815,985,1882
3773,659,985,1115
3774,238,985,441
3775,985,238,1115
3776,859,659,1115
3777,859,1115,420
3778,405,859,592
3779,659,859,405
3780,859,1841,592
3781,859,420,1841
3782,1747,815,1784
3783,1747,184,1554
3784,1747,1784,486
3785,184,1747,486
3786,1668,1690,583
3787,1668,179,373
3788,179,1668,583
3789,1690,1668,123
3790,1668,853,123
3791,853,1668,373
3792,1444,1610,583
3793,1610,1444,1113
3794,1610,1113,389
3795,498,1610,389
3796,670,1896,1587
3797,1057,670,1587
3798,2206,1178,1587
3799,1178,2206,1711
3800,407,28,1776
3801,28,2164,1776
3802,2152,1678,1490
3803,670,2152,1490
3804,2152,670,1057
3805,1678,848,1490
3806,848,98,1490
3807,98,848,458
3808,1270,138,754
3809,1270,754,1591
3810,1969,1270,326
3811,138,1270,1969
3812,782,1270,1591
3813,1270,782,326
3814,22,650,1478
3815,650,22,333
3816,1025,998,1
3817,1590,1168,307
3818,1168,1590,1478
3819,1280,1008,2177
3820,1008,1280,95
3821,1684,2199,95
3822,267,1684,95
3823,454,1222,1789
3824,454,1789,1776
3825,2164,454,1776
3826,454,2164,1045
3827,2155,454,1045
3828,454,2155,1222
3829,2155,1918,786
3830,1222,2155,786
3831,1222,191,1789
3832,191,1684,1789
3833,1684,191,2199
3834,2199,191,383
3835,156,2173,708
3836,2173,3,708
3837,54,1573,2141
3838,1439,54,2141
3839,2123,1724,2132
3840,2123,335,1724
3841,1411,2123,2132
3842,335,2123,894
3843,335,826,868
3844,826,371,868
3845,826,335,894
3846,826,894,1653
3847,1453,826,1653
3848,371,826,1453
3849,1079,1477,1453
3850,1079,1453,1653
3851,1203,1079,1653
3852,1477,1079,1326
3853,1079,1795,1326
3854,1795,1079,1203
3855,2143,1514,786
3856,1514,1222,786
3857,191,1514,383
3858,1514,191,1222
3859,758,778,325
3860,778,1785,325
3861,493,2143,554
3862,1785,493,554
3863,1514,493,383
3864,493,1514,2143
3865,2169,758,1646
3866,1194,2169,1646
3867,2051,544,1286
3868,1286,544,1179
3869,1248,544,838
3870,544,2051,838
3871,965,961,175
3872,961,1232,175
3873,2170,961,965
3874,961,2170,1689
3875,1263,961,1689
3876,1232,961,1263
3877,956,1688,989
3878,1688,956,1248
3879,956,989,733
3880,1423,956,733
3881,1608,2170,965
3882,1965,1608,965
3883,1608,661,139
3884,2170,1608,139
3885,661,1608,774
3886,1608,1965,774
3887,1965,738,774
3888,738,1965,2008
3889,774,738,940
3890,738,1697,940
3891,1697,738,1740
3892,738,2008,1740
3893,1457,816,1177
3894,816,1457,1289
3895,1457,1232,1289
3896,1232,1457,175
3897,816,1261,1177
3898,1261,1333,1177
3899,59,1261,203
3900,1261,816,203
3901,1261,59,646
3902,1333,1261,646
3903,1333,223,1177
3904,223,1333,1816
3905,1162,965,175
3906,1162,1965,965
3907,1965,1162,2008
3908,1162,1430,2008
3909,1614,1420,294
3910,1531,1420,1364
3911,1420,1531,898
3912,294,1420,898
3913,1545,1614,294
3914,1545,294,697
3915,569,1545,697
3916,1840,1614,798
3917,90,1840,798
3918,1840,90,192
3919,1840,1420,1614
3920,1840,192,1364
3921,1420,1840,1364
3922,1405,1831,2039
3923,1405,2039,355
3924,2042,1405,355
3925,1831,1405,798
3926,90,1405,2042
3927,1405,90,798
3928,558,1963,753
3929,1963,1099,753
3930,701,2053,1179
3931,2053,701,1423
3932,701,956,1423
3933,956,701,1248
3934,544,701,1179
3935,701,544,1248
3936,280,1418,432
3937,2053,280,432
3938,280,1070,1418
3939,1224,1618,1437
3940,1437,1618,254
3941,1865,1618,288
3942,1618,1224,288
3943,1618,2102,254
3944,2102,1618,1865
3945,1632,1005,924
3946,746,1005,1632
3947,924,1005,817
3948,1005,92,817
3949,1005,746,872
3950,92,1005,872
3951,1580,396,1952
3952,396,1580,1557
3953,396,1657,1952
3954,1657,396,2141
3955,396,1439,2141
3956,1439,396,1557
3957,1528,53,1573
3958,921,1528,1573
3959,1528,780,1482
3960,53,1528,1482
3961,1568,216,1892
3962,1176,216,1568
3963,1892,216,1470
3964,216,1176,1054
3965,876,1049,755
3966,876,1847,468
3967,2023,876,755
3968,876,2023,1847
3969,1049,1303,1613
3970,1613,1303,1143
3971,1143,1303,1035
3972,1303,2181,1035
3973,1674,1450,2181
3974,1450,929,2181
3975,1328,1450,2190
3976,929,1450,1328
3977,1153,1794,1723
3978,1161,343,1979
3979,1161,1979,1470
3980,10,1161,1054
3981,343,1161,10
3982,216,1161,1470
3983,1161,216,1054
3984,1464,1795,633
3985,1464,633,165
3986,1464,1979,1326
3987,1795,1464,1326
3988,628,1464,165
3989,1464,628,1979
3990,764,102,1342
3991,102,764,1083
3992,1376,2110,1447
3993,1376,2109,2190
3994,2109,1376,1447
3995,27,647,849
3996,385,27,849
3997,1352,1233,140
3998,1352,27,1322
3999,647,1352,140
4000,27,1352,647
4001,2143,272,554
4002,272,1479,1347
4003,272,2143,1479
4004,534,2085,70
4005,1812,2085,534
4006,2085,971,70
4007,2085,1812,1866
4008,2172,1893,2114
4009,1893,2172,1277
4010,102,2172,1342
4011,2172,102,1277
4012,894,1698,1653
4013,1698,1203,1653
4014,1698,1063,1203
4015,1955,776,960
4016,667,1955,960
4017,790,1955,2114
4018,1955,667,2114
4019,1698,1771,1063
4020,1771,1786,1543
4021,1063,1702,790
4022,1702,1955,790
4023,1955,1702,776
4024,1771,1702,1063
4025,776,1702,1543
4026,1702,1771,1543
4027,1593,776,1543
4028,1593,2205,971
4029,2205,1593,1543
