face_id,i,j,k
1405,1710,440,1107
1406,440,883,178
1407,440,1710,1258
1408,883,440,1258
1409,440,760,1107
1410,760,440,178
1411,728,863,2150
1412,863,728,178
1413,202,984,1107
1414,202,760,1581
1415,760,202,1107
1416,984,202,546
1417,1329,1694,546
1418,979,1329,1647
1419,1329,979,1694
1420,1558,580,1056
1421,1056,580,1607
1422,665,580,775
1423,580,1558,775
1424,356,769,342
1425,769,356,573
1426,356,1791,573
1427,1791,356,713
1428,230,1305,444
1429,230,444,80
1430,322,230,80
1431,230,322,1169
1432,1305,415,342
1433,415,356,342
1434,713,415,17
1435,356,415,713
1436,26,1778,1607
1437,1932,26,1472
1438,26,1932,1778
1439,865,361,1312
1440,1359,865,1312
1441,865,572,361
1442,865,1359,1344
1443,222,1244,1066
1444,1244,1634,1360
1445,897,865,1344
1446,865,897,572
1447,1383,653,783
1448,653,361,783
1449,361,653,1312
1450,653,1138,1312
1451,1383,1338,1508
1452,1338,1383,783
1453,1066,1338,783
1454,208,1338,1066
1455,1231,208,968
1456,315,1231,968
1457,1338,1231,1508
1458,1231,1338,208
1459,259,208,1066
1460,259,1244,1360
1461,1244,259,1066
1462,7,909,1687
1463,1687,909,1097
1464,909,765,1097
1465,909,7,1525
1466,765,909,2113
1467,909,1525,2113
1468,2096,315,1507
1469,1943,2096,16
1470,2096,516,16
1471,2096,1507,516
1472,403,1687,1097
1473,474,403,1097
1474,403,1383,1687
1475,403,653,1383
1476,403,474,1138
1477,653,403,1138
1478,1138,2093,1312
1479,160,2093,1138
1480,2093,1359,1312
1481,1359,2093,1042
1482,1571,1798,1204
1483,2062,1122,86
1484,1122,1309,33
1485,1851,1100,2079
1486,1424,945,1302
1487,1424,1302,276
1488,945,1424,1136
1489,1424,534,1136
1490,30,591,190
1491,993,30,190
1492,30,963,1136
1493,591,30,1136
1494,963,30,1217
1495,30,993,1217
1496,591,737,190
1497,1807,737,977
1498,737,1807,190
1499,737,591,70
1500,134,217,1038
1501,134,648,622
1502,170,134,622
1503,217,134,170
1504,296,1361,158
1505,768,1949,1679
1506,104,296,802
1507,1949,104,802
1508,104,1361,296
1509,1361,104,311
1510,768,104,1949
1511,104,768,311
1512,2158,680,477
1513,1249,2158,477
1514,279,453,741
1515,74,279,741
1516,1880,279,74
1517,279,1880,505
1518,141,395,297
1519,604,864,1404
1520,2179,604,1404
1521,604,2179,749
1522,726,604,749
1523,864,604,726
1524,336,638,1225
1525,638,543,1225
1526,638,2140,0
1527,638,336,2140
1528,278,638,0
1529,543,638,278
1530,505,406,1792
1531,2140,406,1267
1532,406,505,1267
1533,336,2031,2140
1534,887,2031,336
1535,2031,406,2140
1536,1031,189,1863
1537,41,510,1921
1538,510,88,1921
1539,510,255,568
1540,255,510,41
1541,103,1491,495
1542,1904,103,495
1543,103,690,182
1544,103,1904,690
1545,245,2105,182
1546,2105,103,182
1547,103,2105,1491
1548,910,707,1188
1549,910,1553,784
1550,2029,374,495
1551,374,784,495
1552,374,910,784
1553,910,374,707
1554,1739,1909,1570
1555,887,1739,1570
1556,1739,887,271
1557,1858,1739,271
1558,1999,837,1921
1559,1999,1053,1655
1560,1053,1999,13
1561,1999,1921,13
1562,837,332,1909
1563,1909,332,1570
1564,332,189,1570
1565,1999,332,837
1566,189,332,1655
1567,332,1999,1655
1568,1259,1095,2118
1569,1095,690,2118
1570,131,1095,1913
1571,1095,1259,1913
1572,1603,1095,131
1573,1095,1603,690
1574,1889,293,1987
1575,1906,293,578
1576,293,1889,578
1577,2135,1889,1987
1578,2135,1987,1913
1579,2135,319,627
1580,1889,2135,627
1581,1259,2135,1913
1582,2135,1259,319
1583,397,1059,1096
1584,1883,397,1096
1585,397,1973,1945
1586,1973,397,1883
1587,1134,1440,1945
1588,1440,397,1945
1589,397,1440,1059
1590,1713,107,1524
1591,689,617,1067
1592,674,617,689
1593,1240,617,674
1594,617,1240,1860
1595,617,2196,1067
1596,2196,617,1860
1597,1185,689,1540
1598,155,1185,1540
1599,1703,1561,1024
1600,2112,1561,1703
1601,1561,2112,649
1602,1561,1036,1024
1603,1036,1561,635
1604,1561,649,635
1605,2125,1421,649
1606,2125,2112,317
1607,2112,2125,649
1608,120,479,1549
1609,1112,120,1549
1610,1421,120,1112
1611,1871,1375,781
1612,1375,1275,781
1613,703,1214,958
1614,1214,703,1769
1615,1375,1214,1769
1616,1214,1375,1871
1617,2183,1451,1406
1618,1451,2183,937
1619,937,2183,1586
1620,2183,400,1586
1621,1318,2071,2080
1622,2071,1451,2080
1623,1451,2071,1406
1624,2071,1318,1835
1625,1814,2071,1835
1626,2071,1814,1406
1627,1318,321,1835
1628,503,457,1395
1629,1051,869,1519
1630,1051,2183,1406
1631,400,1051,1519
1632,2183,1051,400
1633,1695,686,1354
1634,686,2016,1354
1635,640,1832,1838
1636,1072,640,1838
1637,654,87,2054
1638,87,917,364
1639,917,87,1384
1640,87,654,1384
1641,2054,867,301
1642,87,867,2054
1643,2154,867,364
1644,867,87,364
1645,200,2144,1700
1646,2144,200,1072
1647,425,200,1700
1648,200,425,301
1649,654,964,1384
1650,850,964,334
1651,609,654,2054
1652,1065,609,2054
1653,609,1726,721
1654,609,1065,1726
1655,1454,1559,2163
1656,651,1454,2163
1657,275,1454,71
1658,1454,651,71
1659,651,1666,85
1660,25,827,2068
1661,1221,25,2068
1662,1666,25,85
1663,25,1666,827
1664,117,126,916
1665,2108,1091,857
1666,1091,916,785
1667,1091,117,916
1668,117,1091,2108
1669,1006,923,436
1670,827,1006,436
1671,579,81,1642
1672,81,579,850
1673,1118,1870,725
1674,725,1870,2198
1675,1870,1013,2198
1676,1013,1870,587
1677,587,1870,699
1678,1870,1118,699
1679,1837,1118,725
1680,221,1837,725
1681,1837,1331,570
1682,1837,221,1331
1683,64,691,1975
1684,1975,691,570
1685,1118,691,1661
1686,691,64,1661
1687,691,1837,570
1688,1837,691,1118
1689,1994,810,1141
1690,810,40,1141
1691,804,810,2174
1692,810,1994,2174
1693,810,804,612
1694,40,810,612
1695,64,2009,459
1696,2009,679,459
1697,679,2009,1986
1698,2009,64,1975
1699,1093,1141,1018
1700,1141,1093,926
1701,1093,519,926
1702,1093,50,519
1703,2203,201,11
1704,201,2203,500
1705,2203,11,1499
1706,50,2203,1499
1707,508,792,530
1708,792,2063,530
1709,2063,792,2107
1710,792,1980,2107
1711,1980,792,1905
1712,792,508,1905
1713,521,562,226
1714,34,521,226
1715,521,146,183
1716,562,521,183
1717,146,521,306
1718,521,34,306
1719,207,482,318
1720,482,207,1576
1721,318,2027,807
1722,2027,231,807
1723,482,2027,318
1724,2027,482,799
1725,231,1030,1106
1726,1030,927,1106
1727,2027,1030,231
1728,1030,2027,799
1729,1034,608,556
1730,1034,556,1986
1731,1110,1034,1975
1732,608,1034,1110
1733,2009,1034,1986
1734,1034,2009,1975
1735,309,1779,684
1736,309,684,492
1737,309,2139,2198
1738,1779,309,2198
1739,362,309,492
1740,2139,309,362
1741,2175,1779,1013
1742,2175,1523,1582
1743,2175,1013,1523
1744,2097,1132,362
1745,2097,362,492
1746,488,2097,492
1747,1132,2097,1084
1748,2097,1186,1084
1749,1186,2097,488
1750,277,63,1331
1751,221,277,1331
1752,277,683,306
1753,63,277,306
1754,844,2066,1110
1755,2066,608,1110
1756,608,2066,1576
1757,2066,844,1463
1758,502,1879,1806
1759,1879,502,772
1760,285,1875,2020
1761,2186,1808,845
1762,1808,2186,152
1763,1875,258,2020
1764,487,258,576
1765,1284,1597,917
1766,917,1597,364
1767,1597,1146,364
1768,1597,487,1146
1769,1438,1879,772
1770,1917,1377,1512
1771,1917,1707,1377
1772,1917,1387,1821
1773,1707,1917,1821
1774,56,2013,2127
1775,2013,56,709
1776,1323,1181,1594
1777,1594,1181,115
1778,1181,137,115
1779,137,1181,1983
1780,1890,1323,1796
1781,1890,170,1867
1782,2074,1890,1796
1783,170,1890,2074
1784,952,137,1983
1785,952,687,968
1786,952,1983,687
1787,1997,1567,242
1788,1602,1567,1997
1789,1140,1299,1834
1790,162,1299,130
1791,1299,162,1834
1792,1500,555,1583
1793,555,1500,870
1794,1299,132,130
1795,2116,1206,568
1796,803,1368,1583
1797,555,803,1583
1798,803,1732,1096
1799,803,555,1732
1800,1368,1150,328
1801,1059,1150,1096
1802,1150,803,1096
1803,803,1150,1368
1804,261,1595,1827
1805,1560,1595,1502
1806,1595,237,1502
1807,1595,261,237
1808,1694,1616,287
1809,979,1616,1694
1810,261,1616,237
1811,1616,979,237
1812,614,1353,376
1813,614,1923,878
1814,1923,614,376
1815,1353,1915,1310
1816,863,1915,2150
1817,1915,863,1310
1818,1751,1815,1581
1819,1751,449,1815
1820,1563,1973,1208
1821,1973,1563,1101
1822,643,1849,1642
1823,972,1425,112
1824,434,720,85
1825,25,434,85
1826,434,25,1221
1827,720,434,431
1828,434,1319,431
1829,434,1221,1319
1830,1899,922,1060
1831,1846,1899,1060
1832,1899,484,1164
1833,922,1899,1164
1834,484,1899,212
1835,1899,1846,212
1836,976,1311,966
1837,1319,976,431
1838,1311,976,1319
1839,1171,1846,1060
1840,1311,1171,1060
1841,1171,1311,1319
1842,1221,1171,1319
1843,1171,1221,797
1844,1846,1171,797
1845,901,1924,1374
1846,901,2073,112
1847,2073,901,1374
1848,1924,901,2056
1849,1425,901,112
1850,901,1425,2056
1851,1055,1578,870
1852,1578,555,870
1853,555,1578,1732
1854,809,1055,1505
1855,1213,2095,870
1856,2095,1055,870
1857,2095,616,1505
1858,1055,2095,1505
1859,1974,390,773
1860,1974,2038,390
1861,914,893,1120
1862,585,1497,2131
1863,2073,1497,112
1864,1497,351,2131
1865,351,1497,2073
1866,1308,320,709
1867,1308,241,1483
1868,846,1308,1483
1869,1308,846,320
1870,1220,1634,1925
1871,1220,2088,1544
1872,1228,1220,1925
1873,2088,1220,1228
1874,939,1220,1544
1875,1220,939,1634
1876,939,1602,1360
1877,1634,939,1360
1878,411,1001,69
1879,1001,411,1933
1880,411,1389,1933
1881,1389,411,1336
1882,1601,1389,1512
1883,1389,1336,1512
1884,1696,1100,494
1885,1020,176,2005
1886,176,1287,2005
1887,316,176,1989
1888,1287,176,316
1889,176,33,1989
1890,176,1122,33
1891,176,1020,86
1892,1122,176,86
1893,1287,235,2005
1894,235,931,2005
1895,931,235,304
1896,235,1287,1197
1897,1750,1431,1197
1898,1431,1750,197
1899,1431,197,350
1900,662,1431,350
1901,1750,1984,1217
1902,1984,963,1217
1903,963,1984,316
1904,1287,1409,1197
1905,1409,1750,1197
1906,1409,1984,1750
1907,1409,1287,316
1908,1984,1409,316
1909,903,2104,925
1910,2104,666,925
1911,666,2104,49
1912,49,2104,890
1913,1737,1484,1498
1914,1737,903,1484
1915,517,1737,1498
1916,855,1522,1195
1917,101,1639,1174
1918,1639,855,1174
1919,1639,101,1934
1920,1639,1522,855
1921,1639,1934,1517
1922,1522,1639,1517
1923,517,953,1748
1924,953,1768,1908
1925,1768,953,1498
1926,953,517,1498
1927,1422,1330,494
1928,953,1422,1748
1929,1330,1422,1908
1930,1422,953,1908
1931,274,1422,494
1932,1422,274,1748
1933,1100,274,494
1934,274,1100,1851
1935,1105,65,1820
1936,225,2132,2079
1937,2132,823,2079
1938,823,1851,2079
1939,823,1724,305
1940,1724,823,2132
1941,1851,823,93
1942,823,305,93
1943,369,517,1748
1944,369,1641,1962
1945,1126,1441,1155
1946,291,1126,424
1947,1126,291,1441
1948,1309,370,1466
1949,370,1122,2062
1950,1122,370,1309
1951,875,1894,424
1952,1894,1028,424
1953,370,1894,1466
1954,1028,1894,2062
1955,1894,370,2062
1956,835,1348,996
1957,1348,835,1230
1958,1230,660,1088
1959,65,660,1820
1960,2072,2122,1088
1961,2122,1348,1088
1962,1124,2122,1733
1963,2122,2072,1733
1964,1824,313,1124
1965,1429,1824,1124
1966,1824,327,1200
1967,313,1824,1200
1968,327,1824,1019
1969,1824,1429,1019
1970,589,313,1793
1971,589,1793,996
1972,1348,589,996
1973,313,589,1124
1974,589,2122,1124
1975,2122,589,1348
1976,796,391,484
1977,391,724,484
1978,1560,391,1468
1979,724,391,1560
1980,2007,1273,118
1981,1273,358,1511
1982,358,414,1511
1983,992,36,682
1984,652,992,682
1985,1511,992,118
1986,992,652,118
1987,1460,527,779
1988,527,358,1273
1989,527,1460,1272
1990,358,527,1272
1991,205,1460,1874
1992,1612,363,384
1993,363,1649,1269
1994,384,363,1550
1995,363,1269,1550
1996,1804,1560,1468
1997,1649,1804,1468
1998,1804,1595,1560
1999,1595,1804,1827
2000,1253,1897,2120
2001,1897,1253,1382
2002,1253,2120,149
2003,227,1253,149
2004,1144,1192,1165
2005,1192,2165,1165
2006,1192,1144,340
2007,1856,1192,340
2008,2165,1192,1856
2009,2021,465,379
2010,379,465,83
2011,465,2049,83
2012,465,496,2049
2013,550,1818,135
2014,1818,1127,135
2015,1127,1818,898
2016,539,1888,1382
2017,1888,2202,1382
2018,1888,539,1279
2019,1745,1888,1279
2020,1888,1745,2003
2021,2202,1888,2003
2022,47,338,497
2023,47,1757,338
2024,1757,47,549
2025,47,1622,549
2026,1297,1235,166
2027,1388,1754,1944
2028,1754,1388,2025
2029,1907,1388,1147
2030,2025,1388,1907
2031,533,299,1089
2032,286,533,1147
2033,1907,533,1089
2034,533,1907,1147
2035,1166,1728,2035
2036,299,1728,1166
2037,1728,533,286
2038,533,1728,299
2039,1523,1506,1582
2040,1506,286,1582
2041,587,2167,1523
2042,2167,1506,1523
2043,1010,1903,1499
2044,1903,1010,157
2045,476,1357,270
2046,310,476,270
2047,1357,476,119
2048,476,310,144
2049,1357,866,270
2050,603,866,1357
2051,270,866,1509
2052,866,1175,1509
2053,1175,866,1446
2054,866,603,1446
2055,509,262,1219
2056,603,509,1219
2057,509,1825,1533
2058,509,603,1825
2059,2121,634,489
2060,634,2121,888
2061,634,499,489
2062,499,634,1223
2063,433,787,1223
2064,433,812,787
2065,634,433,1223
2066,433,634,888
2067,433,888,1633
2068,812,433,1633
2069,1137,1992,1356
2070,1167,1992,1137
2071,1992,29,944
2072,1992,1167,29
2073,456,1436,1926
2074,1436,1029,1363
2075,1783,1436,1363
2076,1436,1783,1926
2077,219,1455,1142
2078,219,456,1926
2079,219,1928,1455
2080,219,1926,1928
2081,2004,897,1344
2082,897,2004,1721
2083,2004,1534,1721
2084,1534,2004,717
2085,1504,347,507
2086,717,1504,507
2087,1078,1766,902
2088,447,1078,902
2089,1766,1078,1266
2090,642,24,2176
2091,206,642,1435
2092,642,1765,1435
2093,642,2176,1765
2094,24,1125,902
2095,447,1125,211
2096,1125,447,902
2097,1125,206,211
2098,1125,642,206
2099,642,1125,24
2100,1456,2148,541
2101,2148,1456,1742
2102,1940,1801,626
2103,23,2148,1742
2104,2148,23,1801
2105,1766,974,902
2106,24,974,1828
2107,974,24,902
2108,1108,1361,311
2109,225,1411,2132
2110,1068,209,1774
2111,1068,1951,1416
2112,2153,1117,986
2113,266,1117,2153
2114,128,387,1611
2115,1159,128,1611
2116,387,128,1410
2117,128,930,1410
2118,128,1159,1565
2119,930,128,1565
2120,467,2087,639
2121,2087,213,639
2122,1654,1606,467
2123,1606,2087,467
2124,2087,1606,289
2125,486,1654,1003
2126,486,1606,1654
2127,1343,1775,1487
2128,1343,1673,578
2129,1673,1343,1487
2130,1775,1343,627
2131,1889,1343,578
2132,1343,1889,627
2133,1753,601,167
2134,167,601,214
2135,601,78,214
2136,951,1598,592
2137,951,167,214
2138,934,951,592
2139,951,934,167
2140,1172,1598,1076
2141,1172,1076,506
2142,1598,252,1076
2143,1183,252,214
2144,252,951,214
2145,951,252,1598
2146,1539,1183,78
2147,1539,1315,430
2148,1315,1539,78
2149,1265,1539,430
2150,873,1265,2024
2151,873,1539,1265
2152,1539,873,1183
2153,2136,76,742
2154,1026,2136,742
2155,2136,1026,239
2156,757,2136,239
2157,1182,1094,2032
2158,1346,1753,426
2159,1753,1346,1906
2160,1868,256,187
2161,1987,256,1913
2162,256,131,1913
2163,256,1868,131
2164,2015,1868,187
2165,451,2015,187
2166,2015,451,1038
2167,217,2015,1038
2168,2015,217,1428
2169,1868,2015,1428
2170,1040,44,73
2171,1365,1947,1628
2172,1985,1588,177
2173,1985,1681,2000
2174,858,1985,2000
2175,1588,1985,858
2176,1985,177,422
2177,1681,1985,422
2178,314,1929,1257
2179,1929,1123,1257
2180,1481,1929,314
2181,1929,1481,955
2182,295,955,1513
2183,295,1929,955
2184,1929,295,1123
2185,6,1152,2001
2186,1123,1152,6
2187,1152,1872,2001
2188,1872,1152,283
2189,513,481,2129
2190,481,513,314
2191,2185,1121,1488
2192,1938,2185,1488
2193,2030,2185,1938
2194,2185,481,1121
2195,2185,2030,2129
2196,481,2185,2129
2197,791,9,1817
2198,9,791,1820
2199,660,9,1820
2200,9,660,1230
2201,305,1163,1014
2202,1163,791,1014
2203,791,1163,1820
2204,1163,1105,1820
2205,835,300,359
2206,300,835,996
2207,300,744,359
2208,300,2047,744
2209,949,847,1813
2210,2047,847,949
2211,300,847,2047
2212,847,300,996
2213,1793,847,996
2214,1813,847,1793
2215,1558,1826,1292
2216,1826,1386,1292
2217,1826,1558,247
2218,1386,1826,2124
2219,82,1826,247
2220,1826,82,2124
2221,1922,710,169
2222,710,1922,2142
2223,710,1667,169
2224,710,540,1667
2225,1772,2084,1942
2226,1772,1367,2084
2227,1367,1772,2150
2228,1772,728,2150
2229,1931,1215,1815
2230,1329,1215,1647
2231,1215,542,1647
2232,1215,1931,542
2233,1369,819,665
2234,819,580,665
2235,580,819,1607
2236,819,26,1607
2237,230,1301,1305
2238,1301,415,1305
2239,443,1301,1169
2240,1301,230,1169
2241,1301,443,17
2242,415,1301,17
2243,464,2019,1670
2244,1244,1822,1634
2245,1634,1822,1925
2246,572,1822,222
2247,1822,1244,222
2248,897,1516,572
2249,1822,1516,1925
2250,1516,1822,572
2251,1516,897,1721
2252,1516,1645,1925
2253,1645,1516,1721
2254,1401,1231,315
2255,7,1401,1943
2256,1401,7,1508
2257,1231,1401,1508
2258,1401,2096,1943
2259,2096,1401,315
2260,1288,160,1760
2261,1288,2093,160
2262,1288,1670,1042
2263,2093,1288,1042
2264,1461,1571,1204
2265,1571,1461,1087
2266,1461,1686,1087
2267,1951,1461,1204
2268,2018,645,1798
2269,1571,2018,1798
2270,1100,1736,2079
2271,1736,225,2079
2272,1736,1696,1807
2273,1696,1736,1100
2274,1736,1807,977
2275,225,1736,977
2276,768,180,311
2277,453,908,1249
2278,908,2158,1249
2279,2158,908,1792
2280,908,505,1792
2281,908,279,505
2282,279,908,453
2283,395,2045,1659
2284,2045,1713,1659
2285,1713,2045,107
2286,330,141,543
2287,330,395,141
2288,330,2045,395
2289,91,1031,1863
2290,91,388,680
2291,388,91,1145
2292,91,1863,1145
2293,2151,887,1570
2294,2151,2031,887
2295,189,2151,1570
2296,1031,2151,189
2297,2086,41,427
2298,2086,255,41
2299,255,2086,2029
2300,2086,374,2029
2301,707,2086,427
2302,374,2086,707
2303,1491,1061,2029
2304,1061,255,2029
2305,1061,2116,568
2306,255,1061,568
2307,1909,171,427
2308,1739,171,1909
2309,171,707,427
2310,707,171,1188
2311,171,1858,1188
2312,171,1739,1858
2313,18,293,1906
2314,1346,18,1906
2315,18,1346,1720
2316,501,1134,2041
2317,501,1440,1134
2318,88,501,2041
2319,1240,1255,1860
2320,1255,244,1860
2321,244,1255,1656
2322,1255,1341,1656
2323,2106,1713,1524
2324,2106,1255,1240
2325,1341,2106,1524
2326,1255,2106,1341
2327,395,673,297
2328,673,395,1659
2329,994,673,1659
2330,1542,674,689
2331,1542,994,674
2332,1185,1542,689
2333,1345,155,319
2334,1345,1185,155
2335,1345,319,2090
2336,284,536,317
2337,536,2125,317
2338,536,284,479
2339,120,536,479
2340,2125,536,1421
2341,536,120,1421
2342,1375,1920,1275
2343,1920,1276,1275
2344,1920,1769,785
2345,1920,1375,1769
2346,916,1920,785
2347,1276,1920,916
2348,321,594,1871
2349,1214,594,958
2350,594,1214,1871
2351,503,324,457
2352,457,324,1695
2353,324,686,1695
2354,686,324,599
2355,1948,1814,1835
2356,1948,503,1814
2357,324,1948,599
2358,1948,324,503
2359,1051,919,869
2360,869,919,1395
2361,1814,919,1406
2362,919,1051,1406
2363,919,503,1395
2364,503,919,1814
2365,2016,1982,1758
2366,686,1982,2016
2367,1982,1275,1758
2368,1275,1982,781
2369,1982,599,781
2370,1982,686,599
2371,48,640,2154
2372,1972,48,412
2373,48,1972,1832
2374,640,48,1832
2375,48,1146,412
2376,48,2154,1146
2377,520,640,1072
2378,520,200,301
2379,200,520,1072
2380,640,520,2154
2381,867,520,301
2382,520,867,2154
2383,964,693,334
2384,693,964,654
2385,693,609,721
2386,609,693,654
2387,2112,526,317
2388,526,2112,1703
2389,982,1703,1741
2390,2007,982,1741
2391,982,526,1703
2392,526,982,1017
2393,1666,398,827
2394,398,117,2108
2395,398,1006,827
2396,1006,398,2108
2397,801,284,857
2398,1091,801,857
2399,801,1091,785
2400,284,801,479
2401,1327,801,785
2402,801,1327,479
2403,1475,1006,2108
2404,1475,2108,857
2405,1475,1017,923
2406,1006,1475,923
2407,1191,1953,1770
2408,1953,1191,705
2409,1397,1707,1770
2410,1953,1397,1770
2411,1397,1953,893
2412,1707,1397,1377
2413,500,386,1242
2414,2203,386,500
2415,386,1018,1242
2416,386,1093,1018
2417,1093,386,50
2418,386,2203,50
2419,34,1859,1463
2420,1859,34,226
2421,927,831,21
2422,1030,831,927
2423,831,226,21
2424,831,1859,226
2425,831,1030,799
2426,1859,831,799
2427,2175,2055,1779
2428,2182,2055,1944
2429,2055,2182,684
2430,1779,2055,684
2431,935,221,2139
2432,935,277,221
2433,935,2139,362
2434,1132,935,362
2435,935,1132,683
2436,277,935,683
2437,246,482,1576
2438,2066,246,1576
2439,246,2066,1463
2440,1859,246,1463
2441,482,246,799
2442,246,1859,799
2443,502,1180,2188
2444,1180,285,2188
2445,1148,1180,1806
2446,1180,502,1806
2447,2204,1387,772
2448,502,2204,772
2449,1387,2204,1821
2450,2204,248,1821
2451,2204,502,2188
2452,248,2204,2188
2453,1371,248,2188
2454,285,1371,2188
2455,1371,285,2020
2456,637,1371,2020
2457,285,842,1875
2458,1808,842,845
2459,842,1808,1875
2460,1180,842,285
2461,842,1148,845
2462,842,1180,1148
2463,263,1808,152
2464,1808,263,1875
2465,263,258,1875
2466,258,263,576
2467,1427,263,152
2468,263,1427,576
2469,1884,258,487
2470,1597,1884,487
2471,1884,1597,1284
2472,637,1884,1284
2473,258,1884,2020
2474,1884,637,2020
2475,1438,1538,1879
2476,133,1538,700
2477,1879,1538,133
2478,1387,777,772
2479,777,1438,772
2480,777,2149,1438
2481,504,77,2127
2482,77,56,2127
2483,1551,1181,1323
2484,1890,1551,1323
2485,1983,1551,567
2486,1181,1551,1983
2487,1551,1867,567
2488,1551,1890,1867
2489,259,871,208
2490,208,871,968
2491,871,952,968
2492,137,1237,941
2493,952,1237,137
2494,871,1237,952
2495,1237,1997,941
2496,1021,1914,2137
2497,1914,1021,1636
2498,1914,1636,242
2499,1567,1914,242
2500,320,1530,1544
2501,846,1530,320
2502,1914,423,2137
2503,423,1914,1567
2504,915,1299,1140
2505,915,1140,739
2506,132,915,328
2507,915,132,1299
2508,1368,915,739
2509,915,1368,328
2510,132,511,130
2511,2050,132,328
2512,2050,1206,2116
2513,511,2050,2116
2514,2050,511,132
2515,1791,1304,840
2516,840,1304,1620
2517,1304,1791,287
2518,1616,1304,287
2519,1304,261,1620
2520,1304,1616,261
2521,14,878,836
2522,14,614,878
2523,575,290,1101
2524,349,1772,1942
2525,1772,349,728
2526,1727,1334,449
2527,1751,1727,449
2528,1727,349,1942
2529,349,1727,1751
2530,1367,1085,2084
2531,575,1085,1367
2532,1563,1085,1101
2533,1085,575,1101
2534,353,1849,1268
2535,1626,914,1120
2536,1799,976,966
2537,1425,1799,966
2538,1799,972,1268
2539,972,1799,1425
2540,1294,1849,643
2541,1294,643,431
2542,976,1294,431
2543,1849,1294,1268
2544,1294,1799,1268
2545,1799,1294,976
2546,1130,1052,253
2547,862,264,1208
2548,1578,862,1732
2549,1883,862,1208
2550,1732,862,1883
2551,1001,1445,1505
2552,1445,809,1505
2553,809,1445,773
2554,1445,1974,773
2555,1445,1001,1933
2556,1974,1445,1933
2557,809,2101,1055
2558,862,2101,264
2559,2101,1578,1055
2560,2101,862,1578
2561,735,585,2131
2562,2038,735,390
2563,1370,735,2131
2564,735,1370,390
2565,914,1476,893
2566,1397,1476,1377
2567,1476,1397,893
2568,1476,914,1718
2569,1601,1476,1718
2570,1377,1476,1601
2571,1092,2095,1213
2572,2095,1092,616
2573,616,1092,1483
2574,1092,846,1483
2575,1389,1842,1933
2576,1842,1974,1933
2577,1974,1842,2038
2578,1842,1389,1601
2579,1842,1601,1718
2580,2038,1842,1718
2581,1032,993,190
2582,1807,1032,190
2583,1696,1032,1807
2584,1184,235,1197
2585,1431,1184,1197
2586,1184,1431,662
2587,1184,662,1569
2588,304,1184,1569
2589,235,1184,304
2590,1935,2104,903
2591,1737,1935,903
2592,2104,1935,890
2593,1002,1330,1195
2594,1522,1002,1195
2595,274,204,1748
2596,204,369,1748
2597,369,204,1641
2598,204,274,1851
2599,204,1851,93
2600,1641,204,93
2601,1724,1683,305
2602,1683,1163,305
2603,1163,1683,1105
2604,1105,1683,868
2605,938,835,359
2606,1358,938,359
2607,938,1358,1817
2608,835,938,1230
2609,9,938,1817
2610,938,9,1230
2611,228,660,65
2612,2072,228,1679
2613,228,2072,1088
2614,660,228,1088
2615,1958,970,1272
2616,970,358,1272
2617,358,970,414
2618,106,414,796
2619,106,796,212
2620,36,106,212
2621,414,106,1511
2622,106,992,1511
2623,992,106,36
2624,2007,2146,1273
2625,527,2146,779
2626,2146,527,1273
2627,2146,2007,1741
2628,2130,2146,1741
2629,2146,2130,779
2630,1555,1015,2161
2631,1015,1555,1874
2632,1555,205,1874
2633,1170,904,1550
2634,904,1170,2161
2635,1170,1555,2161
2636,954,1958,1272
2637,1460,954,1272
2638,205,954,1460
2639,490,1804,1649
2640,490,363,1612
2641,363,490,1649
2642,1804,490,1827
2643,490,1612,1881
2644,1827,490,1881
2645,55,1253,227
2646,55,379,83
2647,55,227,379
2648,1253,55,1382
2649,539,55,83
2650,55,539,1382
2651,337,1592,135
2652,1592,337,944
2653,860,1501,2021
2654,1501,465,2021
2655,1501,2094,1810
2656,1501,860,2094
2657,496,1501,1810
2658,465,1501,496
2659,355,2039,139
2660,697,1818,550
2661,753,697,550
2662,1297,1039,1622
2663,1039,1630,367
2664,549,1039,367
2665,1622,1039,549
2666,1297,771,1235
2667,1617,771,497
2668,771,1617,1235
2669,771,1297,1622
2670,771,47,497
2671,47,771,1622
2672,1071,166,1665
2673,1071,1297,166
2674,1485,1071,1665
2675,1071,1485,1630
2676,1039,1071,1630
2677,1071,1039,1297
2678,2057,2175,1582
2679,1147,2057,1582
2680,1388,2057,1147
2681,2057,2055,2175
2682,2057,1388,1944
2683,2055,2057,1944
2684,1069,1728,286
2685,1506,1069,286
2686,1728,1069,2035
2687,1010,429,157
2688,157,429,699
2689,2167,429,2092
2690,429,1010,2092
2691,429,587,699
2692,429,2167,587
2693,476,1355,119
2694,1355,476,144
2695,515,144,2035
2696,1069,515,2035
2697,515,1355,144
2698,1355,515,911
2699,11,475,1499
2700,475,911,2092
2701,475,1010,1499
2702,1010,475,2092
2703,509,978,262
2704,438,978,292
2705,262,978,438
2706,978,509,1533
2707,292,978,2089
2708,978,1533,2089
2709,1992,249,1356
2710,249,2021,1356
2711,249,860,2021
2712,249,1992,944
2713,337,249,944
2714,249,337,860
2715,1436,354,1029
2716,354,1436,456
2717,354,206,1029
2718,206,354,211
2719,354,1777,211
2720,1777,354,456
