sample_id,flux_name,n_null,n_eigs,lambda_min_pos,spectral_gap_delta,eps_reg,s_exp,real_mean_curl,real_median_curl,real_top95_mean_curl,real_top99_mean_curl,real_edge_hotspot_top95_interface_like,null_mean_of_mean_curl,null_sd_of_mean_curl,null_mean_of_top95_mean_curl,null_mean_of_top99_mean_curl,null_mean_edge_hotspot_top95_interface_like,p_mean_curl,p_top95_mean_curl,p_top99_mean_curl,p_edge_hotspot_top95_interface_like
GSM_6433618,flux_tumor_immune,500,64,0.0012433480308486518,0.002289958385736793,6.21674015424326e-05,1.5067886846975516,0.00014383514872327445,8.89031204388756e-05,0.0006476669966913518,0.0009440472281998239,0.00040067862085145755,0.00014382974026629533,5.8921794436936636e-08,0.0006477297270860652,0.0009442917089071794,0.0004007991320458253,0.469061876247505,0.5469061876247505,0.5808383233532934,0.5748502994011976
