face_id,i,j,k,x_centroid,y_centroid,curl_total_abs,curl_coexact_abs
1099,975,1768,466,9333.333333333334,9697.333333333334,0.00032617541440909997,0.0003261754284180347
1100,365,215,211,9265.666666666666,10044.333333333334,1.977380670650111e-05,1.977363749306167e-05
1101,365,1768,215,9333.0,9928.666666666666,0.0003537426117329325,0.0003537424403964718
1102,1768,365,466,9266.0,9812.666666666666,0.0005142315838374023,0.0005142314670948491
1103,365,1424,466,9132.0,9812.333333333334,0.0001611641439597803,0.00016116412261880288
1104,2192,508,2177,8733.666666666666,8424.666666666666,3.093752572705022e-05,3.093754816501381e-05
1105,508,2192,765,8867.666666666666,8425.333333333334,1.6968781267129045e-05,1.69687715804589e-05
1106,1873,508,765,8934.333333333334,8541.333333333334,9.610012700314038e-05,9.610015832691114e-05
1107,508,1873,1796,8867.0,8656.666666666666,0.0002060033044887256,0.00020600307967366042
1108,1408,1929,1995,8865.0,9349.666666666666,1.4306838576352128e-06,1.4308986292328258e-06
1109,150,1408,1391,8731.666666666666,9118.333333333334,0.0006793078351914001,0.0006793074169075377
1110,2071,1408,1995,8731.0,9349.333333333334,1.8195283512705477e-05,1.8194947302618505e-05
1111,1408,2071,1391,8664.333333333334,9233.666666666666,0.00029915038714446057,0.00029914986890939416
1112,136,1019,150,8933.0,9003.333333333334,0.00015770282074069997,0.00015770278027810001
1113,1408,1019,1929,8932.333333333334,9234.333333333334,1.5148400126205807e-05,1.5148189767732816e-05
1114,1019,1408,150,8865.666666666666,9118.666666666666,0.0005490677177610465,0.0005490673117036815
1115,1019,136,692,9067.0,9003.666666666666,0.0001952271796942677,0.00019522709647583705
1116,1523,513,69,9870.333333333334,9467.666666666666,0.00022889146439959165,0.0002288913865607857
1117,513,1523,707,9937.0,9583.666666666666,0.0004977696173322,0.0004977695560386414
1118,1907,753,558,11694.0,4272.666666666667,2.736693520069219e-05,2.7366785482005524e-05
1119,5,1907,2161,11560.666666666666,4041.3333333333335,0.0005270541492679371,0.0005270538077071999
1120,1245,1907,5,11694.666666666666,4041.6666666666665,1.023298339668587e-05,1.0233148606643465e-05
1121,753,1907,1245,11761.333333333334,4157.333333333333,4.406036288214142e-06,4.4061342682034466e-06
1122,2161,1907,1547,11493.333333333334,4156.666666666667,0.00023817246435581377,0.000238172225431381
1123,1907,558,1547,11560.0,4272.333333333333,8.542016519368076e-05,8.541993989376386e-05
1124,2074,1028,588,14844.0,4396.666666666667,2.4418669313951165e-05,2.441857980267711e-05
1125,2054,1625,1841,8335.333333333334,7037.333333333333,4.4306964159405844e-07,4.4315685588850297e-07
1126,1625,2054,577,8267.666666666666,7152.666666666667,1.2384905146236523e-05,1.2384752021319683e-05
1127,1841,1625,638,8268.666666666666,6921.333333333333,8.16935859489733e-05,8.16935408936881e-05
1128,638,1625,1182,8134.333333333333,6920.666666666667,0.00014261659300745952,0.00014261651075829002
1129,1361,1925,2064,8874.0,6113.666666666667,5.1186975227692364e-05,5.118712083965253e-05
1130,1925,1361,277,8941.333333333334,5998.333333333333,0.00027713324237750353,0.00027713305859286417
1131,921,1361,1694,8673.0,5997.666666666667,3.193404670925515e-05,3.1934148689409726e-05
1132,1150,921,1897,8539.666666666666,5766.333333333333,2.1077676347702594e-05,2.107774954255302e-05
1133,921,1150,625,8673.666666666666,5766.666666666667,3.8011723162827925e-05,3.801161580567715e-05
1134,1361,921,625,8740.333333333334,5882.333333333333,7.351346432007653e-05,7.35133364877666e-05
1135,1051,921,1694,8539.0,5997.333333333333,4.001431172914498e-05,4.0014184231158026e-05
1136,921,1051,1897,8472.333333333334,5881.666666666667,2.0513567397170702e-05,2.0513644672906595e-05
1137,1682,2136,1904,6724.0,7957.333333333333,0.00010667877973654909,0.000106678656037094
1138,1548,472,833,7262.666666666667,7033.666666666667,1.7146403681183226e-05,1.7146414653896066e-05
1139,472,1548,712,7329.333333333333,7149.666666666667,4.547106838909026e-06,4.54710222686089e-06
1140,1718,472,712,7262.0,7265.333333333333,5.079861739091764e-05,5.079867260320448e-05
1141,472,1718,1344,7127.666666666667,7342.0,6.396010258791787e-05,6.396003375624204e-05
1142,472,1682,833,7061.0,7226.0,7.385378228041826e-05,7.385373571391828e-05
1143,472,1344,1682,6993.333333333333,7418.666666666667,0.00036077722306683676,0.0003607771681937264
1144,1057,434,1344,7060.0,7611.666666666667,9.004741168130003e-05,9.004743588870003e-05
1145,1718,1057,1344,7127.333333333333,7496.333333333333,4.007232494921004e-06,4.007375368960203e-06
1146,1057,1718,605,7261.666666666667,7496.666666666667,0.000932600797850944,0.0009326004582602999
1147,2062,1057,605,7328.333333333333,7612.333333333333,2.7633243322707324e-05,2.7633019370411712e-05
1148,632,2045,1360,8332.0,8192.333333333334,6.608587253046146e-05,6.608583020184519e-05
1149,648,2062,605,7462.333333333333,7612.666666666667,0.00033543982786523284,0.000335439862566981
1150,1625,87,1182,8067.0,7036.333333333333,0.00019461682216516613,0.00019461688178578162
1151,87,1625,577,8133.666666666667,7152.333333333333,0.0003112546224225357,0.0003112543962458035
1152,1870,1548,1445,7531.0,7034.666666666667,0.0003369333057802025,0.00033693314473266084
1153,1548,1870,712,7463.666666666667,7150.333333333333,0.00019555327914121253,0.00019555324419060345
1154,87,844,347,7932.333333333333,7267.333333333333,0.00044412841245477423,0.0004441281877210412
1155,706,844,577,8133.0,7383.333333333333,0.00015372232547293817,0.00015372214853523036
1156,844,87,577,8066.333333333333,7267.666666666667,0.00016425804538117568,0.0001642581999111038
1157,879,1924,1898,11287.666666666666,5889.666666666667,0.0001215659801939,0.0001215658624125
1158,1343,1918,1300,10684.666666666666,5771.666666666667,0.0003012779396004223,0.0003012776439889958
1159,2141,1918,47,10550.0,6002.666666666667,0.00027236653505171454,0.0002723666153393496
1160,1918,858,1300,10550.333333333334,5771.333333333333,0.00031654356408687397,0.00031654322518384224
1161,858,1918,2141,10483.0,5886.666666666667,0.00019019726863763289,0.00019019740755460334
1162,1632,614,492,14574.666666666666,4858.333333333333,0.0006405838281039198,0.0006405836269733732
1163,1660,453,1262,15978.333333333334,6364.333333333333,0.0007696410771884,0.0007696408532284
1164,2041,1751,457,14301.666666666666,6706.666666666667,3.376686832266883e-05,3.376685614554255e-05
1165,1246,1228,2107,13699.333333333334,6357.666666666667,5.142696036185043e-05,5.142693036394698e-05
1166,673,2149,1483,11758.333333333334,5312.333333333333,0.0009826629817542,0.0009826626530364002
1167,2149,1783,1483,11892.333333333334,5312.666666666667,5.861758298170001e-05,5.86174421083842e-05
1168,2031,464,1240,11893.666666666666,4850.666666666667,0.0009710907545709,0.0009710904307685001
1169,2031,1710,905,11760.333333333334,4619.333333333333,0.0007731161831192,0.0007731160515131
1170,1710,2031,1928,11692.666666666666,4734.666666666667,0.0003891804976472,0.0003891803095261
1171,2031,1240,1928,11759.333333333334,4850.333333333333,0.00015471293608040003,0.00015471293295520004
1172,464,733,293,12161.666666666666,4851.333333333333,1.0618637793499979e-05,1.0618627295382323e-05
1173,1955,943,1303,12297.0,4389.666666666667,1.596280523592474e-05,1.596288465242783e-05
1174,384,1288,676,13567.0,5664.333333333333,0.00028368001482591623,0.00028367977393632335
1175,1288,384,114,13499.666666666666,5779.666666666667,0.00011898866572155867,0.00011898875893354793
1176,1834,1288,114,13365.666666666666,5779.333333333333,0.00013775274680254888,0.0001377526397090093
1177,1288,1834,29,13299.0,5663.666666666667,1.8477534105776133e-05,1.847749451977759e-05
1178,510,1260,415,12294.666666666666,5314.333333333333,6.334638565060294e-05,6.334642120725424e-05
1179,1171,1532,680,13296.0,6819.333333333333,4.143651688043218e-06,4.143598755923495e-06
1180,733,78,293,12295.666666666666,4851.666666666667,0.00021045700789417551,0.00021045686835439797
1181,236,270,589,13303.333333333334,4045.6666666666665,0.00016603047955787676,0.00016603048638504623
1182,1401,1194,2057,11351.0,7160.333333333333,0.000832487863142677,0.0008324874839774214
1183,1194,1401,1708,11284.333333333334,7044.666666666667,0.00010934483433657112,0.0001093445300032225
1184,867,555,1489,10545.333333333334,7620.666666666667,0.00033550459987441775,0.0003355045053339552
1185,555,1567,1489,10679.666666666666,7621.0,0.00010989066416307138,0.00010989070451038985
1186,1725,555,1563,10546.333333333334,7389.333333333333,8.202851796237992e-05,8.202846403460362e-05
1187,555,867,1563,10478.666666666666,7504.666666666667,3.934530330133034e-05,3.934529507524251e-05
1188,1201,867,1489,10478.0,7736.333333333333,0.00015536888800197257,0.00015536880399753318
1189,1201,2131,115,10477.666666666666,7967.666666666667,1.6223494274501157e-05,1.6223381005793495e-05
1190,2131,1201,1489,10545.0,7852.333333333333,4.644130941700939e-05,4.644139576295734e-05
1191,867,1201,2099,10344.0,7735.666666666667,8.111046566409255e-05,8.111036082510004e-05
1192,1082,1201,115,10343.333333333334,7967.333333333333,0.00011040764334108177,0.00011040751887535486
1193,1201,1082,2099,10276.666666666666,7851.333333333333,5.7311306347518005e-05,5.731120547717321e-05
1194,1086,795,1725,10747.666666666666,7274.333333333333,0.0003485991029393335,0.0003485989828473587
1195,795,555,1725,10680.333333333334,7389.666666666667,0.00022344204098241318,0.00022344199925714378
1196,555,795,1567,10747.0,7505.333333333333,3.7626527059861137e-05,3.762649495754891e-05
1197,1567,795,1358,10881.0,7505.666666666667,1.4604751173230471e-05,1.4604811231550086e-05
1198,795,1133,1358,10948.333333333334,7390.333333333333,0.00036311218166083304,0.00036311203328663784
1199,795,1086,1133,10881.666666666666,7274.666666666667,0.00029299149411705265,0.00029299147920996006
1200,272,386,1196,10279.333333333334,6926.666666666667,0.0006765956557945999,0.0006765954966247
1201,386,1550,1196,10346.666666666666,6811.333333333333,8.359467207571772e-05,8.359462795674198e-05
1202,1550,386,1515,10280.0,6695.666666666667,0.000375680633198199,0.00037568046711333226
1203,386,1117,1515,10146.0,6695.333333333333,0.00033387007517257,0.0003338701079304685
1204,386,272,1043,10145.333333333334,6926.333333333333,0.0004920316699952695,0.0004920314894638111
1205,1117,386,1043,10078.666666666666,6810.666666666667,0.0003351982340233677,0.00033519806040968885
1206,2102,856,1563,10345.333333333334,7273.333333333333,4.2765964481511476e-05,4.276591469219168e-05
1207,2102,272,856,10278.666666666666,7157.666666666667,0.00023339683299639037,0.00023339685721961384
1208,1046,2102,1563,10278.0,7388.666666666667,1.0173627798461108e-05,1.0173575223315024e-05
1209,272,2102,1693,10144.666666666666,7157.333333333333,0.0003630894781935394,0.00036308928458988554
1210,2102,801,1693,10077.333333333334,7272.666666666667,0.00014632616668184637,0.00014632600830246742
1211,801,2102,1046,10144.0,7388.333333333333,5.043755517464214e-05,5.043762699160802e-05
1212,1550,1077,1092,10481.333333333334,6580.666666666667,6.770213564180003e-05,6.77022147542024e-05
1213,1077,573,1092,10548.666666666666,6465.333333333333,7.221468809681704e-05,7.221453715123599e-05
1214,573,1077,1357,10482.0,6349.666666666667,8.27989877532375e-05,8.279880123019276e-05
1215,1077,2087,1357,10348.0,6349.333333333333,7.168019123455745e-05,7.168034957164278e-05
1216,1077,1550,1515,10347.333333333334,6580.333333333333,3.556734684366225e-05,3.5567212908787273e-05
1217,2087,1077,1515,10280.666666666666,6464.666666666667,5.111856847381004e-05,5.111868951402978e-05
1218,2087,1945,1762,10147.0,6233.333333333333,2.515674174138714e-05,2.5156928827892557e-05
1219,1762,1945,360,10080.333333333334,6117.333333333333,2.9788631404812576e-05,2.9788458451173542e-05
1220,1945,1721,360,9946.333333333334,6116.666666666667,2.3983605747592762e-06,2.3985804983008225e-06
1221,1945,652,1721,9879.0,6232.333333333333,1.5754844812455084e-05,1.5754577528727815e-05
1222,978,25,455,9882.0,5076.666666666667,0.0001199340254908,0.00011993423580097438
1223,424,25,702,9748.666666666666,4845.333333333333,0.0004417402038277,0.000441740051685825
1224,25,596,702,9681.333333333334,4960.666666666667,0.0007444976628985001,0.0007444975465217751
1225,25,978,596,9748.0,5076.333333333333,0.0007239991390144,0.0007239987042686795
1226,1505,966,1699,8872.0,6807.666666666667,3.157475869118071e-05,3.157480821895011e-05
1227,1261,966,1505,8738.0,6807.333333333333,2.9875993965520975e-05,2.9875930047436622e-05
1228,1362,1661,931,9276.0,6114.666666666667,8.763121591104188e-05,8.763148486950649e-05
1229,1932,1661,545,9276.666666666666,5883.666666666667,6.434441018603909e-05,6.43441078892899e-05
1230,1661,1932,931,9343.333333333334,5999.333333333333,0.000424186082328987,0.00042418563450511446
1231,1661,277,545,9142.666666666666,5883.333333333333,0.00015675028479737445,0.00015675007565170654
1232,1661,1925,277,9075.333333333334,5998.666666666667,0.0005060557235924,0.0005060557515546
1233,1925,1661,1362,9142.0,6114.333333333333,0.00010306648430682792,0.0001030662872942781
1234,754,207,1096,9948.333333333334,5423.333333333333,0.00011404302805236804,0.00011404272227796594
1235,754,1096,450,10082.333333333334,5423.666666666667,0.00011651787526336828,0.00011651810073546779
1236,183,754,450,10149.0,5539.333333333333,2.565223891418924e-05,2.5651968528110294e-05
1237,669,754,183,10081.666666666666,5654.666666666667,4.268041477918584e-05,4.268067122923956e-05
1238,149,388,198,10755.666666666666,4270.333333333333,8.872964014590881e-05,8.872955062677503e-05
1239,388,805,198,10622.0,4192.666666666667,0.0002192291627149829,0.00021922918234165616
1240,805,388,2112,10487.666666666666,4269.333333333333,0.0004932902704030738,0.0004932902661079553
1241,1292,1155,455,10083.666666666666,4961.666666666667,0.0005851905997727177,0.0005851904602203124
1242,1292,424,1295,9950.0,4730.333333333333,9.28809300618e-05,9.288096075632814e-05
1243,25,1292,455,9949.333333333334,4961.333333333333,0.00023320268486956498,0.00023320275155906304
1244,1292,25,424,9882.666666666666,4845.666666666667,0.000304983934263365,0.00030498385085455927
1245,700,149,542,10889.0,4501.666666666667,0.000423297305239379,0.0004232972592065
1246,2075,1757,1328,10887.333333333334,5194.666666666667,5.2226989433895395e-05,5.222705413928762e-05
1247,1757,670,171,10754.0,4963.333333333333,6.825342495002001e-05,6.825355920774776e-05
1248,1650,700,542,10956.0,4617.333333333333,0.00041976462671927905,0.0004197645525122005
1249,700,1650,171,10888.666666666666,4732.666666666667,0.00019221018225399998,0.00019221018551614536
1250,1340,1650,542,11090.0,4617.666666666667,0.0009120260698786,0.0009120259155055
1251,1454,1650,1340,11156.666666666666,4733.333333333333,0.00028647147733222426,0.00028647134271795834
1252,1723,1631,545,9143.333333333334,5652.333333333333,3.0352049596004736e-06,3.0353438969651046e-06
1253,545,1631,1202,9277.333333333334,5652.666666666667,3.569741944734149e-05,3.569756357508152e-05
1254,1631,1317,1202,9344.666666666666,5537.333333333333,2.2625199714256683e-05,2.262505614771185e-05
1255,1631,973,1317,9278.0,5421.666666666667,4.431188591728257e-05,4.4312024487439466e-05
1256,1599,243,268,9077.666666666666,5074.666666666667,0.0005301148733787041,0.0005301146092861
1257,973,243,1599,9144.333333333334,5190.333333333333,0.0004510133539823,0.0004510133856710743
1258,2113,1632,492,14708.666666666666,4858.666666666667,0.00033251914361670005,0.00033251903606440003
1259,2113,1485,1632,14775.333333333334,4974.333333333333,0.0005483686161299327,0.000548368397868
1260,346,1909,2032,13706.0,3892.6666666666665,1.628561513260731e-05,1.6285545962699872e-05
1261,346,2032,1216,13371.0,3776.3333333333335,1.09529007890067e-05,1.0952807363885802e-05
1262,245,2130,1018,12284.0,9243.666666666666,3.891583885376213e-06,3.891799458500845e-06
1263,24,245,1018,12150.0,9243.333333333334,4.78256565869413e-05,4.782585148880954e-05
1264,1795,245,524,12150.333333333334,9012.333333333334,0.0003957726882904603,0.0003957724592752543
1265,245,24,524,12083.0,9127.666666666666,0.00021417209083197735,0.0002141722676832238
1266,279,734,1081,12484.0,9590.666666666666,2.48499905585476e-06,2.484795889346722e-06
1267,1081,734,82,12551.333333333334,9475.333333333334,9.621352066396518e-06,9.621532180553499e-06
1268,734,2130,82,12484.666666666666,9359.666666666666,2.203402910950166e-05,2.203421114473753e-05
1269,2130,734,1018,12350.666666666666,9359.333333333334,5.124738793068931e-05,5.124757583026217e-05
1270,2130,750,1502,12485.333333333334,9128.666666666666,0.00041494408735720544,0.0004149437200888881
1271,423,750,644,12486.0,8897.666666666666,2.5518292195006267e-05,2.5518503426269295e-05
1272,1502,750,423,12552.666666666666,9013.333333333334,0.00011378767235917971,0.00011378745343419109
1273,750,1795,644,12352.0,8897.333333333334,3.84060722698975e-06,3.840794702782602e-06
1274,750,245,1795,12284.666666666666,9012.666666666666,0.00017456945115320726,0.00017456962106354913
1275,245,750,2130,12351.333333333334,9128.333333333334,5.067778341841143e-05,5.0677515608679616e-05
1276,296,251,1835,11953.0,7740.333333333333,0.0005952072116203107,0.0005952072523268
1277,1845,251,296,11886.0,7624.666666666667,0.0001606159530045691,0.00016061570696366132
1278,2106,251,1845,11953.333333333334,7509.333333333333,0.00016456806900615837,0.00016456835402322968
1279,2117,2086,519,11686.0,7277.333333333333,0.0002543275523772,0.0002543272261138447
1280,2057,2117,519,11552.0,7276.666666666667,0.0004780362348813255,0.0004780359469222173
1281,1194,2117,2057,11485.0,7160.666666666667,0.0001676342697447745,0.0001676342060249826
1282,2117,1194,567,11552.333333333334,7045.333333333333,0.00019770703528749123,0.00019770692055586897
1283,2086,1053,1479,11887.333333333334,7162.0,0.00036012176271111234,0.00036012182259678895
1284,1053,2117,567,11686.666666666666,7045.666666666667,1.1682070366276575e-05,1.1682201949732776e-05
1285,2117,1053,2086,11753.333333333334,7161.666666666667,7.377672668234798e-05,7.377652951266967e-05
1286,503,109,1479,12155.333333333334,7162.666666666667,4.991234944590001e-05,4.9912441274607e-05
1287,93,507,2046,11285.666666666666,6582.666666666667,1.9266497462512977e-05,1.926659092158143e-05
1288,462,1607,487,12956.666666666666,8320.333333333334,4.165937440887999e-05,4.165956710881126e-05
1289,1607,1711,487,13090.666666666666,8320.666666666666,0.000599973300520482,0.0005999730744749933
1290,2085,1506,1415,12354.333333333334,7972.333333333333,0.00013135903226109996,0.00013135895546110003
1291,261,1990,101,12958.0,7858.333333333333,0.0002933065732012432,0.0002933063798246828
1292,1990,261,1915,12891.333333333334,7742.666666666667,5.611740577045261e-05,5.611750566710776e-05
1293,503,1903,109,12289.666666666666,7163.333333333333,0.00013339975500203173,0.00013339977016962976
1294,1903,503,778,12357.0,7047.666666666667,0.0002210136480771008,0.0002210136265318726
1295,2172,1475,2150,13696.666666666666,7282.666666666667,6.486752512852156e-05,6.486751461995952e-05
1296,1475,1766,2150,13562.666666666666,7282.333333333333,8.228052599068557e-06,8.228059550293527e-06
1297,1332,1475,1657,13562.0,7513.333333333333,1.8992198864545894e-05,1.8992156039039346e-05
1298,1475,1332,1766,13495.333333333334,7397.666666666667,2.49217666001397e-05,2.4921760153190516e-05
1299,1529,1171,680,13362.666666666666,6935.333333333333,3.0815384806414147e-06,3.081561027874771e-06
1300,1766,1529,2150,13496.0,7166.666666666667,4.3570160168052464e-05,4.357013514788744e-05
1301,951,1470,428,15500.0,9714.666666666666,7.614098253125477e-05,7.614092270412663e-05
1302,951,1930,1470,15567.333333333334,9599.333333333334,3.71675915252553e-05,3.716754881140389e-05
1303,951,309,1930,15500.666666666666,9483.333333333334,1.560176250792633e-05,1.5601797262869708e-05
1304,309,951,1500,15366.666666666666,9483.0,4.4101588854966175e-05,4.410157885256924e-05
1305,328,1930,1250,15768.666666666666,9484.333333333334,7.125912732434663e-05,7.125918531857077e-05
1306,1930,328,1470,15701.333333333334,9599.666666666666,0.00015549606783625317,0.00015549595179016775
1307,491,1184,1109,16103.666666666666,9600.666666666666,1.024683525694056e-05,1.0246941329626941e-05
1308,1376,1184,1250,15970.333333333334,9369.333333333334,3.506133104213639e-05,3.5061292085326203e-05
1309,1184,328,1250,15902.666666666666,9484.666666666666,2.2581288075516315e-05,2.2581217341741012e-05
1310,328,1184,491,15969.333333333334,9600.333333333334,1.133297287756574e-05,1.1333065546639901e-05
1311,1851,104,1531,16373.0,9139.333333333334,1.046175245120593e-06,1.0459799342640516e-06
1312,2157,1851,1531,16506.666666666668,9216.666666666666,2.316854613715216e-05,2.3168367932290137e-05
1313,980,1409,2144,15371.0,7865.333333333333,3.170645779525419e-05,3.170645784233728e-05
1314,1101,1863,926,15975.666666666666,7288.333333333333,0.00020145038477999098,0.00020145022727159642
1315,1863,1101,1290,15908.333333333334,7404.0,0.00018221900288096582,0.00018221897005214215
1316,641,8,547,15573.0,7518.666666666667,9.625912694211531e-05,9.625901987290513e-05
1317,8,641,1290,15707.0,7519.333333333333,0.00018518336662299816,0.00018518317251678897
1318,641,1863,1290,15774.333333333334,7403.666666666667,0.0005017237756791698,0.0005017235161183059
1319,1863,641,27,15707.666666666666,7287.666666666667,9.330753739313476e-05,9.330765307479186e-05
1320,1620,314,1970,15172.666666666666,6824.333333333333,0.00026739276576037203,0.0002673928046348259
1321,847,1863,27,15775.0,7172.333333333333,0.00013201036691117837,0.00013201032595029825
1322,847,860,926,15976.333333333334,7057.333333333333,7.63096026675016e-05,7.630969954843858e-05
1323,1863,847,926,15909.0,7172.666666666667,0.0002030345389156866,0.0002030344000946888
1324,1771,394,1809,16107.333333333334,8213.666666666666,9.248531033588227e-05,9.248519349467035e-05
1325,1154,394,129,15906.0,8328.666666666666,0.0001861565213579659,0.00018615644075564944
1326,394,1154,1809,15973.333333333334,8213.333333333334,0.00011250488017134674,0.00011250490101572327
1327,1283,116,1842,16176.0,7636.333333333333,3.9463584034245456e-07,3.946559696613579e-07
1328,116,1936,1290,15907.666666666666,7635.666666666667,3.647958298498979e-05,3.6479561990527886e-05
1329,116,1101,1842,16109.0,7520.333333333333,6.596317202798481e-07,6.595855422825565e-07
1330,1101,116,1290,15975.0,7520.0,3.0526023013524123e-06,3.052620621260994e-06
1331,331,641,547,15506.333333333334,7402.666666666667,0.00015101272226996027,0.00015101251163887077
1332,641,331,27,15573.666666666666,7287.333333333333,1.611238179225566e-05,1.611224196128228e-05
1333,1442,2029,1065,14768.0,7747.333333333333,3.3237574353993504e-05,3.323754271225297e-05
1334,2029,897,874,14566.666666666666,7862.666666666667,0.00013988893977770773,0.00013988887167567173
1335,1442,897,2029,14700.666666666666,7863.0,8.623978200929884e-05,8.623982781126328e-05
1336,677,1912,1305,13897.0,7629.666666666667,0.00031025497820446853,0.00031025482578427455
1337,1305,1912,102,13964.333333333334,7514.333333333333,6.613536146796858e-05,6.613528531463985e-05
1338,1912,2172,102,13897.666666666666,7398.666666666667,0.0006735181540362,0.0006735178395986001
1339,1912,677,1657,13763.0,7629.333333333333,7.213867292524068e-05,7.213874210683771e-05
1340,1475,1912,1657,13696.0,7513.666666666667,9.625788899134513e-05,9.625788287184361e-05
1341,1912,1475,2172,13763.333333333334,7398.333333333333,1.49571959434e-05,1.4957091687900015e-05
1342,671,1068,257,14364.666666666666,8209.333333333334,0.00014357308165912063,0.0001435728492951578
1343,671,1169,874,14365.333333333334,7977.666666666667,0.00023347925548842678,0.00023347916757238948
1344,1169,671,257,14298.0,8093.333333333333,8.124371227279586e-05,8.124348770267652e-05
1345,897,671,874,14499.333333333334,7978.333333333333,8.126245213395381e-05,8.12625272279042e-05
1346,1068,671,1002,14498.666666666666,8209.666666666666,0.00018350807279670213,0.0001835082388357413
1347,671,897,1002,14566.0,8094.333333333333,0.00013661971820669696,0.00013661956768028843
1348,1169,1528,874,14298.666666666666,7861.666666666667,0.0006879428356277649,0.00068794256623252
1349,84,677,1305,13963.666666666666,7745.333333333333,0.00010769373856892332,0.00010769358459171602
1350,1528,84,1305,14097.666666666666,7745.666666666667,6.982302039896073e-05,6.982309778012819e-05
1351,84,1528,1169,14164.333333333334,7861.333333333333,0.0001589892294406514,0.00015898904249287993
1352,1536,1104,1543,14495.0,9595.666666666666,2.1465938992798364e-05,2.146583136370831e-05
1353,1104,1736,1543,14562.333333333334,9480.333333333334,7.199253390758215e-05,7.199238502612296e-05
1354,1736,189,1543,14696.333333333334,9480.666666666666,0.00028024111280162186,0.000280241125501952
1355,76,414,1157,14363.333333333334,8671.333333333334,0.0004965084825981664,0.0004965085450069345
1356,1103,979,244,14094.0,9132.666666666666,1.3191962402612088e-06,1.3192906218250863e-06
1357,1843,1103,244,13960.0,9132.333333333334,8.265075390948209e-05,8.265065570181746e-05
1358,979,451,244,14160.666666666666,9248.333333333334,7.024994297873832e-06,7.025070518517994e-06
1359,414,653,854,14162.0,8786.333333333334,9.224543698851224e-05,9.224525937622922e-05
1360,653,1103,854,14094.666666666666,8901.666666666666,4.274443907191225e-05,4.2744519652319963e-05
1361,1103,653,979,14161.333333333334,9017.333333333334,1.2740321237619442e-05,1.2740431273312381e-05
1362,979,653,1877,14295.333333333334,9017.666666666666,0.00011059946967908142,0.00011059930179354285
1363,653,76,1877,14362.666666666666,8902.333333333334,0.000155361986985668,0.0001553621454865301
1364,76,653,414,14296.0,8786.666666666666,0.00037746707470266645,0.0003774668160396653
1365,1287,452,1584,13492.333333333334,8553.666666666666,5.553735584995509e-05,5.553749591204786e-05
1366,452,569,52,13357.666666666666,8784.333333333334,0.00010327985719860355,0.00010327967142318774
1367,452,1037,1584,13358.333333333334,8553.333333333334,8.066239117421139e-06,8.066342501915989e-06
1368,452,52,1037,13291.0,8668.666666666666,0.00010990461874245739,0.00010990472503970998
1369,537,1843,244,13892.666666666666,9247.666666666666,0.00042750148177652313,0.000427501461503624
1370,569,723,1030,13491.0,9015.666666666666,0.0001071430592303466,0.00010714292401996887
1371,713,1656,1726,14493.0,10289.666666666666,2.5465226132877344e-06,2.5465662603733953e-06
1372,2119,983,898,13087.666666666666,9476.666666666666,0.00012133601787366576,0.0001213360127504683
1373,2119,1665,1145,12954.333333333334,9245.333333333334,0.00013454989458571513,0.00013454967151288637
1374,1416,1010,1818,14695.0,9943.666666666666,0.00018909517603906496,0.00018909514109372478
1375,1010,1536,1543,14561.666666666666,9711.666666666666,6.003123291773871e-05,6.003128699696457e-05
1376,1010,1416,2051,14561.0,9943.333333333334,0.00017680682557901027,0.00017680689954074593
1377,1536,1010,2051,14494.333333333334,9827.333333333334,0.00015106988357739662,0.00015106977990705264
1378,437,1803,1784,15298.0,10060.666666666666,6.611331400366023e-05,6.611316194998011e-05
1379,1803,437,428,15365.333333333334,9945.333333333334,2.1196668118551896e-05,2.1196583471503932e-05
1380,848,459,1816,16971.333333333332,10874.333333333334,3.0209809910059508e-05,3.0209720291197857e-05
1381,459,479,1816,16904.666666666668,10758.666666666666,3.310280854795225e-05,3.31028238538703e-05
1382,479,459,1198,16770.666666666668,10758.333333333334,2.1699858134790342e-05,2.169983591964278e-05
1383,459,1281,1198,16703.333333333332,10873.666666666666,2.308775112774069e-06,2.308721671098564e-06
1384,572,1281,1951,16568.666666666668,11104.333333333334,2.0739513148553454e-05,2.073957201648222e-05
1385,1967,994,2059,16706.0,9948.666666666666,3.085167770290502e-05,3.08517433191842e-05
1386,377,994,1967,16705.666666666668,10102.666666666666,2.1627005752916154e-06,2.1626124021557204e-06
1387,1224,1598,1967,16704.666666666668,10410.666666666666,0.00022368526313064295,0.00022368510766246808
1388,1598,377,1967,16705.333333333332,10256.666666666666,0.00021653621954935404,0.00021653607201541645
1389,491,2174,2125,16103.0,9831.666666666666,4.385276500129575e-05,4.3852614297117764e-05
1390,2174,491,1109,16170.333333333334,9716.333333333334,5.894484662253798e-05,5.894467965913359e-05
1391,1572,195,1222,14278.0,15489.666666666666,5.5458248701111466e-05,5.545829832507422e-05
1392,1572,1763,1826,14144.333333333334,15258.333333333334,6.79439242881963e-05,6.794381954266566e-05
1393,44,2023,1269,13741.0,15719.333333333334,1.4788851892972947e-05,1.4788674239391852e-05
1394,2023,44,204,13875.0,15719.666666666666,1.6545125084261605e-05,1.6545218998457855e-05
1395,1170,1668,1034,15488.666666666666,13874.666666666666,0.0002829323335612953,0.0002829322211258768
1396,683,252,320,16092.333333333334,13760.666666666666,0.00021346868634012544,0.00021346885863087508
