sample_id,flux_name,E_total,E_exact,E_coexact,E_harmonic,frac_exact,frac_coexact,frac_harmonic,mean_abs_div_total,mean_abs_div_exact,mean_abs_div_coexact,mean_abs_div_harmonic,mean_abs_curl_total,mean_abs_curl_exact,mean_abs_curl_coexact,mean_abs_curl_harmonic
GSM_6433618,flux_tumor_stroma,0.019829516300014362,0.018719290443353936,0.0011102084045199298,5.76277107645658e-13,0.9440114504124529,0.05598766947830824,2.9061581680902655e-11,0.0052916145570508916,0.005291613715275045,2.44538066457884e-20,1.217449068245405e-09,0.0005104092470113635,5.676896658890672e-20,0.0005104090229363034,6.417945387800792e-10
