face_id,i,j,k,face_energy_total,face_energy_exact,face_energy_coexact,face_energy_harmonic
64,1685,928,1742,5.310712741940272e-08,2.67881948579114e-08,4.898009051251284e-09,3.4523760165673296e-19
65,586,1823,1635,7.894156591461434e-09,4.985089991729901e-09,2.3860697352511452e-09,4.426611911385289e-19
66,586,1300,1435,3.1325558861495933e-10,1.66118775995053e-11,2.2039024259096874e-10,2.0324274750092554e-19
67,1765,586,1435,6.04475319473028e-11,5.328695279090062e-10,8.258648454289808e-10,2.686125888032082e-19
68,586,1765,1823,8.357805638761461e-10,4.344522976273144e-09,4.207637923967957e-09,3.5866750413114086e-19
69,233,2147,136,7.346202852816227e-10,2.3426358374788334e-10,7.313421195732356e-10,1.6917257827556146e-19
70,2147,233,948,1.4760266341804818e-11,9.208988373449363e-11,1.7916997375582857e-10,2.4814262951103213e-19
71,1335,392,948,6.595921046121314e-11,6.811032793178673e-10,5.176473782731149e-10,3.2105185379347995e-19
72,1993,538,1407,1.0685724362173755e-10,6.98615248231821e-10,9.525874996713443e-10,2.7593394596620182e-18
73,538,1572,136,5.894209344709171e-10,1.1247351168524987e-12,5.88131872615905e-10,2.431109831122979e-19
74,1205,1572,538,1.2017926379822244e-09,3.4321562201369475e-10,9.85796453651455e-10,2.5667597551262055e-19
75,455,1043,1735,9.349114305865275e-10,1.4984726348990124e-10,4.970042461291639e-10,2.7601239755930475e-18
76,1043,1629,1735,6.464230546766804e-09,8.26559685361647e-10,8.151013050769537e-09,6.295475184155052e-19
77,2196,365,1067,3.306405545303092e-09,3.3801001929568545e-09,3.6458906744121615e-11,1.846570679636338e-19
78,365,2196,1320,3.470722508802723e-09,3.3425035485237604e-09,1.3531572069240367e-11,2.284904091759822e-19
79,1819,1000,1488,5.670005814226643e-09,1.732565639997839e-09,7.526240388082478e-09,6.60086013208784e-19
80,1629,1819,1407,1.839903312148479e-10,2.421103020341471e-11,2.3684694707025053e-10,7.858127180212985e-18
81,1000,1819,1629,2.2292538010264228e-08,1.0946204940904029e-10,2.027425481812964e-08,6.102066480418224e-19
82,109,843,852,3.4743065630986307e-09,1.0070945012012603e-09,7.661444381568202e-10,4.1983055416343344e-19
83,2124,843,2115,3.196683698582376e-08,1.297830476975498e-09,2.190923204575648e-08,3.3462224212730106e-19
84,843,109,2115,7.923652631082968e-09,1.2114852142625428e-09,5.808310583574696e-09,4.2581797330655257e-19
85,1135,1585,763,1.4565320926522929e-08,1.488110978848313e-10,1.555455637837888e-08,5.276755730714205e-19
86,1585,1135,1247,1.950106807139152e-08,1.4026511965265196e-09,2.1006926120958863e-08,1.331978617866475e-19
87,523,1135,763,4.663586670231467e-09,1.2022105546099592e-10,4.104414388431027e-09,1.5897683738151161e-18
88,1135,523,1247,1.3432241105901207e-08,1.2707252634982171e-09,1.2303880079932033e-08,3.399932476049085e-19
89,1585,584,57,1.1850206369290474e-09,9.000893245879765e-10,8.746064235860557e-10,6.348061244020737e-19
90,584,1585,1247,6.394966331889467e-09,1.4097422026591795e-09,2.5788396046895624e-09,3.626824439079847e-19
91,523,584,1247,1.0624633877110885e-08,1.2346997305161259e-09,5.441271854897451e-09,1.3230190535422675e-19
92,1251,109,852,8.446361801812283e-10,5.374277084395855e-10,1.880799026785227e-10,6.11127997392393e-19
93,1585,1251,852,3.3565043188104105e-10,1.0809286492654851e-10,2.0945481753940817e-10,1.1141588497756748e-18
94,1251,1351,109,3.246581598522381e-09,3.454707873082551e-09,7.309795583883036e-10,7.196061943142068e-19
95,1056,1607,247,7.607273610317261e-08,1.0878700249107433e-08,3.603290588362003e-08,2.6079170006067335e-19
96,129,727,2052,8.722612866548489e-09,3.4183536780301704e-09,1.2700619452662029e-08,1.2551520317362282e-19
97,727,129,1845,3.6501890913448617e-09,8.072090546479752e-09,1.5631189251753363e-08,1.7001307174469428e-19
98,727,1746,2052,4.3271588132807055e-09,4.320876430308715e-09,9.322851801743995e-09,1.1599322597098042e-19
99,159,1340,610,2.9541132432493824e-08,1.6420847684853969e-09,1.798059110003961e-08,4.665783896530994e-19
100,1340,905,610,3.394931608664365e-08,3.5164267183376084e-09,4.466363329517243e-08,3.548418871187052e-19
101,595,1465,1350,2.642220805530017e-08,7.065360679333105e-09,1.4044164399437776e-08,2.0492602220199166e-19
102,2059,159,610,2.546088507087952e-08,4.435726928361775e-09,2.0868777198621627e-08,3.277030971038748e-19
103,159,2059,376,1.7232469934589667e-08,1.93611046925446e-09,9.29774300003425e-09,3.3323040783197924e-19
104,163,677,1767,2.0030157148076313e-08,7.516696638392289e-10,1.8996944034125124e-08,5.442652924964446e-19
105,2069,159,2156,5.845566886912163e-09,4.4933331240064073e-10,8.132001901083799e-09,4.937480393981403e-19
106,2069,163,1767,3.108031112153773e-08,2.585585517731398e-10,3.0062062380497213e-08,5.770325235158655e-19
107,1340,2069,1767,2.0995226333496115e-08,1.7998704220227181e-09,2.918078346387992e-08,5.870889813040305e-19
108,2069,1340,159,1.0697299027740816e-08,7.251734617757653e-10,6.078287848756394e-09,4.3046438318407343e-19
109,13,2041,836,8.772680560185902e-10,2.572797572917454e-10,1.9674501398357654e-09,2.01087101504901e-19
110,1844,2081,1796,3.883871049142266e-09,2.6033066410094574e-09,9.843670722355871e-09,1.6344478461701607e-20
111,1245,2081,1844,3.933226829485991e-09,2.931069838763821e-09,6.848628806608424e-09,1.987840610538948e-20
112,2081,2074,1796,3.568220369261403e-09,2.2397443636793372e-10,2.0908169344325174e-09,2.0045068240816378e-20
113,2074,2081,1428,2.479645539190984e-09,2.9355075272937147e-10,1.0900257502383725e-09,2.6269237669489986e-20
114,1428,2081,1520,1.4139811286932054e-09,1.3547612701529811e-09,4.40783519734481e-11,3.652848662753085e-20
115,2081,1245,1520,2.803763353572424e-09,2.154605778604623e-09,1.998059129446689e-10,4.548239364201151e-20
116,522,2187,1187,2.5091269240262366e-09,1.0148561232801889e-10,1.881514044731756e-09,2.783698608965866e-19
117,2187,749,1187,2.289128647093516e-09,2.350673918772462e-10,2.0219198888967687e-09,4.797103514442226e-19
118,1199,2187,1157,1.1977162216367565e-09,4.964362346977842e-11,1.3939769606511366e-09,4.490210555571618e-18
119,749,2187,1199,1.5990331081194866e-09,4.279207115269808e-11,2.0005913588354156e-09,1.741947108080181e-18
120,74,522,752,5.502560564526458e-09,4.083804499846811e-10,7.023142083192212e-09,2.089246023640275e-19
121,726,545,20,1.7308375963828612e-09,3.3610916337927043e-10,2.5244588519043483e-09,1.4416837490932525e-19
122,726,749,545,1.374620963016442e-09,9.114062028564683e-11,8.675513395191461e-10,4.1206794927916844e-19
123,1404,278,0,8.725277927896813e-09,5.839465287560165e-09,1.1713788498608444e-08,3.733400547998112e-20
124,2196,382,1320,2.6285178422015875e-10,7.125244951786886e-10,2.274687737804059e-10,2.1938063714634523e-19
125,382,2196,1860,1.7100565477046316e-09,9.271180035796445e-10,5.335087071601313e-10,1.9935887464418083e-19
126,1967,2036,60,6.298717243478043e-09,3.82676225752093e-09,2.5048395857824292e-09,3.635135240747753e-19
127,392,2036,1967,5.219380677060267e-09,1.121879469926112e-09,1.0453906442283434e-08,3.8660556199353354e-19
128,1199,588,545,1.1772768352736694e-10,3.12351648719619e-11,2.2807743618260363e-10,6.228149480150038e-19
129,588,729,545,1.5071530724410982e-09,9.120710824558507e-10,9.700636247163577e-10,5.100880470597421e-19
130,588,1199,60,8.493218817826506e-12,2.648399975461269e-10,1.8330632373150328e-10,3.769618037441294e-18
131,1112,377,1643,7.731035538162622e-08,1.4900740673281834e-08,2.698953203555727e-08,9.870244623257675e-19
132,917,1384,2193,5.486061993893991e-11,7.907080755070443e-10,6.859472272344559e-10,4.288165295828826e-20
133,1726,463,721,7.395800900300458e-09,9.761565360017288e-10,3.19080428424397e-09,1.637506764863536e-19
134,877,1041,1838,1.9554839006358607e-08,3.4457553073672676e-09,8.78843237479432e-09,6.953106159097583e-19
135,1495,1972,412,5.810267357121375e-09,3.723296683293258e-09,1.238337227664747e-08,4.651284339129639e-19
136,1972,1495,612,1.5725503056492414e-08,6.795371179141522e-10,2.0829249208679746e-08,5.103657442390415e-19
137,957,1743,42,1.3616996398692025e-08,7.3152037500735174e-09,5.4874033690589785e-09,4.561871738591798e-18
138,1102,957,42,1.2659155772200706e-08,7.69450974898946e-09,4.038561913144541e-09,2.1801085069181828e-18
139,556,2028,825,9.680447261278663e-10,3.9955871553742894e-10,3.714472063776027e-10,4.408019803134724e-19
140,556,607,1986,2.659843062559892e-10,3.348770528704586e-11,1.7301476151148078e-10,4.445639559513545e-19
141,607,556,825,2.419410014626935e-10,1.0981655792166428e-10,1.5835454320140167e-10,4.639785963647514e-19
142,1148,1806,151,1.3015470044009042e-10,1.930991653962571e-11,9.137991149831701e-11,5.768517882901917e-20
143,1027,1419,151,5.989575499834961e-10,1.2012117831106974e-10,4.2582625632419186e-10,1.884703157614223e-20
144,133,700,1027,1.5915660139871333e-10,3.6525851375842805e-10,5.621840233860693e-10,6.455170744366765e-20
145,133,1027,151,4.4802384339176256e-10,9.799848328392308e-11,7.765355186761953e-10,5.552339734417332e-20
146,1806,133,151,4.913637997760724e-10,4.9934164195538545e-11,6.725466777056943e-10,4.016437069792977e-20
147,700,1455,1027,6.637931602527502e-11,2.250404639202227e-10,2.3049577961306458e-10,9.654444434063299e-20
148,1058,941,242,7.680868256662063e-08,1.7631188833946686e-08,3.9299825351401883e-08,1.3598726411368456e-19
149,941,1058,115,8.067413029421355e-09,4.221962937615221e-09,8.130607171512685e-09,1.607103779148658e-19
150,1675,1976,1716,4.920247377244983e-09,2.6004223948481498e-11,4.802971655562773e-09,4.1424800425968836e-19
151,350,1934,122,1.8450114114998754e-09,6.649004173879174e-11,1.4762224378606748e-09,6.300162092260523e-20
152,623,1442,1536,4.611686795392118e-11,5.332762308433942e-11,1.1430736908287076e-10,3.7593609183973207e-19
153,548,1291,448,5.868424231775881e-09,2.616862446535448e-09,5.398859407515018e-09,2.9024827836267176e-19
154,821,548,455,1.3399039917563924e-10,5.122963898969318e-10,6.375391620338795e-10,2.2335721599351394e-18
155,548,448,455,7.028775297880825e-11,1.492698025755368e-09,2.1322940069323893e-09,8.046507431209008e-19
156,1291,574,1349,1.524769632650896e-08,2.311304201145288e-09,1.7593595126234394e-08,3.4144109773576887e-19
157,574,303,1349,9.763207155518333e-10,2.371391086987424e-09,7.036249663650802e-10,2.9692741940748214e-19
158,1433,2012,1663,4.237747781112855e-09,1.6930478136780803e-08,3.6495296018635736e-08,3.8876187825438744e-20
159,1529,1433,1663,2.0315357193574562e-07,2.8657217419251814e-08,1.1974303606093903e-07,8.557390082928783e-20
160,1663,834,1651,1.773178862021086e-09,3.1263343014964727e-10,7.397943746999812e-10,3.6653399530370966e-20
161,1020,1226,86,2.168404165024908e-09,7.513389984042733e-10,1.3273426300403609e-09,5.487540110455293e-21
162,1226,1020,2005,5.767806657798772e-10,4.763231347909667e-10,1.1865732116523921e-09,1.3391578585935963e-21
163,834,1226,2005,1.380027226274756e-09,2.6977782916603855e-10,1.0542765193097337e-09,4.6237811805145556e-21
164,304,1569,1651,2.7094975165204866e-09,1.6059960846411958e-09,2.045877512478354e-10,4.196569107632838e-20
165,346,1485,1665,6.925293064077561e-09,7.447601446128964e-09,6.143906068392593e-09,1.5800641161780236e-18
166,1485,346,751,7.614277326779855e-09,6.2003838573228406e-09,1.7807332266700554e-10,2.165605912266091e-18
167,1630,1485,1919,8.476994897540857e-09,4.6247160206186503e-10,1.1292148749923616e-08,7.763598382487447e-18
168,1485,751,1919,7.0561520091793474e-09,3.2092563472793577e-09,1.9399424892423534e-09,2.752958600398596e-18
169,1778,1912,247,1.7457527750279237e-08,1.2487879106814374e-09,1.1247690138550056e-08,5.24857765805724e-18
170,1607,1778,247,2.601214139852347e-08,6.909320324649788e-09,7.306848446856035e-09,1.2615290802029302e-18
171,224,531,1472,4.699510681835236e-08,6.047230421269728e-09,3.993747577801863e-08,8.939079762728432e-19
172,1243,1546,711,1.7363881526187588e-09,1.2023799266705917e-09,4.9752900178796765e-09,5.706498206109502e-19
173,1546,1243,1780,1.6790399188375017e-08,5.322962494325688e-10,1.64960768785051e-08,7.255623130215851e-19
174,318,1243,711,6.099913864713436e-09,2.5215114316746386e-09,3.5398552987854478e-09,7.511045374147333e-19
175,1243,318,807,5.865597546558607e-10,4.362383253848202e-09,4.701540740095767e-09,7.9855416548904515e-19
176,668,1243,807,1.5938945171465363e-10,1.0908224105485818e-09,1.6799125574498612e-09,1.1581252334561227e-18
177,1243,668,1780,4.2451802930267745e-09,9.623185980583604e-10,1.5426792813269377e-09,8.070568417143191e-19
178,530,1546,1519,7.018707804680785e-09,6.176772745891543e-11,6.812541294343309e-09,5.728582373544512e-19
179,552,668,723,5.136627158985645e-09,1.7719689980340666e-09,2.672396108797056e-09,1.713789118175745e-18
180,552,723,2060,2.787706357508542e-09,3.1055420836762386e-09,8.581472796215419e-10,2.9848170466775533e-18
181,987,552,2060,3.686856710449189e-09,7.909088212841253e-10,4.710455362103143e-09,2.243776986392541e-18
182,564,987,1586,1.8115672431742672e-09,1.295184566453374e-09,1.727017973084725e-09,1.0362654139044686e-18
183,400,564,1586,3.944168489935896e-09,2.0573404234498015e-09,1.8705377226365003e-09,5.08401077349661e-19
184,564,552,987,2.2875721785248458e-09,1.0035978444907832e-09,4.719245799714739e-09,1.977451931070965e-18
185,552,564,668,3.5685527597215697e-09,9.228509351295229e-10,2.205982925658525e-09,1.1546713316290364e-18
186,564,400,1780,8.073732227577089e-09,1.249906764533203e-10,8.603771101976517e-09,7.032004910384669e-19
187,668,564,1780,1.101963966272662e-08,9.767768010692923e-10,8.903640384182945e-09,1.1267107339209762e-18
188,2145,1372,2184,1.0672851626124124e-08,2.2733859895345226e-09,8.162827081961017e-09,3.6846673445087017e-19
189,1372,2145,767,6.390908909908118e-09,2.282909864522375e-09,7.594661721929914e-09,5.759808673282732e-19
190,1426,1372,767,8.8419510077709e-10,7.148689973606525e-10,1.6415715199938279e-09,1.437755887214263e-18
191,743,148,1902,2.9001447527650503e-09,1.601893685696335e-10,2.0314387705982384e-09,1.079192902412886e-18
192,148,767,1902,1.602100854548112e-09,1.6680543970143342e-10,1.9183449204987864e-09,5.21464417797048e-18
193,148,1426,767,4.87060449945753e-10,6.410351010419707e-10,5.544829042020884e-10,2.8868713292162448e-18
194,84,1862,2162,1.6857093094340345e-07,7.566114198065175e-08,4.625204269880542e-08,4.898184874607237e-19
195,1372,1279,2184,7.074644396626483e-09,2.204237136699412e-09,5.477816666947687e-09,3.5151697959341393e-19
196,368,1109,767,2.920394993118622e-09,3.5992744836960483e-09,5.4166544594528965e-09,2.569647934871291e-18
197,1109,340,142,1.8431450831714474e-10,2.5062783632716725e-09,1.7835056685387231e-09,1.3101998423393014e-18
198,767,1109,142,7.117472545218728e-10,2.4191035895420175e-09,3.931479899592687e-09,6.896544917282442e-18
199,2049,2145,2184,9.104853394043159e-09,7.555850645165483e-10,9.13643290921393e-09,4.0883420107323743e-19
200,83,2049,2184,4.442357221444576e-09,1.3645261717161884e-09,9.398843805994037e-09,3.8708728945154165e-19
201,1165,1731,35,3.3924934429707503e-08,1.065311167186984e-08,1.0720826016819745e-08,2.1581870065604947e-19
202,1165,969,1731,2.764851966684523e-09,6.182866294476989e-09,3.657728265463573e-09,2.1471298418876688e-19
203,625,1293,743,6.869628813163394e-10,3.413075848740436e-11,6.618490456413237e-10,9.874964126596894e-19
204,1293,625,1744,6.003063903762841e-09,6.331438624870649e-11,6.952532206995974e-09,9.213523294358942e-19
205,892,743,1902,3.042558177040992e-09,6.216398300083766e-11,2.9841108054782805e-09,1.3138702679633888e-18
206,598,892,1902,3.224150946482445e-09,2.5539148944049726e-11,3.2569606403112584e-09,2.7573527561618496e-18
207,525,892,598,1.191216005223726e-09,9.39322092414212e-13,1.142148095145236e-09,9.1541368800895e-19
208,892,625,743,9.463995638024428e-10,1.7361858245562965e-11,1.030839936458917e-09,1.022032533150004e-18
209,625,892,525,1.1244639531363937e-09,9.924211225595221e-13,1.1204257371293275e-09,9.22000629145237e-19
210,1293,1283,743,2.8299764541555013e-09,5.194724464309148e-10,3.033453632956823e-09,8.42530452716533e-19
211,1283,148,743,1.406135605702916e-09,3.6554016453899174e-10,2.18875130643015e-09,1.0288816142365119e-18
212,148,1283,1426,5.959255654941669e-10,1.5757840056182528e-10,2.722571297123315e-10,7.863114509042265e-19
213,1283,1293,2003,2.5589389710610316e-09,4.25366657041265e-10,9.102024976580464e-10,8.48014418498476e-19
214,116,1625,1781,1.2978714551786193e-08,8.775674178182781e-09,2.610214336917255e-09,1.5177877327149917e-19
215,2133,885,491,8.646542665632945e-11,9.889587484421173e-10,7.248640781369049e-10,5.29948432315566e-19
216,731,885,2133,3.116974325161279e-10,1.91820288060437e-09,1.5115393042744797e-09,6.309746260565134e-19
217,885,731,1744,2.7559633093967893e-10,3.020366820515697e-10,1.1339347487379115e-09,6.828713492919109e-19
218,888,2121,1781,6.347071650436041e-08,1.7659237748390464e-08,2.2439886268488693e-08,3.550645073438711e-20
219,2121,2120,1781,6.682014238182658e-08,1.6738553200078455e-08,2.2906867337901413e-08,7.965487014276275e-20
220,2120,2121,149,4.003671008942156e-10,1.0465528303325871e-08,7.056671035360641e-09,6.19485245634622e-20
221,2121,489,149,6.406279097339804e-09,1.0595215020590897e-08,5.194644842044181e-09,9.051732766044644e-20
222,1114,2117,1089,9.87137929702667e-10,1.461460108142614e-09,2.811878040750573e-09,4.857708556094346e-19
223,1787,2067,1839,7.768477481259366e-10,5.213820271797869e-10,6.767029217216646e-10,2.0380140237726692e-19
224,2067,147,748,7.755463085815359e-09,2.101583705525519e-09,4.7861901401005945e-09,1.6241778958234192e-19
225,1625,147,1633,2.8601394696611972e-08,1.690738461119768e-09,1.9481041481859382e-08,1.1827092611969218e-19
226,147,1787,1633,2.883481977201508e-08,2.0213925481733095e-09,1.649702728402596e-08,7.720633834791457e-20
227,1787,147,2067,7.727790309743394e-09,1.4197248359151e-09,5.4066251358952285e-09,2.0428451959156916e-19
228,692,719,881,3.399942277755241e-08,1.1960663494511917e-08,2.6842366880032107e-08,3.433433054472088e-19
229,692,1787,1839,9.169089424276621e-11,2.885063504612644e-10,6.952931318664368e-10,3.258789894889954e-19
230,260,1829,2162,2.7325157327597988e-08,1.0030783437179558e-08,2.437319039054068e-08,3.64163017918107e-19
231,1829,260,402,3.9519212409866e-09,6.646584045983224e-09,1.3467493746903845e-08,2.67770418269473e-19
232,1300,1861,1363,2.4841468836786067e-09,2.6472680164805326e-09,8.74358180602175e-10,8.936462760098924e-20
233,1861,251,1363,2.099268598121804e-09,1.4927005259178388e-09,2.2533324793740633e-09,4.9918908790813224e-20
234,1722,1016,1635,5.0504195160938984e-09,8.237679385097918e-10,7.055304225390101e-09,4.921843385166565e-19
235,1532,1016,1219,6.008113411684002e-08,4.611674979782356e-09,4.240475051797961e-08,3.4158069651914083e-19
236,1016,1446,1219,2.7871262830124025e-08,7.810993916793154e-09,2.639293216173007e-08,3.907072605944816e-19
237,1446,1016,1722,1.8400464210381823e-08,2.5112701827265996e-09,1.2248927421607226e-08,4.3355609728774544e-19
238,1029,1300,1363,1.8534631356862821e-09,7.304263516970244e-10,2.3521883441005274e-09,1.155982443971225e-19
239,1300,1029,1435,1.7336127712201951e-09,3.5008234554561934e-11,1.6703788468857248e-09,1.6394588310323778e-19
240,529,243,2127,1.556540164793366e-11,2.0903194052260236e-11,4.506294755918658e-11,4.695119363105291e-19
241,243,529,988,7.987187937684331e-10,1.885959334705226e-10,1.1348232770999577e-09,5.272150006867452e-19
242,1316,995,1142,2.697074247043046e-10,2.9591719912608144e-10,9.185957714219051e-10,2.3441046595206095e-19
243,1455,1316,1142,2.525796250379506e-10,4.989966406642599e-10,1.1603700144279924e-09,1.920906270489466e-19
244,1316,1455,700,9.04647223645408e-10,5.894566566713358e-11,1.0259537837046544e-09,1.2634642568286233e-19
245,995,1734,1142,1.3818501416340274e-09,2.0858644161730657e-10,1.213113084789211e-09,2.9684987989016757e-19
246,1495,1652,612,5.6988194692690365e-09,3.345353046477228e-09,1.16555412514617e-08,4.2066447527262843e-19
247,688,292,2089,2.3447856141434858e-08,9.435257299507163e-09,2.0379754443825894e-08,2.2977728913542543e-19
248,1218,1714,1722,6.586225950967665e-09,8.091117237429997e-10,1.1932052925424927e-08,7.201311139085938e-19
249,1823,912,452,2.1859143416251037e-09,1.677779295623395e-09,1.9520343675975327e-09,4.721517594313476e-19
250,912,928,452,1.1960833659786757e-09,2.7924627133399712e-09,6.851314408412802e-09,5.159561917808709e-19
