face_id,i,j,k,face_energy_total,face_energy_exact,face_energy_coexact,face_energy_harmonic
821,453,1936,741,2.3396336124689814e-06,1.7067421314897093e-06,1.391278290199168e-07,8.68365146425498e-17
822,453,2026,1936,2.180499423234154e-06,1.4714564183867282e-06,1.3613266472468453e-07,8.27204313795574e-17
823,453,1249,2026,8.625284766289017e-08,2.9810215000829304e-08,2.1574183938196884e-07,8.317912314731212e-17
824,105,74,741,3.0248147582860204e-06,2.8630388292159537e-06,9.8007925243146e-08,8.987164883722683e-17
825,1313,105,741,1.2329023929342128e-06,2.0501321897312773e-06,1.4178200499527518e-07,9.387216772373879e-17
826,105,1313,947,7.934829518230142e-07,1.2231919756633024e-06,6.552919111133939e-08,9.204522006500739e-17
827,74,105,522,8.900810207136853e-08,3.167659685028179e-08,5.8812059178892974e-08,1.17610688245463e-16
828,105,1080,522,1.5461122561136236e-07,7.312952049808493e-08,5.337769746454517e-08,1.1553204975093403e-16
829,1080,105,947,1.704078050693405e-06,1.95413818171558e-06,2.9158634981807565e-08,1.0804473656343808e-16
830,1378,1313,1936,2.525680032481098e-06,2.8415505076963574e-06,2.3954659622434645e-07,7.58114775402066e-17
831,1313,1378,1954,2.852682279316721e-06,2.7669944063048876e-06,2.401657939611756e-07,7.070050552318435e-17
832,1954,1378,57,3.1798790811683644e-06,2.978060465438636e-06,6.664725598744858e-08,6.469373379804777e-17
833,1378,759,57,5.4203421269955264e-06,4.619932885456992e-06,1.3918702491019195e-07,4.614843103825549e-17
834,543,141,1225,1.556706441235222e-05,1.3296930769793671e-05,8.974245962218194e-08,5.870285011276827e-17
835,141,829,1225,5.4773035448228106e-06,3.82034755554348e-06,2.2035933120816177e-07,5.965234087458979e-17
836,829,141,297,2.967440137566537e-06,3.003602101838917e-06,3.7289094116626253e-08,7.471360540822011e-17
837,229,1880,752,3.804775021137998e-06,3.9375795455776934e-06,2.325751395191651e-08,8.587213321396381e-17
838,1880,229,1267,5.532004374638325e-06,8.153647552995168e-06,2.539558027310076e-07,7.388174057931414e-17
839,1880,74,752,8.627315348952457e-06,7.154476635466639e-06,1.5768587357107296e-07,1.0229395499828874e-16
840,505,1880,1267,7.690325712878832e-06,9.406027079310907e-06,1.6607579574032486e-07,7.432633658692297e-17
841,229,2179,1404,2.2281139710201766e-07,2.1596524845472153e-07,3.675851154259843e-09,6.9912956665131e-17
842,749,2179,1187,4.925622125474236e-07,7.416958157059751e-07,5.6432707120656034e-08,1.560789016535681e-16
843,1187,2179,752,1.2202132106983357e-06,1.9567416207018003e-06,2.3552418289958587e-07,9.175374681423433e-17
844,2179,229,752,1.7850311135594817e-06,2.2822535339697486e-06,3.2040494626329136e-08,8.482820637542455e-17
845,1339,829,297,3.7840536720105887e-06,3.6044644104531447e-06,4.5605618105478587e-08,7.386262909079894e-17
846,271,336,1225,2.2932993734984527e-07,5.2757792882548584e-08,1.281553738448407e-07,5.887926781161904e-17
847,887,336,271,3.343085608419565e-07,4.954970679223182e-07,2.1801045990996165e-08,7.322564179177571e-17
848,1053,1900,1655,9.76150826218223e-07,6.19544159215314e-07,7.305363539093853e-08,1.0948883164595827e-16
849,1863,1900,1145,1.3815483175682846e-06,2.19135748033133e-06,1.216920234690195e-07,8.525392317911254e-17
850,1900,1863,1655,1.7354311422917544e-06,2.0255966355172744e-06,1.3726478826520067e-07,9.688120788404742e-17
851,1900,1923,1145,1.226049811972207e-06,1.4083492328508757e-06,1.2316241971915562e-08,8.757092112525988e-17
852,1923,1900,878,1.3721519295200744e-06,1.4946982041959866e-06,5.67789458966841e-08,9.24261898634317e-17
853,1900,1053,878,8.214291886488272e-07,9.601413243649642e-07,8.038089279853531e-08,1.0556477512363577e-16
854,1863,189,1655,1.628759618718873e-06,8.275079155706386e-07,1.6321063685114042e-07,9.444824626874107e-17
855,1491,2029,495,1.3473121687063584e-06,1.0506394713108788e-06,2.2630935706662855e-07,1.3683124518976408e-16
856,829,1858,271,3.5476143314020007e-06,4.369284061279512e-06,4.418601791268794e-08,6.768416237174644e-17
857,1858,1339,1188,2.888595371177877e-07,3.92498518135517e-07,1.8765980381099288e-08,8.247625401346741e-17
858,1339,1858,829,4.621764950146871e-07,5.740515145638651e-07,4.292740112642787e-08,8.200600319277716e-17
859,88,2041,13,2.0539553477519852e-07,1.6590824243950839e-07,2.8554813270498648e-08,1.2155538773190242e-16
860,1921,88,13,2.4363573075086056e-07,3.8005704586933877e-07,6.11083088018188e-08,1.2719872957142255e-16
861,837,41,1921,2.2792294798649244e-06,2.003487893640335e-06,2.779203058617634e-08,1.3206743342571372e-16
862,837,1909,427,1.111593129816065e-05,9.84129460387775e-06,8.241056145632564e-08,1.2087327056508023e-16
863,41,837,427,5.608185540846143e-06,5.42809746951261e-06,5.829176471083239e-09,1.139538662604042e-16
864,319,1259,2090,8.573598707043547e-07,9.035181954295995e-07,9.493137415433246e-08,1.294299248843996e-16
865,1259,2118,2090,5.389482567451671e-07,3.1576976036719964e-07,2.441453898592687e-07,1.1738267953402897e-16
866,1603,131,1520,3.017688227442375e-07,3.5115625852263575e-07,1.594201543875337e-08,9.470967822849933e-17
867,1245,1603,1520,1.3851866845268503e-06,1.1386168737604432e-06,1.7417926893371533e-08,8.132965117926044e-17
868,182,1603,1245,3.835150534828004e-06,2.109827461849409e-06,3.166102476356098e-07,8.599298899329965e-17
869,690,1603,182,5.777258662841944e-06,3.3151131892865293e-06,5.558021605271315e-07,9.046644633273082e-17
870,690,1904,2118,2.8253339488572128e-06,3.5608268460132735e-06,5.588016445914424e-08,1.181424876126244e-16
871,1048,1904,784,1.6340768165225837e-06,1.250280004744954e-06,1.8007196159446217e-07,1.1757183749142158e-16
872,1904,1048,2118,1.5769553944634366e-06,2.34030962694363e-06,1.7967679898793517e-07,1.243503622138443e-16
873,784,1904,495,7.352897882919115e-07,7.461594226953461e-07,7.5219354178409e-08,1.2422801285154047e-16
874,822,906,445,3.657119062767938e-06,2.8485837002660364e-06,1.7831774860421863e-07,3.0152036416078465e-17
875,244,822,445,4.65061155625454e-06,2.4410011477593833e-06,4.075259271282e-07,4.018700831733958e-17
876,822,244,1656,5.113006021413249e-06,4.0084087094554485e-06,6.334253642372524e-07,2.8739573326355836e-17
877,588,822,1656,2.445240854249285e-06,3.629919861894595e-06,6.023144962153206e-07,4.94297058229566e-17
878,906,822,588,2.3152368522660845e-06,2.811917389475758e-06,4.6082760027998765e-07,1.3158963918444158e-16
879,1341,1524,729,1.180072132336258e-05,8.611235655571287e-06,3.811015458778316e-07,5.456330101173028e-17
880,588,1341,729,6.670973145709393e-06,6.098980946281515e-06,3.975444464789926e-08,6.452790455495927e-17
881,1341,588,1656,2.793845359942334e-06,3.7153513545152687e-06,3.1450500271277733e-07,2.8744545212781746e-17
882,1524,375,729,1.0825153856888871e-05,8.426816861095033e-06,2.5222751393939586e-07,3.141454677121263e-17
883,729,375,545,4.7141493573112004e-06,6.624451463939277e-06,1.0124942747631572e-06,9.130594513301097e-17
884,375,1298,545,4.405929318024251e-06,3.992007787924397e-06,1.1796515713544302e-06,3.750806082666541e-17
885,375,107,1298,3.2779738750185936e-06,1.408176426566407e-06,5.140106886832235e-07,3.3130774944207786e-17
886,107,375,1524,2.537583514573942e-07,2.178400391679084e-07,2.2273589071210665e-09,4.8275398463220084e-17
887,319,155,627,1.3879459595523464e-07,1.0750309047906251e-07,1.6532789675571726e-08,1.1138172409529902e-16
888,1553,1048,784,8.194380109228122e-06,9.879154497530552e-06,1.9161249989561825e-07,1.20704998471627e-16
889,479,1327,1549,4.492524825250809e-07,1.0216707898232952e-07,1.3310820763082997e-07,7.571267267994869e-17
890,1327,703,1549,4.00509443330853e-07,3.5567382016947324e-07,2.1068432857759649e-07,6.980513210100201e-17
891,703,1327,1769,3.534382370712168e-08,4.5703970632841613e-07,2.4166618666891764e-07,7.539627591858265e-17
892,1769,1327,785,1.2757997808425054e-07,3.772591830828322e-07,1.4658587155055537e-07,7.407805112305027e-17
893,1421,1112,1643,9.072278870673861e-07,5.470190298903176e-07,1.356455587958135e-07,3.647523821609808e-16
894,649,1421,1643,3.391377933788954e-07,1.8602679912909218e-07,1.0455271492384619e-07,1.065691509350917e-15
895,547,1451,937,3.8402878425499865e-08,1.798109270413322e-08,6.1150628310799e-09,5.418859429407057e-17
896,1451,547,2080,4.715191229460202e-08,3.875865936560037e-08,6.690322863922015e-10,8.219167396247801e-17
897,2126,1318,2080,1.082030876319059e-07,8.236505161979039e-08,4.419577506348354e-08,6.918445781760624e-17
898,869,530,1519,8.177407096214147e-08,2.1598182055482232e-07,4.104725939079938e-08,9.713126404166038e-17
899,508,869,1395,1.5776971356167865e-08,2.591802741698859e-09,9.917274122414335e-09,9.133707332107809e-17
900,869,508,530,3.6775017357983486e-09,8.581231532628758e-09,2.2930775592986448e-08,9.853666204774591e-17
901,1146,2154,364,2.0933774673088106e-07,2.623735495591868e-07,2.573524663308097e-08,5.0618590635504433e-17
902,2144,1072,1041,7.710254371555257e-07,1.092992984564274e-06,2.836028468404443e-07,8.622547769381588e-17
903,1700,2144,1556,3.2565054502824985e-07,4.223495219524847e-07,9.388963908623158e-09,8.257993352416786e-17
904,2144,1905,1556,3.167566122659939e-08,3.7911704575364196e-08,2.3983633044799173e-09,8.819686314630714e-17
905,2144,1041,1905,1.446777132567984e-07,8.44185078451476e-08,9.56107295622305e-09,8.864504051579386e-17
906,1065,2054,301,5.1076015703063606e-08,8.99475543689154e-08,1.0706673937003997e-08,6.590084894589161e-17
907,425,1065,301,5.908307138521628e-10,2.2121266966712326e-08,1.569529192013102e-08,7.001563928234997e-17
908,1726,1065,1354,3.8971268665081535e-07,3.4068517503573646e-07,3.051633606612168e-08,6.91087481747253e-17
909,1065,425,1354,2.2042853508906893e-07,2.61900216051472e-07,1.7666236933607133e-08,7.196664578291824e-17
910,126,1276,916,6.017208922960282e-08,6.506392389645836e-08,3.1313471156697706e-09,6.870285593512244e-17
911,1275,1276,1758,5.0602269193429365e-08,1.0434889311512308e-08,8.312736337483874e-08,7.070380062194473e-17
912,839,463,1758,6.584409877878429e-07,4.3801708896629166e-07,2.2714288143964066e-08,6.686301087083561e-17
913,1276,839,1758,2.552734363355849e-07,2.4717009283724037e-07,5.31158932762795e-08,6.895813455913122e-17
914,839,1276,126,9.880721183413375e-08,1.3906162041207102e-07,3.5348683345018154e-08,6.825901288906067e-17
915,839,1559,463,1.9201284614017277e-07,1.1311382089069486e-07,1.238410875005285e-08,6.54883240647893e-17
916,839,126,2163,8.990595674549331e-08,1.4700995930159347e-07,3.4910634077605466e-08,6.899733585871632e-17
917,1559,839,2163,1.3455811991457455e-07,1.1315889173512796e-07,1.3661420758144874e-08,6.707565350828708e-17
918,71,651,85,4.1119461142597034e-08,6.594534448725594e-08,1.1295075501283005e-07,6.594941094787215e-17
919,2068,827,436,3.3863609788480854e-06,2.0780039942321435e-06,5.009909021416215e-07,7.258669492675629e-17
920,1377,1601,1512,2.84513458566782e-06,3.0242416573360184e-06,4.221245503760709e-08,1.9502652540378242e-17
921,1642,81,1196,6.3066838073203e-08,9.412616374627983e-08,1.9712421388438933e-08,4.1075720255349327e-17
922,81,275,1196,3.283620227252068e-07,9.025265191548094e-08,7.783769572528766e-08,4.246484188361019e-17
923,275,81,334,2.1057383407774746e-07,1.717508660246121e-07,1.7919291514927022e-08,4.5864037828855405e-17
924,81,850,334,1.1079716920980183e-07,1.8275554815780984e-07,1.105700639744644e-08,4.1959495202694445e-17
925,1118,1661,699,1.7530857959931957e-07,9.787756839646886e-08,2.406213729155282e-08,9.271745791759948e-17
926,1661,64,1930,2.457733083648109e-08,4.917352932487772e-08,5.917775413847502e-08,8.959050354592292e-17
927,64,459,1930,5.992425919346952e-07,3.989593483878477e-07,8.991560129500461e-08,9.176188880371458e-17
928,1994,437,2174,1.1294652460983717e-07,6.06105587070237e-08,2.3735472529096962e-08,8.987395911411296e-17
929,1994,1141,926,7.084773139416762e-08,1.3857007328892678e-07,4.309153394230424e-08,8.970027570094738e-17
930,459,679,926,8.889449521704781e-07,9.212176478615424e-07,6.195757048758294e-08,8.84133040813124e-17
931,679,1994,926,6.736487350410371e-08,1.4350976758938548e-07,2.1178373173824193e-08,9.304239209852353e-17
932,1994,679,437,9.09000391896829e-08,1.7299114830396304e-07,2.176666776400775e-08,8.6811763883959e-17
933,437,679,1986,1.3311278200177338e-07,1.7821205727608205e-07,9.777047397356235e-09,9.358817211133735e-17
934,2043,437,607,1.562712246679216e-07,1.7270967628558373e-07,5.997790431082703e-09,9.351724867836384e-17
935,437,2043,2174,1.2952936812884306e-07,1.0409943882434889e-07,1.8268708545437906e-08,8.50045137823305e-17
936,360,2043,877,1.5828723649278678e-07,1.2944789402728597e-07,1.5952773103238134e-08,8.687750735089638e-17
937,2043,360,2174,9.893853476119521e-08,1.2201292007212398e-07,6.914099707499135e-09,8.626894361045073e-17
938,1141,40,1018,9.819129230308789e-08,4.5977977348937464e-07,1.9399371289233057e-07,8.903955718858957e-17
939,40,234,1018,1.111224614133231e-07,3.956454759267629e-07,9.030895037202135e-08,7.849135263868202e-17
940,1652,40,612,1.2163599298979688e-06,6.358839384968606e-07,4.344353935312182e-07,6.915881764030757e-17
941,234,40,1652,3.1678671923733136e-07,4.005350358053699e-07,3.7498964706045986e-08,6.900695154124597e-17
942,740,1980,877,2.4652157789332856e-08,1.3602636388347597e-08,1.4466951494920655e-08,9.41031661644844e-17
943,2043,740,877,6.841220568734474e-08,9.499332114714611e-09,2.8048898315988092e-08,9.6132278037203e-17
944,740,2043,607,7.023775620952616e-08,1.9089080198865365e-08,1.610325018913714e-08,9.328588569508812e-17
945,1980,740,2107,1.406115503021268e-06,2.354246932788881e-06,2.127988052136363e-07,1.0004454053301204e-16
946,740,607,825,1.1527311345707351e-07,3.357663413101416e-08,2.451864451483841e-08,1.0099781703429032e-16
947,2107,740,825,1.7690083424999715e-06,2.2048114083334603e-06,4.6577095711062574e-08,9.836691000836801e-17
948,530,2063,1546,4.78854200992995e-08,2.333754951589993e-08,1.3766288991980894e-08,1.0834211464716024e-16
949,1546,2063,711,1.5174558206742157e-08,4.268566995969748e-09,5.0568376416308245e-09,1.202311865222338e-16
950,2063,800,711,4.256406975519702e-08,3.285538691233872e-08,1.6626851796428426e-08,1.1450002346565443e-16
951,800,2063,2107,1.4614169922172209e-06,9.23397041422104e-07,7.10858521058555e-08,1.067281041772095e-16
952,226,562,21,1.8455058275658972e-06,1.385355346678048e-06,3.736139083482395e-08,4.6252020902746005e-17
953,21,562,42,1.3172419402631281e-08,3.0297498401210916e-08,7.048762713171473e-09,1.5945294664582708e-16
954,562,183,42,5.379754133557595e-07,4.827769174698468e-07,6.231598853657161e-09,5.1364800388167917e-17
955,1106,927,42,3.3754707006422365e-08,2.782100400729523e-08,1.035679208172054e-08,8.485391307175274e-16
956,927,21,42,5.008549445968617e-08,8.720025789319217e-08,1.288780634309715e-08,3.8752090812469014e-16
957,1084,1186,957,4.236058544745848e-06,4.167677345709772e-06,1.9299356378684693e-07,1.7295324565858259e-16
958,1186,770,1743,5.445609424703763e-06,5.9251765092299795e-06,2.911175391437922e-08,1.630876215414826e-16
959,957,1186,1743,5.694323856894e-06,4.183436681594565e-06,2.6989026933352935e-07,2.3438798104366383e-16
960,1186,488,770,1.5293428366077233e-06,1.738337242194998e-06,1.8016589568168499e-07,1.5757266339147584e-16
961,556,608,2028,1.596655666112098e-07,1.410143867746965e-07,3.086264565977881e-08,9.511220597115763e-17
962,608,1576,2028,1.191467762827037e-06,9.455812984284631e-07,8.1090823152762e-08,1.0635315068098636e-16
963,519,1903,1930,1.1476139844704029e-06,1.0683652225398957e-06,1.719209085180974e-08,1.0261713200426857e-16
964,1903,157,1930,1.1113481087021955e-06,1.071709910107043e-06,2.5060512105966292e-08,9.528463222133711e-17
965,1903,50,1499,1.1047843795507273e-05,7.483379241421278e-06,3.46440149354772e-07,1.1596869437061633e-16
966,50,1903,519,4.008474267352235e-06,3.201063188410429e-06,1.0658641018824994e-07,9.954727466892994e-17
967,1013,1779,2198,3.6625792143545507e-06,2.740864933511888e-06,1.0251842873593163e-07,8.044904023437164e-17
968,1132,1084,1574,2.0499746880040276e-06,2.5963730758135824e-06,1.265231019853557e-07,6.929948775377199e-17
969,683,1132,1574,6.491700945471017e-06,5.62471511391956e-06,6.635061547095356e-08,7.670571802303218e-17
970,34,63,306,1.6692103637388028e-07,2.6065587321833165e-07,2.0331454917856384e-08,5.4003804601709036e-17
971,63,34,1463,3.158305820071037e-07,2.1928967706688603e-07,3.073395651990768e-08,7.27588830937785e-17
972,2139,221,725,2.336574140869591e-06,3.2237590520082027e-06,8.503471299047428e-08,7.70308949643481e-17
973,844,63,1463,8.3429411737239e-08,5.2228627752418084e-08,4.0641480760512496e-08,6.784443961228105e-17
974,63,844,1331,3.5610963064728046e-08,3.991206507931721e-08,6.710219234611669e-10,7.648984355141319e-17
975,844,1110,570,1.0008762878592324e-07,1.448043916509768e-07,1.2314084112246372e-08,8.794046408548695e-17
976,1331,844,570,1.7537370760417183e-08,1.946734186549218e-08,6.717900353661e-10,7.346001126118244e-17
977,207,318,711,6.672014787031694e-09,2.207964055696838e-08,5.240104501690475e-09,1.2748348607790922e-16
978,1576,207,2028,1.2002725806038094e-06,8.907702314664713e-07,6.899029683482047e-08,1.0867675018195156e-16
979,800,207,711,2.015162383325732e-08,6.677806115301593e-08,1.7565839375812903e-08,1.1715604918072965e-16
980,207,800,2028,7.531159155600442e-07,5.52393615119886e-07,6.694014920784595e-08,1.0742144399449891e-16
981,1284,917,2193,2.5589057307300204e-09,4.191069465817212e-08,2.4386267577621482e-08,3.784758029998822e-17
982,1146,487,412,1.0685560925144545e-07,1.924050448768658e-07,3.113813007534786e-08,4.2077160935807946e-17
983,487,576,412,5.2954376216352967e-08,1.4268506109669328e-07,6.995459472947899e-08,3.7726196778296043e-17
984,2064,1402,1419,2.6662104557129696e-07,2.863365771090639e-07,1.1711835357790406e-08,1.8915843932387218e-17
985,1402,1148,151,5.982738526566627e-07,3.230432219283618e-07,4.529000713562519e-08,7.352117127112594e-18
986,1419,1402,151,2.9523483694077466e-07,2.5800129703150296e-07,2.6231394101547228e-08,1.2451353829273471e-17
987,1148,1402,845,6.964731398808564e-07,5.959885364786801e-07,1.67068602488158e-08,7.576809206042176e-18
988,1402,794,845,1.0611856045029586e-06,1.3831506960601989e-06,7.502447281144441e-08,1.3679127715671893e-17
989,1402,2064,794,1.727559306546037e-06,1.701041153576265e-06,2.5858841191803817e-08,2.0345908409825318e-17
990,1879,133,1806,1.998120685280143e-06,1.8600874140451634e-06,1.311399150553749e-08,9.208337481990055e-19
991,1483,241,69,6.44422594937558e-07,5.616504602768627e-07,1.655669011194233e-08,1.5144323431299084e-17
992,1323,1173,1796,1.9065440869254416e-06,1.752965519616771e-06,3.943837603343268e-08,6.659081808705504e-17
993,1173,1323,1594,3.551075978345706e-06,3.9727790700180215e-06,3.73505956623276e-08,5.955348054670489e-17
994,137,941,115,7.594416351037727e-07,5.326292548719915e-07,2.2740695252658953e-08,2.7564907741692208e-17
995,1140,1636,739,1.8059914483846966e-05,1.6415871062455274e-05,3.1847561268369714e-07,5.728352650644519e-17
996,1636,1140,1058,1.4233190977644232e-05,1.165563644041395e-05,1.5577085028255088e-07,5.442642656728713e-17
997,1140,1834,1058,1.4683790867446464e-05,1.259033315956166e-05,9.001001649123685e-08,4.8509434686235094e-17
998,1834,162,1594,6.351637919229803e-06,9.569705217290686e-06,3.573696157197467e-07,6.231715362200585e-17
999,162,130,282,3.8499887304354156e-06,2.8942653550154636e-06,1.5248039986032527e-07,8.110695952746276e-17
1000,1173,162,282,1.221062265021382e-06,3.953291461260917e-07,2.3240389001462693e-07,7.087659096036914e-17
1001,162,1173,1594,7.854463744219152e-07,9.043102981920803e-07,4.872487950747852e-08,6.489130338440747e-17
1002,1732,1883,1096,2.3102875118779304e-06,1.9870540073972272e-06,2.0458087632695175e-07,9.580779258877445e-17
1003,1500,1021,2137,2.957374408376182e-07,8.689680297934698e-08,8.12074183269785e-08,4.6880829242246064e-17
1004,1021,1500,1583,4.0744964746200275e-06,4.1077130736548945e-06,2.274608566878678e-07,5.806637333397678e-17
1005,1636,1021,739,1.568655039459009e-05,1.6894132467924137e-05,3.9394212053815275e-08,5.727899596516762e-17
1006,1021,1583,739,8.293822728056653e-06,7.74951169650513e-06,1.1701445175943275e-07,6.370520370204813e-17
1007,1500,1213,870,1.6371171134709934e-06,1.8135262558194463e-06,3.1128780107365426e-08,4.657836981763346e-17
1008,1213,1500,2137,6.141465063399329e-07,3.689513430568387e-07,1.1644825170427969e-07,4.2181442914761945e-17
1009,1583,1368,739,1.0957666589484725e-05,1.234168209133324e-05,1.1889388543789655e-07,6.745905279023858e-17
1010,1676,1931,932,9.562184339547161e-07,9.818329798413711e-07,4.683438074830214e-09,4.495460030960064e-17
1011,1931,1676,542,7.721311934566019e-07,7.954079254216896e-07,7.129451918824223e-09,4.41492883970086e-17
1012,261,1827,1620,2.3873948901986916e-06,3.2145309580306077e-06,1.3277454361838218e-07,5.2545383539925796e-17
1013,1073,979,1647,3.82782815359467e-06,4.001040033882255e-06,5.714753437035689e-07,3.819368429579283e-17
1014,237,979,1073,4.6868888518826484e-06,4.553016331837029e-06,2.125005393141686e-07,4.012631750183467e-17
1015,1729,1037,1073,6.1598895863537e-06,4.6864024598286585e-06,3.0995886478458546e-07,2.7601510851545855e-17
1016,1729,1073,1647,2.1827905461409356e-06,1.7855330267737024e-06,6.127443529222742e-07,3.454872648678367e-17
1017,629,1729,268,1.5985375437618415e-06,1.518624294344748e-06,8.032307583057382e-08,2.714426606214877e-17
1018,1729,629,1037,2.304154608319384e-06,1.4005380508314509e-06,1.7217917781730606e-07,2.7390994590923065e-17
1019,542,1729,1647,2.0938552024340895e-07,1.2207543876575202e-07,4.027840570122352e-08,3.5606429738470235e-17
1020,1729,542,268,3.5468569604147265e-07,1.8040248311092832e-07,3.592556901595807e-08,3.8145404688922935e-17
1021,163,1749,1258,4.81152553253326e-07,2.5504254769999143e-07,8.048568072198352e-08,6.019960143510326e-17
1022,2069,1749,163,4.4559245659279035e-06,1.7930936327239968e-06,6.542647777148067e-07,4.610805450648547e-17
1023,1749,2069,2156,2.8947334031926226e-06,2.461103159352498e-06,2.232316493629478e-07,5.1650809041302704e-17
1024,1310,1749,2156,1.394037464857659e-06,2.081633445079744e-06,1.6784457878543217e-07,6.312466476136471e-17
1025,376,1353,2156,1.0604764219630773e-06,1.8107756023365437e-06,1.758883561779781e-07,7.231455214271377e-17
1026,1353,1310,2156,5.564262041580538e-07,4.6508419378008685e-07,5.1208476952099785e-08,7.00386023497092e-17
1027,1973,1883,1208,1.4977197438385821e-06,1.2505946657909943e-06,3.455672590571682e-08,8.207069328935492e-17
1028,1973,1101,1945,2.993544823589748e-07,2.688447268057426e-07,7.478390203209655e-09,9.556319687894615e-17
1029,1931,449,932,3.7381159380210546e-07,5.207245460866722e-07,1.571139145817281e-08,4.85471273157794e-17
1030,449,1931,1815,2.802136886932643e-06,4.139411915683755e-06,1.3953433187788797e-07,5.236626718936998e-17
1031,1221,2068,797,1.1120503440663773e-06,2.598719503542123e-06,3.751650288607104e-07,5.658622732644595e-17
1032,1060,922,1705,2.524495350301132e-08,2.1767617350225328e-07,1.5272789164454122e-07,3.0957864054600376e-17
1033,629,922,1164,3.8265977668000244e-07,3.967432644683851e-07,1.0844569187975962e-07,2.8832212246520065e-17
1034,966,1311,1705,1.2765441391494347e-08,1.42019846710126e-07,9.89583866331892e-08,3.6168342595598824e-17
1035,1311,1060,1705,4.188113947493957e-09,1.8545585015618268e-08,1.5623512137649592e-08,3.768620534028121e-17
1036,1676,1924,268,3.719484761959072e-06,4.071330813010709e-06,1.0442165730747883e-07,3.5228040631926627e-17
1037,1924,1676,1374,5.35544414793118e-06,3.813696574901144e-06,3.2696789838947196e-07,3.260051214267587e-17
1038,1373,2056,1705,1.1024368626380988e-07,1.3507785116400543e-07,2.5852012548227744e-08,3.2265012943659536e-17
1039,922,1373,1705,3.011212584280704e-07,2.060243117037346e-07,1.6616663412001213e-07,3.009299727915748e-17
1040,1373,922,629,5.520848857891099e-07,1.2960124414095452e-07,1.6197586123092576e-07,2.6013053784095454e-17
1041,1373,1924,2056,2.827749706183465e-07,3.6413146341276374e-07,3.1622719713347383e-07,3.2916395690588154e-17
1042,1373,629,268,1.3121729703536766e-06,1.812605280015854e-06,4.694454482579461e-08,2.999636859976517e-17
1043,1924,1373,268,2.0407273218361796e-06,2.427599337662542e-06,2.9082835272196273e-07,2.792309096893744e-17
1044,2056,1425,966,5.993280845852155e-07,1.1139777257851557e-06,1.4052513730952052e-07,4.02803410652768e-17
1045,616,1483,69,2.368569346230204e-06,2.578609414400784e-06,3.952686809050121e-08,2.2118262859443764e-17
1046,449,1334,932,5.532834422258123e-08,4.7985958478269454e-08,4.101120430953856e-08,4.6757832063290045e-17
1047,2088,320,1544,7.322446395639703e-08,5.240089492334433e-08,2.919672155240299e-08,3.475507653850291e-18
1048,2013,2088,1228,4.099239136210654e-07,4.2040924853240856e-07,1.5728643704972793e-08,1.4373378732652408e-18
1049,2088,2013,709,8.949282811779506e-07,9.310998344853319e-07,9.789590603841959e-10,1.84108758305447e-18
1050,320,2088,709,4.0365054753796774e-07,3.66602714296427e-07,1.715840303159358e-09,2.0457426346744465e-18
1051,1001,616,69,1.5843775114495474e-06,1.5203038628268716e-06,5.793722377774914e-08,2.939921997489257e-17
1052,616,1001,1505,2.257538188497766e-06,2.419442818720951e-06,6.060530638713165e-08,3.273293766052469e-17
1053,197,1390,350,2.7031762714962924e-07,2.1492126353070531e-07,7.402095419798097e-08,1.681670766327026e-17
1054,1390,197,1699,2.3837127028885632e-07,3.4436966324835747e-07,4.051099516273325e-08,1.719436455893051e-17
1055,1569,662,122,6.053867115105373e-07,2.0625821862239305e-07,3.465830269781419e-07,1.922743427968853e-17
1056,662,350,122,7.702541364967744e-07,1.6398634842870443e-07,3.386665328738608e-07,1.6142436576914982e-17
1057,197,1750,1699,1.6285980780747974e-07,1.3137548063515138e-07,5.166490453921152e-08,4.951890373268713e-17
1058,1934,1075,122,1.3433516497220314e-06,6.763849487840456e-07,3.530148366504157e-07,3.170968272171331e-17
1059,372,1075,1934,3.898860143057056e-07,3.488482808934654e-07,5.815827353237968e-08,2.654501048637576e-17
1060,1075,372,1675,2.587788311473931e-09,6.039698132707209e-08,8.482750234399096e-08,5.278029998427601e-17
1061,1075,1675,1651,2.4519488457527403e-09,4.4257580644146385e-08,4.876575125340247e-08,2.123647393752765e-16
1062,1569,1075,1651,3.791962107495688e-09,3.98025513382851e-08,3.564505960930549e-08,6.565471018294804e-17
1063,1075,1569,122,9.47262594580538e-07,2.0710378959994581e-07,3.6830722371288064e-07,3.4575475648546136e-17
1064,101,372,1934,1.2886125997677919e-06,1.0238208473288836e-06,1.0333942825894626e-07,4.095444303124918e-17
1065,1976,101,1174,4.6082585258011213e-07,5.518705262755691e-07,7.118801960978925e-09,4.4627508743689534e-17
1066,101,1976,1675,1.6941175273904453e-06,1.3903586188078686e-06,1.9598724627735946e-08,6.126372062766526e-17
1067,372,101,1675,1.724840301372689e-06,1.3420314313601241e-06,2.9173293919714786e-08,2.143225388328178e-17
1068,903,925,1190,6.94786707824507e-08,3.1879684899539385e-08,7.5553318601866e-09,7.104773484412529e-17
1069,1484,903,1190,6.613496814913964e-07,7.751415442227404e-07,7.4263868023924916e-09,5.92396300244564e-17
1070,918,1817,37,6.711411526666671e-07,8.907290986878651e-07,1.1370068807822876e-07,2.128868966080366e-17
1071,1962,918,37,1.7308965768100628e-06,1.7327125909523247e-06,1.1918171904350455e-07,2.5709845652742182e-17
