sample_id,flux_name,E_total,E_exact,E_coexact,E_harmonic,frac_exact,frac_coexact,frac_harmonic,mean_abs_div_total,mean_abs_div_exact,mean_abs_div_coexact,mean_abs_div_harmonic,mean_abs_curl_total,mean_abs_curl_exact,mean_abs_curl_coexact,mean_abs_curl_harmonic
GSM_6433619,flux_tumor_stroma,0.017251746457479976,0.01615303349334453,0.0010986980852028844,4.2545275449674313e-13,0.936312942759539,0.06368619478096452,2.4661430977167893e-11,0.005171322877754524,0.005171322071873079,2.4153360492072248e-20,1.1245658372567623e-09,0.0005293909860389234,5.64880638589152e-20,0.0005293907812750117,6.411371009805793e-10
