face_id,i,j,k,face_energy_total,face_energy_exact,face_energy_coexact,face_energy_harmonic
924,2042,474,615,3.4026661110225806e-08,5.352699085004039e-09,3.7849399826556516e-08,3.222242217336383e-19
925,474,2042,884,7.780251981417129e-08,1.017222999730286e-08,6.738283167306847e-08,2.8703996733977153e-19
926,707,593,579,1.5135231749507576e-08,3.6695743807456007e-10,1.3811689139847069e-08,4.0310540768485003e-19
927,593,1794,579,1.66579236613663e-09,3.7870216217243023e-10,1.937105553969397e-09,3.5928080724867473e-19
928,1349,658,1333,4.43521568296979e-08,1.3899405259705342e-08,8.617582275697749e-09,4.933721120752156e-19
929,658,593,1333,1.3038779090583387e-08,6.754486541860173e-09,3.5116003794656175e-09,5.271797460524502e-19
930,593,658,1794,2.8235098488086873e-09,1.1564091827882175e-10,2.0181833113487538e-09,3.5874654366907934e-19
931,613,1610,953,3.3066219737566214e-08,2.187654382158463e-09,2.9129047683668688e-08,7.706923481703239e-19
932,1610,659,953,3.8409461963781075e-09,9.211217562023834e-10,4.1641289558750915e-09,6.055698376577425e-19
933,694,1610,1425,2.237324887435349e-08,5.41983685462092e-09,8.263404257567669e-09,3.9574069642506675e-19
934,1610,694,659,9.737410523057216e-09,5.51165638358882e-09,1.7622931733992282e-09,5.018778071804514e-19
935,1602,301,1858,2.2661755510521232e-09,1.1137058806002202e-10,2.6028378735790706e-09,4.1015541816723825e-19
936,301,1754,1858,2.111477624192401e-09,2.9567266950442025e-10,1.069642538560568e-09,4.0507610554484347e-19
937,2058,830,549,1.673887890586534e-08,3.111920232087705e-08,1.2475164723635657e-08,3.1625189701403813e-19
938,2058,1119,1382,5.891349343343487e-09,6.4576677531320985e-09,1.0010547283263368e-08,4.134902807943526e-19
939,208,2058,1382,7.288994112349379e-08,3.4615505790712524e-09,7.87992864575879e-08,2.36018191831688e-19
940,2058,208,830,7.075807860487333e-08,5.697773152324645e-09,8.276022368064771e-08,2.7738095196156964e-19
941,1165,1276,549,4.3921165289468596e-08,2.6062819513713526e-08,1.1426464270707266e-08,3.5254396804653797e-19
942,1276,2058,549,3.514333125273594e-08,2.2870824090453504e-08,1.7957458627788253e-08,3.067344877976436e-19
943,2058,1276,1119,3.283521620255574e-08,3.881014817685011e-09,2.329988907859383e-08,2.954563003132373e-19
944,1061,523,2040,1.9444756899442348e-08,2.572252538967315e-09,9.544922259012111e-09,7.62913596991804e-19
945,1345,523,909,3.570894652835007e-08,1.0720869610651165e-08,2.2038152040241583e-08,5.486515106857842e-19
946,523,145,2040,5.819057853169985e-09,2.3091702837657888e-08,1.5433084553438636e-08,8.666383765849303e-19
947,523,1345,145,2.293920238291454e-08,2.252494950977188e-08,9.92979219122055e-09,6.050069971206581e-19
948,2159,2183,1494,4.8082218601864955e-09,5.4710818171874915e-09,7.045489561121229e-09,4.2524070877666665e-19
949,2183,1061,1494,1.3400309308842908e-08,1.99837242269817e-09,1.3859157810922451e-08,5.115401215013425e-19
950,523,2183,909,3.46360270321266e-09,8.632912756757286e-09,1.6569091215859056e-09,4.695806921179811e-19
951,2183,523,1061,1.1551049916200886e-08,1.36654286895118e-09,9.617686733256906e-09,5.460621309151982e-19
952,1151,1440,2073,8.953772114518256e-09,6.337024585875467e-09,1.0300163785203758e-08,6.3498560832420575e-19
953,145,1440,2040,7.342306806471242e-09,1.2890353333622938e-08,9.682137858885039e-09,7.952092262748584e-19
954,1440,1151,2040,2.3885324497533365e-08,1.6454205628088306e-08,5.247542799571528e-09,6.327707350408564e-19
955,19,484,1488,4.732067345064603e-09,1.4149368995209034e-10,5.86512834527052e-09,2.9887971114533238e-19
956,485,122,1346,7.802938519137349e-08,4.2850801748363274e-08,2.3113091931098816e-08,7.150767148451382e-19
957,1345,122,485,7.509515244820933e-08,1.3084208673592206e-08,5.6630318790897235e-08,6.786936212091e-19
958,148,739,2073,2.0584906092424293e-08,5.453309184403981e-09,3.0583722086456966e-08,5.516883227673035e-19
959,148,1608,739,5.3840079917001554e-09,5.644278495759832e-09,1.0846211617077499e-09,8.320565825418601e-19
960,2120,1996,1102,8.790933184672466e-10,2.1585542749429012e-09,1.2849269621099112e-09,1.973601687125656e-18
961,1608,2120,1102,4.23140275530438e-09,3.13151914526103e-09,3.639596358254299e-09,7.48553941350675e-19
962,1617,1969,584,4.390862529927081e-09,1.5543047090519226e-09,2.74424693024405e-09,8.969102353551446e-19
963,1214,1822,2175,1.0245481547944961e-08,3.069200036465523e-09,1.8455687082111615e-08,1.0267864139786805e-18
964,256,1770,1353,9.35879624963182e-10,2.555170560564154e-09,4.263466127335492e-09,1.0484101390097003e-18
965,1770,1424,1353,2.6363017936610938e-08,3.751864567949054e-09,1.1227748472876007e-08,1.085285978543129e-18
966,1291,1423,584,3.503142803943649e-08,4.655730349761049e-09,1.4709906622010018e-08,1.2386496621877306e-18
967,1969,1291,584,1.4224618290200154e-08,3.7088470461213476e-09,4.644123034309735e-09,1.1737538128577725e-18
968,901,1070,1756,4.97215933369982e-08,2.2003984182465367e-09,3.1281823441180725e-08,4.885339069851454e-19
969,1253,1070,811,1.0615369477020401e-08,1.722114405013212e-09,7.084229483878821e-09,3.826348455654848e-19
970,811,1070,458,5.187006996865194e-08,3.85786754684567e-09,4.5911584346320506e-08,3.9576408956326177e-19
971,1070,901,458,1.1102291390975677e-07,4.235895534332029e-09,1.1447950438378276e-07,4.1317746206387113e-19
972,1756,1070,1259,1.4627900010665541e-08,1.58598584079608e-09,9.559841951985628e-09,4.1271934011446183e-19
973,1070,1253,1259,3.1191804227269037e-09,9.875509596017923e-10,5.921245770050423e-09,3.446378078915467e-19
974,637,32,2168,1.4361849829112364e-08,5.8298646138023545e-09,3.3190692725273284e-09,9.172302703563709e-19
975,32,1820,2168,1.4708327534339973e-08,6.778453579756903e-09,1.6280908100911435e-08,9.979170713120997e-19
976,1820,32,968,1.0046055047288204e-08,4.194126952010045e-10,9.710850697808789e-09,8.125455676018275e-19
977,32,901,968,9.263104562438716e-09,3.3143516932685026e-09,3.313134289704905e-09,5.508824155381743e-19
978,1825,121,1048,4.187342457632701e-08,1.394922167515673e-08,2.939341710497215e-08,3.440033918470083e-21
979,1124,1825,1048,5.316018507376275e-08,3.840092914285365e-09,3.822976942092227e-08,2.88997471951608e-20
980,1825,1124,1289,4.966838262510253e-08,8.161311407949008e-09,8.006696508013795e-08,4.779319711921254e-20
981,1312,1788,1886,2.65672937050244e-09,3.159504621725764e-09,2.478668293520723e-09,2.4148287225750985e-20
982,2085,1788,1835,1.078804007436519e-07,1.6216252698877642e-08,4.1987313341473505e-08,2.0471930005365183e-20
983,1788,2079,1886,4.41648778300661e-09,5.18963334876154e-09,1.1967892622537377e-08,5.97091341448755e-20
984,1788,2085,2079,1.0655366721821425e-07,1.1718309133213377e-08,6.566146165273124e-08,1.1155609940325827e-20
985,1534,1848,936,4.7487781426658974e-08,4.0441725470656646e-09,4.0471023041994884e-08,9.169540689318805e-19
986,1534,1519,1848,1.3702162706580256e-08,4.484605666858884e-09,2.6252864699371245e-08,7.866746065154935e-19
987,1519,1534,334,2.1610792218779217e-08,1.5840684323290601e-09,3.346975182562022e-08,5.945017413464682e-19
988,139,121,1167,6.214101595795992e-10,8.635984193081161e-10,2.2492510631187787e-09,2.7365806402075954e-20
989,1985,139,1167,1.458192782900395e-10,3.1908704199717236e-09,2.5932087518188515e-09,3.3208102043471555e-20
990,329,1495,2100,1.1312905682458616e-07,1.5159440968303973e-08,5.956379608551159e-08,6.903914219689945e-20
991,2100,1495,524,1.6806934322037788e-07,2.0291675607680263e-08,1.1217531667125956e-07,2.2219529629784066e-19
992,590,1495,566,4.544141340109594e-08,6.741493723654706e-09,4.942955852212608e-08,5.1347974971369536e-20
993,1495,590,524,2.1403972659528763e-08,1.551611552996001e-08,2.4398347322144728e-08,8.61779239774052e-20
994,678,329,963,2.978686740980128e-08,2.59597795669863e-08,3.723254717551421e-08,2.7025050803226105e-19
995,678,1985,566,1.578734404744321e-08,1.3513139837927856e-09,2.472380179877544e-08,1.607966154599919e-19
996,1495,678,566,5.439083602265094e-08,9.210778577282729e-10,5.8669303819082364e-08,9.903172625002638e-20
997,678,1495,329,6.921342811738741e-08,2.320333636271016e-09,6.188846726227755e-08,2.0311110850582692e-19
998,329,1218,963,1.2224342531849086e-09,2.505095964821366e-08,2.568795615333958e-08,3.588386335878977e-19
999,1326,1218,1496,3.444606365588199e-08,2.0033908037691166e-09,3.295403027494361e-08,3.8390794538913335e-19
1000,570,1814,227,4.5551786505074213e-08,1.0434250657824714e-08,1.4399160485146513e-08,1.1999917562086428e-18
1001,1814,1926,1616,1.1921648415073824e-08,1.4404364991356938e-09,6.469203642550987e-09,5.991114892876996e-19
1002,1814,570,1503,2.5564260711726465e-08,1.5688579881140536e-08,6.408524091659721e-09,9.147835390211864e-19
1003,1926,1814,1503,3.362390511066876e-08,1.353444976685611e-08,1.1939253689547814e-08,6.403727517957479e-19
1004,1503,1712,1629,2.1543038278942245e-08,1.7150737381719363e-09,3.163184357873926e-08,3.048541914297556e-19
1005,896,1712,1503,1.4804283685749548e-08,1.1964088602928394e-09,9.934719880295925e-09,5.523602895823749e-19
1006,1176,1980,144,2.7146929718742196e-10,1.9199111496386257e-09,1.963278027520407e-09,4.633077301012805e-19
1007,1980,1176,1759,3.674986896043676e-10,2.1856436782627856e-10,1.1444023918869636e-09,5.217789998138144e-19
1008,1980,1759,1469,8.558628308260088e-10,9.736179863652525e-10,6.557698079408467e-10,4.585043594147208e-19
1009,2045,1980,1469,4.963520407949561e-10,1.2989316778799134e-09,6.912970229368205e-10,4.939451522710759e-19
1010,1822,151,2175,8.01979779426821e-09,4.14630389019246e-09,2.1548393557639848e-08,1.0181405279200717e-18
1011,151,1799,2175,2.565255715196013e-09,9.79948111728055e-09,5.487292996544343e-09,9.646885722907066e-19
1012,151,1822,628,2.237461253906236e-09,7.310609885073767e-11,1.606458308159728e-09,9.333357091960171e-19
1013,2177,298,1360,1.1440404329475749e-08,6.3623801615909665e-09,5.345156163070256e-09,4.592134126633253e-19
1014,2192,1377,765,9.481246578689297e-10,2.3011757015093775e-09,2.3617938890757677e-09,2.886153692956841e-19
1015,1377,2192,1813,3.71874003666718e-09,4.5873285608501723e-10,4.525668034553719e-09,3.30756781026274e-19
1016,2050,604,732,1.4223041215604816e-08,8.94110957657641e-09,6.623756094911076e-09,1.021575093782903e-19
1017,2167,2050,373,9.537822454899935e-09,1.7906212187200009e-09,4.20437932028753e-09,1.7073311185195803e-19
1018,2167,802,1998,1.9908434456414278e-09,6.097266623884986e-09,2.7536139784281078e-09,2.1219542262381055e-19
1019,878,2050,732,9.498519476930088e-09,2.6169483173768375e-09,1.622080989933714e-08,2.3040919657577696e-19
1020,878,1829,373,1.8577678702994273e-08,1.9768609499287344e-10,2.1747525524619135e-08,1.7657454425256008e-19
1021,2050,878,373,2.1060787690015595e-08,9.90447166019669e-10,2.2118235268449575e-08,1.627197634101025e-19
1022,1636,1414,628,3.651603864595313e-08,1.257910967608603e-08,7.406011671255139e-09,9.695349469724439e-19
1023,1414,1636,1482,2.8272396316138276e-08,1.280939326640672e-08,4.1651357233333165e-09,7.040298358320176e-19
1024,1414,151,628,2.5058114718395096e-10,1.74746217801796e-09,1.0259647124152821e-09,8.450943501784936e-19
1025,1975,1482,607,2.5448402669012396e-08,1.4465595939503928e-09,3.1471009298959634e-08,5.866879267400349e-19
1026,802,797,607,2.4752937794676904e-08,5.952164164972666e-09,2.6198974113752426e-08,3.1694428929707185e-19
1027,797,1975,607,3.119203183638631e-08,7.768950307099323e-09,3.550795226474231e-08,5.7881874228036525e-19
1028,1975,797,1824,2.018590276145081e-08,6.3253251318328066e-09,8.621057141311747e-09,2.0829900969846095e-19
1029,2167,797,802,5.588080099462928e-09,9.782209569059648e-09,4.368548159598889e-09,3.274725748766874e-19
1030,1824,797,373,2.7662219131422628e-08,8.30313956556528e-09,9.603348995567993e-09,1.8971860206786387e-19
1031,797,2167,373,1.0835436288794549e-08,1.1764912626744544e-08,2.687924551572952e-09,1.3613901547975856e-19
1032,682,1978,67,3.3407023391958375e-08,7.94410786761883e-09,1.7688231640204472e-08,4.05547387723809e-18
1033,1978,2012,67,2.824354502721685e-08,3.357125089570035e-09,1.4852942837246708e-08,1.235038419100806e-18
1034,2012,1978,1989,1.6183880240673436e-08,3.0557840526200116e-10,1.4932426045157078e-08,2.181562562733473e-19
1035,1978,604,1989,3.0031995838536644e-09,1.825775787172287e-09,3.7484310747474e-09,8.278584154301841e-20
1036,604,1978,732,8.723824153412409e-10,2.4345944843455798e-09,5.614928687342353e-09,3.069434761323678e-19
1037,730,1567,1358,9.96842295378823e-09,4.338939540745291e-09,1.8428836016874177e-08,1.5978449572080533e-19
1038,1567,730,1012,8.864411081734043e-08,8.308305375308404e-09,6.54858924677861e-08,2.7418499544387554e-19
1039,915,730,1358,1.992618088008593e-09,5.156405492197309e-09,7.1783165758735724e-09,2.6877663053391704e-19
1040,730,915,1124,6.162450943117455e-08,5.5226541591193915e-09,9.698450691070341e-08,2.1692169817335587e-19
1041,1618,1917,1012,1.891866872436078e-08,3.347932316347358e-08,1.3728483404868662e-08,2.633214850181057e-19
1042,1618,248,1917,1.0881347844875491e-08,3.5903324110400856e-08,1.4400696568567251e-08,2.8117840550145217e-19
1043,730,1618,1012,3.7291418153379126e-07,5.998682546476352e-08,1.5050685783304668e-07,4.315549739680276e-19
1044,1618,730,1124,3.5412424885792585e-07,6.256445304944271e-08,2.7146578236571747e-07,2.907438731549586e-19
1045,1618,1124,1048,7.615303341360285e-08,3.8019122653474435e-08,9.137814519342632e-08,7.186659885385169e-20
1046,248,1618,1048,5.619709105340162e-08,3.5431022893978824e-08,8.037778240789078e-09,1.4746429677025865e-19
1047,432,2131,1917,4.3018516658215e-09,1.2534785825945647e-08,2.178148773974377e-09,3.6602337461857835e-19
1048,1917,2131,1012,1.8208172173198113e-09,1.1444045207820339e-09,1.5890533023655711e-09,3.2529227185251923e-19
1049,2131,1489,1012,7.333975294705887e-09,2.6426279809582214e-09,1.590502665301393e-08,1.8406808020513227e-19
1050,2131,432,115,2.640338186416266e-09,8.119748340513116e-09,1.653840628000772e-09,5.220864836870643e-19
1051,1554,432,1917,4.670336358559426e-09,1.115130633456499e-08,1.861223105612956e-09,6.251826956531424e-19
1052,248,1554,1917,1.3778621040554638e-09,4.528452179685025e-09,2.035795021407064e-09,4.006207637392053e-19
1053,1554,1586,1848,1.8024915279891667e-07,2.2153556656973135e-08,8.962291000188853e-08,1.3604112325833498e-18
1054,432,1554,1848,2.1471388277518892e-08,5.78437412459609e-09,3.1450241672456295e-08,8.072262388885294e-19
1055,1586,1554,2002,2.0594569018468165e-08,5.443466986175504e-09,1.523435203609075e-08,7.865285472855628e-19
1056,1554,248,2002,4.723142459662099e-09,3.607134955680303e-09,1.1669265771402259e-08,4.3261722652889126e-19
1057,2015,2093,1215,4.7175913566349364e-08,1.078141442698556e-08,2.5023601594893147e-08,1.0560925338991933e-19
1058,1534,2093,334,8.856064355894551e-08,1.584762470103682e-09,8.434004430817643e-08,3.634006603027934e-19
1059,60,2015,2123,1.0426745627145296e-08,5.40254872478151e-10,1.0216378097704084e-08,1.0698897402827106e-19
1060,83,60,2123,3.5466259300794714e-09,3.6240032387792785e-10,3.2162632231640917e-09,1.2849197093684102e-19
1061,1082,611,2099,2.137656027799196e-09,3.364483071409699e-10,2.909259220903061e-09,3.2468145626479975e-19
1062,766,801,1435,1.1546484422616812e-08,1.8208126800346766e-09,4.823857867018075e-09,3.5894463423849874e-19
1063,1693,801,766,7.4302311754165275e-09,4.341195189441339e-11,6.968011683322694e-09,2.815869795929168e-19
1064,1261,1505,364,8.385954673362814e-09,1.9881783529630742e-09,1.3073503571852381e-08,8.627645134276977e-19
1065,1261,1841,1284,5.016241351839394e-08,2.0403508836334398e-10,4.781507464506444e-08,7.636844109384169e-19
1066,1841,1261,364,7.94482253115804e-09,1.4533233844665127e-09,1.1152142062263339e-08,7.882661336988059e-19
1067,1359,724,2126,5.9011983304789715e-09,8.212384078006385e-10,3.902791903001363e-09,5.251134716949098e-19
1068,1384,1359,2126,1.589355741746782e-09,7.249264455467375e-10,9.248412052996732e-10,4.58923622573191e-19
1069,724,1359,398,1.7265582619357168e-09,1.6673118294383373e-09,3.4768311990221193e-09,4.642412000816451e-19
1070,1359,1384,258,1.9559714655339182e-09,2.859696990368633e-10,8.947517270423145e-10,4.3132271249522815e-19
1071,1359,781,398,8.256437081997455e-10,1.2705915566426645e-09,4.101258844857825e-09,3.902837587730301e-19
1072,781,1359,258,1.9433775367010827e-09,1.9808024338407443e-10,1.054845393000726e-09,3.6417535246901444e-19
1073,1833,1585,1709,1.8205891724053205e-10,1.0829050644672344e-09,5.357601831359942e-10,5.393151473908935e-19
1074,1585,1499,1366,3.7354988492348855e-09,1.543887390563723e-09,1.7518628248246465e-09,4.989858045016624e-19
1075,1464,1585,1366,4.444073757304665e-09,7.960715887889057e-10,2.9381784877663865e-09,5.380526008198256e-19
1076,1585,1464,1709,1.4337506714489866e-09,4.626137897364259e-10,2.8811396774173164e-09,5.00998704662348e-19
1077,2043,1833,1709,4.942526064524451e-09,4.869786319422775e-09,8.371302710872524e-10,5.128380475628531e-19
1078,2043,724,398,1.2461779393360476e-08,4.968775880069029e-09,8.531546029306813e-09,5.820599545500795e-19
1079,1977,2043,398,3.3658998657339915e-09,1.1510419253390065e-09,8.053165105745384e-09,4.964099520043064e-19
1080,1833,2043,1977,2.8270798503825583e-10,1.3796116731897182e-09,1.4406756102783321e-09,5.496038667673188e-19
1081,1585,1378,1499,7.821259478051599e-09,3.4254423282475346e-10,6.5015403884958955e-09,4.995225923672324e-19
1082,1378,1585,1833,1.475943284233838e-10,3.2698635275118457e-10,4.37188992661948e-10,4.2468175593734296e-19
1083,1484,583,1699,3.555426223363893e-09,8.626651167312962e-10,3.3216695713878892e-09,7.549497751646369e-19
1084,362,1484,2078,6.854447537685314e-10,1.4733118969377312e-09,2.739284024748571e-09,6.951833715873659e-19
1085,583,1484,2126,2.1996644761631156e-09,5.180767204404386e-10,3.8838813166839406e-09,7.049234699022591e-19
1086,1484,362,2126,2.081765976432857e-10,4.843724583590378e-10,6.19030896388405e-10,6.076675748662471e-19
1087,583,1609,1699,1.4759487400720744e-08,1.6055219017783006e-09,1.4303906272834042e-08,7.483679814996035e-19
1088,1609,1505,1699,1.6315300241709253e-08,1.237177686118356e-09,1.1846212049710612e-08,7.837843562798317e-19
1089,1108,1609,913,1.0574298942588313e-09,6.878524190156317e-10,1.489817624996376e-09,6.944471021955989e-19
1090,1505,1609,1108,6.382332981791687e-09,2.6493973330629823e-11,6.99456145148429e-09,8.170026849906928e-19
1091,1871,2080,770,3.988621944686049e-09,5.246673742856153e-11,3.197825905970036e-09,4.766329055381594e-19
1092,2080,2139,770,6.870933357342745e-10,2.2874417140151542e-09,5.946687476019984e-10,3.723764184916617e-19
1093,1426,1764,1527,1.0317873495004702e-08,5.707350313202126e-09,2.627481468285504e-09,2.2279247990171707e-19
1094,2139,1764,1426,3.677915064802095e-08,2.2063429408411568e-08,8.30409545368524e-09,2.5752439895856333e-19
1095,1527,1764,1460,3.6833740158455684e-10,2.4209071464156576e-09,1.0949603868775646e-09,2.3585993938009646e-19
1096,1764,83,1460,1.048995373401356e-09,2.22556485564737e-09,4.0620416894165445e-09,2.0727624259205288e-19
1097,975,1727,358,4.541586763974594e-08,2.1749776455074993e-08,6.367177864259068e-08,2.1009139757471629e-19
1098,1768,975,358,2.3532638575816478e-07,3.517699908767217e-08,1.3254195672831246e-07,4.484671559672317e-19
1099,975,1768,466,5.73597332704773e-08,3.2577681961860342e-09,6.258376019473036e-08,5.713194123992911e-19
1100,365,215,211,5.884345893508135e-10,1.4061533228851324e-09,2.339921977402732e-09,6.062047750928977e-19
1101,365,1768,215,3.401328903675554e-08,5.075939349546619e-10,2.9010435675053544e-08,4.933321302034106e-19
1102,1768,365,466,4.122648084979506e-08,1.3532954064884763e-09,3.639556833492791e-08,6.982467819359091e-19
1103,365,1424,466,8.946335528523666e-09,3.044239114473479e-09,2.0033285951083847e-08,6.426746598175169e-19
1104,2192,508,2177,3.117558373390409e-10,7.832658798778238e-10,1.2041744095482611e-09,2.7319155136335e-19
1105,508,2192,765,5.652999524676899e-10,1.1262922632202958e-09,1.9561685097491116e-09,2.7034711657818013e-19
1106,1873,508,765,6.1351433740754724e-09,2.5590371008919656e-09,1.409983370161411e-08,2.4224570763146273e-19
1107,508,1873,1796,1.6869161755438684e-08,5.136949774865272e-09,1.4563791534169304e-08,2.2582858989820804e-19
1108,1408,1929,1995,2.5622249703644168e-09,5.916209557684573e-09,9.376290652272748e-09,8.663307982207805e-19
1109,150,1408,1391,4.501239237489628e-07,6.341992011708357e-08,1.9949273112161236e-07,1.2150712940828104e-18
1110,2071,1408,1995,2.3150106311386554e-09,8.644661795135907e-09,1.8028973201777436e-08,8.301194777717046e-19
1111,1408,2071,1391,1.8867725730878382e-08,1.1515076162275009e-08,1.4472761605744528e-08,8.063948813247781e-19
1112,136,1019,150,1.1779130837932551e-07,8.42619313801429e-09,1.0288338096312103e-07,8.970215787186918e-19
1113,1408,1019,1929,3.5208708625603256e-09,4.4249611126369455e-08,2.8218169521091965e-08,8.511766704119865e-19
1114,1019,1408,150,7.706878571648589e-08,4.354199634210712e-08,5.736904918137647e-08,7.65877908146106e-19
1115,1019,136,692,2.566185052025697e-08,1.3569566309904197e-08,6.073031574857902e-09,4.608443648489443e-19
1116,1523,513,69,3.431159651950035e-08,1.036741517305781e-08,1.1080622575644792e-08,1.8579664311851663e-19
1117,513,1523,707,7.101634754781113e-08,1.9228921096508778e-08,3.645318397473964e-08,1.973731593311856e-19
1118,1907,753,558,1.8366463385375496e-08,5.7180867049016645e-09,3.6706031718905825e-09,9.337930747015424e-19
1119,5,1907,2161,6.725984160821722e-08,1.7711682195319717e-08,3.439034116312726e-08,9.694980783480952e-19
1120,1245,1907,5,3.402173993465389e-08,7.437050751178612e-09,1.513269146859868e-08,1.0630664194595211e-18
1121,753,1907,1245,8.859415652004033e-09,2.9353251530393392e-09,6.773797000908419e-09,9.759144304756974e-19
1122,2161,1907,1547,6.547052765573259e-09,2.943732611626632e-08,3.925632670801478e-08,7.305782059223731e-19
1123,1907,558,1547,1.2611618361293231e-08,5.643309635859282e-09,2.1495581712229324e-09,8.087360218948545e-19
1124,2074,1028,588,1.3388173701699166e-10,1.4418170059433518e-09,1.8850471318112832e-09,1.4269663144085516e-19
1125,2054,1625,1841,2.8400632438670364e-10,2.146731435633855e-09,2.2216258993243922e-09,6.879929674074498e-19
1126,1625,2054,577,5.3931593082136886e-11,2.6889467195887884e-09,3.354008227395159e-09,6.319040483804647e-19
1127,1841,1625,638,2.7986734078545576e-08,8.652342522111378e-09,9.698916836277767e-09,7.148830071999493e-19
1128,638,1625,1182,1.0779261350848997e-08,8.709113185097339e-09,2.91676727147193e-09,6.252318073843098e-19
1129,1361,1925,2064,3.17936715265019e-10,3.76110202459599e-09,3.741057403622445e-09,5.978643898159918e-19
1130,1925,1361,277,1.1257089624493423e-08,2.2736795866552972e-09,1.0883226494713575e-08,6.090334097379604e-19
1131,921,1361,1694,9.385970916022916e-09,5.801602220849197e-09,5.657485089750532e-10,5.817655331307303e-19
1132,1150,921,1897,7.300606292040456e-11,3.0171120625521724e-10,4.927895305201972e-10,6.847520313860841e-19
1133,921,1150,625,5.179871977170678e-10,1.660480283273984e-09,7.259916562620484e-10,6.106205568803808e-19
1134,1361,921,625,4.513432262726174e-09,3.7231165196542084e-09,6.088819568846051e-10,6.400561356685226e-19
1135,1051,921,1694,9.854793508583535e-10,3.3281203742190277e-10,1.483258038875642e-09,6.658940780271404e-19
1136,921,1051,1897,2.526071767775949e-10,5.741967143674705e-10,1.0652360654371007e-09,5.766027722131755e-19
1137,1682,2136,1904,2.6046411636885034e-09,4.01859994597546e-09,7.79671471029272e-09,2.8814947628189326e-18
1138,1548,472,833,1.4191765074492387e-09,2.7539070714036406e-10,5.059990011730142e-10,3.632246390600829e-18
1139,472,1548,712,4.973506602729412e-09,1.080412748116931e-09,1.4561567872435913e-09,4.902821254269842e-19
1140,1718,472,712,5.977615597010756e-08,8.739521935394063e-09,2.29239190234612e-08,3.2340213004795678e-19
1141,472,1718,1344,1.8336248995495558e-08,6.808729037845214e-09,7.021339117000455e-09,4.207110320595154e-19
1142,472,1682,833,1.019554541300675e-09,5.357200148928002e-10,1.1681184669823724e-09,6.585685164890457e-18
1143,472,1344,1682,2.74354735081185e-08,7.4048647011687846e-09,4.484472659963074e-08,5.617539456959687e-19
1144,1057,434,1344,7.37178600123364e-08,3.623289065488986e-09,7.371882432969746e-08,2.6277490737848362e-20
1145,1718,1057,1344,3.446272454936117e-08,3.2991881941716286e-09,1.9420483463098075e-08,6.072328661004345e-20
1146,1057,1718,605,1.4237435346588227e-07,1.3553932957204188e-09,1.4559144265689346e-07,1.7601675309767165e-19
1147,2062,1057,605,6.027318108841643e-09,3.82495315369327e-09,1.710068031953951e-08,2.0927422508457138e-19
1148,632,2045,1360,1.1389952620019895e-09,5.173859610593969e-10,9.401526445046514e-10,5.126385248411427e-19
1149,648,2062,605,1.3877921837649053e-08,1.2671903697205349e-08,1.8875005964521427e-08,2.725387664584847e-19
1150,1625,87,1182,1.598915134966116e-08,3.0671350153054154e-09,9.427480883692282e-09,5.305132198000457e-19
1151,87,1625,577,1.7644718226746547e-08,2.385039862842563e-09,1.2736897015156522e-08,5.093912397337406e-19
1152,1870,1548,1445,1.678402047739132e-08,1.0559931837941712e-08,1.5031364848618587e-08,4.522571392471028e-19
1153,1548,1870,712,1.0529465203468238e-08,7.930632234744134e-09,3.234633145267554e-08,5.834129861045944e-19
1154,87,844,347,3.465876216519237e-08,6.230009253404468e-09,2.5565964703948036e-08,3.3537691459606293e-19
1155,706,844,577,5.470857409004688e-09,1.7071629377155604e-09,3.767837709451709e-09,3.974786371333554e-19
1156,844,87,577,4.889618410970201e-09,2.828255408676932e-09,3.5213068702052814e-09,4.375380361521988e-19
1157,879,1924,1898,1.8910781829016787e-08,8.239706515483879e-10,2.6707734733904214e-08,3.4269508062454337e-19
1158,1343,1918,1300,1.0317330641276306e-08,1.2227249276368723e-08,2.2683611882422366e-08,2.0516563490944943e-19
1159,2141,1918,47,2.646719221919571e-08,1.4345543379624801e-08,8.894980241635799e-09,1.6039756811305849e-19
1160,1918,858,1300,3.463508431978413e-08,8.919955100755483e-09,1.5745461847084078e-08,1.0757854045093521e-19
1161,858,1918,2141,2.9015507597596172e-08,5.984303479195096e-09,1.5272397118541814e-08,1.1330752648434176e-19
1162,1632,614,492,5.670379426562063e-08,1.288306986519659e-09,5.4115065005323234e-08,7.819107642746837e-19
1163,1660,453,1262,6.733449124632463e-08,3.730333767670301e-09,6.642932079114503e-08,3.290219311408593e-19
1164,2041,1751,457,1.7047460047045104e-09,3.143145223836557e-10,1.4110866526224367e-09,6.269169409860651e-19
1165,1246,1228,2107,2.828708444307261e-09,1.907035319881182e-09,5.892094949842835e-10,9.702430387954246e-19
1166,673,2149,1483,1.0892747298380124e-07,6.813708997089646e-09,1.1930987977630367e-07,7.864067813845359e-19
1167,2149,1783,1483,4.301730761236133e-08,1.455026493119031e-08,3.544404719634464e-08,1.0429743106719496e-18
1168,2031,464,1240,2.2806094885055927e-07,7.379396751339765e-08,1.1695180946148377e-07,7.633708220566584e-19
1169,2031,1710,905,8.517991611925517e-08,1.4214505898721594e-08,6.961605628285724e-08,8.339191936015109e-19
1170,1710,2031,1928,9.98725070023416e-08,1.0693944768906152e-08,5.1211348407377035e-08,1.0086583931645579e-18
