face_id,i,j,k,face_energy_total,face_energy_exact,face_energy_coexact,face_energy_harmonic
0,563,3,1338,8.546453781739035e-08,1.3770987549348794e-07,8.723107333708787e-09,9.064817355122463e-18
1,1601,563,1237,7.324495848717178e-08,5.346588341698175e-07,2.1269883311852254e-07,2.2454733581180624e-17
2,1106,691,1864,1.584191951084568e-07,5.917594793727923e-07,1.3909767914572457e-07,8.381010824474977e-17
3,872,1546,530,4.149276693278427e-07,8.61766921319401e-07,2.3585748126454495e-07,1.8935116404123352e-15
4,1395,1160,1338,1.5029251851409437e-08,3.8271115666239054e-07,2.759186573267998e-07,1.7910464521070207e-15
5,618,945,363,3.139406076765723e-08,3.0096888468380175e-08,3.227027356152502e-10,8.589456048103896e-18
6,2016,3,1247,2.9083808867039156e-07,2.0732690440581302e-07,8.246436486286401e-09,4.26314522887815e-18
7,2109,3,563,1.4471454922531462e-07,1.718134805271886e-07,3.710797849174235e-08,9.837996495240353e-18
8,3,2109,1247,2.411961156492078e-07,2.328718061831727e-07,4.4078161247152754e-08,3.444023186174305e-18
9,1601,1188,563,1.2175885993993167e-07,3.661597962417316e-07,1.398735504773981e-07,4.1679902168696495e-18
10,2109,1282,1247,7.182535237179213e-07,9.609184351192523e-07,9.966606083212594e-08,2.731376868998253e-18
11,544,253,1939,4.3475097254168316e-07,6.78580657565106e-07,1.6691267053065773e-07,1.2413999553478193e-16
12,1891,253,544,7.840957782790907e-07,6.029861423317255e-07,2.910555562034812e-08,2.4109849450079727e-17
13,278,1891,544,2.3356310113250646e-06,1.70731283962238e-06,2.683603046479752e-07,2.5885350040694967e-17
14,2152,372,1546,6.810242074623313e-06,4.3860486019373305e-06,1.6608158289490584e-06,5.227376801016394e-16
15,872,2152,1546,5.124060898707985e-07,7.954172563534431e-07,2.798464251010025e-07,9.461672550269929e-16
16,355,834,1546,2.645447356776899e-08,8.115084289728525e-08,2.536025830791514e-08,4.190129116440809e-15
17,1660,1842,1807,2.542275007001769e-07,1.3835125254145203e-06,6.412571110643749e-07,1.1193117238321586e-16
18,1842,1660,1262,1.5850983334635893e-07,2.279361090253978e-06,1.2626356204457424e-06,2.0358181307715277e-16
19,1842,1262,535,2.221961874082623e-06,2.2713125407019264e-06,9.062326539806339e-07,2.3708568499215686e-16
20,571,2000,1750,2.0536808013486185e-07,1.0152277496980892e-07,2.1418781020877593e-08,3.222502574275933e-16
21,1816,1395,1338,3.909855910935748e-08,3.554076879371868e-07,1.7165499719474876e-07,3.434412271476134e-16
22,546,1601,1237,1.4906030185732688e-07,4.6778380958464165e-07,1.2517310067360925e-07,9.657029868094065e-18
23,546,720,1601,6.360529282561537e-07,6.191216521419639e-07,3.972275821328821e-08,4.5617406970734236e-18
24,1556,1635,318,6.186461186431989e-06,5.7875368191423955e-06,8.432519060582727e-09,8.669918892672314e-18
25,1635,1556,1443,1.3944342840645341e-05,1.481819916199704e-05,6.628465828943605e-08,7.89442418105469e-18
26,1188,1267,563,4.5213310453492486e-07,1.284949913182481e-06,2.1534474079195006e-07,6.410225943423101e-18
27,1267,2109,563,3.4490439549633063e-07,8.529793590105209e-07,1.7634799629303944e-07,1.0755627057081473e-17
28,977,2016,1247,1.331126191561657e-06,1.0128990643173194e-06,2.6926252646763266e-08,2.22267436143556e-18
29,1282,977,1247,1.1451192896584945e-06,1.0333937229576002e-06,4.233654405223714e-09,1.8407403993758777e-18
30,1742,1267,1828,4.842405416511887e-06,4.213322671947807e-06,2.2792700794482428e-07,4.655722836083611e-18
31,1267,1742,2109,1.91060636823613e-06,1.24655415991148e-06,4.2399896850557216e-07,2.6415091717954328e-18
32,1600,977,1282,3.777846351370689e-08,3.995831922630172e-08,5.723381112928623e-10,3.8217258050782195e-18
33,691,585,1864,1.1621883563730108e-06,7.336075301257801e-07,5.693783364328423e-08,5.368272658574173e-17
34,585,691,439,1.4188417306742978e-06,1.351858582364229e-06,8.520977535855913e-08,5.195300121518171e-17
35,1509,1102,1864,1.6328183470809906e-07,1.7744709182084473e-07,4.510704382743843e-08,3.352376182035349e-16
36,585,1509,1864,1.2152810205672182e-06,8.673540442693016e-07,6.171389548699214e-08,1.1195377804967242e-16
37,1996,2017,308,3.4468580970009116e-08,1.1900686782067935e-07,4.830459004926628e-08,2.150890022578303e-17
38,1436,408,1962,1.3939786748590017e-07,1.8862217331538692e-07,7.259040668637836e-08,1.2691375141342345e-16
39,1372,278,544,4.6593894435457565e-07,1.0954090112064606e-06,1.6417159639720531e-07,1.1301029373967816e-16
40,1106,1644,691,4.6008927612717385e-07,6.27208934199493e-07,1.0983794885489989e-07,8.63906565931028e-17
41,594,1928,193,8.802542075664388e-06,6.330572336538647e-06,4.973467263520225e-07,6.774050377733791e-17
42,1242,1341,372,2.2460696653465006e-07,5.274543019514963e-07,8.190218526672623e-08,7.310317053524469e-17
43,2152,2161,372,2.005755607463828e-05,1.2212421739642549e-05,1.1780536236248528e-06,1.742278780810133e-16
44,2161,1242,372,2.061950560616212e-05,1.681925188163094e-05,3.483176696672001e-07,1.717075643185592e-16
45,1242,2161,1547,1.3414728041366842e-05,1.4106110736039347e-05,2.5079467190984255e-07,8.837762347853673e-17
46,1710,1928,594,7.285571716219138e-06,6.24179404983708e-06,5.008967073355068e-07,6.789124490769804e-17
47,1604,1710,594,1.8691062724138496e-06,1.3961827141510339e-06,3.5382462263945107e-07,9.16308009810055e-17
48,960,970,1301,4.4871146713049207e-07,3.737616138785237e-07,5.2627380621607525e-09,3.258069380052022e-17
49,1694,960,1301,3.31629870696006e-07,3.918417969071485e-07,2.172770612143283e-08,3.4400388505269616e-17
50,970,1308,1301,2.5497227111052762e-08,1.5334568296607577e-07,6.697952353184358e-08,3.725569475539723e-17
51,221,2018,1029,4.8441746044922475e-08,8.043166746529415e-08,1.798148379938305e-08,6.349340628359566e-17
52,2000,1432,1750,1.3506482915427108e-07,1.110068809877068e-07,3.138688538033111e-08,7.085914329229861e-16
53,1750,1432,535,1.5197697806572458e-07,6.406915208653309e-07,2.391035688046294e-07,5.444794327237638e-16
54,1432,1842,535,3.125573284738034e-07,8.745893907823139e-07,2.4623686339631683e-07,3.240815181429093e-16
55,1395,1432,1160,9.07395275186671e-09,2.524978003857489e-08,5.0410132127333955e-08,1.2868730464052955e-15
