face_id,i,j,k
1400,1397,1740,1183
1401,683,124,1066
1402,107,1935,1622
1403,1935,1504,1622
1404,1504,1935,1379
1405,591,37,1121
1406,591,74,726
1407,534,591,1121
1408,591,534,74
1409,74,238,726
1410,1892,300,1880
1411,1232,1034,318
1412,939,1232,2009
1413,651,1175,924
1414,1175,1370,1473
1415,1370,1175,618
1416,1175,651,618
1417,1963,2056,378
1418,1624,1963,378
1419,1963,917,42
1420,917,1963,1624
1421,989,587,1784
1422,587,989,1337
1423,2055,128,735
1424,313,2055,735
1425,17,785,1812
1426,655,17,1812
1427,2077,713,1726
1428,713,2077,1664
1429,763,326,110
1430,326,763,185
1431,825,787,488
1432,787,825,1174
1433,595,1093,1348
1434,1093,1,1348
1435,1647,1093,595
1436,1093,1647,1745
1437,1,2014,1348
1438,2014,1,1826
1439,1,353,1826
1440,353,1572,1826
1441,1572,353,195
1442,195,353,147
1443,278,782,1891
1444,832,782,278
1445,668,1748,526
1446,835,1748,162
1447,1748,835,526
1448,1748,1278,162
1449,1748,1280,1278
1450,1748,668,1280
1451,526,2021,2158
1452,640,2021,526
1453,956,835,483
1454,956,640,835
1455,1368,1081,82
1456,1368,1619,1081
1457,1665,1368,82
1458,1619,1368,898
1459,1368,2119,898
1460,2119,1368,1665
1461,2060,1463,130
1462,1612,1463,426
1463,1662,1612,426
1464,1463,1612,130
1465,1612,279,130
1466,956,803,640
1467,803,956,760
1468,803,1537,538
1469,1537,803,760
1470,1513,907,14
1471,907,1672,14
1472,1774,2193,1533
1473,178,955,1219
1474,955,1256,1219
1475,1314,178,1448
1476,1148,1314,1417
1477,1314,1148,178
1478,141,656,105
1479,141,2044,2163
1480,2038,420,1402
1481,656,2038,105
1482,2038,1402,1498
1483,105,2038,1498
1484,737,871,1000
1485,871,737,2170
1486,1296,1972,1382
1487,882,1972,1296
1488,846,1118,696
1489,1972,1118,1073
1490,1118,882,696
1491,1118,1972,882
1492,830,808,1279
1493,208,808,830
1494,808,1448,1279
1495,1254,808,208
1496,176,1999,2148
1497,1910,1318,1410
1498,1318,1910,1181
1499,502,286,1410
1500,1318,502,1410
1501,502,1318,494
1502,286,502,1091
1503,1684,1728,1091
1504,502,1684,1091
1505,1684,502,494
1506,1244,1487,1473
1507,1370,1244,1473
1508,1200,1244,1370
1509,1244,1200,45
1510,525,1487,950
1511,2056,525,378
1512,525,1737,378
1513,1737,525,950
1514,1729,2056,1937
1515,1487,1729,1473
1516,1729,525,2056
1517,525,1729,1487
1518,55,2191,1488
1519,2191,55,393
1520,2191,19,1488
1521,1822,984,628
1522,984,240,628
1523,984,1230,240
1524,1793,1789,2138
1525,1568,1461,1899
1526,1447,1734,2138
1527,1238,1673,952
1528,1238,693,549
1529,693,1238,952
1530,830,1238,549
1531,1238,830,1279
1532,1673,1238,1279
1533,1964,1090,744
1534,1964,721,1090
1535,1964,744,557
1536,294,608,1062
1537,721,608,294
1538,1964,608,721
1539,9,2053,1739
1540,2053,371,1688
1541,2053,9,371
1542,1692,746,2090
1543,918,746,1692
1544,2090,746,1827
1545,1577,1775,992
1546,831,2025,2140
1547,2140,2025,1962
1548,2025,1372,1962
1549,2025,832,1372
1550,1387,553,1311
1551,755,1134,703
1552,1134,1779,703
1553,809,922,1000
1554,1779,922,809
1555,775,1263,1575
1556,775,1779,809
1557,338,775,809
1558,775,338,1263
1559,703,775,1575
1560,1779,775,703
1561,745,140,1973
1562,745,1263,140
1563,745,1973,282
1564,1263,745,1575
1565,745,290,1575
1566,290,745,282
1567,6,475,316
1568,871,6,316
1569,6,871,2170
1570,1887,560,1944
1571,560,1701,350
1572,2195,1701,1164
1573,1701,2195,350
1574,1701,475,1164
1575,1823,1674,2044
1576,2044,1674,2163
1577,1674,799,1256
1578,1674,1823,799
1579,1674,955,2163
1580,955,1674,1256
1581,2049,367,430
1582,141,367,2044
1583,2044,367,1394
1584,367,2049,1394
1585,430,367,105
1586,367,141,105
1587,112,709,1739
1588,709,112,1396
1589,709,9,1739
1590,1134,709,1396
1591,9,709,755
1592,709,1134,755
1593,1098,112,1739
1594,112,1098,918
1595,2053,1098,1739
1596,1098,2053,1688
1597,911,1456,934
1598,1655,2103,174
1599,1655,1730,2103
1600,1655,174,615
1601,1655,615,934
1602,1456,1655,934
1603,1655,1456,1730
1604,1676,474,1653
1605,1280,1676,1653
1606,615,1676,934
1607,474,1676,615
1608,1676,449,934
1609,1676,1280,449
1610,1033,658,1349
1611,2098,1033,1349
1612,1033,2098,1278
1613,1653,1033,1278
1614,658,2022,1794
1615,1794,2022,884
1616,2022,474,884
1617,474,2022,1653
1618,2022,1033,1653
1619,1033,2022,658
1620,719,1568,1899
1621,1568,719,613
1622,1210,1602,1425
1623,1210,301,1602
1624,1610,1210,1425
1625,1210,719,301
1626,1210,1610,613
1627,719,1210,613
1628,1754,2182,968
1629,301,2182,1754
1630,719,2182,301
1631,2182,1820,968
1632,1820,2182,1899
1633,2182,719,1899
1634,1119,1450,659
1635,1276,1450,1119
1636,659,1450,953
1637,1450,621,953
1638,2097,484,909
1639,2183,2097,909
1640,2097,2159,439
1641,2097,2183,2159
1642,804,780,443
1643,1769,122,1345
1644,1769,1345,909
1645,484,1769,909
1646,19,1769,484
1647,600,514,1205
1648,1205,514,269
1649,514,972,269
1650,1819,600,1346
1651,122,1819,1346
1652,1819,514,600
1653,887,2120,1608
1654,1520,1008,1205
1655,1969,1008,1520
1656,1008,1969,1617
1657,448,190,578
1658,190,810,578
1659,810,190,1214
1660,190,448,306
1661,256,1867,578
1662,1867,448,578
1663,1867,1520,269
1664,448,1867,269
1665,1423,1021,211
1666,1021,365,211
1667,365,1021,1424
1668,1424,1021,1353
1669,1291,1021,1423
1670,1021,1291,1353
1671,1424,1927,466
1672,1929,1927,1995
1673,1927,1770,1995
1674,1927,1424,1770
1675,1113,637,211
1676,1113,32,637
1677,215,1113,211
1678,1113,215,458
1679,901,1113,458
1680,32,1113,901
1681,121,1579,1167
1682,1825,1579,121
1683,1579,1312,1167
1684,974,1586,2002
1685,1058,1326,776
1686,1058,776,227
1687,1814,1231,227
1688,1231,1814,1616
1689,1231,1058,227
1690,1058,1231,264
1691,1926,1206,1616
1692,1616,1206,936
1693,1206,1534,936
1694,1206,2093,1534
1695,1206,1926,1215
1696,2093,1206,1215
1697,121,938,1048
1698,139,938,121
1699,938,248,1048
1700,248,938,2002
1701,949,139,1985
1702,949,678,963
1703,678,949,1985
1704,1218,212,963
1705,212,1218,1326
1706,1058,212,1326
1707,212,1058,264
1708,1390,1218,329
1709,1390,329,2100
1710,1496,1390,14
1711,1218,1390,1496
1712,1390,1946,14
1713,1390,2100,1946
1714,2008,1712,896
1715,2008,896,1333
1716,593,2008,1333
1717,2008,593,707
1718,1523,2008,707
1719,2008,1523,1712
1720,1166,298,2177
1721,508,1166,2177
1722,1166,1130,836
1723,298,1166,836
1724,1130,1166,1796
1725,1166,508,1796
1726,254,2192,2177
1727,254,2177,1360
1728,1813,254,1469
1729,2192,254,1813
1730,254,2045,1469
1731,2045,254,1360
1732,604,447,1989
1733,447,604,2050
1734,447,672,1989
1735,672,447,1998
1736,447,2167,1998
1737,2167,447,2050
1738,1983,878,732
1739,1983,1978,1904
1740,1978,1983,732
1741,151,271,1799
1742,1414,271,151
1743,2093,699,334
1744,699,2093,2015
1745,60,699,2015
1746,2101,60,83
1747,2101,1764,2139
1748,1764,2101,83
1749,840,1082,115
1750,1519,840,115
1751,840,1519,334
1752,1082,1472,611
1753,840,1472,1082
1754,1493,1046,2099
1755,1493,801,1046
1756,611,1493,2099
1757,801,1493,1435
1758,401,583,724
1759,2043,401,724
1760,401,2043,1709
1761,401,1709,913
1762,1609,401,913
1763,401,1609,583
1764,1323,1871,1499
1765,1378,1323,1499
1766,1323,2080,1871
1767,2080,1323,10
1768,1323,421,10
1769,421,1323,1378
1770,118,1484,1699
1771,1484,118,2078
1772,966,118,1699
1773,118,966,1413
1774,224,975,466
1775,1927,224,466
1776,224,1927,1929
1777,1712,981,1629
1778,1523,981,1712
1779,1629,981,532
1780,981,1523,69
1781,981,249,532
1782,249,981,69
1783,900,1362,2078
1784,900,1925,1362
1785,118,900,2078
1786,900,118,1413
1787,900,1413,2064
1788,1925,900,2064
1789,434,205,1682
1790,205,2136,1682
1791,648,92,2062
1792,878,1032,1829
1793,1983,1032,878
1794,2136,1032,1904
1795,1032,1983,1904
1796,880,2181,144
1797,632,880,2045
1798,1980,880,144
1799,880,1980,2045
1800,1870,288,347
1801,288,75,1182
1802,75,288,1445
1803,288,1870,1445
1804,87,288,1182
1805,288,87,347
1806,685,1870,347
1807,685,648,605
1808,712,685,605
1809,1870,685,712
1810,844,958,347
1811,958,685,347
1812,685,958,648
1813,1044,879,1898
1814,1120,1381,2046
1815,1381,1120,304
1816,609,1343,385
1817,1924,609,385
1818,879,609,1924
1819,1137,614,704
1820,418,1137,704
1821,438,614,1632
1822,704,438,869
1823,614,438,704
1824,1262,1838,535
1825,453,1838,1262
1826,1683,1798,499
1827,1798,1683,1324
1828,1683,1649,1324
1829,1649,1683,1467
1830,2047,1518,571
1831,1620,1035,1511
1832,314,352,1970
1833,352,314,1420
1834,793,4,445
1835,2149,486,1240
1836,486,2149,673
1837,1240,486,1928
1838,1928,486,193
1839,486,98,193
1840,486,673,98
1841,2149,906,1783
1842,906,464,293
1843,464,906,1240
1844,906,2149,1240
1845,510,906,293
1846,906,510,1783
1847,1938,2031,905
1848,2031,1938,464
1849,1367,1938,905
1850,1938,733,464
1851,1938,1367,1303
1852,733,1938,1303
1853,41,1955,1107
1854,41,943,1955
1855,2063,41,1107
1856,1137,332,152
1857,332,1137,418
1858,1888,704,869
1859,1888,418,704
1860,718,1510,384
1861,1702,1510,2107
1862,384,1510,114
1863,1510,1702,114
1864,581,210,676
1865,550,1288,29
1866,550,581,676
1867,1288,550,676
1868,2052,1834,114
1869,1702,2052,114
1870,2052,1702,1643
1871,2052,1643,402
1872,1260,2132,415
1873,1393,0,234
1874,0,1260,234
1875,2132,0,633
1876,0,2132,1260
1877,1532,667,680
1878,1334,2003,1171
1879,2003,1532,1171
1880,2003,649,1532
1881,2003,1334,1605
1882,742,78,529
1883,1172,742,529
1884,1260,1874,234
1885,1874,742,234
1886,742,1874,78
1887,1874,1260,510
1888,1874,510,293
1889,78,1874,293
1890,78,111,529
1891,943,111,1303
1892,111,733,1303
1893,111,78,733
1894,1815,777,1004
1895,777,1815,270
1896,236,777,270
1897,845,2087,1515
1898,845,1945,2087
1899,1117,845,1515
1900,1945,845,652
1901,652,845,191
1902,845,1117,191
1903,1791,966,1261
1904,1791,1261,1284
1905,1413,1791,960
1906,966,1791,1413
1907,1791,970,960
1908,970,1791,1284
1909,1566,754,669
1910,754,1566,207
1911,1743,1566,669
1912,207,1566,1940
1913,1566,1805,1940
1914,1566,1743,1805
1915,1292,235,1155
1916,456,235,1295
1917,235,1292,1295
1918,86,456,2112
1919,86,235,456
1920,1923,700,171
1921,670,1923,171
1922,1700,1480,1251
1923,1155,1480,1700
1924,165,1757,2075
1925,165,670,1757
1926,1738,165,2075
1927,1251,165,1738
1928,1480,165,1251
1929,165,1480,670
1930,1526,1650,1454
1931,1526,903,1328
1932,1526,1454,903
1933,1757,1526,1328
1934,1526,1757,171
1935,1650,1526,171
1936,1064,1631,1723
1937,1631,1064,973
1938,1064,243,973
1939,1026,1064,1723
1940,473,1798,1324
1941,1798,473,1179
1942,1485,473,1324
1943,2113,473,1485
1944,1613,1028,2074
1945,1613,2113,492
1946,1365,1689,588
1947,1028,1365,588
1948,1365,1613,492
1949,1613,1365,1028
1950,914,564,1909
1951,346,914,1909
1952,146,1708,507
1953,93,146,507
1954,146,1194,1708
1955,1194,146,567
1956,1711,1335,1584
1957,1744,1335,1906
1958,307,1990,1885
1959,1990,307,101
1960,1234,1506,2085
1961,1234,2085,1835
1962,251,1234,1835
1963,1415,1861,2018
1964,1506,1861,1415
1965,1607,192,101
1966,192,261,101
1967,192,1607,462
1968,192,462,2018
1969,1861,192,2018
1970,192,1861,261
1971,622,1332,1885
1972,1332,622,1766
1973,2129,1990,1915
1974,622,2129,333
1975,1990,2129,1885
1976,2129,622,1885
1977,1252,2129,1915
1978,2129,1252,333
1979,576,1332,1657
1980,1332,576,1885
1981,576,307,1885
1982,307,576,1906
1983,1144,1551,129
1984,13,1135,2006
1985,520,328,491
1986,1942,520,2125
1987,520,491,2125
1988,328,520,1470
1989,413,520,1942
1990,520,413,1470
1991,1851,789,104
1992,104,789,1376
1993,789,1184,1376
1994,1184,789,1109
1995,1409,1193,547
1996,980,1193,1409
1997,662,11,1511
1998,80,1594,1275
1999,394,1594,129
2000,1594,1144,129
2001,1594,80,1144
2002,1997,394,1771
2003,1997,1771,1645
2004,1594,1997,1275
2005,1997,1594,394
2006,912,1997,1645
2007,1997,912,1275
2008,1221,1233,1936
2009,116,1221,1936
2010,1233,1221,1809
2011,1221,1868,1809
2012,1221,1283,1868
2013,1221,116,1283
2014,50,980,2013
2015,1442,50,2013
2016,50,1193,980
2017,1193,50,1559
2018,1559,50,1065
2019,50,1442,1065
2020,1724,897,1442
2021,1724,1442,2013
2022,1724,427,1002
2023,897,1724,1002
2024,84,598,677
2025,1744,598,169
2026,218,1169,257
2027,218,84,1169
2028,598,218,169
2029,218,598,84
2030,807,1736,1104
2031,807,979,1877
2032,451,807,1104
2033,807,451,979
2034,592,414,854
2035,414,592,1582
2036,933,1832,1287
2037,1832,592,854
2038,592,1832,933
2039,1536,126,1104
2040,126,451,1104
2041,1235,537,244
2042,451,1235,244
2043,1235,126,182
2044,126,1235,451
2045,537,2104,1843
2046,2104,723,1843
2047,723,2104,1030
2048,2104,51,1030
2049,452,1588,569
2050,1588,723,569
2051,1588,452,1287
2052,1832,1588,1287
2053,1656,1431,1666
2054,713,1431,1656
2055,77,2119,1145
2056,2119,77,983
2057,1458,77,1145
2058,77,51,983
2059,77,1458,1030
2060,51,77,1030
2061,1987,1571,182
2062,708,951,428
2063,437,708,428
2064,951,708,1500
2065,708,437,1187
2066,708,2010,1500
2067,2010,708,1187
2068,339,1187,1818
2069,339,2010,1187
2070,2010,339,189
2071,189,339,1543
2072,339,1010,1543
2073,1010,339,1818
2074,552,459,848
2075,552,848,351
2076,812,552,351
2077,459,552,1281
2078,552,812,1951
2079,1281,552,1951
2080,1339,1882,533
2081,1339,533,1198
2082,1339,317,1882
2083,317,1339,572
2084,1281,1339,1198
2085,572,1339,1281
2086,1957,651,924
2087,1957,572,1951
2088,1477,1957,1951
2089,651,1957,1477
2090,994,1476,2059
2091,1476,2174,1109
2092,12,1304,199
2093,1304,12,1389
2094,1747,1224,533
2095,1747,1598,1224
2096,1747,533,199
2097,1304,1747,199
2098,1347,1524,42
2099,889,1524,1561
2100,889,2105,1937
2101,889,1561,54
2102,2105,889,54
2103,1882,496,199
2104,496,12,199
2105,12,496,128
2106,1572,1857,1763
2107,44,1857,204
2108,204,1857,1222
2109,1857,1572,1222
2110,1595,1449,1269
2111,1449,44,1269
2112,433,305,1114
2113,1170,657,1668
2114,923,683,320
2115,923,124,683
2116,397,923,320
2117,1668,923,397
2118,657,923,1668
2119,923,657,124
2120,381,1935,107
2121,381,107,1659
2122,287,381,1659
2123,381,287,1066
2124,1935,1076,1379
2125,124,1076,1066
2126,1076,381,1066
2127,381,1076,1935
2128,1677,1220,1342
2129,1677,1342,1311
2130,553,1677,1311
2131,1677,553,616
2132,2193,1578,1533
2133,37,957,1121
2134,957,942,1121
2135,1802,1412,289
2136,1412,1802,534
2137,1412,534,1121
2138,942,1412,1121
2139,123,1630,752
2140,1220,142,1342
2141,142,559,1342
2142,1277,1397,1183
2143,518,930,318
2144,930,1232,318
2145,488,930,518
2146,1232,930,2009
2147,787,930,488
2148,930,787,2009
2149,1232,241,1034
2150,1170,241,1183
2151,241,1170,1034
2152,241,1277,1183
2153,241,1232,939
2154,1277,241,939
2155,741,1212,1174
2156,91,1212,741
2157,1212,787,1174
2158,787,1212,2009
2159,300,2069,1348
2160,2069,741,1348
2161,2069,91,741
2162,902,2105,924
2163,1175,902,924
2164,902,1175,1473
2165,1729,902,1473
2166,2105,902,1937
2167,902,1729,1937
2168,822,1364,2178
2169,587,2121,1112
2170,1112,2121,1726
2171,1080,2121,1337
2172,2121,587,1337
2173,2121,2077,1726
2174,2077,2121,1080
2175,327,437,1784
2176,587,327,1784
2177,437,327,1187
2178,1187,327,1818
2179,327,1112,1818
2180,327,587,1112
2181,2055,1115,128
2182,1115,12,128
2183,1389,1115,1942
2184,12,1115,1389
2185,841,2055,313
2186,1803,841,1784
2187,841,989,1784
2188,989,841,313
2189,655,233,1080
2190,233,2077,1080
2191,2077,233,1664
2192,565,1746,185
2193,763,565,185
2194,565,763,1664
2195,233,565,1664
2196,1014,1745,147
2197,1014,1093,1745
2198,1093,1014,1
2199,353,1014,147
2200,1014,353,1
2201,1512,300,1348
2202,2014,1512,1348
2203,300,1512,1880
2204,1763,1421,1826
2205,1421,2014,1826
2206,2021,28,2158
2207,2082,28,1079
2208,1558,1452,1079
2209,28,1558,1079
2210,1558,28,2021
2211,1354,1088,1949
2212,51,1088,983
2213,983,343,898
2214,1088,343,983
2215,343,1088,1354
2216,1619,127,1836
2217,822,1658,626
2218,18,1351,1097
2219,1351,326,1097
2220,326,1351,110
2221,1896,1612,1662
2222,1896,1592,1018
2223,1592,1896,1662
2224,734,1896,1018
2225,1896,734,279
2226,1612,1896,279
2227,1537,2115,426
2228,2115,1662,426
2229,1662,2115,1513
2230,2115,1537,760
2231,2115,907,1513
2232,907,2115,760
2233,956,1087,760
2234,1087,907,760
2235,907,1087,1672
2236,1087,956,483
2237,412,1087,483
2238,1087,412,1672
2239,1761,1774,1533
2240,1774,1761,1690
2241,1637,1444,819
2242,1444,1637,1071
2243,326,1422,1097
2244,1422,326,185
2245,1268,108,153
2246,356,18,1097
2247,1163,1314,1448
2248,808,1163,1448
2249,1163,808,1254
2250,1148,959,178
2251,955,959,2163
2252,959,955,178
2253,2011,1148,1417
2254,1919,2011,1417
2255,2011,1919,1732
2256,96,871,316
2257,871,96,1000
2258,96,809,1000
2259,96,338,809
2260,295,1919,1417
2261,163,1948,919
2262,1948,163,1229
2263,163,295,1229
2264,295,163,1919
2265,725,1562,919
2266,1663,1243,842
2267,1243,1862,842
2268,1862,1243,2151
2269,725,1243,1663
2270,1403,1100,1433
2271,1777,911,449
2272,1777,1403,911
2273,668,1777,449
2274,1777,668,2158
2275,409,642,1073
2276,642,409,1540
2277,461,1006,2148
2278,1006,461,2151
2279,1307,341,1474
2280,341,1564,1999
2281,1606,1948,1229
2282,1846,1606,1229
2283,1606,1846,176
2284,1606,1006,1948
2285,1606,176,2148
2286,1006,1606,2148
2287,63,642,1254
2288,63,1254,208
2289,63,1972,1073
2290,642,63,1073
2291,63,208,1382
2292,1972,63,1382
2293,1684,1797,1728
2294,1758,1244,45
2295,1244,1758,1487
2296,1758,45,941
2297,1487,1758,950
2298,1910,1758,941
2299,1758,1910,950
2300,2191,206,19
2301,1894,984,1822
2302,1894,190,306
2303,1214,1894,1822
2304,190,1894,1214
2305,621,1943,1793
2306,1943,1789,1793
2307,1392,1276,1165
2308,1392,1943,621
2309,1392,1450,1276
2310,1450,1392,621
2311,1392,1165,442
2312,1943,1392,442
2313,419,613,953
2314,419,1568,613
2315,621,419,953
2316,419,621,1793
2317,31,1461,1568
2318,31,419,1793
2319,419,31,1568
2320,31,1793,2138
2321,1734,31,2138
2322,1461,31,1734
2323,255,910,2168
2324,1461,255,1899
2325,255,1820,1899
2326,1820,255,2168
2327,1423,1755,584
2328,637,1755,1423
2329,1755,637,2168
2330,910,1755,2168
2331,1789,543,2138
2332,543,1447,2138
2333,411,543,1821
2334,543,411,1447
2335,201,1695,242
2336,1695,201,369
2337,1872,350,851
2338,560,1872,1944
2339,1872,560,350
2340,15,201,992
2341,201,15,369
2342,654,816,2185
2343,731,2114,1264
2344,1264,2114,764
2345,2114,2,764
2346,345,823,242
2347,1577,1654,1775
2348,1654,816,1775
2349,1654,175,2185
2350,816,1654,2185
2351,2025,322,832
2352,1623,553,1387
2353,2124,1884,616
2354,553,2124,616
2355,2124,1623,1573
2356,1623,2124,553
2357,1642,1387,1311
2358,1478,1663,842
2359,1478,2143,1663
2360,2143,1478,663
2361,1847,1695,369
2362,1847,639,947
2363,1695,1847,947
2364,246,639,665
2365,350,2066,851
2366,2195,2066,350
2367,2066,222,851
2368,222,2066,701
2369,222,1042,665
2370,1042,222,701
2371,1074,2066,2195
2372,2066,1074,701
2373,481,1883,1402
2374,420,481,1402
2375,1134,967,1779
2376,967,922,1779
2377,967,481,922
2378,967,1134,1396
2379,967,1396,1883
2380,481,967,1883
2381,6,1241,475
2382,475,1241,1164
2383,214,890,2170
2384,890,6,2170
2385,1241,890,2081
2386,890,1241,6
2387,1958,1887,1971
2388,338,1958,1971
2389,1958,96,316
2390,96,1958,338
2391,1141,1098,1688
2392,746,1141,1827
2393,1141,746,918
2394,1098,1141,918
2395,1827,1141,1996
2396,1102,1141,1688
2397,1996,1141,1102
2398,1388,1456,911
2399,1388,1403,1433
2400,1403,1388,911
2401,2097,1003,484
2402,1003,1900,1488
2403,484,1003,1488
2404,1900,1003,159
2405,159,1003,439
2406,1003,2097,439
2407,485,324,145
2408,324,1440,145
2409,1497,710,1753
2410,710,684,1753
2411,1752,1769,19
2412,1769,1752,122
2413,206,1752,19
2414,1752,1819,122
2415,1038,650,1530
2416,650,1960,1530
2417,148,1615,1608
2418,1615,887,1608
2419,1615,804,443
2420,887,1615,443
2421,1008,1437,1205
2422,1437,600,1205
2423,991,810,2071
2424,991,1770,256
2425,991,256,578
2426,810,991,578
2427,991,2071,1995
2428,1770,991,1995
2429,810,788,2071
2430,788,839,1391
2431,2071,788,1391
2432,788,810,1214
2433,839,788,2175
2434,788,1214,2175
2435,1867,1853,1520
2436,1853,1867,256
2437,1853,1969,1520
2438,1853,1291,1969
2439,1853,256,1353
2440,1291,1853,1353
2441,1579,1158,1312
2442,1158,1788,1312
2443,1158,296,1835
2444,1788,1158,1835
2445,974,1350,1586
2446,1350,974,264
2447,1231,1350,264
2448,1586,1350,936
2449,1350,1616,936
2450,1350,1231,1616
2451,974,870,264
2452,870,212,264
2453,870,949,963
2454,212,870,963
2455,271,1869,1799
2456,1799,1869,836
2457,1869,298,836
2458,1472,1298,247
2459,699,1298,334
2460,1298,840,334
2461,1298,1472,840
2462,247,70,10
2463,70,2101,2139
2464,70,2080,10
2465,2080,70,2139
2466,1493,995,1435
2467,995,1493,611
2468,224,1126,975
2469,1727,1126,988
2470,975,1126,1727
2471,205,1063,2136
2472,1032,1063,1829
2473,1063,1032,2136
2474,315,1057,2062
2475,1057,315,434
2476,315,205,434
2477,1648,958,844
2478,2181,1648,144
2479,1648,706,144
2480,1648,844,706
2481,1375,92,648
2482,958,1375,648
2483,1375,1648,2181
2484,1648,1375,958
2485,1044,828,879
2486,1381,828,2046
2487,93,22,1922
2488,22,828,1044
2489,22,93,2046
2490,828,22,2046
2491,609,226,1343
2492,1918,226,47
2493,226,1918,1343
2494,1707,1750,535
2495,1838,1707,535
2496,1707,571,1750
2497,230,453,662
2498,230,1838,453
2499,1697,1649,1467
2500,562,1485,1324
2501,1649,562,1324
2502,132,2028,1467
2503,1683,132,1467
2504,132,1683,499
2505,132,2047,2028
2506,1518,132,499
2507,2047,132,1518
2508,790,1620,1970
2509,790,1035,1620
2510,64,1968,2041
2511,1059,1529,680
2512,1529,1059,2150
2513,1246,1852,1228
2514,406,352,1420
2515,352,406,138
2516,1322,1309,1751
2517,262,239,138
2518,406,262,138
2519,262,1559,1065
2520,262,406,1559
2521,1257,2029,874
2522,1528,1257,874
2523,4,771,1286
2524,41,1142,943
2525,1510,1329,2107
2526,1329,1510,718
2527,1329,1246,2107
2528,586,1329,718
2529,1246,1329,1640
2530,1329,586,1640
2531,342,2052,402
2532,2052,342,1834
2533,548,1211,633
2534,292,1393,859
2535,292,548,633
2536,0,292,633
2537,292,0,1393
2538,2171,1393,234
2539,742,2171,234
2540,2171,742,1172
2541,987,667,1532
2542,649,987,1532
2543,667,56,1228
2544,1228,56,2107
2545,56,1702,2107
2546,987,56,667
2547,1702,56,1643
2548,56,987,1643
2549,838,210,581
2550,1988,838,581
2551,817,200,899
2552,817,623,1486
2553,1914,236,589
2554,564,1914,589
2555,623,1914,564
2556,700,2134,149
2557,1923,2134,700
2558,2134,388,149
2559,2134,1923,86
2560,388,2134,2112
2561,2134,86,2112
2562,335,1480,1155
2563,235,335,1155
2564,86,335,235
2565,1923,335,86
2566,335,1923,670
2567,1480,335,670
2568,1490,1064,1026
2569,1064,1490,243
2570,1490,1026,714
2571,268,1490,714
2572,243,1490,268
2573,473,454,1179
2574,1179,454,747
2575,454,2074,747
2576,454,473,2113
2577,454,1613,2074
2578,1613,454,2113
2579,1365,73,1689
2580,1689,73,152
2581,614,73,492
2582,73,1365,492
2583,73,1137,152
2584,1137,73,614
2585,291,1689,152
2586,1689,1400,588
2587,291,1400,1689
2588,1400,291,1782
2589,1400,541,747
2590,588,1400,747
2591,512,623,564
2592,914,512,564
2593,623,512,1486
2594,1053,2033,1479
2595,2033,503,1479
2596,49,517,1922
2597,517,93,1922
2598,146,517,567
2599,517,146,93
2600,38,666,649
2601,1643,666,402
2602,666,311,402
2603,311,666,38
2604,987,666,1643
2605,666,987,649
2606,976,38,649
2607,976,2003,1605
2608,2003,976,649
2609,1855,1898,1128
2610,95,1855,1128
2611,344,1557,1911
2612,783,1744,1906
2613,783,576,1657
2614,576,783,1906
2615,783,598,1744
2616,677,783,1657
2617,598,783,677
2618,1335,435,1584
2619,435,1335,1744
2620,435,1287,1584
2621,435,1744,169
2622,933,435,169
2623,435,933,1287
2624,1335,26,1906
2625,26,307,1906
2626,26,1335,1711
2627,307,26,101
2628,26,1607,101
2629,1607,26,1711
2630,261,134,1915
2631,1861,134,261
2632,134,1861,1506
2633,156,1529,1766
2634,622,156,1766
2635,1529,156,1171
2636,156,622,333
2637,156,1334,1171
2638,156,333,1334
2639,1039,1903,778
2640,929,1154,129
2641,1551,929,129
2642,929,1398,1154
2643,1551,1866,1549
2644,1135,1866,2006
2645,1866,1144,2006
2646,1866,1551,1144
2647,309,1111,1930
2648,1930,1111,1250
2649,1111,13,1250
2650,1111,1135,13
2651,1123,309,1500
2652,1772,807,1877
2653,807,1772,1736
2654,1105,980,2144
2655,980,1105,2013
2656,2164,1724,2013
2657,1724,2164,427
2658,1105,2164,2013
2659,2164,1105,1507
2660,789,1811,1109
2661,1811,789,1851
2662,1811,1476,1109
2663,1811,1851,2157
2664,1811,2157,2059
2665,1476,1811,2059
2666,1193,997,547
2667,997,331,547
2668,331,997,1420
2669,997,1193,1559
2670,997,406,1420
2671,406,997,1559
2672,11,2070,1511
2673,2070,1620,1511
2674,2070,314,1620
2675,866,847,27
2676,866,2070,11
2677,860,1017,1807
2678,847,1017,860
2679,866,1017,847
2680,1017,866,11
2681,1582,948,257
2682,592,948,1582
2683,948,218,257
2684,948,592,933
2685,948,933,169
2686,218,948,169
2687,429,1103,1843
2688,429,1588,1832
2689,1103,429,854
2690,429,1832,854
2691,723,429,1843
2692,1588,429,723
2693,431,1987,182
2694,126,431,182
2695,1987,431,1666
2696,1666,431,2051
2697,431,1536,2051
2698,431,126,1536
2699,757,1235,182
2700,1235,757,537
2701,1571,757,182
2702,757,1571,1949
2703,2104,490,51
2704,1088,490,1949
2705,490,1088,51
2706,490,2104,537
2707,490,757,1949
2708,757,490,537
2709,763,1950,1664
2710,1950,713,1664
2711,1950,1431,713
2712,1431,1950,794
2713,1950,110,794
2714,1950,763,110
2715,1571,1611,1949
2716,1611,1354,1949
2717,1354,1611,1319
2718,660,317,572
