face_id,i,j,k,x_centroid,y_centroid,curl_total_abs,curl_coexact_abs
87,523,1135,763,11584.0,3261.6666666666665,0.00017780502914236144,0.00017780500296194662
88,1135,523,1247,11718.0,3339.0,0.00030942570409602714,0.00030942568228035266
89,1585,584,57,11649.666666666666,3685.6666666666665,8.240442851209403e-05,8.24044655791688e-05
90,584,1585,1247,11650.333333333334,3531.3333333333335,0.00010762883248506097,0.00010762888156394323
91,523,584,1247,11784.666666666666,3454.6666666666665,0.00013195178860534425,0.0001319516944588126
92,1251,109,852,10845.333333333334,3684.0,1.5876662999901523e-05,1.587652426883579e-05
93,1585,1251,852,11113.666666666666,3607.3333333333335,2.1556454547240818e-05,2.155657187772708e-05
94,1251,1351,109,10777.666666666666,3876.6666666666665,5.124726087101622e-05,5.124712612319276e-05
95,1056,1607,247,9638.333333333334,3372.3333333333335,0.0002868957803681,0.0002868957367434
96,129,727,2052,12171.666666666666,9777.666666666666,0.00027810985374890866,0.0002781096588035551
97,727,129,1845,12239.0,9662.333333333334,0.00016012239944948446,0.00016012242878697797
98,727,1746,2052,12238.333333333334,9893.333333333334,0.00016010580118682984,0.0001601058932573051
99,159,1340,610,10774.666666666666,5032.666666666667,0.0001257161956603,0.00012571609535287693
100,1340,905,610,10842.0,4917.333333333333,0.0004282445987391955,0.00042824436887420764
101,595,1465,1350,10977.0,4455.333333333333,0.00023931183652594793,0.00023931170774750906
102,2059,159,610,10841.333333333334,5148.666666666667,0.0004272015773783237,0.0004272015022245
103,159,2059,376,10774.0,5264.333333333333,7.248657062591902e-05,7.248652806775745e-05
104,163,677,1767,10372.666666666666,4800.666666666667,0.00015514493956017626,0.00015514490925858646
105,2069,159,2156,10573.0,5148.0,0.00014781525570823633,0.0001478151625496698
106,2069,163,1767,10439.333333333334,4916.333333333333,0.0005053722094675,0.0005053720134769
107,1340,2069,1767,10573.666666666666,4916.666666666667,0.0001960906498037,0.0001960905891515862
108,2069,1340,159,10640.333333333334,5032.333333333333,7.132905258947094e-05,7.132907308440205e-05
109,13,2041,836,10973.0,6074.333333333333,1.3051481210295187e-05,1.3051626883699879e-05
110,1844,2081,1796,11774.0,7695.333333333333,0.00012056134462601602,0.00012056131059714378
111,1245,2081,1844,11841.333333333334,7579.666666666667,0.00011021542091790143,0.00011021531770925334
112,2081,2074,1796,11841.0,7811.333333333333,1.8506489380003537e-05,1.8506459090638676e-05
113,2074,2081,1428,11975.0,7811.666666666667,5.266856453738292e-06,5.266779953309362e-06
114,1428,2081,1520,12042.333333333334,7696.0,2.9371225472486033e-06,2.937207346126328e-06
115,2081,1245,1520,11975.666666666666,7580.0,2.669083166834357e-05,2.66909224391806e-05
116,522,2187,1187,12453.0,4458.666666666667,0.00010146832264839941,0.00010146838094241388
117,2187,749,1187,12587.0,4536.333333333333,0.00010415008875488025,0.00010415002826936678
118,1199,2187,1157,12454.0,3919.0,9.814448211036017e-05,9.81444665319368e-05
119,749,2187,1199,12587.666666666666,4150.666666666667,8.709610421210896e-05,8.709609294353947e-05
120,74,522,752,12251.333333333334,4574.0,0.00020538263614235106,0.00020538267714187864
121,726,545,20,12987.666666666666,5153.666666666667,9.801393861662533e-05,9.801389665689339e-05
122,726,749,545,12921.333333333334,4961.0,3.165132844142504e-05,3.165133286179226e-05
123,1404,278,0,12451.0,5152.333333333333,0.00012899551915705108,0.00012899554952552515
124,2196,382,1320,13655.0,6543.333333333333,1.597784257365178e-05,1.5977855228752535e-05
125,382,2196,1860,13588.0,6427.666666666667,4.488013090578747e-05,4.488009296964845e-05
126,1967,2036,60,14259.0,6429.333333333333,0.00011383852488526063,0.00011383852252932043
127,392,2036,1967,14191.666666666666,6544.666666666667,3.686351812191194e-06,3.6864288402534064e-06
128,1199,588,545,13122.666666666666,4768.666666666667,9.201063692277864e-06,9.20104934190936e-06
129,588,729,545,13456.333333333334,5502.0,9.011837280637448e-05,9.011836321228542e-05
130,588,1199,60,13524.0,5155.333333333333,2.7257050380315476e-06,2.7256843674387196e-06
131,1112,377,1643,5741.666666666667,5907.0,0.00016928045862430905,0.0001692804956546515
132,917,1384,2193,7548.666666666667,7569.333333333333,1.8286928957775898e-05,1.8286796493571097e-05
133,1726,463,721,6946.666666666667,6989.666666666667,6.382787287309162e-05,6.382796484724845e-05
134,877,1041,1838,6541.0,8145.0,8.697264744918614e-05,8.697253272264643e-05
135,1495,1972,412,7211.333333333333,8378.0,0.00015721222682235655,0.00015721207178354186
136,1972,1495,612,7144.0,8493.666666666666,0.00012081864561050002,0.00012081863405
137,957,1743,42,4793.0,9991.0,0.00015551486037867744,0.00015551487259749506
138,1102,957,42,4793.333333333333,9837.0,0.00018886501516071727,0.00018886494961903403
139,556,2028,825,6003.333333333333,8606.333333333334,5.4488510654756406e-05,5.448849998082907e-05
140,556,607,1986,6204.333333333333,8722.333333333334,4.518549508286496e-06,4.518528789489436e-06
141,607,556,825,6137.666666666667,8606.666666666666,2.9835457570407482e-05,2.9835458704696305e-05
142,1148,1806,151,8418.333333333334,8612.333333333334,4.222904803759819e-06,4.222946625717396e-06
143,1027,1419,151,8551.666666666666,8843.666666666666,3.123203332565231e-05,3.123194078598262e-05
144,133,700,1027,8753.0,8728.666666666666,3.7539938227557367e-05,3.7539854918637606e-05
145,133,1027,151,8619.0,8728.333333333334,1.3500642162377973e-05,1.3500569000326988e-05
146,1806,133,151,8552.333333333334,8612.666666666666,6.018229895505375e-05,6.018232909204801e-05
147,700,1455,1027,8820.0,8844.333333333334,2.2748813667658464e-05,2.2748907860618964e-05
148,1058,941,242,10834.333333333334,7924.333333333333,0.00046387340543900004,0.0004638733468593682
149,941,1058,115,10968.666666666666,7924.666666666667,0.0002337044752526528,0.00023370439859527676
150,1675,1976,1716,15987.666666666666,12601.333333333334,0.00019146296653783787,0.00019146291294800527
151,350,1934,122,15450.333333333334,13062.333333333334,9.983249155131681e-05,9.983247696324442e-05
152,623,1442,1536,16258.666666666666,11599.666666666666,1.994493801833884e-06,1.9944482804719216e-06
153,548,1291,448,16462.0,10713.333333333334,0.00020009929742096212,0.00020009917111978612
154,821,548,455,16596.0,10714.0,2.461588545741113e-05,2.4615907894204444e-05
155,548,448,455,16596.333333333332,10559.666666666666,1.0232138381702298e-05,1.0232196637719087e-05
156,1291,574,1349,16193.666666666666,10712.666666666666,0.00012134053855575677,0.00012134054371028337
157,574,303,1349,16059.333333333334,10712.333333333334,4.6024458558846926e-05,4.6024467544445005e-05
158,1433,2012,1663,14038.0,14639.333333333334,4.250590371161524e-05,4.250579241526703e-05
159,1529,1433,1663,13903.666666666666,14716.333333333334,0.0008972710912753771,0.0008972707712635
160,1663,834,1651,14843.666666666666,14333.0,4.909609405724741e-05,4.909610096450923e-05
161,1020,1226,86,14442.0,13946.333333333334,0.00010634482155150624,0.00010634473049155231
162,1226,1020,2005,14576.0,13946.666666666666,5.109861758366928e-05,5.109855102398334e-05
163,834,1226,2005,14642.666666666666,14139.666666666666,9.710577132755632e-05,9.710580722456102e-05
164,304,1569,1651,15247.0,13948.333333333334,3.0244977638437406e-06,3.0245466214827953e-06
165,346,1485,1665,5593.666666666667,11612.333333333334,0.00019755388398663403,0.00019755391046929143
166,1485,346,751,5526.333333333333,11727.666666666666,1.1779961159363685e-05,1.1779993368282461e-05
167,1630,1485,1919,5325.666666666667,11611.666666666666,0.00021127972062306774,0.00021127970262107342
168,1485,751,1919,5392.333333333333,11727.333333333334,8.264977881659618e-05,8.264972465994087e-05
169,1778,1912,247,9370.333333333334,3294.6666666666665,3.208284302359121e-06,3.2084158310323414e-06
170,1607,1778,247,9504.333333333334,3372.0,0.00013389934518635914,0.0001338991681050349
171,224,531,1472,8966.666666666666,3756.6666666666665,0.0005907171176428001,0.0005907169832358
172,1243,1546,711,5602.333333333333,8142.666666666667,8.815927803641402e-05,8.815919557563846e-05
173,1546,1243,1780,5535.666666666667,8026.666666666667,0.0002687722250899997,0.00026877211764940207
174,318,1243,711,5534.666666666667,8258.333333333334,0.00014990376430976267,0.0001499036755628901
175,1243,318,807,5400.666666666667,8258.0,5.804728754709069e-05,5.8047292929925225e-05
176,668,1243,807,5334.0,8142.0,3.0052382480920636e-05,3.0052433663019384e-05
177,1243,668,1780,5401.333333333333,8026.333333333333,6.303857808819576e-05,6.303849469973384e-05
178,530,1546,1519,5737.0,7911.666666666667,0.0001039103385532512,0.00010391028939344104
179,552,668,723,5133.0,8025.666666666667,2.516671510676754e-05,2.516676710368764e-05
180,552,723,2060,4999.0,8025.333333333333,2.0506171996408818e-05,2.0506073937229826e-05
181,987,552,2060,4999.333333333333,7871.333333333333,0.0001816427930583158,0.00018164267427904068
182,564,987,1586,5201.0,7679.333333333333,2.260650329076813e-06,2.260574472191031e-06
183,400,564,1586,5335.0,7679.666666666667,1.74198698347071e-06,1.7418689237685454e-06
184,564,552,987,5133.666666666667,7794.666666666667,0.00012620277927516128,0.00012620279817658712
185,552,564,668,5200.333333333333,7910.333333333333,0.00013458980808200963,0.00013458979635292437
186,564,400,1780,5402.0,7795.333333333333,0.0001919481722788645,0.00019194799518150527
187,668,564,1780,5334.666666666667,7910.666666666667,0.00016324409959664907,0.00016324412810082056
188,2145,1372,2184,6798.333333333333,12771.333333333334,4.4160271798952307e-05,4.416034523124902e-05
189,1372,2145,767,6864.666666666667,12964.333333333334,0.00022134701511331971,0.0002213469156788344
190,1426,1372,767,6663.666666666667,12848.333333333334,8.917106740307808e-05,8.917110807591514e-05
191,743,148,1902,5994.333333333333,12307.0,0.00010510930785020643,0.00010510925864756486
192,148,767,1902,6328.666666666667,12655.0,6.281099501587815e-05,6.281098856795986e-05
193,148,1426,767,6462.666666666667,12732.333333333334,3.728122945381043e-05,3.728119604194661e-05
194,84,1862,2162,8142.666666666667,11618.666666666666,0.0005888391890767,0.0005888389980462649
195,1372,1279,2184,6731.666666666667,12655.666666666666,0.00016291395198515283,0.000162913760736661
196,368,1109,767,7199.333333333333,13235.333333333334,0.00015953605925208246,0.00015953608033885086
197,1109,340,142,7733.333333333333,14238.666666666666,3.0252036293005853e-05,3.025187968777837e-05
198,767,1109,142,7599.333333333333,14161.333333333334,5.38100684776148e-05,5.380997826119896e-05
199,2049,2145,2184,6932.333333333333,12771.666666666666,0.0002709145815666603,0.0002709145553409501
200,83,2049,2184,6999.666666666667,12656.333333333334,2.0627011379875128e-05,2.062710828689199e-05
201,1165,1731,35,8004.333333333333,13237.333333333334,3.446405724560878e-05,3.446397832670597e-05
202,1165,969,1731,7937.666666666667,13121.333333333334,0.0001189080795078757,0.00011890817923219933
203,625,1293,743,6129.0,12075.666666666666,4.130267670353452e-05,4.1302655873185466e-05
204,1293,625,1744,6196.333333333333,11960.333333333334,6.927495126019681e-05,6.92749657610995e-05
205,892,743,1902,5927.666666666667,12191.0,0.00015821634589208494,0.00015821634058073303
206,598,892,1902,5793.666666666667,12113.666666666666,0.00016737098035621355,0.00016737091644589204
207,525,892,598,5794.0,11959.333333333334,1.7819894449721334e-05,1.781987059723434e-05
208,892,625,743,5995.0,12075.333333333334,8.56456545779291e-05,8.564562540860741e-05
209,625,892,525,5928.0,11959.666666666666,9.13022153010325e-05,9.130220164437497e-05
210,1293,1283,743,6196.0,12191.666666666666,0.00015659539283816612,0.0001565953703563106
211,1283,148,743,6128.666666666667,12307.333333333334,0.00010732360064638657,0.00010732354638845018
212,148,1283,1426,6195.333333333333,12423.333333333334,4.21751143626695e-05,4.2175143092146105e-05
213,1283,1293,2003,6330.0,12192.0,1.6246991479250622e-05,1.624700554076902e-05
214,116,1625,1781,7002.333333333333,11500.0,2.259821848602394e-05,2.2598108502172324e-05
215,2133,885,491,6599.333333333333,11730.333333333334,2.226798924467505e-05,2.22678818675108e-05
216,731,885,2133,6532.0,11845.666666666666,4.269781781863079e-05,4.269788249590193e-05
217,885,731,1744,6398.0,11845.333333333334,1.3232630783243282e-05,1.3232529287573281e-05
218,888,2121,1781,7203.333333333333,11616.333333333334,0.0003084236222134928,0.00030842363717777636
219,2121,2120,1781,7136.0,11731.666666666666,0.0002705364510462464,0.00027053619053538926
220,2120,2121,149,7203.0,11847.333333333334,2.0491575508143048e-05,2.049139119164084e-05
221,2121,489,149,7337.0,11847.666666666666,0.0001424751133523501,0.00014247517621505717
222,1114,2117,1089,6534.0,11151.666666666666,9.307404190344507e-05,9.30739881872232e-05
223,1787,2067,1839,7205.333333333333,10922.333333333334,7.29690489659739e-05,7.296897759540507e-05
224,2067,147,748,7003.666666666667,11037.333333333334,0.0001216097756733562,0.00012160972575716543
225,1625,147,1633,7137.0,11268.666666666666,0.00029748926009962436,0.0002974890429929974
226,147,1787,1633,7204.333333333333,11153.333333333334,0.00015655958645393898,0.00015655959056647554
227,1787,147,2067,7137.666666666667,11037.666666666666,0.00016172049385631927,0.00016172043416880344
228,692,719,881,7607.333333333333,10923.333333333334,0.000486889236951732,0.0004868890042731
229,692,1787,1839,7339.333333333333,10922.666666666666,6.793351310044839e-06,6.7933133784702285e-06
230,260,1829,2162,8143.0,11387.0,0.0004559459694932083,0.0004559457987005
231,1829,260,402,8210.333333333334,11271.333333333334,0.0001688588267040286,0.00016885880997461443
232,1300,1861,1363,8415.333333333334,9768.333333333334,6.5640215216808e-05,6.563999029195316e-05
233,1861,251,1363,8348.666666666666,9652.666666666666,0.00010529410072931378,0.00010529388561263174
234,1722,1016,1635,8146.0,10230.666666666666,0.00015954744817009385,0.00015954715747004417
235,1532,1016,1219,8012.333333333333,9999.0,0.0003442078882522,0.0003442080353775
236,1016,1446,1219,7945.0,10114.666666666666,0.0004749758591857097,0.00047497588296940005
237,1446,1016,1722,8012.0,10230.333333333334,4.990696161622848e-05,4.9906794743772724e-05
238,1029,1300,1363,8549.666666666666,9768.666666666666,2.8963779825823447e-05,2.8963604820040717e-05
239,1300,1029,1435,8616.333333333334,9884.666666666666,9.880578789268798e-05,9.880589649963864e-05
240,529,243,2127,9558.0,8730.666666666666,3.2486518792373225e-06,3.248694262750831e-06
241,243,529,988,9625.0,8846.333333333334,6.878528995625983e-05,6.878532415511714e-05
242,1316,995,1142,9155.0,8960.666666666666,2.2652818858692895e-05,2.2652896703276654e-05
243,1455,1316,1142,9021.0,8960.333333333334,3.239953679131322e-05,3.239941012497459e-05
244,1316,1455,700,8954.0,8844.666666666666,5.53952233669529e-05,5.539511042912748e-05
245,995,1734,1142,9222.0,9076.666666666666,5.452162095725778e-05,5.452168185613013e-05
246,1495,1652,612,7211.0,8609.333333333334,0.00016455279797150126,0.0001645526337429715
247,688,292,2089,7544.0,9419.666666666666,0.00029081694548662617,0.00029081696137435935
248,1218,1714,1722,8145.333333333333,10461.666666666666,6.794623637304038e-06,6.794707821105035e-06
249,1823,912,452,8547.666666666666,10462.666666666666,8.791280204157581e-05,8.791281161373475e-05
250,912,928,452,8614.333333333334,10578.333333333334,6.423144803109992e-05,6.4231455798912e-05
251,1765,912,1823,8615.333333333334,10347.333333333334,3.531537557759586e-05,3.531544063494976e-05
252,928,912,250,8748.666666666666,10578.666666666666,0.00012611897592619689,0.00012611893248440823
253,1456,541,402,8412.0,11156.333333333334,0.0004889583342932357,0.0004889582098652288
254,1456,1685,1742,8546.666666666666,10925.666666666666,4.989787123293435e-05,4.9897932431325775e-05
255,1968,586,1635,8347.666666666666,10115.666666666666,2.079302344675068e-05,2.079324161448065e-05
256,586,1968,1300,8415.0,10000.0,0.00013028346369117075,0.00013028360552217166
257,1968,1861,1300,8348.0,9884.0,0.00014314187506868118,0.00014314165605657227
258,1861,1968,1532,8214.0,9883.666666666666,0.0002836905168139269,0.00028369066395273715
259,1016,1968,1635,8213.333333333334,10115.333333333334,0.00011838683012310157,0.00011838650631857817
260,1968,1016,1532,8146.666666666667,9999.333333333334,0.00041440876176262456,0.0004144084176036256
261,2176,1828,250,8950.0,10463.666666666666,6.010199030224963e-05,6.0101898129052736e-05
262,912,2176,250,8816.0,10463.333333333334,4.479004286131444e-05,4.479009387607352e-05
263,2176,912,1765,8749.333333333334,10347.666666666666,2.1714693037840423e-05,2.1714630818454875e-05
264,1335,1761,392,13990.0,6659.666666666667,0.00025635178018093964,0.0002563517453587598
265,1761,2036,392,14057.333333333334,6544.333333333333,0.000578425179104,0.0005784249565946001
266,2036,1761,445,13990.666666666666,6428.666666666667,0.00010194623175601453,0.00010194627865299944
267,1761,1335,1320,13856.0,6659.333333333333,1.3811062334566484e-06,1.3810911316044557e-06
268,382,1761,1320,13789.0,6543.666666666667,5.5441005412141384e-05,5.544099742885785e-05
269,1761,382,445,13856.333333333334,6428.333333333333,0.0001657365856223678,0.0001657365565779725
270,1285,1993,1407,16065.666666666666,8322.333333333334,4.009902744074065e-05,4.0099037277849844e-05
271,1285,1611,1993,15864.333333333334,8283.333333333334,8.84826775929638e-05,8.848276161256941e-05
272,233,257,1396,14391.666666666666,7123.666666666667,0.00016280268730077373,0.00016280271119482816
273,257,233,136,14459.0,7008.0,3.8983328808359944e-05,3.898334101938827e-05
274,1572,257,136,14593.0,7085.333333333333,4.787832464374545e-05,4.7878264041656837e-05
275,1074,257,1572,14592.666666666666,7239.666666666667,8.579431955820627e-05,8.579437307529972e-05
276,1396,1074,2024,14391.0,7354.666666666667,0.0006556275672313,0.0006556274074628
277,257,1074,1396,14458.333333333334,7239.333333333333,0.0005694558732896,0.0005694557109232
278,2153,1205,1410,15128.333333333334,7626.333333333333,5.977215965463582e-05,5.977208876293236e-05
279,2153,986,1205,14994.333333333334,7548.666666666667,6.24887910042644e-05,6.248870281662687e-05
280,1043,1966,1629,16598.333333333332,9942.666666666666,0.0003502733509661,0.00035027324040503514
281,1966,1043,455,16664.666666666668,10135.666666666666,5.7239863403686815e-05,5.723988388365099e-05
282,1265,1396,2024,14257.0,7354.333333333333,0.0003827690284737548,0.0003827689890675949
283,1669,1265,430,14056.0,7238.333333333333,0.00020810936802045894,0.00020810937737019292
284,233,1669,948,14190.666666666666,7007.333333333333,2.375482724717119e-05,2.375479746230461e-05
285,1669,233,1396,14257.333333333334,7123.333333333333,0.00029605791757658656,0.00029605785766884487
286,1265,1669,1396,14190.0,7238.666666666667,0.00042129585013217497,0.00042129573968809997
287,327,2006,1200,14654.0,9437.0,7.505316824531086e-06,7.505268378483835e-06
288,1513,2006,1003,14788.666666666666,9205.666666666666,1.0375843697703038e-05,1.0375786813986883e-05
289,1575,2017,2134,15590.333333333334,10595.666666666666,0.0001592980062512277,0.00015929802701168387
290,2017,485,2134,15657.666666666666,10480.333333333334,0.00019646843212352857,0.00019646832330230766
291,485,2017,127,15591.0,10364.666666666666,1.4876556071653572e-05,1.4876634102436342e-05
292,127,2017,744,15457.0,10364.333333333334,9.922363705321056e-06,9.922216866973141e-06
293,1535,1575,890,15455.333333333334,10826.666666666666,7.812061088583423e-05,7.812063374760949e-05
294,404,1813,419,15190.0,9669.666666666666,0.00020206650847750615,0.00020206649175625994
295,1813,428,419,15056.0,9669.333333333334,0.00045896391595419997,0.000458963816007
296,428,1813,1793,14988.666666666666,9784.666666666666,0.000376088786530407,0.00037608874540485926
297,677,169,1767,10440.0,4685.333333333333,1.0031850113784034e-05,1.0031824561638e-05
298,109,193,2115,10576.666666666666,3760.6666666666665,0.0003052671361363252,0.00030526694411187597
299,1351,193,109,10643.333333333334,3876.3333333333335,0.00022487383672694468,0.00022487396191332306
300,82,843,2124,10644.333333333334,3413.3333333333335,0.0004933656092660821,0.0004933654018114896
301,843,82,852,10778.666666666666,3413.6666666666665,7.731548244711351e-05,7.731561362267806e-05
302,852,82,763,10980.333333333334,3298.6666666666665,3.978661725681638e-05,3.9786502107405826e-05
303,763,82,247,10578.0,3220.6666666666665,7.564122821882299e-05,7.564116191163643e-05
304,559,1251,1585,11247.0,3839.0,0.00012849981667143175,0.00012849969003344484
305,195,224,1472,9033.333333333334,3872.3333333333335,0.0001683208075264361,0.0001683207924650209
