mean_curl,median_curl,top95_mean_curl,top99_mean_curl,edge_hotspot_top95_interface_like,replicate
0.00014393928930339688,8.934145277837225e-05,0.0006474983495108267,0.0009439583630821819,0.00040039848767180756,0
0.00014382439717441564,8.91543606497477e-05,0.0006476223010916441,0.0009443352712508019,0.00040013582805261484,1
0.00014393645219457364,8.85307856629708e-05,0.0006483676213759898,0.0009443962595624167,0.0004004003613614834,2
0.00014373310282893875,8.88716097088819e-05,0.0006472350316512718,0.0009423301107183375,0.0004001095501944228,3
0.00014388127752313644,8.851281524202459e-05,0.0006486951353225865,0.0009462550763849672,0.00040261273287456464,4
0.00014374080783309483,8.913785709600747e-05,0.0006473062948988271,0.0009433702181126554,0.0004005058151061871,5
0.00014376836551448368,8.92778843978297e-05,0.0006471391695009898,0.0009420567426862471,0.00039923854995437333,6
0.00014379651197180478,8.910559654974875e-05,0.0006478913618791301,0.0009438910079365853,0.00040124346324035354,7
0.00014387688660107042,8.935081313046838e-05,0.0006478724923455122,0.0009425228744148282,0.00040113017878945945,8
0.00014383547586641453,8.836948923105411e-05,0.0006474909506947031,0.0009429896608764916,0.00040116487693791554,9
0.00014386789255765807,8.911920686628239e-05,0.0006479596711238171,0.000945683614652996,0.0004014385233819118,10
0.00014381334800278153,8.910963186320372e-05,0.0006479288377327234,0.0009443405263502451,0.00040013846331473827,11
0.00014388968340657844,8.859219588877126e-05,0.0006486035793604014,0.0009474981907023317,0.00040255502187291057,12
0.00014385980053487966,8.880581745385123e-05,0.0006476092208851375,0.0009447421825270751,0.00040126019026232176,13
0.00014381168291688175,8.900210425966972e-05,0.0006474211468244552,0.0009412643742692586,0.0004012187123036925,14
0.0001438658808224435,8.882610177497467e-05,0.0006475898803505991,0.0009428837870432178,0.00040050171875548096,15
0.00014387451793008692,8.874842898915934e-05,0.0006480260206354878,0.0009452370165836028,0.00040101160980765966,16
0.00014370709111827536,8.87273716225528e-05,0.0006471358338184416,0.0009437595219246014,0.00040040104231353916,17
0.00014376174277517666,8.867855283833645e-05,0.0006471026180490525,0.0009439134065707283,0.00040051780936282283,18
0.00014379339215991736,8.919878755797993e-05,0.0006473986425865593,0.0009435507745570308,0.0004012116939696605,19
0.0001438878929565067,8.876768118031072e-05,0.0006485489563386236,0.0009445568698259942,0.00040119924169695784,20
0.00014380684944135798,8.833119266673096e-05,0.0006475565294959853,0.0009447572122187591,0.0004012991004445718,21
0.00014380402995363092,8.85196458931126e-05,0.0006476906335388368,0.0009432636738065985,0.0004007825865963275,22
0.0001437790451070997,8.874834715584447e-05,0.0006482488386843228,0.0009449059898017386,0.00040081983180520155,23
0.00014383231217161163,8.887610418252103e-05,0.0006474772791345023,0.0009441521149773281,0.00040019163389129535,24
0.00014383171619495311,8.860269330481104e-05,0.0006476736729651871,0.0009434258527458925,0.0004007046028628779,25
