sample_id,flux_name,E_total,E_exact,E_coexact,E_harmonic,frac_exact,frac_coexact,frac_harmonic
GSM_6433618,flux_tumor_immune,9.21152647436778e-05,2.5243270207197304e-05,6.68718343104337e-05,4.173344948321642e-15,0.2740397591451841,0.7259575014493557,4.530563730771124e-11
GSM_6433618,flux_tumor_stroma,0.0198295163000143,0.0187192904433539,0.0011102084045199,5.76277107645658e-13,0.9440114504124528,0.0559876694783082,2.9061581680902655e-11
GSM_6433619,flux_tumor_immune,0.0001542944991622,4.061487858972683e-05,0.0001136793412301,6.9505479359604276e-15,0.2632293321889106,0.7367678573650713,4.504723773796168e-11
GSM_6433619,flux_tumor_stroma,0.0172517464574799,0.0161530334933445,0.0010986980852028,4.254527544967432e-13,0.936312942759539,0.0636861947809645,2.466143097716789e-11
